grid_index,i_cr,i_ci,Mach,alpha,cr_center,ci_center,cr_target,ci_target,cr_pinn,ci_pinn,cr_failure_reference,ci_failure_reference,status,technical_success,root_class,shoot_cr,shoot_ci,stage1_mismatch,stage2_mismatch,total_mismatch,distance_target,distance_failure,error,seconds,_source_file,cr0,ci0,_cr_key,_ci_key,target_error,failure_branch_error,technical_success_norm,target_recovery_recomputed,worker_class,distance_to_pinn_seed
756,6,30,1.15,0.06,0.03,0.24,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.001376953125,0.2240156249999999,0.0008152316818691,3.444248637174882e-21,0.0008152316818691,0.0242075936526218,0.1219583333939179,,20.291117593063973,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0679_0775.csv,0.03,0.24,0.03,0.24,0.024207593652621786,0.12195833339391789,True,False,UNAVAILABLE,0.12448045421671627
7,7,0,1.15,0.06,0.035,0.06,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.075984375,0.0009597492772733,1.113599586310174e-21,0.0009597492772733,0.1239649117085354,0.0265611787752912,,22.02229933103081,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0000_0097.csv,0.035,0.06,0.035,0.06,0.12396491170853545,0.026561178775291287,True,False,UNAVAILABLE,0.05629079393648664
32,7,1,1.15,0.06,0.035,0.066,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.081984375,0.0007123664588633,1.2722950627796217e-21,0.0007123664588633,0.1179701027426083,0.02070091635491,,21.879987584077757,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0000_0097.csv,0.035,0.066,0.035,0.066,0.11797010274260838,0.020700916354910105,True,False,UNAVAILABLE,0.050375405526903706
57,7,2,1.15,0.06,0.035,0.072,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.087984375,0.0004884867344549,1.43475387356149e-21,0.0004884867344549,0.1119758498395889,0.014951911514351,,21.76785496796947,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0000_0097.csv,0.035,0.072,0.035,0.072,0.11197584983958891,0.014951911514351084,True,False,UNAVAILABLE,0.04448268744129564
82,7,3,1.15,0.06,0.035,0.078,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.093984375,0.000294224398811,1.6002844945087929e-21,0.000294224398811,0.1059822473506518,0.0095179503010356,,21.631698180921376,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0000_0097.csv,0.035,0.078,0.035,0.078,0.10598224735065187,0.009517950301035659,True,False,UNAVAILABLE,0.03862301751546609
107,7,4,1.15,0.06,0.035,0.0839999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.099984375,0.0001586215685086,1.7670007678746166e-21,0.0001586215685086,0.0999894122379531,0.0054427105318016,,21.22794773511123,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0097_0194.csv,0.035,0.0839999999999999,0.035,0.084,0.09998941223795318,0.005442710531801664,True,False,UNAVAILABLE,0.032814104924559606
132,7,5,1.15,0.06,0.035,0.09,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.102328125,0.0001432898235015,1.831686729633509e-21,0.0001432898235015,0.097648700026162,0.0050361719212597,,21.17595171800349,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0097_0194.csv,0.035,0.09,0.035,0.09,0.09764870002616206,0.005036171921259716,True,False,UNAVAILABLE,0.02708862274092207
157,7,6,1.15,0.06,0.035,0.096,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.102328125,0.0001432898235015,1.831686729633509e-21,0.0001432898235015,0.097648700026162,0.0050361719212597,,21.140080934972502,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0097_0194.csv,0.035,0.096,0.035,0.096,0.09764870002616206,0.005036171921259716,True,False,UNAVAILABLE,0.021513286173897285
182,7,7,1.15,0.06,0.035,0.102,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.102328125,0.0001432898235015,1.831686729633509e-21,0.0001432898235015,0.097648700026162,0.0050361719212597,,21.23773539590184,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0097_0194.csv,0.035,0.102,0.035,0.102,0.09764870002616206,0.005036171921259716,True,False,UNAVAILABLE,0.016243444277615517
207,7,8,1.15,0.06,0.035,0.108,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.102328125,0.0001432898235015,1.831686729633509e-21,0.0001432898235015,0.097648700026162,0.0050361719212597,,21.57668228202965,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0194_0291.csv,0.035,0.108,0.035,0.108,0.09764870002616206,0.005036171921259716,True,False,UNAVAILABLE,0.011699465030504605
232,7,9,1.15,0.06,0.035,0.1139999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.1023281249999999,0.0001432898235015,1.832028857622027e-21,0.0001432898235015,0.097648700026162,0.0050361719212597,,25.725998311070725,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0194_0291.csv,0.035,0.1139999999999999,0.035,0.114,0.09764870002616217,0.00503617192125971,True,False,UNAVAILABLE,0.00905016474988165
257,7,10,1.15,0.06,0.035,0.12,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.1040156249999999,0.0001507888302521,1.879009897972797e-21,0.0001507888302521,0.0959634790547538,0.0053943036038477,,21.496500816079788,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0194_0291.csv,0.035,0.12,0.035,0.12,0.09596347905475391,0.005394303603847711,True,False,UNAVAILABLE,0.009946531154126043
282,7,11,1.15,0.06,0.035,0.126,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.1100156249999999,0.0002462240768075,2.0430660313920198e-21,0.0002462240768075,0.0899722741653714,0.0094077219012088,,21.37839323503431,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0194_0291.csv,0.035,0.126,0.035,0.126,0.08997227416537153,0.00940772190120877,True,False,UNAVAILABLE,0.013709904521914075
307,7,12,1.15,0.06,0.035,0.132,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.1160156249999999,0.0003616570371964,2.2030516259742226e-21,0.0003616570371964,0.083982325073109,0.0148294285584605,,21.69140429899562,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0291_0388.csv,0.035,0.132,0.035,0.132,0.08398232507310907,0.01482942855846044,True,False,UNAVAILABLE,0.01868126018233246
332,7,13,1.15,0.06,0.035,0.138,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.1220156249999999,0.0004650502141626,2.3566764420039218e-21,0.0004650502141626,0.0779939211149301,0.0205747095087751,,21.73921034997329,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0291_0388.csv,0.035,0.138,0.035,0.138,0.07799392111493018,0.020574709508775116,True,False,UNAVAILABLE,0.024125038487015943
357,7,14,1.15,0.06,0.035,0.144,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.1280156249999999,0.000550355728706,2.5025323631597288e-21,0.000550355728706,0.0720074477889511,0.0264334142965013,,21.723841054015796,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0291_0388.csv,0.035,0.144,0.035,0.144,0.07200744778895123,0.02643341429650132,True,False,UNAVAILABLE,0.029783308781933533
382,7,15,1.15,0.06,0.035,0.15,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.165984375,0.0006228011597905,3.2525149439898348e-21,0.0006228011597905,0.0342342873133618,0.0641168621965625,,21.123208313947544,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0291_0388.csv,0.035,0.15,0.035,0.15,0.03423428731336183,0.06411686219656249,True,False,UNAVAILABLE,0.03555381107560763
407,7,16,1.15,0.06,0.035,0.156,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.171984375,0.0005611968908305,3.3336039453530603e-21,0.0005611968908305,0.0283131106388964,0.0700999553347431,,20.664721918059517,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0388_0485.csv,0.035,0.156,0.035,0.156,0.0283131106388965,0.07009995533474316,True,False,UNAVAILABLE,0.0413896301263976
432,7,17,1.15,0.06,0.035,0.162,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.177984375,0.0004809207411111,3.390924098664168e-21,0.0004809207411111,0.0224338592365865,0.0760857112599533,,20.615289323031902,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0388_0485.csv,0.035,0.162,0.035,0.162,0.022433859236586595,0.07608571125995331,True,False,UNAVAILABLE,0.04726657891153114
457,7,18,1.15,0.06,0.035,0.1679999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.183984375,0.0003834196545649,3.427640777527902e-21,0.0003834196545649,0.016641029007954,0.0820735473702275,,20.514569982071407,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0388_0485.csv,0.035,0.1679999999999999,0.035,0.168,0.01664102900795408,0.08207354737022755,True,False,UNAVAILABLE,0.05317102107351324
482,7,19,1.15,0.06,0.035,0.174,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.189984375,0.0002726930601877,3.449358797655091e-21,0.0002726930601877,0.0110711179489768,0.0880630393407642,,20.368741501006298,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0388_0485.csv,0.035,0.174,0.035,0.174,0.011071117948976826,0.08806303934076423,True,False,UNAVAILABLE,0.05909471619358196
507,7,20,1.15,0.06,0.035,0.18,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.195984375,0.0001662018690894,3.465862258463798e-21,0.0001662018690894,0.0063415659609235,0.0940538708290785,,21.364405646920204,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0485_0582.csv,0.035,0.18,0.035,0.18,0.006341565960923598,0.0940538708290785,True,False,UNAVAILABLE,0.06503240332326646
532,7,21,1.15,0.06,0.035,0.186,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.1996093749999999,0.0001367197743136,3.4754900123557635e-21,0.0001367197743136,0.0050349205634763,0.097673876960183,,21.347621855093166,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0485_0582.csv,0.035,0.186,0.035,0.186,0.005034920563476303,0.09767387696018298,True,False,UNAVAILABLE,0.0709805711585924
557,7,22,1.15,0.06,0.035,0.192,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.1996093749999999,0.0001367197743136,3.4754900123557635e-21,0.0001367197743136,0.0050349205634763,0.097673876960183,,21.36429648601916,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0485_0582.csv,0.035,0.192,0.035,0.192,0.005034920563476303,0.09767387696018298,True,False,UNAVAILABLE,0.07693678887242436
582,7,23,1.15,0.06,0.035,0.198,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.1996093749999999,0.0001367197743136,3.4754900123557635e-21,0.0001367197743136,0.0050349205634763,0.097673876960183,,20.216996661038134,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0582_0679.csv,0.035,0.198,0.035,0.198,0.005034920563476303,0.09767387696018298,True,False,UNAVAILABLE,0.08289932136031031
607,7,24,1.15,0.06,0.035,0.204,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.1996093749999999,0.0001367197743136,3.4754900123557635e-21,0.0001367197743136,0.0050349205634763,0.097673876960183,,20.143349905032665,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0582_0679.csv,0.035,0.204,0.035,0.204,0.005034920563476303,0.09767387696018298,True,False,UNAVAILABLE,0.08886689756034019
632,7,25,1.15,0.06,0.035,0.21,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.1996093749999999,0.0001367197743136,3.4754900123557635e-21,0.0001367197743136,0.0050349205634763,0.097673876960183,,20.041787801892497,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0582_0679.csv,0.035,0.21,0.035,0.21,0.005034920563476303,0.09767387696018298,True,False,UNAVAILABLE,0.09483856537295363
657,7,26,1.15,0.06,0.035,0.216,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.2000156249999999,0.0001371754287959,3.4767991615406416e-21,0.0001371754287959,0.0050321179872472,0.0980795902895728,,20.03266914398409,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0582_0679.csv,0.035,0.216,0.035,0.216,0.005032117987247226,0.0980795902895728,True,False,UNAVAILABLE,0.10081359770388118
682,7,27,1.15,0.06,0.035,0.222,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.2060156249999999,0.000229331019097,3.495415684299951e-21,0.000229331019097,0.0079588326803724,0.1040721516610975,,20.429262427031063,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0679_0775.csv,0.035,0.222,0.035,0.222,0.00795883268037239,0.10407215166109743,True,False,UNAVAILABLE,0.10679142981531804
707,7,28,1.15,0.06,0.035,0.228,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.2120156249999999,0.0003997053170173,3.509239697594186e-21,0.0003997053170173,0.0131667696809335,0.1100655235365302,,20.385072088916782,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0679_0775.csv,0.035,0.228,0.035,0.228,0.013166769680933518,0.11006552353653011,True,False,UNAVAILABLE,0.11277161647329527
732,7,29,1.15,0.06,0.035,0.234,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.218015625,0.0006011156170527,3.5030864825453415e-21,0.0006011156170527,0.0188516479393006,0.116059580351518,,20.222345450078137,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0679_0775.csv,0.035,0.234,0.035,0.234,0.01885164793930069,0.11605958035151809,True,False,UNAVAILABLE,0.11875380196861068
757,7,30,1.15,0.06,0.035,0.24,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.005029296875,0.2240156249999999,0.0008245980399462,3.479837337043661e-21,0.0008245980399462,0.0246861385442098,0.1220542211943957,,22.515945202088915,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0679_0775.csv,0.035,0.24,0.035,0.24,0.024686138544209858,0.12205422119439567,True,False,UNAVAILABLE,0.12473769872015436
8,8,0,1.15,0.06,0.04,0.06,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.010029296875,0.075984375,0.000999702594372,1.1447577398209985e-21,0.000999702594372,0.1242682273517746,0.0279426052236183,,22.029372378019616,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0000_0097.csv,0.04,0.06,0.04,0.06,0.12426822735177467,0.027942605223618362,True,False,UNAVAILABLE,0.0572954054178867
33,8,1,1.15,0.06,0.04,0.066,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.010029296875,0.081984375,0.0007649638591474,1.306547568156247e-21,0.0007649638591474,0.118288791249843,0.0224459552410447,,21.93568936293013,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0000_0097.csv,0.04,0.066,0.04,0.066,0.11828879124984305,0.022445955241044757,True,False,UNAVAILABLE,0.051495548176517164
58,8,2,1.15,0.06,0.04,0.072,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.010029296875,0.087984375,0.0005594878646896,1.4715904214174945e-21,0.0005594878646896,0.1123115485671243,0.0172873545310722,,21.872471643961035,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0000_0097.csv,0.04,0.072,0.04,0.072,0.11231154856712437,0.017287354531072257,True,False,UNAVAILABLE,0.04574734398847654
83,8,3,1.15,0.06,0.04,0.078,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.010029296875,0.093984375,0.0003945396191884,1.639534522072415e-21,0.0003945396191884,0.1063368691834686,0.0128796097255695,,21.653029959998094,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0000_0097.csv,0.04,0.078,0.04,0.078,0.10633686918346864,0.012879609725569513,True,False,UNAVAILABLE,0.04007302686346516
108,8,4,1.15,0.06,0.04,0.0839999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.010029296875,0.099984375,0.0002959320009319,1.809176921335495e-21,0.0002959320009319,0.1003652108747782,0.0102428544206673,,21.28633757901844,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0097_0194.csv,0.04,0.0839999999999999,0.04,0.084,0.10036521087477827,0.010242854420667354,True,False,UNAVAILABLE,0.03450906376591528
133,8,5,1.15,0.06,0.04,0.09,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.010029296875,0.1031197916666666,0.0002821551489487,1.8976515782952338e-21,0.0002821551489487,0.0972459927519319,0.0100846043129248,,21.189528474002145,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0097_0194.csv,0.04,0.09,0.04,0.09,0.09724599275193202,0.010084604312924846,True,False,UNAVAILABLE,0.02911878228909994
158,8,6,1.15,0.06,0.04,0.096,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.010029296875,0.1031197916666666,0.0002821551489487,1.8976515782952338e-21,0.0002821551489487,0.0972459927519319,0.0100846043129248,,21.17407470394392,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0097_0194.csv,0.04,0.096,0.04,0.096,0.09724599275193202,0.010084604312924846,True,False,UNAVAILABLE,0.02401939803575435
183,8,7,1.15,0.06,0.04,0.102,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.010029296875,0.1031197916666666,0.0002821551489487,1.8976515782952338e-21,0.0002821551489487,0.0972459927519319,0.0100846043129248,,21.243318574037403,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0097_0194.csv,0.04,0.102,0.04,0.102,0.09724599275193202,0.010084604312924846,True,False,UNAVAILABLE,0.019441180056776395
208,8,8,1.15,0.06,0.04,0.108,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.010029296875,0.1031197916666666,0.0002821551489487,1.897690269358837e-21,0.0002821551489487,0.0972459927519319,0.0100846043129248,,21.58677968999837,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0194_0291.csv,0.04,0.108,0.04,0.108,0.09724599275193202,0.010084604312924846,True,False,UNAVAILABLE,0.015842584448252123
233,8,9,1.15,0.06,0.04,0.1139999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.010029296875,0.1033489583333333,0.0002822224146269,1.904079696578405e-21,0.0002822224146269,0.0970180509851756,0.0101111412757543,,25.78617667092476,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0194_0291.csv,0.04,0.1139999999999999,0.04,0.114,0.0970180509851757,0.010111141275754307,True,False,UNAVAILABLE,0.014000552917652943
258,8,10,1.15,0.06,0.04,0.12,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.010029296875,0.1040156249999999,0.000283197796158,1.922922912323895e-21,0.000283197796158,0.0963549807043702,0.0102172148905895,,21.47849882498849,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0194_0291.csv,0.04,0.12,0.04,0.12,0.09635498070437025,0.010217214890589528,True,False,UNAVAILABLE,0.014596009112082656
283,8,11,1.15,0.06,0.04,0.126,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.010029296875,0.1100156249999999,0.0003323237262042,2.0899412754374225e-21,0.0003323237262042,0.0903897290223625,0.0127983670880501,,21.427587643032894,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0194_0291.csv,0.04,0.126,0.04,0.126,0.09038972902236266,0.012798367088050067,True,False,UNAVAILABLE,0.01738020373873678
308,8,12,1.15,0.06,0.04,0.132,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.010029296875,0.1160156249999999,0.0004160000643073,2.251633099638111e-21,0.0004160000643073,0.0844294019813756,0.0171815284570518,,21.764011391089294,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0291_0388.csv,0.04,0.132,0.04,0.132,0.08442940198137575,0.017181528457051835,True,False,UNAVAILABLE,0.02151974632750117
333,8,13,1.15,0.06,0.04,0.138,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.010029296875,0.1220156249999999,0.0005015002494776,2.4068705775082518e-21,0.0005015002494776,0.0784751216955368,0.0223296135237599,,21.62044592399616,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0291_0388.csv,0.04,0.138,0.04,0.138,0.07847512169553686,0.0223296135237599,True,False,UNAVAILABLE,0.026384227902290423
358,8,14,1.15,0.06,0.04,0.144,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.010029296875,0.1280156249999999,0.0005761666190785,2.552812172113809e-21,0.0005761666190785,0.0725283774210198,0.0278211854549816,,21.80989650497213,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0291_0388.csv,0.04,0.144,0.04,0.144,0.07252837742101989,0.02782118545498161,True,False,UNAVAILABLE,0.031641041101708386
383,8,15,1.15,0.06,0.04,0.15,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.010029296875,0.165984375,0.0006403025307925,3.3012220396113602e-21,0.0006403025307925,0.0353168433201663,0.0647013522786269,,21.157227501040325,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0291_0388.csv,0.04,0.15,0.04,0.15,0.03531684332016632,0.06470135227862694,True,False,UNAVAILABLE,0.03712389368048561
408,8,16,1.15,0.06,0.04,0.156,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.010029296875,0.171984375,0.0005841076626822,3.377645062037696e-21,0.0005841076626822,0.0296129233325209,0.070634953859141,,20.698567829094827,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0388_0485.csv,0.04,0.156,0.04,0.156,0.029612923332520948,0.07063495385914105,True,False,UNAVAILABLE,0.04274589432916335
433,8,17,1.15,0.06,0.04,0.162,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.010029296875,0.177984375,0.0005125600174316,3.4298250978757176e-21,0.0005125600174316,0.0240535035804422,0.0765789032742242,,20.62269079999533,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0388_0485.csv,0.04,0.162,0.04,0.162,0.02405350358044231,0.07657890327422419,True,False,UNAVAILABLE,0.04845863681532942
458,8,18,1.15,0.06,0.04,0.1679999999999999,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.010029296875,0.183984375,0.0004294505507613,3.464136953991409e-21,0.0004294505507613,0.0187674409734235,0.0825309647749436,,20.59704789496027,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0388_0485.csv,0.04,0.1679999999999999,0.04,0.168,0.018767440973423588,0.08253096477494362,True,False,UNAVAILABLE,0.0542334535319298
483,8,19,1.15,0.06,0.04,0.174,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.010029296875,0.189984375,0.0003438522163864,3.4875434835545694e-21,0.0003438522163864,0.0140663658024212,0.0884895014489458,,20.411725188954733,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0388_0485.csv,0.04,0.174,0.04,0.174,0.014066365802421255,0.08848950144894584,True,False,UNAVAILABLE,0.06005243943421448
508,8,20,1.15,0.06,0.04,0.18,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.010029296875,0.195984375,0.0002793858590543,3.5093975433365095e-21,0.0002793858590543,0.0107474858959718,0.0944532878553361,,21.400636915001087,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0485_0582.csv,0.04,0.18,0.04,0.18,0.010747485895971865,0.0944532878553361,True,False,UNAVAILABLE,0.06590389580290378
533,8,21,1.15,0.06,0.04,0.186,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,other,0.010029296875,0.1988697916666666,0.0002694214700188,3.521035275963579e-21,0.0002694214700188,0.0100768160577973,0.0973228744993433,,21.366086911060847,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0485_0582.csv,0.04,0.186,0.04,0.186,0.010076816057797302,0.09732287449934325,True,False,UNAVAILABLE,0.07177988215370655
