grid_index,i_cr,i_ci,Mach,alpha,cr_center,ci_center,cr_target,ci_target,cr_pinn,ci_pinn,cr_failure_reference,ci_failure_reference,status,technical_success,root_class,shoot_cr,shoot_ci,stage1_mismatch,stage2_mismatch,total_mismatch,distance_target,distance_failure,error,seconds,_source_file,cr0,ci0,_cr_key,_ci_key,target_error,failure_branch_error,technical_success_norm,target_recovery_recomputed,worker_class,distance_to_pinn_seed
525,0,21,1.15,0.06,0.0,0.186,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,target,0.0,0.1998489583333333,4.096632311842282e-08,3.432738607323302e-21,4.0966323118426255e-08,1.7338515904373383e-06,0.0977838933333333,,21.326710448018275,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0485_0582.csv,0.0,0.186,0.0,0.186,1.7338515903818274e-06,0.0977838933333333,True,True,UNAVAILABLE,0.07509641457486502
550,0,22,1.15,0.06,0.0,0.192,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,target,0.0,0.1998489583333333,4.096632311842282e-08,3.432738607323302e-21,4.0966323118426255e-08,1.7338515904373383e-06,0.0977838933333333,,21.445962156984024,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0485_0582.csv,0.0,0.192,0.0,0.192,1.7338515903818274e-06,0.0977838933333333,True,True,UNAVAILABLE,0.08074960979472284
575,0,23,1.15,0.06,0.0,0.198,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,target,0.0,0.1998489583333334,4.0966323136392274e-08,3.432270281311471e-21,4.0966323136395715e-08,1.7338515904928497e-06,0.0977838933333334,,21.3161066690227,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0485_0582.csv,0.0,0.198,0.0,0.198,1.7338515904928497e-06,0.09778389333333341,True,True,UNAVAILABLE,0.08644956611805522
600,0,24,1.15,0.06,0.0,0.204,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,target,0.0,0.1998489583333333,4.096632311842282e-08,3.432738607323302e-21,4.0966323118426255e-08,1.7338515904373383e-06,0.0977838933333333,,20.137158161960546,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0582_0679.csv,0.0,0.204,0.0,0.204,1.7338515903818274e-06,0.0977838933333333,True,True,UNAVAILABLE,0.09218761024129
625,0,25,1.15,0.06,0.0,0.21,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,target,0.0,0.1998489583333333,4.096632311842282e-08,3.432738607323302e-21,4.0966323118426255e-08,1.7338515904373383e-06,0.0977838933333333,,19.96000791003462,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0582_0679.csv,0.0,0.21,0.0,0.21,1.7338515903818274e-06,0.0977838933333333,True,True,UNAVAILABLE,0.09795704916952122
526,1,21,1.15,0.06,0.005,0.186,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,target,0.0,0.1998489583333333,4.096632311842282e-08,3.432738607323302e-21,4.0966323118426255e-08,1.7338515904373383e-06,0.0977838933333333,,21.324396924930625,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0485_0582.csv,0.005,0.186,0.005,0.186,1.7338515903818274e-06,0.0977838933333333,True,True,UNAVAILABLE,0.07350905714264058
551,1,22,1.15,0.06,0.005,0.192,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,target,0.0,0.1998489583333333,4.096632311842282e-08,3.432738607323302e-21,4.0966323118426255e-08,1.7338515904373383e-06,0.0977838933333333,,21.32639227900654,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0485_0582.csv,0.005,0.192,0.005,0.192,1.7338515903818274e-06,0.0977838933333333,True,True,UNAVAILABLE,0.0792755288976365
576,1,23,1.15,0.06,0.005,0.198,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,target,0.0,0.1998489583333334,4.0966323136392274e-08,3.432270281311471e-21,4.0966323136395715e-08,1.7338515904928497e-06,0.0977838933333334,,21.331340687000196,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0485_0582.csv,0.005,0.198,0.005,0.198,1.7338515904928497e-06,0.09778389333333341,True,True,UNAVAILABLE,0.08507430565100135
601,1,24,1.15,0.06,0.005,0.204,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,target,0.0,0.1998489583333333,4.096632311842282e-08,3.432738607323302e-21,4.0966323118426255e-08,1.7338515904373383e-06,0.0977838933333333,,20.077342918957584,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0582_0679.csv,0.005,0.204,0.005,0.204,1.7338515903818274e-06,0.0977838933333333,True,True,UNAVAILABLE,0.09089920506803124
626,1,25,1.15,0.06,0.005,0.21,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,target,0.0,0.1998489583333333,4.096632311842282e-08,3.432738607323302e-21,4.0966323118426255e-08,1.7338515904373383e-06,0.0977838933333333,,20.023414307041094,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0582_0679.csv,0.005,0.21,0.005,0.21,1.7338515903818274e-06,0.0977838933333333,True,True,UNAVAILABLE,0.09674550884666429
527,2,21,1.15,0.06,0.01,0.186,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,target,0.0,0.1998489583333333,4.096632311842282e-08,3.432738607323302e-21,4.0966323118426255e-08,1.7338515904373383e-06,0.0977838933333333,,21.32728109403979,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0485_0582.csv,0.01,0.186,0.01,0.186,1.7338515903818274e-06,0.0977838933333333,True,True,UNAVAILABLE,0.0722335897072823
552,2,22,1.15,0.06,0.01,0.192,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,target,0.0,0.1998489583333333,4.096632311842282e-08,3.432738607323302e-21,4.0966323118426255e-08,1.7338515904373383e-06,0.0977838933333333,,21.29215368896257,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0485_0582.csv,0.01,0.192,0.01,0.192,1.7338515903818274e-06,0.0977838933333333,True,True,UNAVAILABLE,0.0780942986523344
577,2,23,1.15,0.06,0.01,0.198,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,target,0.0,0.1998489583333334,4.0966323136392274e-08,3.432270281311471e-21,4.0966323136395715e-08,1.7338515904928497e-06,0.0977838933333334,,21.32021298503969,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0485_0582.csv,0.01,0.198,0.01,0.198,1.7338515904928497e-06,0.09778389333333341,True,True,UNAVAILABLE,0.08397468357784983
602,2,24,1.15,0.06,0.01,0.204,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,target,0.0,0.1998489583333333,4.096632311842282e-08,3.432738607323302e-21,4.0966323118426255e-08,1.7338515904373383e-06,0.0977838933333333,,20.12776222208049,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0582_0679.csv,0.01,0.204,0.01,0.204,1.7338515903818274e-06,0.0977838933333333,True,True,UNAVAILABLE,0.08987088228119271
627,2,25,1.15,0.06,0.01,0.21,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,target,0.0,0.1998489583333333,4.096632311842282e-08,3.432738607323302e-21,4.0966323118426255e-08,1.7338515904373383e-06,0.0977838933333333,,19.979097123956308,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0582_0679.csv,0.01,0.21,0.01,0.21,1.7338515903818274e-06,0.0977838933333333,True,True,UNAVAILABLE,0.0957799743265783
528,3,21,1.15,0.06,0.015,0.186,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,target,0.0,0.1998489583333333,4.096632311842282e-08,3.432738607323302e-21,4.0966323118426255e-08,1.7338515904373383e-06,0.0977838933333333,,21.342790797003545,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0485_0582.csv,0.015,0.186,0.015,0.186,1.7338515903818274e-06,0.0977838933333333,True,True,UNAVAILABLE,0.07128675530559656
553,3,22,1.15,0.06,0.015,0.192,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,target,0.0,0.1998489583333333,4.096632311842282e-08,3.432738607323302e-21,4.0966323118426255e-08,1.7338515904373383e-06,0.0977838933333333,,21.30541979603004,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0485_0582.csv,0.015,0.192,0.015,0.192,1.7338515903818274e-06,0.0977838933333333,True,True,UNAVAILABLE,0.07721935950265323
578,3,23,1.15,0.06,0.015,0.198,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,target,0.0,0.1998489583333334,4.0966323136392274e-08,3.432270281311471e-21,4.0966323136395715e-08,1.7338515904928497e-06,0.0977838933333334,,21.26582304306794,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0485_0582.csv,0.015,0.198,0.015,0.198,1.7338515904928497e-06,0.09778389333333341,True,True,UNAVAILABLE,0.08316163467609328
603,3,24,1.15,0.06,0.015,0.204,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,target,0.0,0.1998489583333333,4.096632311842282e-08,3.432738607323302e-21,4.0966323118426255e-08,1.7338515904373383e-06,0.0977838933333333,,20.133949103066698,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0582_0679.csv,0.015,0.204,0.015,0.204,1.7338515903818274e-06,0.0977838933333333,True,True,UNAVAILABLE,0.08911164616367491
628,3,25,1.15,0.06,0.015,0.21,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,target,0.0,0.1998489583333333,4.096632311842282e-08,3.432738607323302e-21,4.0966323118426255e-08,1.7338515904373383e-06,0.0977838933333333,,19.962365938001312,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0582_0679.csv,0.015,0.21,0.015,0.21,1.7338515903818274e-06,0.0977838933333333,True,True,UNAVAILABLE,0.09506794139982205
529,4,21,1.15,0.06,0.02,0.186,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,target,0.0,0.1998489583333333,4.096632311842282e-08,3.432738607323302e-21,4.0966323118426255e-08,1.7338515904373383e-06,0.0977838933333333,,21.302265755017288,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0485_0582.csv,0.02,0.186,0.02,0.186,1.7338515903818274e-06,0.0977838933333333,True,True,UNAVAILABLE,0.07068176201821796
554,4,22,1.15,0.06,0.02,0.192,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,target,0.0,0.1998489583333333,4.096632311842282e-08,3.432738607323302e-21,4.0966323118426255e-08,1.7338515904373383e-06,0.0977838933333333,,21.31870337401051,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0485_0582.csv,0.02,0.192,0.02,0.192,1.7338515903818274e-06,0.0977838933333333,True,True,UNAVAILABLE,0.0766611993253432
579,4,23,1.15,0.06,0.02,0.198,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,target,0.0,0.1998489583333334,4.0966323136392274e-08,3.432270281311471e-21,4.0966323136395715e-08,1.7338515904928497e-06,0.0977838933333334,,21.24586863303557,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0485_0582.csv,0.02,0.198,0.02,0.198,1.7338515904928497e-06,0.09778389333333341,True,True,UNAVAILABLE,0.08264361730950552
604,4,24,1.15,0.06,0.02,0.204,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,target,0.0,0.1998489583333333,4.096632311842282e-08,3.432738607323302e-21,4.0966323118426255e-08,1.7338515904373383e-06,0.0977838933333333,,20.133139177924026,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0582_0679.csv,0.02,0.204,0.02,0.204,1.7338515903818274e-06,0.0977838933333333,True,True,UNAVAILABLE,0.08862841238564526
629,4,25,1.15,0.06,0.02,0.21,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,target,0.0,0.1998489583333333,4.096632311842282e-08,3.432738607323302e-21,4.0966323118426255e-08,1.7338515904373383e-06,0.0977838933333333,,19.997173957992345,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0582_0679.csv,0.02,0.21,0.02,0.21,1.7338515903818274e-06,0.0977838933333333,True,True,UNAVAILABLE,0.09461513347239964
530,5,21,1.15,0.06,0.025,0.186,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,target,0.0,0.1998489583333333,4.096632311842282e-08,3.432738607323302e-21,4.0966323118426255e-08,1.7338515904373383e-06,0.0977838933333333,,21.334691310999915,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0485_0582.csv,0.025,0.186,0.025,0.186,1.7338515903818274e-06,0.0977838933333333,True,True,UNAVAILABLE,0.07042741995842244
555,5,22,1.15,0.06,0.025,0.192,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,target,0.0,0.1998489583333333,4.096632311842282e-08,3.432738607323302e-21,4.0966323118426255e-08,1.7338515904373383e-06,0.0977838933333333,,21.28261549398303,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0485_0582.csv,0.025,0.192,0.025,0.192,1.7338515903818274e-06,0.0977838933333333,True,True,UNAVAILABLE,0.07642675893952326
580,5,23,1.15,0.06,0.025,0.198,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.0,0.102065065,COMPLETED,True,target,0.0,0.1998489583333334,4.0966323136392274e-08,3.432270281311471e-21,4.0966323136395715e-08,1.7338515904928497e-06,0.0977838933333334,,21.26460845198017,assets/pinn_supersonic/atlas2d_v1_continuousM/N76/basin_T401_failure/basin_0485_0582.csv,0.025,0.198,0.025,0.198,1.7338515904928497e-06,0.09778389333333341,True,True,UNAVAILABLE,0.0824261941496755
