target_index,point_id,sample_group,Mach,eta,alpha,chart_id,chart_path,N,mapping_scale,xi_max,eta_low,eta_high,max_step,forward_n_steps,backward_n_steps,ci_seed_target,ci_independent_original,ci_forward,cr_forward,ci_backward,cr_backward,forward_backward_ci_abs,forward_backward_overlap,forward_min_adjacent_overlap,backward_min_adjacent_overlap,minimum_adjacent_overlap,continuation_status,reference_status,success,error,traceback,ci_classic_raw,ci_cont_abs_err_vs_classic,ci_cont_rel_err_vs_classic,p_rel_cont_vs_classic,rho_rel_cont_vs_classic,u_rel_cont_vs_classic,v_rel_cont_vs_classic,p_overlap_cont_vs_classic
28,OFFGRID_0356,near_neutral,0.6391068655832532,0.9702048726934324,0.7462019785730121,NEUTRAL3_HIM,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL3_HIM_M0.35_0.70_eta0.92_0.98_ciIDW,401,5.0,0.98,0.92,0.98,0.0025,22,5,0.01763716161044499,0.0151776019339806,0.015177601934552016,4.303102033035706e-12,0.015177601934552016,4.303102033035706e-12,0.0,1.0,0.9999992358310068,0.999999183428299,0.999999183428299,validated_bidirectional,continuation_corrected_reference,True,,,0.01577380477233542,0.000596202837783404,0.0377970214788662,0.00015133387340735672,0.00015133387340735907,0.0025014461137039877,0.0008886834459553002,0.9999999885523431
