t401_row,test_id,atlas_chart,Mach,alpha,cr_reference,ci_reference,cr_pinn,ci_pinn,status,technical_success,target_error,target_recovery,best_candidate_index,best_center_index,best_cr_center,best_ci_center,best_cr,best_ci,best_stage1_mismatch,best_stage2_mismatch,best_total_mismatch,best_retry_index,n_boxes,n_completed_boxes,n_technical_boxes,total_box_solves,total_seconds
51,51,C01,1.1,0.2,0.172818900945195,0.0812245506598016,0.16756338,0.07558014,COMPLETED,True,0.5942123272355967,False,11,2,0.9,0.0001,0.7614583333333332,3.398177083333332e-05,6.743659524743706e-08,9.440270092362559e-20,6.743659524753147e-08,0,12,12,12,14,523.8190294448286
52,52,C01,1.15,0.12,0.1451318869386702,0.1164175356042111,0.14297736,0.13013612,COMPLETED,True,0.6272249184204659,False,10,2,0.9,0.0001,0.7614583333333332,1e-06,2.2223398910618782e-08,3.622845146109788e-19,2.2223398910981067e-08,0,12,12,12,13,440.4767434152309
53,53,C01,1.15,0.13,0.1559861792264185,0.1107901946633786,0.15449858,0.12724605,COMPLETED,True,0.615524796456672,False,9,2,0.9,0.0001,0.7614583333333332,1e-06,3.7563906221875305e-08,2.335682231142342e-19,3.7563906222108875e-08,0,12,12,12,13,450.6891023350181
54,54,C01,1.15,0.145,0.1701633002107831,0.1024084525397898,0.17114037,0.1091381,COMPLETED,True,0.6000915982980544,False,11,5,0.9,0.002,0.7614583333333332,3.604340277777778e-05,4.8568342860190875e-08,2.511097167837016e-19,4.856834286044199e-08,0,12,12,12,13,472.7432933638338
55,55,C01,1.15,0.16,0.182412678439002,0.0940936670254569,0.18045431,0.0816684,COMPLETED,True,0.5866376812395043,False,10,5,0.9,0.002,0.7614583333333332,1.9767361111111115e-05,5.121689868577059e-08,2.0082326294261702e-19,5.1216898685971414e-08,0,12,12,12,13,489.79172083712183
56,56,C01,1.15,0.17,0.1897340820397551,0.0885856665308793,0.18522564,0.071344815,COMPLETED,True,0.5785463357948001,False,9,5,0.9,0.002,0.7614583333333332,1e-06,4.7203907081556214e-08,1.4644916482158096e-19,4.7203907081702664e-08,0,12,12,12,13,530.5714150118874
57,57,C01,1.15,0.18,0.1964928606786852,0.0831045993477835,0.19308206,0.06688398,COMPLETED,True,0.5710448261883184,False,11,2,0.9,0.0001,0.7614583333333332,1e-06,4.9489894604416137e-08,1.6800608942373874e-19,4.948989460458414e-08,0,12,12,12,14,516.2233127232175
58,58,C01,1.15,0.1875,0.2012381863031565,0.0790109172963611,0.2000536,0.06532871,COMPLETED,True,0.5657619115955159,False,10,2,0.9,0.0001,0.7614583333333332,1.770572916666667e-05,5.996681107020986e-08,1.2444685454146243e-19,5.996681107033431e-08,0,12,12,12,14,512.5310218657833
59,59,C01,1.15,0.195,0.2057354310669795,0.074931515120691,0.20593491,0.06465615,COMPLETED,True,0.5607517509554396,False,9,2,0.9,0.0001,0.7614583333333332,1e-06,5.978521649968989e-08,6.878053607618871e-20,5.978521649975867e-08,0,12,12,12,14,520.239954873221
60,60,C01,1.15,0.205,0.211384435185444,0.0695139708760752,0.21052794,0.06497044,COMPLETED,True,0.5544442946136241,False,11,5,0.9,0.002,0.7614583333333332,3.604340277777778e-05,6.921993413401166e-08,8.605488029300798e-20,6.921993413409771e-08,0,12,12,12,15,566.7025897807907
61,61,C01,1.2,0.13,0.1932295994077387,0.0993595427438833,0.19878073,0.09732831,COMPLETED,True,0.5768500793749379,False,10,5,0.9,0.002,0.7614583333333332,1e-06,3.714629936210742e-08,2.873842212983692e-19,3.71462993623948e-08,0,12,12,12,13,440.50354193302337
62,62,C01,1.2,0.14,0.20160028025262,0.094206817652732,0.2109499,0.0896555,COMPLETED,True,0.5677286109391938,False,9,5,0.9,0.002,0.7614583333333332,1e-06,4.166367815159912e-08,2.233035016786452e-19,4.166367815182243e-08,0,12,12,12,13,452.4050672609592
63,63,C01,1.2,0.15,0.2092601600195139,0.089063544049155,0.21712887,0.08273335,COMPLETED,True,0.5593291388534916,False,11,2,0.9,0.0001,0.7614583333333332,3.3981770833333346e-05,4.957539440013801e-08,2.358306552627171e-19,4.9575394400373845e-08,0,12,12,12,13,457.32971473492216
64,64,C01,1.2,0.16,0.2163108523694062,0.0839300841651744,0.21777779,0.07808241,COMPLETED,True,0.5515703646590525,False,10,2,0.9,0.0001,0.7614583333333332,1e-06,2.271905895262939e-08,1.9652793943311078e-19,2.2719058952825918e-08,0,12,12,12,13,481.5409836443141
65,65,C01,1.2,0.17,0.2228334640401218,0.0788067637074469,0.22073019,0.07495311,COMPLETED,True,0.5443549511783798,False,9,2,0.9,0.0001,0.7614583333333332,3.136747685185185e-05,5.583164399319644e-08,1.7281048399658357e-19,5.5831643993369246e-08,0,12,12,12,13,497.05604882200714
66,66,C01,1.2,0.185,0.2317684249564779,0.0711414505629227,0.23756875,0.06911085,COMPLETED,True,0.5344411828851622,False,11,5,0.9,0.002,0.7614583333333332,3.604340277777778e-05,6.185146374102543e-08,1.325389592414114e-19,6.185146374115796e-08,0,12,12,12,14,570.7452789989766
67,67,C01,1.2,0.195,0.237235378386023,0.066044768826691,0.24978195,0.06361444,COMPLETED,True,0.5283668099857551,False,10,5,0.9,0.002,0.7614583333333332,1e-06,6.700568012641105e-08,6.568142868784945e-20,6.700568012647674e-08,0,12,12,12,14,519.4480713508092
68,68,C01,1.2,0.205,0.2423607987616504,0.0609592307494944,0.25399745,0.058501232,COMPLETED,True,0.5226631748878532,False,9,5,0.9,0.002,0.7614583333333332,1.2171875e-05,6.493355835129338e-08,8.80316793254455e-20,6.49335583513814e-08,0,12,12,12,15,574.2915805148659
69,69,C02,1.0,0.225,0.0876278286687524,0.0790732279991764,0.085437566,0.0772528,COMPLETED,True,0.6784502571750329,False,11,2,0.9,0.0001,0.7614583333333332,3.3981770833333326e-05,7.722283903728308e-08,4.7305388527567075e-20,7.722283903733038e-08,0,12,12,12,15,586.3109655200969
70,70,C02,1.0,0.23,0.0930610599734061,0.0760047899975906,0.08972961,0.073575936,COMPLETED,True,0.6727046091182839,False,10,2,0.9,0.0001,0.7614583333333332,1e-06,5.464316135875672e-08,6.564683412055141e-20,5.4643161358822364e-08,0,12,12,12,14,554.9926329747541
71,71,C02,1.0,0.235,0.0981188972948216,0.0729519045736324,0.094429284,0.070434585,COMPLETED,True,0.6673387759466716,False,9,2,0.9,0.0001,0.7614583333333332,1e-06,7.629233663759278e-08,2.464775868395807e-21,7.629233663759524e-08,0,12,12,12,15,682.3795481073903
72,72,C02,1.0,0.24,0.1028582442907003,0.0699141772819918,0.099430785,0.06781291,COMPLETED,True,0.6625568776804702,False,11,5,0.9,0.002,0.7617187499999999,2.5335696373456797e-05,6.831610854276823e-08,2.82699215529484e-20,6.83161085427965e-08,0,12,12,12,15,697.1020683478564
73,73,C02,1.0,0.245,0.1073227166314896,0.0668912242537501,0.10467124,0.06565102,COMPLETED,True,0.6575467338057563,False,10,5,0.9,0.002,0.7614583333333332,1e-06,8.348529095993706e-08,1.335637311807503e-20,8.348529095995041e-08,0,12,12,12,15,676.0848143940093
74,74,C02,1.0,0.26,0.1193784584953749,0.0579073250083236,0.12140149,0.060955603,COMPLETED,True,0.6446823998837359,False,9,5,0.9,0.002,0.7614583333333332,3.823958333333333e-05,9.142006237110612e-08,1.0692285462224138e-20,9.142006237111681e-08,0,12,12,12,16,741.4807364561129
