t401_row,test_id,atlas_chart,Mach,alpha,cr_reference,ci_reference,cr_pinn,ci_pinn,status,technical_success,target_error,target_recovery,best_candidate_index,best_center_index,best_cr_center,best_ci_center,best_cr,best_ci,best_stage1_mismatch,best_stage2_mismatch,best_total_mismatch,best_retry_index,n_boxes,n_completed_boxes,n_technical_boxes,total_box_solves,total_seconds
301,301,C22,1.6,0.255,0.4347990673571785,0.0002641241639164,0.44059986,0.0019620336,COMPLETED,True,0.3266593275492349,False,10,5,0.9,0.002,0.7614583333333332,6.355787037037038e-05,9.124451494249645e-08,2.853696342074624e-20,9.124451494252498e-08,0,12,12,11,24,998.7982127229916
302,302,C30,1.65,0.06,0.3701372371305052,0.0382282042683652,0.37055212,0.038019568,COMPLETED,True,0.3931802051680971,False,9,5,0.9,0.002,0.7614583333333332,3.823958333333333e-05,1.9015458216730733e-08,6.75405540964405e-19,1.901545821740614e-08,0,12,12,12,12,378.3123388719978
303,303,C30,1.65,0.065,0.3738879864066226,0.0387347851787765,0.37510425,0.038695537,COMPLETED,True,0.3894901478757757,False,11,2,0.9,0.0001,0.7614583333333332,0.00011093923611111115,3.179924748906609e-08,6.437159382988381e-19,3.179924748970981e-08,0,12,12,12,12,383.1685983083444
304,304,C30,1.65,0.07,0.3774860384044758,0.0390396543196021,0.3796029,0.0391675,COMPLETED,True,0.385946103893211,False,10,2,0.9,0.0001,0.7614583333333332,5.668576388888889e-05,2.4091072830984694e-08,6.187928441005536e-19,2.4091072831603488e-08,0,12,12,12,12,391.93828992405906
305,305,C30,1.65,0.075,0.3809380418563458,0.0391659824628922,0.38376993,0.039292924,COMPLETED,True,0.38252739812441816,False,9,2,0.9,0.0001,0.7614583333333332,3.136747685185185e-05,2.31145019501461e-08,5.923421691196376e-19,2.3114501950738442e-08,0,12,12,12,13,435.0930662531173
306,306,C30,1.65,0.08,0.384250981694077,0.0391335349544385,0.38755417,0.03893052,COMPLETED,True,0.3792197421280404,False,11,5,0.9,0.002,0.7614583333333332,0.00011781134259259261,4.101223135415991e-08,5.613056836449204e-19,4.101223135472121e-08,0,12,12,12,13,436.74841021513566
307,307,C30,1.65,0.085,0.3874319042628995,0.0389592637888102,0.39139032,0.038027003,COMPLETED,True,0.37604340917249696,False,10,5,0.9,0.002,0.7614583333333332,6.355787037037038e-05,3.02817897855309e-08,5.385988567962465e-19,3.02817897860695e-08,0,12,12,12,13,440.7656613768777
308,308,C30,1.65,0.09,0.3904877446843208,0.0386577878381246,0.3957215,0.036713324,COMPLETED,True,0.37297925530591725,False,9,5,0.9,0.002,0.7614583333333332,1e-06,1.7039025514402582e-08,5.5389483455029715e-19,1.7039025514956475e-08,0,12,12,12,13,444.47231137007475
309,309,C30,1.65,0.095,0.3934252208541309,0.0382417808850598,0.4003709,0.035301782,COMPLETED,True,0.37001449864002406,False,11,2,0.9,0.0001,0.7614583333333332,1e-06,3.5626221114468627e-08,4.067413017089801e-19,3.562622111487537e-08,0,12,12,12,13,447.8411461499054
310,310,C30,1.65,0.105,0.3989705265231846,0.0371089849032892,0.40712005,0.03354196,COMPLETED,True,0.3643822342398355,False,10,2,0.9,0.0001,0.7614583333333332,1e-06,2.0626672957156546e-08,4.63498730119495e-19,2.0626672957620045e-08,0,12,12,12,13,455.52574397902936
311,311,C30,1.65,0.115,0.4041155318000812,0.0356340166933869,0.40779996,0.033874553,COMPLETED,True,0.3591119970689768,False,9,2,0.9,0.0001,0.7614583333333332,3.136747685185185e-05,3.522042772172083e-08,3.972560208107301e-19,3.522042772211809e-08,0,12,12,12,13,458.12091513199266
312,312,C30,1.7,0.055,0.3876068789766883,0.0328730981616968,0.38805667,0.033054143,COMPLETED,True,0.37528365104168926,False,11,5,0.9,0.002,0.7614583333333332,0.00011781134259259261,2.8143554117742262e-08,7.01874697472483e-19,2.8143554118444138e-08,0,12,12,12,12,373.22879206598736
313,313,C30,1.7,0.07,0.3976958604626479,0.0345304998550194,0.3977716,0.035926912,COMPLETED,True,0.36539171687213884,False,10,5,0.9,0.002,0.7614583333333332,6.355787037037038e-05,2.482887695624114e-08,6.207142819033374e-19,2.4828876956861853e-08,0,12,12,12,12,391.9604501359863
314,314,C30,1.7,0.085,0.4067322472926893,0.0346371917969951,0.40655106,0.035650685,COMPLETED,True,0.3564094325519424,False,9,5,0.9,0.002,0.7614583333333332,3.823958333333333e-05,2.6621620579456586e-08,5.422618179656444e-19,2.662162057999885e-08,0,12,12,12,13,440.142387404223
315,315,C30,1.7,0.1,0.4148252797640019,0.0336152959532578,0.4152969,0.0318591,COMPLETED,True,0.34824849711926786,False,11,2,0.9,0.0001,0.7614583333333332,0.00011093923611111115,4.819053624870084e-08,4.637551492368303e-19,4.81905362491646e-08,0,12,12,12,13,452.5344723908929
316,316,C30,1.7,0.115,0.4220976974978769,0.0317496256303763,0.4229046,0.030314956,COMPLETED,True,0.3408373271694666,False,10,2,0.9,0.0001,0.7614583333333332,5.668576388888889e-05,3.8931423946483634e-08,3.9945909378249156e-19,3.8931423946883096e-08,0,12,12,12,13,461.53833678236697
317,317,C30,1.75,0.05,0.4043340347931455,0.028092539405828,0.40197513,0.029182158,COMPLETED,True,0.3582250605106358,False,9,2,0.9,0.0001,0.7614583333333332,3.136747685185185e-05,1.5291206175328244e-08,7.368772751196765e-19,1.529120617606512e-08,0,12,12,12,12,369.6760657336563
318,318,C30,1.75,0.065,0.4137013753212534,0.0303596785574145,0.41418275,0.030739462,COMPLETED,True,0.3490795771877351,False,11,5,0.9,0.002,0.7614583333333332,1e-06,2.8798510749345304e-08,6.425478006118971e-19,2.879851074998785e-08,0,12,12,12,12,383.86137174861506
319,319,C30,1.75,0.075,0.4194720100334108,0.0309439168181252,0.41868705,0.032651775,COMPLETED,True,0.3433816365850667,False,10,5,0.9,0.002,0.7614583333333332,1.976736111111111e-05,2.1990643245243276e-08,5.977121503193266e-19,2.1990643245840987e-08,0,12,12,12,13,436.2218521189643
320,320,C30,1.75,0.085,0.4248701909779256,0.0309448952275353,0.42161298,0.032754656,COMPLETED,True,0.338004140414542,False,9,5,0.9,0.002,0.7614583333333332,3.823958333333333e-05,2.636673106518607e-08,5.450489871614495e-19,2.636673106573112e-08,0,12,12,12,13,443.5193732602056
321,321,C30,1.75,0.095,0.4299160958781788,0.0304656084045474,0.42613345,0.030991267,COMPLETED,True,0.3329359384571509,False,11,2,0.9,0.0001,0.7614583333333332,3.3981770833333346e-05,2.8947355022745966e-08,4.954777802463213e-19,2.8947355023241444e-08,0,12,12,12,13,448.3237749830587
322,322,C30,1.75,0.11,0.4368796746918719,0.0290193382153662,0.43879467,0.027324043,COMPLETED,True,0.3258682876293969,False,10,2,0.9,0.0001,0.7614583333333332,5.668576388888889e-05,3.6931334284588375e-08,4.2462842117464174e-19,3.6931334285013003e-08,0,12,12,12,13,465.712032519863
323,323,C30,1.8,0.05,0.423279653101262,0.0249681660027234,0.41676027,0.026011078,COMPLETED,True,0.33909839915695295,False,9,2,0.9,0.0001,0.7614583333333332,1.0110243055555554e-05,1.4343580857297605e-08,7.398399855544949e-19,1.4343580858037445e-08,0,12,12,12,12,372.7165090527851
324,324,C30,1.8,0.065,0.4317254458441309,0.0271417206997999,0.43564144,0.026123632,COMPLETED,True,0.33083843302874216,False,11,5,0.9,0.002,0.7614583333333332,0.00011781134259259261,3.2653179706224356e-08,6.482260332240254e-19,3.265317970687258e-08,0,12,12,12,12,389.2306514979573
325,325,C30,1.8,0.08,0.4394907156196457,0.0278170962157899,0.44221386,0.02788268,COMPLETED,True,0.32316157838907444,False,10,5,0.9,0.002,0.7614583333333332,6.355787037037038e-05,2.783727666397699e-08,5.72212592117579e-19,2.7837276664549203e-08,0,12,12,12,13,441.7743954822654
326,326,C30,1.8,0.095,0.4465756797669952,0.0273592335192714,0.4461686,0.027093232,COMPLETED,True,0.3160679472796222,False,9,5,0.9,0.002,0.7614583333333332,1.2171874999999996e-05,2.733846021748738e-08,4.9925861476897065e-19,2.733846021798664e-08,0,12,12,12,13,455.8533528650878
327,327,C30,1.8,0.11,0.4530297217834196,0.0260327857055341,0.45720667,0.024309153,COMPLETED,True,0.3095159940083741,False,11,2,0.9,0.0001,0.7614583333333332,0.00011093923611111115,5.194377023069375e-08,4.228349795507505e-19,5.1943770231116584e-08,0,12,12,12,13,465.5429237561766
328,328,C30,1.85,0.055,0.4435723598073116,0.0232188116701575,0.44199517,0.022495104,COMPLETED,True,0.3187286875088033,False,10,2,0.9,0.0001,0.7614583333333332,5.668576388888889e-05,1.842142257624984e-08,7.1116628768107785e-19,1.8421422576961007e-08,0,12,12,12,12,382.8341819049092
