condition,benchmark_id,atlas_chart,Mach,alpha,candidate_index,center_kind,center_index,cr_center,ci_center,requested_cr_half_window,requested_ci_half_window,status,error,retry_index,used_cr_half_window,used_ci_half_window,shoot_cr,shoot_ci,stage1_mismatch,stage2_mismatch,total_mismatch,spectral_success,mode_success,technical_success,delta_center,seconds,t401_row,test_id
generic,201,C12,1.3,0.23,0,generic,3,0.1,0.002,0.015,0.008,COMPLETED,,3,0.080390625,0.042875,0.2606242370605468,0.04491872558593751,0.020842678337363918,8.754430982797611e-22,0.020842678337363918,True,True,True,0.16625932315874425,126.56653992505744,201,201
generic,201,C12,1.3,0.23,1,generic,4,0.5,0.002,0.015,0.015,COMPLETED,,0,0.015,0.015,0.47002929687500006,0.025433496093749994,0.03484255303751002,2.707558310059614e-20,0.03484255303751002,True,True,True,0.03804433972331071,35.32439014699776,201,201
generic,201,C12,1.3,0.23,2,generic,5,0.9,0.002,0.015,0.03,COMPLETED,,2,0.0459375,0.091875,0.8082147216796877,1.578328626342271e-05,0.013540415669244394,1.2501576451867465e-15,0.013540415669245645,True,True,True,0.09180672324129793,135.53613722103182,201,201
generic,201,C12,1.3,0.23,3,generic,0,0.1,0.0001,0.03,0.008,COMPLETED,,2,0.091875,0.0245,0.283570556640625,0.03543837890625001,0.009673214603837101,3.5741119056657115e-22,0.009673214603837101,True,True,True,0.18694103425698333,94.99496603396256,201,201
generic,201,C12,1.3,0.23,4,generic,1,0.5,0.0001,0.03,0.015,COMPLETED,,0,0.03,0.015,0.44005859375000006,0.022585351562499995,0.03241435098973306,1.8335361440932802e-20,0.03241435098973306,True,True,True,0.06402002200965533,35.096031229011714,201,201
generic,201,C12,1.3,0.23,5,generic,2,0.9,0.0001,0.03,0.03,COMPLETED,,1,0.0525,0.0525,0.7951025390625002,1.8936197916666633e-05,0.006062222287383683,7.240174623915438e-17,0.006062222287383755,True,True,True,0.10489749226017901,89.51941520196851,201,201
generic,201,C12,1.3,0.23,6,generic,3,0.1,0.002,0.06,0.008,COMPLETED,,0,0.06,0.008,0.21988281249999997,0.014940332031249998,0.047819656688379585,4.2653354347219376e-21,0.047819656688379585,True,True,True,0.12057918943992427,31.469330719090067,201,201
generic,201,C12,1.3,0.23,7,generic,4,0.5,0.002,0.06,0.015,COMPLETED,,0,0.06,0.015,0.3801171874999999,0.025433496093749994,0.022576631088812745,7.144372080421407e-21,0.022576631088812745,True,True,True,0.12215161673955026,34.1646995570045,201,201
generic,201,C12,1.3,0.23,8,generic,5,0.9,0.002,0.06,0.03,COMPLETED,,0,0.06,0.03,0.7801171875000003,1.1139873488940332e-05,0.001584962253999972,4.55323206898314e-17,0.0015849622540000175,True,True,True,0.11989930899514362,44.197803862043656,201,201
generic,201,C12,1.3,0.23,9,generic,0,0.1,0.0001,0.1,0.008,COMPLETED,,0,0.1,0.008,0.2998046875000002,0.0120921875,0.009637242357995962,1.8257995385978588e-21,0.009637242357995962,True,True,True,0.20016424682746892,33.23238814400975,201,201
generic,201,C12,1.3,0.23,10,generic,1,0.5,0.0001,0.1,0.015,COMPLETED,,0,0.1,0.015,0.3069661458333335,0.022585351562499995,0.0047408984019301674,1.2679494173793762e-22,0.0047408984019301674,True,True,True,0.19433903336521743,33.407084202975966,201,201
generic,201,C12,1.3,0.23,11,generic,2,0.9,0.0001,0.1,0.03,COMPLETED,,0,0.1,0.03,0.7614583333333332,3.3981770833333346e-05,7.568933022538398e-08,4.9087502021295765e-20,7.568933022543307e-08,True,True,True,0.13854168239625356,25.88801805197727,201,201
generic,202,C12,1.3,0.24,0,generic,4,0.5,0.002,0.015,0.008,COMPLETED,,0,0.015,0.008,0.47002929687500006,0.014940332031249998,0.03602438996519064,2.76677574070374e-20,0.03602438996519064,True,True,True,0.032644987959652795,36.184812668012455,202,202
generic,202,C12,1.3,0.24,1,generic,5,0.9,0.002,0.015,0.015,COMPLETED,,2,0.0459375,0.0459375,0.8082147216796877,1.7355217827690997e-05,0.01416405911313926,9.125342973243833e-18,0.014164059113139268,True,True,True,0.09180668928062637,137.56633361801505,202,202
generic,202,C12,1.3,0.24,2,generic,0,0.1,0.0001,0.015,0.03,COMPLETED,,3,0.080390625,0.16078125,0.2606242370605468,0.03647466430664061,0.02397270284800171,1.6642257421880878e-21,0.02397270284800171,True,True,True,0.16469141366417236,126.12108579999767,202,202
generic,202,C12,1.3,0.24,3,generic,1,0.5,0.0001,0.03,0.008,COMPLETED,,0,0.03,0.008,0.44005859375000006,0.0120921875,0.033488243925253326,1.7922789100489908e-20,0.033488243925253326,True,True,True,0.061129246226848635,36.110580927925184,202,202
generic,202,C12,1.3,0.24,4,generic,2,0.9,0.0001,0.03,0.015,COMPLETED,,1,0.0525,0.02625,0.7951025390625002,1.856851761429398e-05,0.0063406392094302174,2.715574537376842e-16,0.006340639209430489,True,True,True,0.1048974925449633,91.09907912905328,202,202
generic,202,C12,1.3,0.24,5,generic,3,0.1,0.002,0.03,0.03,COMPLETED,,2,0.091875,0.091875,0.283570556640625,0.03120570475260417,0.011966101111594586,3.0277055912007525e-22,0.011966101111594586,True,True,True,0.1858793222912253,91.59312857105397,202,202
generic,202,C12,1.3,0.24,6,generic,4,0.5,0.002,0.06,0.008,COMPLETED,,0,0.06,0.008,0.3801171874999999,0.014940332031249998,0.02308428083230145,6.2328503947203435e-21,0.02308428083230145,True,True,True,0.12057918943992439,35.036685930914246,202,202
generic,202,C12,1.3,0.24,7,generic,5,0.9,0.002,0.06,0.015,COMPLETED,,0,0.06,0.015,0.7801171875000003,1.2403778452932106e-05,0.001659406594385893,1.3669834236596221e-16,0.0016594065943860295,True,True,True,0.11989928803646004,44.76573831809219,202,202
generic,202,C12,1.3,0.24,8,generic,0,0.1,0.0001,0.06,0.03,COMPLETED,,0,0.06,0.03,0.21988281249999997,0.045070703124999986,0.045890752460363816,4.153029869036591e-21,0.045890752460363816,True,True,True,0.12804004401931074,29.78317948698532,202,202
generic,202,C12,1.3,0.24,9,generic,1,0.5,0.0001,0.1,0.008,COMPLETED,,0,0.1,0.008,0.3113932291666668,0.0120921875,0.007488777346418745,2.476171974702544e-22,0.007488777346418745,True,True,True,0.18898763601149315,34.351351931924,202,202
generic,202,C12,1.3,0.24,10,generic,2,0.9,0.0001,0.1,0.015,COMPLETED,,0,0.1,0.015,0.7614583333333332,1.770572916666667e-05,7.56950880020181e-08,3.6006913905757757e-20,7.569508800205411e-08,True,True,True,0.13854169110821776,26.494657382951118,202,202
generic,202,C12,1.3,0.24,11,generic,3,0.1,0.002,0.1,0.03,COMPLETED,,0,0.1,0.03,0.2998046875000002,0.032031152343750015,0.004464904816344896,9.770408421508344e-23,0.004464904816344896,True,True,True,0.20204896252657736,31.674623660044745,202,202
generic,203,C12,1.3,0.255,0,generic,5,0.9,0.002,0.015,0.008,COMPLETED,,2,0.0459375,0.0245,0.8082147216796877,1.866741717303241e-05,0.015111876830340059,1.0029243712090005e-15,0.015111876830341061,True,True,True,0.09180666095192098,140.42324758996256,203,203
generic,203,C12,1.3,0.255,1,generic,0,0.1,0.0001,0.015,0.015,COMPLETED,,3,0.080390625,0.080390625,0.2606242370605468,0.03367460021972655,0.02923545794059786,1.2043842380346162e-21,0.02923545794059786,True,True,True,0.1640957016841002,131.4956464690622,203,203
generic,203,C12,1.3,0.255,2,generic,1,0.5,0.0001,0.015,0.03,COMPLETED,,0,0.015,0.03,0.47002929687500006,0.019308984375,0.03756067657502346,4.5059392547691077e-20,0.03756067657502346,True,True,True,0.035598147796281135,36.260334969032556,203,203
generic,203,C12,1.3,0.255,3,generic,2,0.9,0.0001,0.03,0.008,COMPLETED,,1,0.0525,0.014,0.7951025390625002,7.422184244791666e-05,0.006763915457509707,2.2327938502063666e-20,0.006763915457509707,True,True,True,0.10489746410494256,92.38578336301725,203,203
generic,203,C12,1.3,0.255,4,generic,3,0.1,0.002,0.03,0.015,COMPLETED,,2,0.091875,0.0459375,0.283570556640625,0.03203838297526042,0.016042153940461563,2.8015134843628144e-24,0.016042153940461563,True,True,True,0.18601197197255162,95.82172078697477,203,203
generic,203,C12,1.3,0.255,5,generic,4,0.5,0.002,0.03,0.03,COMPLETED,,0,0.03,0.03,0.44005859375000006,0.022103938802083334,0.034458318848092875,3.6531950366025413e-20,0.034458318848092875,True,True,True,0.06322294313447803,35.680470324005,203,203
generic,203,C12,1.3,0.255,6,generic,5,0.9,0.002,0.06,0.008,COMPLETED,,0,0.06,0.008,0.7801171875000003,4.638574218749999e-05,0.0017697947649698198,1.7891649320338427e-22,0.0017697947649698198,True,True,True,0.11989872952445506,45.28878058004193,203,203
