case_index,Mach,alpha,shooting_cr,shooting_ci,split_method,n_left,n_right,match_y,p_left_match_real,p_left_match_imag,p_right_match_real,p_right_match_imag,q_left_match_real,q_left_match_imag,q_right_match_real,q_right_match_imag,pressure_scale_real,pressure_scale_imag,derivative_scale_real,derivative_scale_imag,scale_disagreement,pressure_jump_before,pressure_jump_after,q_jump_after,stitched_p_overlap,stitched_p_rel_after_fit,stitched_q_rel_after_fit,stitched_q_global_consistency,original_p_overlap,original_p_rel_after_fit,original_q_rel_after_fit,improved_p,improved_q,modal_stitch_validated,status
0,1.8,0.07125,0.4350448548793793,0.0275818505271528,geometric_split,2676,1742,1.0,0.3081496243192265,-0.0003513600984203539,0.3081496314949663,-0.0003513494422120986,-0.0019057991052864507,-0.0018447360419309427,-0.0019058057111328317,-0.0018447403496286373,0.9999999767529159,-3.460778471050495e-08,0.999997080942494,5.652231302095673e-07,2.9572817810767127e-06,4.1690834524889985e-08,1.7592127040361823e-19,2.9572817810578294e-06,0.6812264723227484,0.732072740585864,79.55433801535894,0.9400686327158482,0.6812264722486137,0.7320727406548498,79.55433628377148,True,False,False,stitch_improves_mode_but_not_validated
1,1.8,0.08875,0.4437042474746704,0.0276691485196352,geometric_split,2676,1742,1.0,0.30796131537103416,-0.0003339172622089857,0.30796131216310424,-0.0003339205353357835,-0.002700441994673618,-0.0018773883918134118,-0.0027004399928257793,-0.0018773891283374233,1.0000000104051288,1.0639652302290182e-08,1.0000003719275588,-5.313122196119096e-07,6.514675610951191e-07,1.4881831277686412e-08,0.0,6.514675609781985e-07,0.6636375909182203,0.7480542101406524,79.400729653971,0.9513994745348158,0.6636375909193007,0.7480542101396938,79.40073043674411,False,True,False,stitch_improves_mode_but_not_validated
2,1.8,0.10375,0.4504135259778002,0.0266767997555162,geometric_split,2676,1742,1.0,0.307790045835904,-0.0003031708050171686,0.3077900303818217,-0.00030318362499433266,-0.0034434080072455737,-0.0018219039396091279,-0.003443395663132243,-0.001821902622582708,1.000000050168744,4.170111517198874e-08,1.0000029588998463,-1.1830766396431788e-06,3.156063723668343e-06,6.523714783755994e-08,1.761268210590845e-19,3.1560637236605654e-06,0.6483606639186146,0.7613333632565645,78.93171157500304,0.9581077920966411,0.6483606639187675,0.7613333632564342,78.93171525384068,False,True,False,stitch_improves_mode_but_not_validated
3,1.8,0.12125,0.4574950030653973,0.0245860889554023,geometric_split,2676,1742,1.0,0.30757943511752234,-0.00025611095344958517,0.30757940513718623,-0.0002561297742750837,-0.0043769118066905,-0.0016816297827178608,-0.004376886842406659,-0.0016816274314283848,1.0000000974208356,6.127126056053748e-08,1.0000051498653957,-1.4414047400810946e-06,5.271142667121064e-06,1.1508685428199618e-07,1.8047747059543237e-16,5.271142667043712e-06,0.6294011246297578,0.7770805323128206,75.22415227533098,0.9624482045753537,0.6294011246291389,0.7770805323133216,75.22415901403016,True,True,False,stitch_improves_mode_but_not_validated
4,1.8,0.13875,0.4638748472790387,0.0217269379645586,geometric_split,2676,1742,1.0,0.3073571485172581,-0.00020286783839009625,0.3073571092242853,-0.00020288626337961043,-0.0053796067751538754,-0.0014794604960818455,-0.005379573310356506,-0.0014794584338150981,1.0000001278018051,6.003088326622791e-08,1.0000058813223816,-1.2340951352389857e-06,5.897232579785216e-06,1.4119845340570072e-07,8.818746705164494e-20,5.897232579902576e-06,0.608567733424993,0.7935019202572978,66.34529684728979,0.9630775987512545,0.6085677334252472,0.7935019202571026,66.3453045682278,False,True,False,stitch_improves_mode_but_not_validated
5,1.8,0.15625,0.4696530997753143,0.0182822922904214,geometric_split,2676,1742,1.0,0.3071227142184213,-0.00014864516026645135,0.3071226778984056,-0.00014865752896837692,-0.006450717578453848,-0.0012326074271859881,-0.006450686385212617,-0.0012326065618268743,1.0000001182394627,4.03300700444381e-08,1.0000046900371853,-7.620292171367201e-07,4.6416497874031166e-06,1.2492830482101385e-07,1.8074583473337373e-16,4.641649787632104e-06,0.5862380104558089,0.810138867730737,53.4409771626874,0.959830258659068,0.5862380104558436,0.8101388677307125,53.44098286368935,False,True,False,stitch_improves_mode_but_not_validated
6,1.8,0.17125,0.4741912767637604,0.0149651261246156,geometric_split,2676,1742,1.0,0.3069116666161665,-0.00010485139336042822,0.30691164887527955,-0.00010485574151667494,-0.0074232184647578785,-0.0009964276064158225,-0.007423204319036765,-0.0009964281220552853,1.0000000577996937,1.4187199776957398e-08,1.0000018627216165,-3.194991762376298e-07,1.8355046155376634e-06,5.9515383112054326e-08,1.8087011894399226e-16,1.8355046155507819e-06,0.5661358216680487,0.8243119887826497,41.487699818136385,0.9535676214818438,0.5661358216681327,0.8243119887825919,41.48770198060434,False,True,False,stitch_improves_mode_but_not_validated
7,1.8,0.18875,0.4790706053029663,0.0107620226716356,geometric_split,2676,1742,1.0,0.3066530771297543,-6.012544915134556e-05,0.30665310789110156,-6.01202915749073e-05,-0.008622067979147371,-0.000703033277391044,-0.008622101053957148,-0.0007030352863675343,0.9999998996901249,-1.683859372142707e-08,0.9999961704125978,7.925661986619132e-08,3.730515776180696e-06,1.0171336810522421e-07,1.8102264323387318e-16,3.730515776137884e-06,0.5418042717987641,0.8405046817963968,29.06768988466392,0.9414129296388996,0.5418042717974483,0.8405046817972448,29.06768736524953,True,False,False,stitch_improves_mode_but_not_validated
