script,line,literal,suffix,exists,status
code/scripts/audits/audit_supersonic_shooting_vs_gep_families.py,347,_shooting_sensitivity.csv,.csv,,BASENAME_FRAGMENT
code/scripts/audits/audit_supersonic_shooting_vs_gep_families.py,348,_summary.csv,.csv,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_atlas2d_correctors_N76.py,22,assets/pinn_supersonic/csv/pinn_direct/validation/table_N76_validation_predictions_64.csv,.csv,yes,EXISTS
code/scripts/benchmarks/benchmark_atlas2d_correctors_N76.py,1513,corrector_benchmark_64.csv,.csv,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_atlas2d_correctors_N76.py,1934,corrector_summary.csv,.csv,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_atlas2d_correctors_N76.py,1974,corrector_worst_pinn_points.csv,.csv,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_atlas2d_correctors_N76.py,1502,benchmark_settings.json,.json,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_N24.py,17,assets/pinn_supersonic/csv/pinn_direct/validation/table_N24_validation_predictions_64.csv,.csv,yes,EXISTS
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_N24.py,271,shooting_validation_64.csv,.csv,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_N24.py,687,shooting_summary.json,.json,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_N24.py,709,shooting_worst_points.csv,.csv,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_N24.py,343,shooting_settings.json,.json,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_N36.py,17,assets/pinn_supersonic/csv/pinn_direct/validation/table_N36_validation_predictions_64.csv,.csv,yes,EXISTS
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_N36.py,271,shooting_validation_64.csv,.csv,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_N36.py,687,shooting_summary.json,.json,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_N36.py,709,shooting_worst_points.csv,.csv,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_N36.py,343,shooting_settings.json,.json,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_N48.py,17,assets/pinn_supersonic/csv/pinn_direct/validation/table_N48_validation_predictions_64.csv,.csv,yes,EXISTS
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_N48.py,271,shooting_validation_64.csv,.csv,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_N48.py,687,shooting_summary.json,.json,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_N48.py,709,shooting_worst_points.csv,.csv,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_N48.py,343,shooting_settings.json,.json,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_N60.py,17,assets/pinn_supersonic/csv/pinn_direct/validation/table_N60_validation_predictions_64.csv,.csv,yes,EXISTS
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_N60.py,271,shooting_validation_64.csv,.csv,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_N60.py,687,shooting_summary.json,.json,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_N60.py,709,shooting_worst_points.csv,.csv,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_N60.py,343,shooting_settings.json,.json,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_N76.py,17,assets/pinn_supersonic/csv/pinn_direct/validation/table_N76_validation_predictions_64_cf57c58769.csv,.csv,yes,EXISTS
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_N76.py,271,shooting_validation_64.csv,.csv,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_N76.py,687,shooting_summary.json,.json,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_N76.py,709,shooting_worst_points.csv,.csv,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_N76.py,343,shooting_settings.json,.json,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_Nvar.py,17,assets/pinn_supersonic/csv/pinn_direct/validation/table_N76_validation_predictions_64_cf57c58769.csv,.csv,yes,EXISTS
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_Nvar.py,271,shooting_validation_64.csv,.csv,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_Nvar.py,687,shooting_summary.json,.json,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_Nvar.py,709,shooting_worst_points.csv,.csv,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_atlas2d_shooting_continuousM_Nvar.py,343,shooting_settings.json,.json,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_pinn_only_and_modal_N76.py,32,cost500/N76_cost500_predictions_500.csv,.csv,no,LIKELY_OUTPUT_OR_RUNTIME_PATH
code/scripts/benchmarks/benchmark_pinn_only_and_modal_N76.py,36,assets/pinn_supersonic/csv/computational_cost/cost500/table_cost500_coordinates.csv,.csv,yes,EXISTS
code/scripts/benchmarks/benchmark_pinn_only_and_modal_N76.py,41,shooting_T401/N76_T401_shooting_401.csv,.csv,no,MISSING_STATIC_LITERAL_REVIEW
code/scripts/benchmarks/benchmark_pinn_only_and_modal_N76.py,53,classical_supersonic_final_modes_index.csv,.csv,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_pinn_only_and_modal_N76.py,152,best_joint_checkpoint.pt,.pt,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_pinn_only_and_modal_N76.py,941,*.csv,.csv,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_pinn_only_and_modal_N76.py,1863,N76_T401_direct_PINN_modal_metrics.csv,.csv,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_pinn_only_and_modal_N76.py,428,selected_checkpoint_manifest.json,.json,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_pinn_only_and_modal_N76.py,1986,N76_PINN_only_final_summary.json,.json,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_supersonic_M150_S4M0_gep.py,1043,gep_results.csv,.csv,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_supersonic_M150_S4M0_gep.py,1170,gep_summary.json,.json,,BASENAME_FRAGMENT
code/scripts/benchmarks/benchmark_supersonic_M150_S4M0_gep.py,542,models_saved/supersonic_general/long_S4/best_joint_checkpoint_601b535fde.pt,.pt,yes,EXISTS
code/scripts/data_preparation/export_fixed_mach_s4m4_assets.py,408,checkpoint_selection.json,.json,,BASENAME_FRAGMENT
code/scripts/data_preparation/export_fixed_mach_s4m4_assets.py,1304,summary_fixed_mach_assets.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/export_fixed_mach_s4m4_assets.py,1305,asset_report.json,.json,,BASENAME_FRAGMENT
code/scripts/data_preparation/export_fixed_mach_s4m4_assets.py,1306,primitive_reconstruction_audit.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/export_fixed_mach_s4m4_assets.py,1348,primitive_reconstruction_audit.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/export_fixed_mach_s4m4_assets.py,2033,spectral_error_heatmap_data.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/export_fixed_mach_s4m4_assets.py,2077,summary_fixed_mach_assets.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/export_fixed_mach_s4m4_assets.py,2116,asset_report.json,.json,,BASENAME_FRAGMENT
code/scripts/data_preparation/export_fixed_mach_s4m4_assets.py,1519,spectral_predictions.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/export_supersonic_M16_source_mode.py,33,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_fields.csv,.csv,no,MISSING_STATIC_LITERAL_REVIEW
code/scripts/data_preparation/export_supersonic_M16_source_mode.py,34,assets/classic_supersonic/shooting/supersonic_shooting_core_band_M16_summary.csv,.csv,no,LIKELY_OUTPUT_OR_RUNTIME_PATH
code/scripts/data_preparation/export_supersonic_validated_mode_reference_DIRECT.py,10,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal.csv,.csv,no,MISSING_STATIC_LITERAL_REVIEW
code/scripts/data_preparation/export_supersonic_validated_mode_reference_DIRECT.py,11,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields.csv,.csv,no,MISSING_STATIC_LITERAL_REVIEW
code/scripts/data_preparation/export_supersonic_validated_mode_reference_PDF_DIRECT.py,10,assets/classic_supersonic/csv/modal_reconstruction/validated_modal_points/table_supersonic_validated_modal_points.csv,.csv,yes,EXISTS
code/scripts/data_preparation/export_supersonic_validated_mode_reference_PDF_DIRECT.py,11,assets/classic_supersonic/shooting/supersonic_reference_core_local_modal_fields.csv,.csv,no,MISSING_STATIC_LITERAL_REVIEW
code/scripts/data_preparation/prepare_M150_S4M0_gep_guidance.py,444,pinn_S4M0_spectral_guidance.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_M150_S4M0_gep_guidance.py,579,pinn_S4M0_modal_guidance.npz,.npz,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_M150_S4M0_gep_guidance.py,668,pinn_S4M0_guidance_report.json,.json,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_atlas2d_budget.py,17,configs/pinn_supersonic/global_S4M0_machsplit_G52_v1.json,.json,no,MISSING_STATIC_LITERAL_REVIEW
code/scripts/data_preparation/prepare_atlas2d_budget.py,76,charts.json,.json,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_atlas2d_budget.py,444,chart_training_manifest.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_atlas2d_budget.py,254,_anchors.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_blumen_pointwise_targets.py,114,blumen_pointwise_manifest.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_blumen_pointwise_targets.py,129,target_metadata.json,.json,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_blumen_repair_targets.py,26,blumen_positive_true_classical_isolines.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_blumen_repair_targets.py,27,blumen_neutral_true_classical_line.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_blumen_repair_targets.py,49,positive_failed_manifest.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_blumen_repair_targets.py,50,neutral_repair_manifest.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_blumen_repair_targets.py,59,repair_target_metadata.json,.json,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_blumen_slurm_targets.py,39,targets/blumen_supersonic_all.csv,.csv,no,MISSING_STATIC_LITERAL_REVIEW
code/scripts/data_preparation/prepare_blumen_slurm_targets.py,45,targets/positive_curve_manifest.csv,.csv,no,LIKELY_OUTPUT_OR_RUNTIME_PATH
code/scripts/data_preparation/prepare_blumen_slurm_targets.py,46,targets/neutral_point_manifest.csv,.csv,no,LIKELY_OUTPUT_OR_RUNTIME_PATH
code/scripts/data_preparation/prepare_blumen_slurm_targets.py,48,targets/target_metadata.json,.json,no,MISSING_STATIC_LITERAL_REVIEW
code/scripts/data_preparation/prepare_build_T401_and_COST500_N76.py,22,atlas2d_point_manifest.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_T401_and_COST500_N76.py,27,validation_reference_64.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_T401_and_COST500_N76.py,32,test_coordinates_128.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_T401_and_COST500_N76.py,37,anchors_N76.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_T401_and_COST500_N76.py,41,assets/classic_supersonic/csv/modal_reconstruction/dense_kappa_q_campaign_v1_FINAL_FULL_BRANCH_ASSETS/table_classical_supersonic_final_reference.csv,.csv,yes,EXISTS
code/scripts/data_preparation/prepare_build_T401_and_COST500_N76.py,805,test_coordinates_401.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_T401_and_COST500_N76.py,927,test_reference_401_SEALED.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_T401_and_COST500_N76.py,948,T401_chunk_*.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_T401_and_COST500_N76.py,1210,cost500_coordinates.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_T401_and_COST500_N76.py,1231,COST500_chunk_*.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_T401_and_COST500_N76.py,1035,README.json,.json,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_T401_and_COST500_N76.py,1311,README.json,.json,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_article_assets.py,26,data/spectral/supersonic_reference_v2_spectral.csv,.csv,no,MISSING_STATIC_LITERAL_REVIEW
code/scripts/data_preparation/prepare_build_article_assets.py,32,data/blumen/blumen_ci_digitized_points.csv,.csv,no,MISSING_STATIC_LITERAL_REVIEW
code/scripts/data_preparation/prepare_build_article_assets.py,38,data/blumen/blumen_ci_curve_levels.csv,.csv,no,MISSING_STATIC_LITERAL_REVIEW
code/scripts/data_preparation/prepare_build_article_assets.py,55,witness_M150_a01625_spectral_reproduction.json,.json,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_article_assets.py,60,witness_M150_a01625_modal_calibration.json,.json,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_article_assets.py,411,tables/supersonic_reference_v2_validation_summary.csv,.csv,no,LIKELY_OUTPUT_OR_RUNTIME_PATH
code/scripts/data_preparation/prepare_build_article_assets.py,834,tables/supersonic_blumen_interpolated_comparison.csv,.csv,no,MISSING_STATIC_LITERAL_REVIEW
code/scripts/data_preparation/prepare_build_article_assets.py,1168,tables/supersonic_representative_mode_points.csv,.csv,no,MISSING_STATIC_LITERAL_REVIEW
code/scripts/data_preparation/prepare_build_article_assets.py,1670,tables/supersonic_witness_reproduction_metrics.csv,.csv,no,MISSING_STATIC_LITERAL_REVIEW
code/scripts/data_preparation/prepare_build_article_assets_primary133.py,791,classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,.csv,no,MISSING_STATIC_LITERAL_REVIEW
code/scripts/data_preparation/prepare_build_article_assets_primary133.py,801,classic_supersonic/data/blumen/blumen_ci_digitized_points.csv,.csv,no,MISSING_STATIC_LITERAL_REVIEW
code/scripts/data_preparation/prepare_build_article_assets_primary133.py,806,classic_supersonic/data/blumen/blumen_ci_curve_levels.csv,.csv,no,MISSING_STATIC_LITERAL_REVIEW
code/scripts/data_preparation/prepare_build_article_assets_primary133.py,854,table_reference_summary.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_article_assets_primary133.py,857,table_selected_mode.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_article_assets_primary133.py,917,article_asset_manifest.json,.json,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_pointwise_assets.py,158,blumen_pointwise_classical_spectral.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_pointwise_assets.py,182,blumen_pointwise_classical_modes.csv.gz,.gz,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_pointwise_assets.py,233,.tar.gz,.gz,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_pointwise_assets.py,35,spectral.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_pointwise_assets.py,147,blumen_pointwise_manifest.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_pointwise_assets.py,165,blumen_pointwise_classical_failures.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_pointwise_assets.py,173,mode.csv.gz,.gz,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_pointwise_assets.py,228,metadata.json,.json,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_repair_assets.py,275,.tar.gz,.gz,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_repair_assets.py,168,blumen_positive_true_classical_isolines.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_repair_assets.py,171,blumen_neutral_true_classical_line.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_repair_assets.py,206,blumen_positive_true_classical_isolines.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_repair_assets.py,209,blumen_neutral_true_classical_line.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_repair_assets.py,212,blumen_true_classical_all_isolines.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_repair_assets.py,222,blumen_true_classical_failures.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_repair_assets.py,248,blumen_true_classical_isolines_summary.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_repair_assets.py,187,positive/point_*/result.csv,.csv,,DYNAMIC_OR_GLOB
code/scripts/data_preparation/prepare_build_blumen_repair_assets.py,190,neutral/point_*/result.csv,.csv,,DYNAMIC_OR_GLOB
code/scripts/data_preparation/prepare_build_blumen_repair_assets.py,270,metadata.json,.json,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_repair_assets.py,283,blumen_true_classical_failures.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_true_isoline_assets.py,54,.tar.gz,.gz,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_true_isoline_assets.py,50,blumen_positive_true_classical_isolines.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_true_isoline_assets.py,50,blumen_neutral_true_classical_line.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_true_isoline_assets.py,50,blumen_true_classical_all_isolines.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_true_isoline_assets.py,52,blumen_true_classical_isolines_summary.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_true_isoline_assets.py,46,positive/curve_*/blumen_true_classical_isolines.csv,.csv,,DYNAMIC_OR_GLOB
code/scripts/data_preparation/prepare_build_blumen_true_isoline_assets.py,46,neutral/point_*/neutral_result.csv,.csv,,DYNAMIC_OR_GLOB
code/scripts/data_preparation/prepare_build_blumen_true_isoline_assets.py,53,metadata.json,.json,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_true_positive_isoline_assets.py,93,result.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_true_positive_isoline_assets.py,375,supersonic_blumen_true_classical_isolines.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_true_positive_isoline_assets.py,380,supersonic_blumen_true_classical_isoline_failures.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_true_positive_isoline_assets.py,409,supersonic_blumen_true_classical_isoline_summary_by_level.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_true_positive_isoline_assets.py,435,supersonic_blumen_true_classical_isolines.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_true_positive_isoline_assets.py,438,supersonic_blumen_true_classical_isoline_failures.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_blumen_true_positive_isoline_assets.py,420,supersonic_blumen_true_classical_isolines_metadata.json,.json,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_classical_supersonic_assets.py,271,modes_compact_with_analytic_tails.npz,.npz,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_classical_supersonic_assets.py,449,freeze_metadata.json,.json,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_classical_supersonic_assets.py,450,dense_supersonic_campaign_config.json,.json,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_classical_supersonic_assets.py,469,dense_spectral_targets.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_classical_supersonic_assets.py,470,dense_spectral_retained.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_classical_supersonic_assets.py,471,all_mode_summaries.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_classical_supersonic_assets.py,458,classical_supersonic_dense_reference.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_classical_supersonic_assets.py,476,classical_supersonic_dense_reference.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_computational_cost_asset_N76.py,32,Tab_supersonic_computational_speedups.json,.json,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_computational_cost_asset_N76.py,37,final_benchmarks/classical_from_scratch/results/analysis/N76_CLASSICAL_COST500_merged_500.csv,.csv,no,LIKELY_OUTPUT_OR_RUNTIME_PATH
code/scripts/data_preparation/prepare_build_computational_cost_asset_N76.py,45,runtime_benchmark/analysis/N76_COST500_shooting_timing_500.csv,.csv,no,MISSING_STATIC_LITERAL_REVIEW
code/scripts/data_preparation/prepare_build_computational_cost_asset_N76.py,608,Tab_supersonic_computational_cost_and_robustness.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_computational_cost_asset_N76_76442c7b69.py,32,Tab_supersonic_computational_speedups.json,.json,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_computational_cost_asset_N76_76442c7b69.py,37,final_benchmarks/classical_from_scratch/results/analysis/N76_CLASSICAL_COST500_merged_500.csv,.csv,no,LIKELY_OUTPUT_OR_RUNTIME_PATH
code/scripts/data_preparation/prepare_build_computational_cost_asset_N76_76442c7b69.py,45,runtime_benchmark/analysis/N76_COST500_shooting_timing_500.csv,.csv,no,MISSING_STATIC_LITERAL_REVIEW
code/scripts/data_preparation/prepare_build_computational_cost_asset_N76_76442c7b69.py,600,Tab_supersonic_computational_cost_and_robustness.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_dense_supersonic_convergence_assets.py,343,spectral_runs.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_dense_supersonic_convergence_assets.py,344,modal_runs.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_dense_supersonic_convergence_assets.py,345,modal_errors.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_dense_supersonic_convergence_assets.py,353,classical_supersonic_maps/classical_supersonic_dense_reference.csv,.csv,no,MISSING_STATIC_LITERAL_REVIEW
code/scripts/data_preparation/prepare_build_dense_supersonic_convergence_assets.py,314,manifest.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_dense_supersonic_convergence_assets.py,338,audit_points.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_dense_supersonic_convergence_assets.py,340,task_*/DONE.json,.json,,DYNAMIC_OR_GLOB
code/scripts/data_preparation/prepare_build_dense_supersonic_convergence_assets.py,357,audit_points.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_dense_supersonic_convergence_assets.py,358,spectral_convergence_runs.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_dense_supersonic_convergence_assets.py,359,spectral_convergence_errors.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_dense_supersonic_convergence_assets.py,360,modal_convergence_runs.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_dense_supersonic_convergence_assets.py,361,modal_convergence_errors.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_dense_supersonic_convergence_assets.py,362,dense_internal_diagnostics.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_dense_supersonic_convergence_assets.py,367,spectral_box_summary.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_dense_supersonic_convergence_assets.py,368,spectral_integration_summary.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_dense_supersonic_convergence_assets.py,369,matching_location_summary.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_dense_supersonic_convergence_assets.py,459,convergence_summary.json,.json,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_dense_supersonic_convergence_assets.py,489,DONE.json,.json,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_dense_supersonic_convergence_assets.py,489,spectral_runs.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_dense_supersonic_convergence_assets.py,489,modal_runs.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_dense_supersonic_convergence_assets.py,489,modal_errors.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_dense_supersonic_convergence_assets.py,489,modal_arrays.npz,.npz,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_dense_supersonic_convergence_assets.py,493,audit_config.json,.json,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_dense_supersonic_convergence_assets.py,493,audit_config.json,.json,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_dense_supersonic_convergence_assets.py,494,audit_points.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_dense_supersonic_convergence_assets.py,494,audit_points.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_dense_supersonic_convergence_assets.py,507,.tar.gz,.gz,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_dense_supersonic_convergence_assets.py,308,manifest.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_dense_supersonic_convergence_assets.py,339,audit_config.json,.json,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_dense_supersonic_requested_assets.py,212,classical_supersonic_maps/classical_supersonic_dense_reference.csv,.csv,no,MISSING_STATIC_LITERAL_REVIEW
code/scripts/data_preparation/prepare_build_dense_supersonic_requested_assets.py,508,.tar.gz,.gz,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_dense_supersonic_requested_assets.py,559,blumen_vs_dense_overlay_points.csv,.csv,,BASENAME_FRAGMENT
code/scripts/data_preparation/prepare_build_dense_supersonic_requested_assets.py,561,modal_field_reconstruction_summary.csv,.csv,,BASENAME_FRAGMENT
