alpha,y_window,n,p_rel_l2,q_rel_l2,p_max_abs_err,q_max_abs_err,p_rmse,q_rmse,p_error_energy_fraction,q_error_energy_fraction,qdef_reference_rel_l2,qdef_prediction_rel_l2,dp_pred_vs_q_ref_rel_l2
0.0725,50.0,4289,0.0002851029137780089,0.0007053895166514076,0.0010342829689067299,0.00016574838683369963,8.550001386673092e-05,2.0262273121105197e-05,3.2602781398559434e-05,0.00033541091063838476,0.0,0.0047258019608529,0.004643759342802873
0.0725,100.0,4354,0.00045926498098748496,0.0010267832179806586,0.00232742199550015,0.0006241350150203664,0.00013707634084313746,2.9463086773243944e-05,8.507063325244183e-05,0.0007199290923652188,0.0,0.004798203333081868,0.004693559159299448
0.0725,500.0,4407,0.0011251864364088247,0.003223588650669318,0.010259046087995872,0.003062038339018796,0.0003340780048786157,9.206555876050597e-05,0.0005114522019888367,0.007115120286156236,0.0,0.005742529078664638,0.004738858020282357
0.0725,2000.0,4418,0.0029673023505666653,0.0033302624594038046,0.04585811940367642,0.003062038339018796,0.000879923965778706,9.499368294911415e-05,0.003556986687593344,0.0075938142983205505,0.0,0.005793841480478049,0.004742786933425315
0.075,5.0,3289,0.00011952457336941654,0.0005616091808396422,7.651880967013555e-05,4.3844747593627556e-05,3.6604218551917514e-05,1.5686078207156346e-05,4.582393585906296e-06,0.00015414783691165677,0.0,0.004716768330356161,0.004678871496110588
0.075,10.0,3807,0.0001274966621232606,0.0005490478452098516,9.307312785896069e-05,4.3844747593627556e-05,3.879181272491408e-05,1.6005035277102e-05,5.957022785033451e-06,0.0001857551903779393,0.0,0.004284176508331922,0.0042246468208501625
0.075,20.0,4101,0.00014689192198742856,0.0006022988633272818,0.00018277455599733763,7.761508846092787e-05,4.4374953746385754e-05,1.782331778953506e-05,8.397148460674877e-06,0.00024814851464714327,0.0,0.00408236672063836,0.004019094206195532
0.075,50.0,4289,0.00030288948726108953,0.000770792897053857,0.0011139460031568042,0.00018865621920368533,9.071763214001434e-05,2.291638042356548e-05,3.670334903412253e-05,0.0004290351770891591,0.0,0.00418128284074821,0.004095830857565456
0.075,100.0,4354,0.0004717124412987814,0.0011568100819188125,0.002521490350054354,0.0007211038454919309,0.0001405965735764266,3.4352068206147726e-05,8.949610482886222e-05,0.0009786761681500511,0.0,0.004308289431273947,0.004155635377587378
0.075,500.0,4407,0.0009944023452550439,0.0038497196870638075,0.008876734294587114,0.003946509516691122,0.0002948259634567461,0.00011377386166551044,0.00039832791118135684,0.010866078992876069,0.0,0.0056641039016820565,0.004185459792736761
0.075,2000.0,4418,0.0025094644690502694,0.0038761568146811406,0.03767874337650034,0.003946509516691122,0.0007430950881838663,0.00011441248388618045,0.0025367678695455745,0.011015833151333473,0.0,0.0056812272812510065,0.0041884498619112
0.0775,5.0,3289,9.852879912825439e-05,0.0005663233270793519,7.464924496658536e-05,4.1177188190059865e-05,3.01636273892585e-05,1.6363701961970734e-05,3.1116965875714315e-06,0.00016775358294683136,0.0,0.004048932769970325,0.0039950370334591815
0.0775,10.0,3807,0.00010136795471596361,0.000570108012075204,7.464924496658536e-05,4.1177188190059865e-05,3.082132618224533e-05,1.718910067891881e-05,3.7605533611777373e-06,0.00021425649539709877,0.0,0.0036920486600784735,0.003613313287763166
0.0775,20.0,4101,0.00013160173907174937,0.0006287026229116903,0.00015879491506357995,8.463095522921579e-05,3.9716831792897707e-05,1.9239474370436534e-05,6.72674864517953e-06,0.0002891485270187469,0.0,0.0035196144676202298,0.0034445658188277245
0.0775,50.0,4289,0.00024358089650906847,0.0008068732271614811,0.0009203873752867821,0.00024562466471544995,7.28612707548464e-05,2.480232861015823e-05,2.3676405231955598e-05,0.0005025575133069493,0.0,0.0036218182382598955,0.003520881230398425
0.0775,100.0,4354,0.0003631135167742615,0.0011077517257268204,0.0024017059418300884,0.00048682375775236937,0.00010807972042367896,3.4006084271978724e-05,5.2886287963317554e-05,0.000959061566915852,0.0,0.003798713912920122,0.003575763624261724
0.0775,500.0,4407,0.0009802997421245923,0.003655789783077704,0.013443844102132813,0.004474585354452021,0.00029023555495421086,0.00011168248849592977,0.0003860206290837796,0.010470273456994847,0.0,0.005140050709087799,0.0035945471616942166
0.0775,2000.0,4418,0.0022192886348260474,0.0036818257774204263,0.032789990514455615,0.004474585354452021,0.0006562436369830774,0.00011233776575435675,0.00197843669249073,0.010619940539263286,0.0,0.005156468874514959,0.0035969862883754576
0.08,5.0,3289,0.00012839145633194494,0.000537116784655911,0.00012204085640092433,5.4724298118806686e-05,3.929197346118261e-05,1.6038792477085823e-05,5.280047056530168e-06,0.00016115805572300017,0.0,0.0036542238583365527,0.003575374427708798
0.08,10.0,3807,0.00013723837958293328,0.0005472358682946176,0.00012204085640092433,5.4724298118806686e-05,4.170004732996789e-05,1.7047924131364695e-05,6.883704328919292e-06,0.00021075150961270177,0.0,0.003327658154146966,0.0032401143493348086
0.08,20.0,4101,0.00016851405411647452,0.0006038628756781658,0.00033923665683498037,9.272712531066062e-05,5.080710788768963e-05,1.9090249978998644e-05,1.1007912099595294e-05,0.00028468055863645295,0.0,0.0031781065149840922,0.0031046847635852783
0.08,50.0,4289,0.00028334408971267,0.0008625827216658001,0.0009392305466979244,0.0003793830250020596,8.464875271753501e-05,2.7385727045532447e-05,3.195680909171474e-05,0.0006127021525281645,0.0,0.003309216535709613,0.0032043563155573864
0.08,100.0,4354,0.0005303471548355011,0.0011899755855368395,0.0027934157941592423,0.0006134291661944637,0.0001576436579346227,3.7725560569231213e-05,0.00011251428569723372,0.0011803332397239451,0.0,0.0034602587522692746,0.00332067356404918
0.08,500.0,4407,0.001259066772660125,0.0033354783734349334,0.01637221460709602,0.00442785220582451,0.0003722548561463282,0.00010522406139541931,0.0006350238400137336,0.009294327703090962,0.0,0.004653050945500642,0.0033524788318542273
0.08,2000.0,4418,0.0023265193929643212,0.0033501039172557866,0.030518450512880522,0.00442785220582451,0.0006870015918578357,0.00010555380417919045,0.0021682404077298296,0.009376015160748973,0.0,0.004660419867112043,0.0033554660392987956
0.0825,5.0,3289,0.00015174273963004586,0.0004881889067935831,0.00012909581906427633,4.0227025966432265e-05,4.642190886460134e-05,1.5050804270740747e-05,7.370146119979224e-06,0.00014191493376438852,0.0,0.0034392723838126494,0.003385536180807091
0.0825,10.0,3807,0.00017302756337038758,0.0005232394175231936,0.0001445614629833011,6.817343272479764e-05,5.253950366337235e-05,1.682610210312372e-05,1.0927505751396548e-05,0.0002053027308100881,0.0,0.003150151149898743,0.00309856923117791
0.0825,20.0,4101,0.00020084943790303015,0.0006297038502268854,0.00033666433800132276,0.00013114300382681765,6.0497098396190596e-05,2.0545773823715924e-05,1.5607203575212553e-05,0.0003297460368334229,0.0,0.0030506565624863887,0.002985372046678761
0.0825,50.0,4289,0.00038270247855508267,0.0009354142771903444,0.0022214144747756694,0.00038461411429553335,0.00011418909220476677,3.064465739366786e-05,5.815291944290068e-05,0.0007672031835417641,0.0,0.0032306304280236473,0.0031195560511720183
0.0825,100.0,4354,0.0006503948081651827,0.001275158951206986,0.0030324848173518574,0.0006456656889250823,0.0001930699520814532,4.170985634197849e-05,0.00016876564275128023,0.0014428149118351729,0.0,0.0033732347587386684,0.003285120004946372
0.0825,500.0,4407,0.0014630634501487255,0.0027804669152095424,0.022701229266898472,0.002979488095091569,0.00043197935864893843,9.049471552381907e-05,0.0008551361706500647,0.006874392076449298,0.0,0.004198304584107298,0.0033197715167810186
0.0825,2000.0,4418,0.002374074429382363,0.002803596549491435,0.031457280653002524,0.002979488095091569,0.0007000894156477971,9.113384285358461e-05,0.0022516400796885505,0.00698923894485556,0.0,0.004207953036421022,0.00332367919100608
0.085,5.0,3289,0.00015731509242690746,0.0007340478554964536,0.00012412751569165187,6.759350347244748e-05,4.8109765730047054e-05,2.3343896979856998e-05,7.915832450571393e-06,0.00034139361849076994,0.0,0.0034396267776177643,0.0034728730360078673
0.085,10.0,3807,0.0001860726196889939,0.0007529753518584013,0.0001387666117600501,8.399121813441948e-05,5.6462868073774086e-05,2.4972422525410063e-05,1.262045410024114e-05,0.0004522192393153216,0.0,0.0031984837991426546,0.0032182519407408425
0.085,20.0,4101,0.00022639017792454576,0.000835372388700346,0.0004298811387601738,0.00016342174969902502,6.812371426113382e-05,2.8105574308303357e-05,1.979031204847358e-05,0.0006170487926123436,0.0,0.0031260107981805015,0.003119189653608225
0.085,50.0,4289,0.00040156912276909443,0.0011325196979051872,0.0016824252507741137,0.0004736596718326421,0.00011967018014412772,3.8250822326085746e-05,6.386959632567117e-05,0.0011953151059377104,0.0,0.003326131102177346,0.003275446667923357
0.085,100.0,4354,0.00047810451285871,0.0012658287753809817,0.0020017222466568534,0.0004736596718326421,0.0001417391918592906,4.268207212503021e-05,9.095667264205536e-05,0.001510860004916686,0.0,0.003495714764252207,0.0033571430873326168
0.085,500.0,4407,0.0026000494570187346,0.0034875994790804247,0.04787538866635395,0.004015447874050853,0.0007666534927384076,0.00011700439656599224,0.0026934413499243417,0.011491910160972481,0.0,0.004749849618473868,0.003377527215542639
0.085,2000.0,4418,0.0029806788366731965,0.0035040534709714637,0.04787538866635395,0.004015447874050853,0.0008777926694111519,0.00011740997051355995,0.0035397765376264994,0.01160060071493598,0.0,0.004758216062370257,0.0033841434803418115
0.0875,5.0,3289,0.0002230704592087942,0.0006285857096381058,0.00017964366775991095,4.351589385397757e-05,6.819526991017529e-05,2.0602395213069658e-05,1.5905180944291523e-05,0.00026591578044000004,0.0,0.00394111613735932,0.00409135166266873
0.0875,10.0,3807,0.00024155298547886913,0.0006966259269848599,0.0001796916987808415,7.606327694558739e-05,7.324951800956545e-05,2.3807089800406675e-05,2.1240202599738405e-05,0.00041099856586235175,0.0,0.003649540248213569,0.003749110982869562
0.0875,20.0,4101,0.0003099020819607495,0.0008992088015734132,0.000594141068030468,0.00020066184186157195,9.316358339561653e-05,3.1169656705000356e-05,3.7012496053470324e-05,0.000758924576380955,0.0,0.0035720113824385794,0.003680546453934262
0.0875,50.0,4289,0.0005171958406293339,0.0012601608796866213,0.0018911744662536603,0.0005597590759790526,0.0001539401318357346,4.384320004961524e-05,0.00010568807555736427,0.00157038213477979,0.0,0.0037303009690845593,0.0038537414590142406
0.0875,100.0,4354,0.0009597803984748928,0.0018649860705519854,0.004077172312725608,0.0009669089067799026,0.0002841712728738336,6.47711925729421e-05,0.00036560742355463597,0.0034793412095320136,0.0,0.0038589242887307534,0.004143675585000881
0.0875,500.0,4407,0.0023368810721492803,0.003355798247312594,0.038630152421706136,0.004210154728495484,0.0006881525740261965,0.00011595329793762847,0.002170095085157604,0.011286364464248501,0.0,0.004701312899449233,0.004193347666829182
0.0875,2000.0,4418,0.0029183378252125767,0.003368736045753961,0.038630152421706136,0.004210154728495484,0.0008583074314500152,0.00011625534254126424,0.0033843688769055512,0.011373558380789166,0.0,0.004711175745132598,0.004196113833282009
0.09,5.0,3289,0.0002890469495064858,0.0008006979023344277,0.00018933674124157262,9.010432606459045e-05,8.83346897914293e-05,2.702522568120157e-05,2.668656554811857e-05,0.0004575592522172732,0.0,0.0047853800931872215,0.00498315593156032
0.09,10.0,3807,0.00033356878903660587,0.0008426780627094659,0.00044349473886202045,0.00010303613344074265,0.00010108614856265153,2.965109934560049e-05,4.0451293389557816e-05,0.000637542712815558,0.0,0.004464070954511286,0.004608885460874641
0.09,20.0,4101,0.00045123302639488893,0.0009454733204507377,0.0007524017715289382,0.0001176308902109359,0.0001355213039032097,3.373867214947445e-05,7.83197239056813e-05,0.0008891817713821681,0.0,0.0043846058484287445,0.004461256516453443
0.09,50.0,4289,0.0018047455822134783,0.0034860956154802373,0.007984905516053024,0.0018713314575715056,0.0005365283150339934,0.0001248383898184779,0.0012838301626952142,0.012732015907012466,0.0,0.004661885372676911,0.005477763504874549
0.09,100.0,4354,0.00274042827113675,0.00487774440308529,0.008914883706538528,0.0018713314575715056,0.0008103619429787591,0.00017434703786646662,0.002973122025794315,0.02520939252057561,0.0,0.0047607755955507034,0.0065731584010184025
0.09,500.0,4407,0.0035156038457506804,0.005830997231330342,0.03566371237072028,0.004940783819152153,0.0010339291890109007,0.00020734661327787156,0.0048988131871759545,0.03608957371267442,0.0,0.0055536348164293954,0.006715334926466804
0.09,2000.0,4418,0.0037369297861716256,0.005843696399368068,0.03566371237072028,0.004940783819152153,0.0010976526266875913,0.00020753933808505482,0.005535053067226996,0.036246942220680464,0.0,0.005563496397830905,0.006716009297864974
0.0925,5.0,3289,0.00019366601389794088,0.0006048314436641484,0.00014520359649887004,4.0714292329097734e-05,5.916452322141912e-05,2.100653138426377e-05,1.1971617905719903e-05,0.0002764504985165092,0.0,0.0038011273807111354,0.003884888097848949
0.0925,10.0,3807,0.00020188914101023912,0.0006655184238905773,0.00014520359649887004,9.143839581032179e-05,6.114016070293559e-05,2.409271125367765e-05,1.4797974142271135e-05,0.00042091949209465416,0.0,0.0034821028379280624,0.003530346843835516
0.0925,20.0,4101,0.0003938024082720476,0.0007494596522660587,0.000932459060806255,0.00014898645222478508,0.00011815832046609275,2.75112703308978e-05,5.9536681383856816e-05,0.000591229189540628,0.0,0.003437492541864311,0.003458735578395618
0.0925,50.0,4289,0.0019304197781813775,0.003397864530299455,0.007837255654215685,0.0019147567015254659,0.0005731998216582459,0.00012514897825772938,0.0014653264026739557,0.01279544729377523,0.0,0.004095723366822093,0.005181630197595888
0.0925,100.0,4354,0.002495282480741511,0.004503009339284808,0.007837255654215685,0.0019147567015254659,0.0007369407842950053,0.00016552724915824826,0.002458780978093013,0.022723343289318923,0.0,0.004205564849858958,0.005867748882143016
0.0925,500.0,4407,0.003397192669450815,0.0052041882063674615,0.03418316627844568,0.0038572014235974195,0.0009978256710778213,0.0001903081657036463,0.004562665509686933,0.030402038632255084,0.0,0.004799257127661113,0.005992821608555933
0.0925,2000.0,4418,0.0037146466378115478,0.00521361706862267,0.03418316627844568,0.0038572014235974195,0.0010897103268767859,0.0001904154702851751,0.005455242742756039,0.030512302430028598,0.0,0.0048115555387224515,0.005993300936451689
0.095,5.0,3289,0.0002684908689149818,0.0005633213843785745,0.00017111572250235686,4.2355769296786705e-05,8.198399924913183e-05,2.0115317163797968e-05,2.298731824836908e-05,0.0002534909459800788,0.0,0.003091864815301656,0.003109817046410425
0.095,10.0,3807,0.0002691263313714613,0.0005825528700754923,0.00017111572250235686,5.201323769720212e-05,8.143754248525607e-05,2.1679159157088208e-05,2.6254178372681876e-05,0.00034081017612399276,0.0,0.002830619755780974,0.0028666607292022316
0.095,20.0,4101,0.00032310090167095225,0.0006234897788313978,0.000560055888137218,0.00011917716180182067,9.683969972141785e-05,2.3524161250235055e-05,3.999105607227491e-05,0.0004322777418054266,0.0,0.002815423770562862,0.002826009364453506
0.095,50.0,4289,0.0008032205530203516,0.001536682074732055,0.0035105822100510815,0.0010590009642024653,0.00023818922134964153,5.8164973063377223e-05,0.0002530267813860665,0.0027639101341295864,0.0,0.003473654301733403,0.003557069705309267
0.095,100.0,4354,0.0010636137284023744,0.0020802101315944973,0.004115806452610233,0.0010590009642024653,0.0003136947114305966,7.857644932372539e-05,0.00044552189711276173,0.005120566782237995,0.0,0.0036083849182273814,0.0037863309578079693
0.095,500.0,4407,0.0025009307615332255,0.0035811806529500497,0.03061918469581626,0.004263521790367079,0.0007335660907454675,0.0001345646568337981,0.0024659699584694966,0.01520022009034064,0.0,0.0045822830845509855,0.003848019913456111
0.095,2000.0,4418,0.0027825572097330714,0.0035998471952959506,0.03061918469581626,0.004263521790367079,0.0008151559643785786,0.0001350975633395603,0.0030526243780770023,0.015359092396328456,0.0,0.004594953606176664,0.0038489265668517404
0.0975,5.0,3289,0.000354556129231854,0.0006412712652932753,0.0002551633383125655,9.985786121612537e-05,0.00010821081072552687,2.3526678736846608e-05,4.0047131201997784e-05,0.00034676074483180923,0.0,0.003292696192425789,0.0033643419092426073
0.0975,10.0,3807,0.0003965196054610043,0.0007043949297748178,0.00029303157954036597,9.985786121612537e-05,0.00011988991959137317,2.6928062415293613e-05,5.6900286108296655e-05,0.0005258209636624722,0.0,0.0029751229506443234,0.0030543427522171105
0.0975,20.0,4101,0.0004304582903757443,0.0007349168030704821,0.00045615527830116133,0.00011174901421467153,0.00012887605466714317,2.8480558659882188e-05,7.08272646307533e-05,0.00063362395298429,0.0,0.0029231508880472414,0.00298684806738085
0.0975,50.0,4290,0.0005858435640985379,0.0010137704736893425,0.001450205904491046,0.00042707126639583573,0.00017348345382245826,3.940306486325379e-05,0.00013425783735625566,0.0012687092573428255,0.0,0.0032898604920086343,0.0033305477767146814
0.0975,100.0,4354,0.0006633085832060612,0.001181453344794354,0.002596647225395367,0.0005819625344590046,0.0001953675404076834,4.5827879979631196e-05,0.00017280626283435786,0.0017417778693019966,0.0,0.0034212159688378576,0.0034045631423590067
0.0975,500.0,4407,0.0029291518753939445,0.002925204419727679,0.04203839252426637,0.0052588424431924494,0.0008579986990742047,0.00011286845585655437,0.0033735142167154106,0.010693823873112464,0.0,0.0043958804781070605,0.003426399257323721
0.0975,2000.0,4418,0.003202140108536509,0.002946707499428193,0.04203839252426637,0.0052588424431924494,0.0009367939379036877,0.00011355651670681357,0.004031624636481573,0.010851621703983384,0.0,0.004408384777644644,0.0034276009042078673
0.1,5.0,3289,0.0002733678809214878,0.0006560533486184205,0.00017869931122201132,6.972917223602286e-05,8.339005686959637e-05,2.471249423909272e-05,2.378256262339803e-05,0.0003825972508312047,0.0,0.0030843528622151563,0.003209255638983805
0.1,10.0,3807,0.00026870988758505,0.0006072129382925692,0.00017869931122201132,6.972917223602286e-05,8.117969764042204e-05,2.3830060697435648e-05,2.608819134379697e-05,0.00041179207405810954,0.0,0.0028002321518522956,0.0029048076103302075
0.1,20.0,4101,0.00029629002090117825,0.0006618185211874261,0.0004235329412810121,0.0001001888514824893,8.861005054387066e-05,2.6326398416803433e-05,3.348281577443024e-05,0.0005413990354770841,0.0,0.002732554084835301,0.0028283550811228683
0.1,50.0,4290,0.0005412335836281077,0.000968351114040303,0.0019521561592098242,0.000587393413714429,0.00016006567388103244,3.8628441227241575e-05,0.00011429308158538428,0.0012193165495732548,0.0,0.002923194682329433,0.003026649816365534
0.1,100.0,4354,0.0006421214601847996,0.0011378565341026536,0.0029770881674652853,0.000587393413714429,0.0001888744231407206,4.529515942103968e-05,0.0001615105745384108,0.001701519063471864,0.0,0.003056288773338422,0.0031230973905323365
0.1,500.0,4407,0.0031617671393381424,0.002848354172436938,0.049316366620706,0.004455712841346985,0.0009248858598763166,0.00011278366032055416,0.003919995473717255,0.010677761849486716,0.0,0.004043417572536953,0.003160628706326959
0.1,2000.0,4418,0.0033927555550635853,0.0028638675026144166,0.049316366620706,0.004455712841346985,0.0009912194331759688,0.0001132566700107179,0.004513688279329608,0.010794389813828109,0.0,0.004056204928002896,0.003162192062462002
0.1025,5.0,3289,0.00024442018658950694,0.0005810208663839825,0.0001915205589342286,6.320497876024305e-05,7.452110041520706e-05,2.2457235955380182e-05,1.8992783928584838e-05,0.0003159521296886616,0.0,0.0031540851153136307,0.003233305006483054
0.1025,10.0,3807,0.00025947163254621007,0.0005597140968238594,0.0002019484023442202,6.320497876024305e-05,7.832388425342538e-05,2.25360038162687e-05,2.4284968595097452e-05,0.0003682828550407279,0.0,0.0028545636098804943,0.002925588934458345
0.1025,20.0,4101,0.00030759745756884615,0.0006245083644570161,0.0004522907616124176,0.00013894548637887833,9.18904402527153e-05,2.5483975188109707e-05,3.600780676392375e-05,0.0005073047466334187,0.0,0.0027750938155160737,0.0028314244203765954
0.1025,50.0,4290,0.0005086156730442625,0.000924094823111773,0.0017244614937584378,0.0005443824834360908,0.00015022468099183496,3.7810527127927644e-05,0.00010067140007592603,0.0011682278776249204,0.0,0.002934532825697015,0.002986154839274133
0.1025,100.0,4354,0.0006301413391414105,0.0011251644850830203,0.0027615059959932,0.0005443824834360908,0.00018510402923601097,4.593791999430318e-05,0.00015512664676413523,0.0017501524819499624,0.0,0.0030577008706863026,0.0030969880717235665
0.1025,500.0,4407,0.0027453151075125808,0.002555074267718637,0.04149049107597518,0.004743912964244703,0.0008019870500943799,0.0001037606079461543,0.002947433377853204,0.009037594995584729,0.0,0.003834451662717784,0.003133398755305607
0.1025,2000.0,4418,0.002961200250346487,0.0025791670296775294,0.04149049107597518,0.004743912964244703,0.0008639764261845189,0.00010460853480348852,0.0034292230373022506,0.009208836438226122,0.0,0.003847097161849932,0.0031344798047242732
0.105,5.0,3289,0.0001706741757335339,0.0005753013471818081,0.00012186498656838033,4.8246528688072215e-05,5.20091879313067e-05,2.2802603713193463e-05,9.251033518813083e-06,0.00032574485302784545,0.0,0.003446403135918238,0.003484964280417073
0.105,10.0,3807,0.00017198811560762136,0.0005383038633672007,0.00012186498656838033,4.8246528688072215e-05,5.187269269874507e-05,2.2223092997588553e-05,1.0651890607700044e-05,0.00035812669398037377,0.0,0.003102394491475868,0.003141143332087007
0.105,20.0,4101,0.00022761973715727284,0.0005850525498677414,0.00048433257982681967,0.00017217893991065863,6.792300855180302e-05,2.4476118511939985e-05,1.9673871614294784e-05,0.00046797178939996285,0.0,0.003010235233277095,0.0030310417426907365
0.105,50.0,4290,0.00035949764554300107,0.0007868195303574167,0.0011024358949378614,0.00039793766219754523,0.00010604437037993193,3.300188975780801e-05,5.0164762846435485e-05,0.0008899789198584428,0.0,0.003167711186409186,0.003164273750154654
0.105,100.0,4354,0.0005217557665099563,0.0009965477418196324,0.003939572527174489,0.0005902369849095736,0.00015306313762979262,4.170535236646353e-05,0.00010607080955565837,0.0014425033283033497,0.0,0.0032802687896277033,0.0032538163122777662
0.105,500.0,4407,0.002779732634897667,0.002876886972565897,0.03881639637120787,0.005239752427474242,0.0008109594069251991,0.00011975035289063838,0.0030137520426686305,0.012037643122387988,0.0,0.004213439829734488,0.003310563002013495
0.105,2000.0,4418,0.0030392229115036927,0.0028917731962694857,0.03881639637120787,0.005239752427474242,0.0008855591753732745,0.00012022004916839998,0.0036026918856799793,0.012162541172840552,0.0,0.004224202617014519,0.003311801049786938
0.1075,5.0,3289,0.00015300878797599605,0.0005633205637284777,0.00012345171124663733,5.898739741572208e-05,4.66007411486922e-05,2.2883551528334316e-05,7.427039893539937e-06,0.0003280617057386728,0.0,0.0035614666429550777,0.00356318996255097
0.1075,10.0,3807,0.00015333526884590452,0.0005224123376867244,0.00012345171124663733,5.898739741572208e-05,4.620759005164274e-05,2.2101105737551768e-05,8.452316469243421e-06,0.00035420581844372297,0.0,0.0032064254227385466,0.0032180045656623694
0.1075,20.0,4102,0.00019148512519263406,0.0005626614689995231,0.000385778254053315,0.0001336748630699045,5.707581253435596e-05,2.412527000244941e-05,1.3895241434915129e-05,0.00045476269394269524,0.0,0.003094539001681511,0.0030924878409805618
0.1075,50.0,4290,0.00027324728419415905,0.0006945163131072989,0.0007171119080291333,0.00024821209618275814,8.049869144674497e-05,2.984543830052341e-05,2.890687663912306e-05,0.0007278770461474062,0.0,0.0032594458434442117,0.0032415387101775175
0.1075,100.0,4355,0.0004464508918838596,0.0009195162176141188,0.003190516937627855,0.0007037981419741145,0.00013078994673793569,3.942323593243036e-05,7.746457110153881e-05,0.001289251089157054,0.0,0.003377076588808288,0.0033174829727748763
0.1075,500.0,4407,0.0031579795351088574,0.002730067039419863,0.038755038858543374,0.0049055342829500605,0.0009200890841683494,0.00011641786245883649,0.0038794400287910746,0.011376982809271767,0.0,0.004213097279847089,0.0033596884058561646
0.1075,2000.0,4418,0.0033113482395654738,0.002746268203403574,0.038755038858543374,0.0049055342829500605,0.000963572398228554,0.00011696284640285036,0.004265408686740563,0.011512413454736262,0.0,0.004223132506984854,0.00336065019211025
0.11,5.0,3289,0.00014178651141131393,0.0005885485635151223,0.00010664612760660147,9.964998963966622e-05,4.3158868882803816e-05,2.4490166561870363e-05,6.370451550688182e-06,0.0003757440919107231,0.0,0.003200267278517445,0.0031338903698695454
0.11,10.0,3807,0.00014165111224513684,0.0005400275915739347,0.00012058842008261338,9.964998963966622e-05,4.2649906539913914e-05,2.339948204500046e-05,7.200875130485908e-06,0.0003970454054282468,0.0,0.0028985270171065962,0.0028450923598847488
0.11,20.0,4102,0.00016280359073872673,0.0005664198841850181,0.00018802566297383518,9.964998963966622e-05,4.847261642462214e-05,2.487206950507813e-05,1.0022009645291185e-05,0.00048335288018980075,0.0,0.0027892253039957736,0.0027278490096151083
0.11,50.0,4290,0.0002663141026361951,0.0006782699581701005,0.0010785342119125775,0.0003433265124688664,7.835592544950519e-05,2.9847222099234184e-05,2.7388434962567177e-05,0.0007279640560900543,0.0,0.0030089276195873495,0.0029519762058632325
0.11,100.0,4355,0.0004192476886764868,0.0009140098487673592,0.0032134249921404096,0.0007768873210121583,0.00012266043661967303,4.012578607394371e-05,6.813392487844448e-05,0.0013356112718848174,0.0,0.0031283191138340334,0.0030200362575478045
0.11,500.0,4407,0.002916977482307061,0.0027777577291969355,0.03788462818669098,0.00467737885269304,0.0008487574257976068,0.00012128580835830865,0.0033012351445228937,0.01234831882365602,0.0,0.004007817339286467,0.0030766425795947716
