alpha,n,p_rel_l2,q_rel_l2,p_max_abs_err,q_max_abs_err,p_ref_norm,q_ref_norm,y_at_p_max_err,y_at_q_max_err
0.07,4418,0.0023041678865027594,0.0032605629009077554,0.026178644883958185,0.0024097150497716913,19.739027970754208,1.830124305495112,-528.5746663278279,-386.26228219886696
0.0725,4418,0.002967302350566663,0.003330262459403803,0.04585811940367642,0.003062038339018796,19.710434658980713,1.8959597782426723,-528.5746663278279,-340.40165958749776
0.075,4418,0.0025094644690502703,0.0038761568146811385,0.03767874337650034,0.003946509516691122,19.682315787195932,1.9619364296042219,-528.5746663278279,-340.40165958749776
0.0775,4418,0.002219288634826047,0.0036818257774204255,0.032789990514455615,0.004474585354452021,19.65459829907034,2.028034804071341,-528.5746663278279,-340.40165958749776
0.08,4418,0.002326519392964321,0.0033501039172557836,0.030518450512880522,0.00442785220582451,19.62745191861436,2.0942497249370313,-528.5746663278279,-340.40165958749776
0.0825,4418,0.0023740744293823616,0.002803596549491434,0.031457280653002524,0.002979488095091569,19.600720562415436,2.160613187789287,-528.5746663278279,-386.26228219886696
0.085,4418,0.0029806788366731965,0.0035040534709714606,0.04787538866635395,0.004015447874050853,19.57445239979905,2.227137907449568,-446.36760082966265,-304.25831215571657
0.0875,4418,0.002918337825212578,0.003368736045753958,0.038630152421706136,0.004210154728495484,19.548802742612242,2.2938171333988513,-446.36760082966265,-340.40165958749776
0.09,4418,0.003736929786171629,0.005843696399368066,0.03566371237072028,0.004940783819152153,19.523732061403866,2.3606175868146173,-446.36760082966265,-304.25831215571657
0.0925,4418,0.0037146466378115486,0.005213617068622675,0.03418316627844568,0.0038572014235974195,19.49873402737683,2.427593442301283,-446.36760082966265,-340.40165958749776
0.095,4418,0.0027825572097330722,0.0035998471952959498,0.03061918469581626,0.004263521790367079,19.47195082398768,2.494458628326554,-445.0364358433105,-303.6390059667414
0.0975,4418,0.003202140108536507,0.0029467074994281948,0.04203839252426637,0.0052588424431924494,19.445387278408628,2.5614618364828967,-383.7657594955448,-302.7067841848682
0.1,4418,0.0033927555550635853,0.0028638675026144166,0.049316366620706,0.004455712841346985,19.41914450302061,2.628595273619053,-382.3777274615912,-301.84231210490896
0.1025,4418,0.002961200250346488,0.0025791670296775307,0.04149049107597518,0.004743912964244703,19.39308813339367,2.695879687887331,-381.0909414612085,-301.0397159846368
0.105,4418,0.003039222911503693,0.0028917731962694875,0.03881639637120787,0.005239752427474242,19.367246868847836,2.763284042626412,-379.8912875797525,-300.2904408124043
0.1075,4418,0.0033113482395654733,0.002746268203403575,0.038755038858543374,0.0049055342829500605,19.341597923223674,2.8308563756331444,-378.79919129583175,-299.60748161855423
0.11,4418,0.0031479412259313756,0.002793848185649798,0.03788462818669098,0.00467737885269304,19.31622617542027,2.898592398839548,-377.8237351210053,-270.7324479454232
0.1125,4418,0.0038669534332078366,0.002428164152056859,0.05234257425116243,0.00465936789866742,19.290893292246334,2.966510894879916,-333.1371172233446,-270.27636688731235
0.115,4418,0.003873386936300101,0.0027529993885025542,0.05097162938415948,0.0057389369389321265,19.265834987609562,3.0345734874134735,-332.5240069597885,-269.8725655403257
0.1175,4418,0.0037061022015920948,0.002576202963336417,0.048925604456860144,0.005328097796028381,19.240757186278216,3.1028397365329186,-331.9775358095139,-269.5124171701868
0.12,4418,0.0038298207175829937,0.002758400667801297,0.04528113341073695,0.005807815265954173,19.216131294851923,3.171233870061799,-331.5250502578927,-269.2140407089169
0.1225,4418,0.0040128494787225084,0.002488181659380256,0.04399513078880277,0.004413933498120738,19.191483183589014,3.2398684486656,-331.1513116609167,-268.9674759507041
0.125,4418,0.004461960209120495,0.0024550381382151057,0.050743497484548414,0.004824473371755887,19.16712886095243,3.3086290351903815,-296.6031048739672,-245.69835575085605
0.1275,4418,0.0045592929759538615,0.002554177913213294,0.058422859459368676,0.0049186369101334535,19.142919571538943,3.3775964278065005,-296.4284360266599,-268.62476316241765
0.13,4418,0.0047658374991554255,0.0024586982243417414,0.05733175809896587,0.004993494852428585,19.118816771851872,3.4467639675979234,-296.3144934233073,-245.5002268328197
0.1325,4418,0.005032565972856537,0.0025462729974330624,0.058503931402813035,0.0051079211303927,19.094904847321835,3.5161422248240535,-296.2733484333617,-245.47197581835047
0.135,4418,0.004975526007524867,0.0025119709707610563,0.051214255386577826,0.004604333177400752,19.07106679512601,3.585747092000729,-296.2962654323203,-245.4877112770754
0.1375,4418,0.005572823629501455,0.001991081809883597,0.058726637768515375,0.004005514898610759,19.047432056130884,3.6555104378284553,-268.58095688747346,-226.13365487489727
0.14,4418,0.005912966773458384,0.002479663254157685,0.06683912131651576,0.0057479211911098445,19.02385813533696,3.725549112829828,-268.7087890561963,-245.64868871846767
0.1425,4418,0.005721141022837312,0.0023050991702610315,0.06656523324899669,0.004325792319397361,19.000490341760173,3.7957947886959826,-268.895065677706,-226.3563388628999
0.145,4418,0.006776810077784475,0.0021367745391954007,0.0722200269883505,0.004298357244235671,18.97729699893267,3.866243506566751,-269.13541610843333,-246.00522925537453
0.1475,4418,0.006486333195702097,0.002221416853958159,0.06364453363751915,0.004202686188162025,18.95424473451502,3.9368982571912237,-269.4269423018881,-246.24880757998548
0.15,4418,0.0070664898226077185,0.002229309699526018,0.07677341737597324,0.0042552611384953625,18.931274238544212,4.007805021731667,-246.5397483710265,-226.9798807096596
0.1525,4418,0.0076259216166213225,0.0023603679244147482,0.07694376689712625,0.003990737480152812,18.90855619674336,4.078915061673928,-246.8821635185327,-246.8821635185327
0.155,4418,0.007614008543290276,0.0020093081922639335,0.08012477594972757,0.0032655076737155495,18.885813036559863,4.150302892891551,-247.26706680801263,-227.59630331693683
0.1575,4418,0.008625658601156917,0.002286997501465672,0.08738167863070588,0.004601259746405605,18.86321252452272,4.221992722968151,-247.7146212386585,-227.9754749953296
0.16,4418,0.008740118053476513,0.0020090733167921603,0.07827346774901438,0.003829590126724252,18.840920156903707,4.293834433785475,-248.20721966314463,-228.39268229049523
0.1625,4418,0.009567388276436484,0.0024572443561269885,0.0994635484868584,0.004625954429047851,18.818586404944526,4.365975231953888,-228.846904974489,-228.846904974489
0.165,4418,0.009530205882286912,0.0022599111038636064,0.08934435075762891,0.004376187969827171,18.796454771212254,4.438380156381513,-229.3513121367945,-229.3513121367945
0.1675,4418,0.010786774436794893,0.0022738703691191384,0.09920266252285832,0.004515011739131449,18.774438516458357,4.511060187392452,-229.90045672201992,-229.90045672201992
0.17,4418,0.010947960732204387,0.0027870124179606177,0.10577732556457313,0.005281262533968294,18.752514073805163,4.583996701134771,-230.48839413865443,-230.48839413865443
0.1725,4418,0.012358952378355575,0.002498717605892576,0.11988086799899758,0.004252369147541903,18.730854063590755,4.657241857502509,-213.47358408123247,-174.37811512213435
0.175,4418,0.012821673678599797,0.0029921860038069257,0.12868980962412277,0.006032845290810648,18.709298936049656,4.730819195082911,-213.47358408123247,-185.72178868770985
0.1775,4418,0.013051635428686833,0.0029983751892183387,0.10781255499062684,0.005500067576308365,18.688134757258002,4.804618375322517,-213.47358408123247,-230.6959948198959
0.18,4418,0.014162507807011213,0.0029307746484124506,0.11260859998312496,0.0076176501103752585,18.666959014818474,4.878767908464814,-213.47358408123247,-185.72178868770985
0.1825,4418,0.013345034784070607,0.003290776192308631,0.11690150043963703,0.006426969129123338,18.6458949846177,4.95318305040901,-250.9295590227856,-185.72178868770985
0.185,4418,0.014382839490949642,0.003968098338105014,0.12435865208060823,0.00865078131001195,18.625107414022555,5.027881620279906,-230.6959948198959,-213.47358408123247
0.1875,4418,0.01424514677074081,0.003418709288585726,0.13852802579835963,0.00723802617655272,18.604319320984846,5.103026673899892,-230.6959948198959,-213.47358408123247
0.19,4418,0.013525210638001245,0.003869244628977859,0.14331937458494964,0.007254467143996605,18.583773142489118,5.178381325628973,-230.6959948198959,-213.47358408123247
