Mach,alpha,cr,ci,omega_i,stage1_mismatch,cr_box_min,cr_box_max,ci_box_min,ci_box_max,status,exception,ln_p_start_right_exact_600,stage2_mismatch_exact_600,y_limit_600,amplitude_status_600,ln_p_start_right_exact_1200,stage2_mismatch_exact_1200,y_limit_1200,amplitude_status_1200,p_edge_frac,p_center_jump,p_adjacent_jump,p_left_right_energy_ratio,rho_edge_frac,rho_center_jump,rho_adjacent_jump,rho_left_right_energy_ratio,u_edge_frac,u_center_jump,u_adjacent_jump,u_left_right_energy_ratio,v_edge_frac,v_center_jump,v_adjacent_jump,v_left_right_energy_ratio,all_finite,max_edge_frac,max_center_jump,max_adjacent_jump,max_left_right_energy_ratio,p_ylimit_rel_l2,rho_ylimit_rel_l2,u_ylimit_rel_l2,v_ylimit_rel_l2,max_ylimit_rel_l2,reject_reasons,campaign_target_status,source_file
1.1,0.05,0.7615399999999999,1e-05,5.000000000000001e-07,2.5037276534999162e-09,0.6,0.85,1e-05,0.002,rejected,,-33.8640509423056,1.3007277801081273e-17,600.0,exact_log_amplitude_match,-62.81320810286752,1.4017041742614092e-16,1200.0,exact_log_amplitude_match,0.8840466400954199,0.115027573070089,1.7685168188270646,98.56187214455554,0.8840466400954197,0.1150275730700891,1.7685168188270644,98.56187214455548,0.0016919610519947,0.9936389649780484,0.993638580321188,162.75652506432323,0.0740766392339299,0.9948884344495132,0.9975124113897248,4.987727748240001,True,0.8840466400954199,0.9948884344495132,1.7685168188270646,162.75652506432323,0.0422319257558423,0.0422319257558423,0.0357242843613199,0.0305014294497277,0.0422319257558423,edge_not_decayed;center_jump_too_large;adjacent_jump_too_large,rejected,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.10_alpha0.05000_candidates.csv
1.1,0.05,0.7615399999999999,0.001,5e-05,8.506642166422084e-07,0.6,0.85,0.001,0.008,rejected,,-33.82593052744252,1.1468333917316482e-17,600.0,exact_log_amplitude_match,-62.73696614640988,1.0906092883617463e-16,1200.0,exact_log_amplitude_match,0.8173023122928009,0.1169862401145682,1.7157437012510288,91.40667510340684,0.8173023122928013,0.1169862401145683,1.7157437012510293,91.40667510340684,0.001539097506074,0.9940269363994744,0.9940266792737816,179.17303735241137,0.0673794022824115,0.9952101849753602,0.997834256427058,4.590672037538686,True,0.8173023122928013,0.9952101849753602,1.7157437012510293,179.17303735241137,0.0406556571362979,0.0406556571362978,0.0002344647199184,0.0118275586745925,0.0406556571362979,edge_not_decayed;center_jump_too_large;adjacent_jump_too_large,rejected,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.10_alpha0.05000_candidates.csv
1.1,0.05,0.0,0.04092,0.002046,1.3334009987930245e-06,0.0,0.25,0.015,0.06,strict_auto_validated,,-4.9999994568048,4.942400519854997e-21,600.0,exact_log_amplitude_match,-4.999999457902598,1.3383439322788261e-18,1200.0,exact_log_amplitude_match,0.0017610504059789,7.632830726134155e-07,0.0879151228665065,1.000197132831791,0.0017610504059789,7.632830726094627e-07,0.0879151228665065,1.000197132831791,0.0001818804695603,0.0005675225728076,0.0090798331348862,1.000252169237373,0.0017895715252193,0.0038472905573901,0.0893389536062703,1.000196919608668,True,0.0017895715252193,0.0038472905573901,0.0893389536062703,1.000252169237373,0.0004306854619426,0.0004306854619426,0.000117421657688,0.0004805531089256,0.0004805531089256,,strict_auto_validated,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.10_alpha0.05000_candidates.csv
1.1,0.05,0.7615399999999999,0.005,0.00025,2.1175441804604592e-05,0.6,0.85,0.005,0.02,rejected,,-33.67231586897501,1.0195138950838797e-17,600.0,exact_log_amplitude_match,-62.42972858828044,9.37241342206081e-17,1200.0,exact_log_amplitude_match,0.6009245792558845,0.11645334037419,1.5327956618919178,68.79714483810369,0.6009245792558843,0.1164533403741901,1.5327956618919176,68.79714483810368,0.0011312556508181,0.993084441941575,0.9930842010379998,224.76797143253256,0.049523332530447,0.9942485327601108,0.9968729150166932,3.455710283422623,True,0.6009245792558845,0.9942485327601108,1.5327956618919178,224.76797143253256,0.0358975280554191,0.0358975280554191,0.0002067991207827,0.0104297549915817,0.0358975280554191,edge_not_decayed;center_jump_too_large;adjacent_jump_too_large,rejected,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.10_alpha0.05000_candidates.csv
1.1,0.05,0.7606439999999999,0.015,0.00075,0.0001886809195535,0.6,0.85,0.015,0.06,rejected,,-33.28310281178694,1.0048338565623425e-17,600.0,exact_log_amplitude_match,-61.6511381348779,9.33509075130362e-17,1200.0,exact_log_amplitude_match,0.2792682562807236,0.1126995038091054,1.1602561778644347,38.52063207492404,0.2792682562807235,0.1126995038091052,1.1602561778644345,38.52063207492404,0.000529450297249,0.9906605819567564,0.9906603474692004,333.9688175688138,0.0231862876723841,0.99179696362043,0.9944245651858332,1.9591678135731851,True,0.2792682562807236,0.99179696362043,1.1602561778644347,333.9688175688138,0.0263581285699123,0.0263581285699123,0.000126025480836,0.0076963664981818,0.0263581285699123,edge_not_decayed;center_jump_too_large;adjacent_jump_too_large,rejected,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.10_alpha0.05000_candidates.csv
1.1,0.05,0.000216,0.05,0.0025,0.000677354672136,0.0,0.25,0.05,0.12,strict_auto_validated,,-5.006540606321907,8.180228792649395e-20,600.0,exact_log_amplitude_match,-5.013368038951664,1.3235810863765774e-18,1200.0,exact_log_amplitude_match,0.0004670006206697,0.0002727223753187,0.0620933927365806,1.0013440015562614,0.0004670006206697,0.0002727223753187,0.0620933927365806,1.0013440015562614,4.7338409990288e-05,0.0474796085894789,0.0472337040295661,1.0012810355906487,0.0004759364710593,0.0014365153486691,0.0632815223516498,1.0043876975606,True,0.0004759364710593,0.0474796085894789,0.0632815223516498,1.0043876975606,0.0002792378708371,0.0002792378708371,7.460445133924479e-05,0.0003120493082925,0.0003120493082925,,strict_auto_validated,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.10_alpha0.05000_candidates.csv
1.1,0.05,0.00112,0.02,0.001,0.0017253749526195,0.0,0.25,0.005,0.02,rejected,,-5.017054149939885,1.0972559663913494e-20,600.0,exact_log_amplitude_match,-5.033432847584381,8.805621008060343e-21,1200.0,exact_log_amplitude_match,0.0435601622818196,0.000707253213208,0.3007889474905261,1.0123175154700754,0.0435601622818196,0.0007072532132077,0.3007889474905261,1.0123175154700756,0.0046220537603451,0.1258143297795,0.1260694476401054,1.010229674422357,0.0439630230286073,0.0063951375590346,0.3035707566864504,1.033034311271548,True,0.0439630230286073,0.1258143297795,0.3035707566864504,1.033034311271548,0.0013899722600926,0.0013899722600926,0.0003927833527203,0.0015518621117811,0.0015518621117811,stage1_too_large;edge_not_decayed,rejected,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.10_alpha0.05000_candidates.csv
1.1,0.05,0.8,3.5223249999999995e-05,1.7611625e-06,0.0018036996580981,0.8,1.05,1e-05,0.002,rejected,,-34.17327536759686,1.3262532735866808e-16,600.0,exact_log_amplitude_match,-63.43692480997534,5.983944184859083e-16,1200.0,exact_log_amplitude_match,0.8145622742307094,0.1825982041790783,1.631442983941784,98.15000936123948,0.8145622742307095,0.1825982041790781,1.631442983941784,98.1500093612395,0.0011275737087453,0.9960722541364434,0.9960741921970608,363.0966411608392,0.0483234582071686,0.9961004779495078,0.9985974621207844,3.048829150633237,True,0.8145622742307095,0.9961004779495078,1.631442983941784,363.0966411608392,0.0431816245467508,0.0431816245467509,0.0008519607923851,0.0090959043277216,0.0431816245467509,stage1_too_large;edge_not_decayed;center_jump_too_large;adjacent_jump_too_large,rejected,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.10_alpha0.05000_candidates.csv
1.1,0.075,0.7615399999999999,1.033631e-05,7.7522325e-07,3.785200402935343e-09,0.6,0.85,1e-05,0.002,rejected,,-48.29705766059087,4.024620066808917e-17,600.0,exact_log_amplitude_match,-91.72077396477142,3.474894252984392e-16,1200.0,exact_log_amplitude_match,0.8335531984070812,0.1655002818794797,1.6615048704872426,137.44737888207632,0.8335531984070812,0.1655002818794797,1.6615048704872428,137.44737888207635,0.0024809556156921,0.9910821451885996,0.9910819615628366,83.21184029709913,0.0725907402670889,0.9941132524560988,0.9967392272652718,6.709914912138621,True,0.8335531984070812,0.9941132524560988,1.6615048704872428,137.44737888207635,0.0603706433481322,0.0603706433481322,0.0005972824010921,0.0177534299622576,0.0603706433481322,edge_not_decayed;center_jump_too_large;adjacent_jump_too_large,rejected,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.10_alpha0.07500_candidates.csv
1.1,0.075,0.7615399999999999,0.001,7.5e-05,1.276860406125027e-06,0.6,0.85,0.001,0.008,rejected,,-48.23989603814111,3.346878422868371e-17,600.0,exact_log_amplitude_match,-91.60644946572518,2.982330398697168e-16,1200.0,exact_log_amplitude_match,0.7434229655442852,0.1655589433153949,1.6065941749137436,122.86961482014516,0.7434229655442851,0.1655589433153949,1.6065941749137436,122.86961482014516,0.002212024371557,0.9911841303499548,0.991183946760615,92.22913519625956,0.0647219747677205,0.9942153394597962,0.9968414131522192,5.996714735654503,True,0.7434229655442852,0.9942153394597962,1.6065941749137436,122.86961482014516,0.0578674047053179,0.0578674047053179,0.0004897646496568,0.0170022223165286,0.0578674047053179,edge_not_decayed;center_jump_too_large;adjacent_jump_too_large,rejected,assets/classic_supersonic/campaign_smallM_low_high_alpha_scan/point_results/M1.10_alpha0.07500_candidates.csv
