y,classic_p_real,classic_p_imag,classic_rho_real,classic_rho_imag,classic_u_real,classic_u_imag,classic_v_real,classic_v_imag,direct_p_real,direct_p_imag,direct_rho_real,direct_rho_imag,direct_u_real,direct_u_imag,direct_v_real,direct_v_imag,gep_p_real,gep_p_imag,gep_rho_real,gep_rho_imag,gep_u_real,gep_u_imag,gep_v_real,gep_v_imag
-12.0,0.06594397399093449,0.017969057562371726,0.016485993497733623,0.004492264390592931,0.06602893291895828,0.00031781286338271184,-0.004737486083315502,-0.0581010558382605,0.029497367169633595,0.0018854632445857399,0.007374341792408399,0.00047136581114643497,0.028000934636675117,-0.005598694242030111,-0.0027643255901676766,-0.020539296908774797,0.026881645632465364,0.009526625252676247,0.006720411408116341,0.0023816563131690617,0.027465302334417584,0.0021828399507354875,-0.00016734673837935816,-0.02432364028050203
-11.985,0.06594397399093449,0.017969057562371726,0.016485993497733623,0.004492264390592931,0.06602893291895828,0.00031781286338271184,-0.004737486083315502,-0.0581010558382605,0.029651688092883974,0.0019070458007145535,0.0074129220232209934,0.00047676145017863837,0.028150349981662735,-0.005617047780425969,-0.0027786813102425897,-0.02069200986815922,0.02706161621514789,0.009573825992705417,0.006765404053786972,0.0023934564981763543,0.027645043204104665,0.002181980839076055,-0.00018176237972209255,-0.02448167027051951
-11.97,0.06594397399093449,0.017969057562371726,0.016485993497733623,0.004492264390592931,0.06602893291895828,0.00031781286338271184,-0.004737486083315502,-0.0581010558382605,0.029807082700620557,0.0019288827641022847,0.007451770675155139,0.0004822206910255712,0.028300830886255943,-0.005635431716909112,-0.0027931476146426048,-0.020846181772041717,0.027241586797830397,0.009621026732734583,0.006810396699457599,0.0024052566831836457,0.02782478407379172,0.002181121727416623,-0.00019617802106482608,-0.024639700260536974
-11.955,0.06594397399093449,0.017969057562371726,0.016485993497733623,0.004492264390592931,0.06602893291895828,0.00031781286338271184,-0.004737486083315502,-0.0581010558382605,0.029963564420384125,0.0019509764628768223,0.007490891105096031,0.00048774411571920556,0.028452390463470523,-0.0056538472282301805,-0.0028077251327722503,-0.021001823836860712,0.027421557380512922,0.009668227472763755,0.006855389345128231,0.0024170568681909387,0.028004524943478798,0.002180262615757193,-0.0002105936624075596,-0.024797730250554456
-11.94,0.06594397399093449,0.017969057562371726,0.016485993497733623,0.004492264390592931,0.06602893291895828,0.00031781286338271184,-0.004737486083315502,-0.0581010558382605,0.030121146833936772,0.0019733292389953437,0.007530286708484193,0.0004933323097488359,0.028605041973710485,-0.005672295516704809,-0.002822414515705224,-0.021158947340886684,0.02760152796319545,0.009715428212792926,0.006900381990798863,0.0024288570531982314,0.02818426581316588,0.0021794035040977617,-0.00022500930375029485,-0.02495576024057194
-11.925,0.06594397399093449,0.017969057562371726,0.016485993497733623,0.004492264390592931,0.06602893291895828,0.00031781286338271184,-0.004737486083315502,-0.0581010558382605,0.030279843676969773,0.001995943448075853,0.007569960919242443,0.0004989858620189632,0.028758798824453376,-0.005690777810297974,-0.0028372164368846865,-0.02131756362376019,0.027781498545877963,0.009762628952822094,0.006945374636469491,0.0024406572382055236,0.028364006682852935,0.0021785443924383285,-0.00023942494509302924,-0.0251137902305894
-11.91,0.06594397399093449,0.017969057562371726,0.016485993497733623,0.004492264390592931,0.06602893291895828,0.00031781286338271184,-0.004737486083315502,-0.0581010558382605,0.03043966883875868,0.002018821459217968,0.00760991720968967,0.000504705364804492,0.028913674569883696,-0.00570929536270522,-0.002852131592834626,-0.02147768408598897,0.027961469128560488,0.009809829692851265,0.006990367282140122,0.0024524574232128163,0.028543747552540015,0.002177685280778897,-0.00025384058643576277,-0.025271820220606884
-11.895,0.06594397399093449,0.017969057562371726,0.016485993497733623,0.004492264390592931,0.06602893291895828,0.00031781286338271184,-0.004737486083315502,-0.0581010558382605,0.030600636361744586,0.0020419656548143626,0.0076501590904361465,0.0005104914137035907,0.02906968291045501,-0.00572784945342419,-0.00286716070387842,-0.02163932018839863,0.028141439711243017,0.009857030432880436,0.007035359927810754,0.002464257608220109,0.02872348842222709,0.002176826169119464,-0.0002682562277784989,-0.025429850210624366
-11.88,0.06594397399093449,0.017969057562371726,0.016485993497733623,0.004492264390592931,0.06602893291895828,0.00031781286338271184,-0.004737486083315502,-0.0581010558382605,0.03076276044109321,0.002065378430351179,0.007690690110273303,0.0005163446075877947,0.029226837692428675,-0.005746441387830916,-0.0028823045148605583,-0.021802483451545968,0.02832141029392552,0.009904231172909603,0.00708035257348138,0.0024760577932274007,0.02890322929191415,0.002175967057460034,-0.00028267186912123154,-0.025587880200641826
-11.865,0.06594397399093449,0.017969057562371726,0.016485993497733623,0.004492264390592931,0.06602893291895828,0.00031781286338271184,-0.004737486083315502,-0.0581010558382605,0.030926055424182693,0.0020890621941980123,0.007731513856045673,0.0005222655485495031,0.029385152907343375,-0.00576507249724805,-0.0028975637958811038,-0.02196718545508379,0.02850138087660805,0.009951431912938773,0.0071253452191520125,0.0024878579782346933,0.029082970161601225,0.002175107945800601,-0.00029708751046396507,-0.02574591019065931
-11.85,0.06594397399093449,0.017969057562371726,0.016485993497733623,0.004492264390592931,0.06602893291895828,0.00031781286338271184,-0.004737486083315502,-0.0581010558382605,0.03109053581005735,0.002113019367386954,0.0077726339525143375,0.0005282548418467385,0.029544642691450185,-0.005783744139014822,-0.002912939343031139,-0.022133437837086028,0.028681351459290575,0.009998632652967944,0.007170337864822644,0.002499658163241986,0.029262711031288306,0.0021742488341411695,-0.0003115031518067003,-0.025903940180676793
-11.835,0.06594397399093449,0.017969057562371726,0.016485993497733623,0.004492264390592931,0.06602893291895828,0.00031781286338271184,-0.004737486083315502,-0.0581010558382605,0.03125621624880835,0.002137252383380609,0.007814054062202088,0.0005343130958451523,0.029705321325076663,-0.005802457696549065,-0.002928431979139,-0.022301252293320865,0.02886132204197309,0.010045833392997113,0.0072153305104932725,0.002511458348249278,0.02944245190097536,0.002173389722481738,-0.000325918793149433,-0.026061970170694258
-11.82,0.06594397399093449,0.017969057562371726,0.016485993497733623,0.004492264390592931,0.06602893291895828,0.00031781286338271184,-0.004737486083315502,-0.0581010558382605,0.031423111540921214,0.0021617636878298505,0.007855777885230304,0.0005404409219574626,0.029867203231957434,-0.005821214579410523,-0.0029440425545204777,-0.022470640576482577,0.029041292624655615,0.010093034133026283,0.007260323156163904,0.002523258533256571,0.029622192770662442,0.0021725306108223066,-0.00034033443449216823,-0.026220000160711736
-11.805,0.06594397399093449,0.017969057562371726,0.016485993497733623,0.004492264390592931,0.06602893291895828,0.00031781286338271184,-0.004737486083315502,-0.0581010558382605,0.03159123663654671,0.0021865557383178667,0.007897809159136678,0.0005466389345794667,0.030030302978489867,-0.00584001622335787,-0.0029597719477361967,-0.022641614495374034,0.02922126320733814,0.010140234873055454,0.007305315801834535,0.0025350587182638635,0.02980193364034952,0.0021716714991628734,-0.0003547500758349026,-0.02637803015072922
-11.79,0.06594397399093449,0.017969057562371726,0.016485993497733623,0.004492264390592931,0.06602893291895828,0.00031781286338271184,-0.004737486083315502,-0.0581010558382605,0.03176060663474698,0.0022116310040959184,0.007940151658686745,0.0005529077510239796,0.030194635272964464,-0.005858864090407245,-0.0029756210663573197,-0.022814185914040122,0.02940123379002067,0.010187435613084626,0.007350308447505167,0.0025468589032711566,0.029981674510036596,0.002170812387503441,-0.0003691657171776379,-0.026536060140746706
-11.775,0.06594397399093449,0.017969057562371726,0.016485993497733623,0.004492264390592931,0.06602893291895828,0.00031781286338271184,-0.004737486083315502,-0.0581010558382605,0.03193123678264779,0.002236991965803886,0.007982809195661947,0.0005592479914509715,0.03036021496470406,-0.0058777596688816235,-0.002991590847728389,-0.022988366750854087,0.029611442532577685,0.010239567542859597,0.007402860633144421,0.0025598918857148993,0.030190866476696665,0.002167009710390318,-0.0003884086718774025,-0.026719770825514282
-11.76,0.06594397399093449,0.017969057562371726,0.016485993497733623,0.004492264390592931,0.06602893291895828,0.00031781286338271184,-0.004737486083315502,-0.0581010558382605,0.03210314247458062,0.0022626411151807834,0.008025785618645155,0.0005656602787951959,0.030527057043190794,-0.005896704473466975,-0.0030076822597479894,-0.023164168977550383,0.029832568021994715,0.010293479757889926,0.007458142005498679,0.0025733699394724814,0.030410691040437303,0.002162144331080461,-0.00040939440980707845,-0.02691275289600572
-11.745,0.06594397399093449,0.017969057562371726,0.016485993497733623,0.004492264390592931,0.06602893291895828,0.00031781286338271184,-0.004737486083315502,-0.0581010558382605,0.03227633925112119,0.002288580954764401,0.008069084812780297,0.0005721452386911002,0.030695176637093816,-0.005915700045252721,-0.003023896301645536,-0.023341604618210672,0.03005369351141174,0.010347391972920252,0.007513423377852935,0.002586847993230063,0.030630515604177955,0.0021572789517706054,-0.00043038014773675356,-0.027105734966497156
-11.73,0.06594397399093449,0.017969057562371726,0.016485993497733623,0.004492264390592931,0.06602893291895828,0.00031781286338271184,-0.004737486083315502,-0.0581010558382605,0.03245084279810267,0.002314813997574655,0.008112710699525667,0.0005787034993936638,0.030864589013269387,-0.0059347479517811485,-0.0030402340047657817,-0.023520685748194502,0.030274819000828738,0.010401304187950575,0.0075687047502071845,0.002600326046987644,0.030850340167918572,0.0021524135724607495,-0.00045136588566642606,-0.02729871703698857
