point_id,seam_id,chart_a,checkpoint_a,chart_b,checkpoint_b,Mach,eta,alpha,overlap_mach_min,overlap_mach_max,overlap_eta_min,overlap_eta_max
SEAM_0018_HM2_LOW__HM2_MID_P2,SEAM_0018_HM2_LOW__HM2_MID,HM2_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM2_LOW/model_state.pt,HM2_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM2_MID/model_state.pt,0.876,0.39,0.1881013301388377,0.85,0.98,0.35,0.4
SEAM_0018_HM2_LOW__HM2_MID_P3,SEAM_0018_HM2_LOW__HM2_MID,HM2_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM2_LOW/model_state.pt,HM2_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM2_MID/model_state.pt,0.954,0.36,0.1079303775588689,0.85,0.98,0.35,0.4
SEAM_0018_HM2_LOW__HM2_MID_P4,SEAM_0018_HM2_LOW__HM2_MID,HM2_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM2_LOW/model_state.pt,HM2_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM2_MID/model_state.pt,0.954,0.39,0.1169245756887747,0.85,0.98,0.35,0.4
SEAM_0019_LMEDGE_HIGH__LOWM_EXT_HIGH_P0,SEAM_0019_LMEDGE_HIGH__LOWM_EXT_HIGH,LMEDGE_HIGH,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_HIGH/model_state.pt,LOWM_EXT_HIGH,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_HIGH/model_state.pt,0.055,0.6000000000000001,0.5990918126631344,0.05,0.06,0.55,0.65
SEAM_0019_LMEDGE_HIGH__LOWM_EXT_HIGH_P1,SEAM_0019_LMEDGE_HIGH__LOWM_EXT_HIGH,LMEDGE_HIGH,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_HIGH/model_state.pt,LOWM_EXT_HIGH,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_HIGH/model_state.pt,0.052,0.5700000000000001,0.5692288383418396,0.05,0.06,0.55,0.65
SEAM_0019_LMEDGE_HIGH__LOWM_EXT_HIGH_P2,SEAM_0019_LMEDGE_HIGH__LOWM_EXT_HIGH,LMEDGE_HIGH,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_HIGH/model_state.pt,LOWM_EXT_HIGH,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_HIGH/model_state.pt,0.052,0.63,0.6291476634304541,0.05,0.06,0.55,0.65
SEAM_0019_LMEDGE_HIGH__LOWM_EXT_HIGH_P3,SEAM_0019_LMEDGE_HIGH__LOWM_EXT_HIGH,LMEDGE_HIGH,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_HIGH/model_state.pt,LOWM_EXT_HIGH,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_HIGH/model_state.pt,0.0579999999999999,0.5700000000000001,0.5690404523406047,0.05,0.06,0.55,0.65
SEAM_0019_LMEDGE_HIGH__LOWM_EXT_HIGH_P4,SEAM_0019_LMEDGE_HIGH__LOWM_EXT_HIGH,LMEDGE_HIGH,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_HIGH/model_state.pt,LOWM_EXT_HIGH,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_HIGH/model_state.pt,0.0579999999999999,0.63,0.6289394473238262,0.05,0.06,0.55,0.65
SEAM_0020_LMEDGE_LOW__LMEDGE_MID_P0,SEAM_0020_LMEDGE_LOW__LMEDGE_MID,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,LMEDGE_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_MID/model_state.pt,0.04,0.375,0.3746998799039038,0.02,0.06,0.35,0.4
SEAM_0020_LMEDGE_LOW__LMEDGE_MID_P1,SEAM_0020_LMEDGE_LOW__LMEDGE_MID,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,LMEDGE_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_MID/model_state.pt,0.0279999999999999,0.36,0.3598588523296321,0.02,0.06,0.35,0.4
SEAM_0020_LMEDGE_LOW__LMEDGE_MID_P2,SEAM_0020_LMEDGE_LOW__LMEDGE_MID,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,LMEDGE_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_MID/model_state.pt,0.0279999999999999,0.39,0.3898470900237681,0.02,0.06,0.35,0.4
SEAM_0020_LMEDGE_LOW__LMEDGE_MID_P3,SEAM_0020_LMEDGE_LOW__LMEDGE_MID,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,LMEDGE_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_MID/model_state.pt,0.0519999999999999,0.36,0.3595129505316881,0.02,0.06,0.35,0.4
SEAM_0020_LMEDGE_LOW__LMEDGE_MID_P4,SEAM_0020_LMEDGE_LOW__LMEDGE_MID,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,LMEDGE_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_MID/model_state.pt,0.0519999999999999,0.39,0.3894723630759954,0.02,0.06,0.35,0.4
SEAM_0021_LMEDGE_LOW__LMEDGE_VLOW_P0,SEAM_0021_LMEDGE_LOW__LMEDGE_VLOW,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,LMEDGE_VLOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_VLOW/model_state.pt,0.04,0.125,0.1248999599679679,0.02,0.06,0.12,0.13
SEAM_0021_LMEDGE_LOW__LMEDGE_VLOW_P1,SEAM_0021_LMEDGE_LOW__LMEDGE_VLOW,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,LMEDGE_VLOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_VLOW/model_state.pt,0.0279999999999999,0.122,0.1219521666228197,0.02,0.06,0.12,0.13
SEAM_0021_LMEDGE_LOW__LMEDGE_VLOW_P2,SEAM_0021_LMEDGE_LOW__LMEDGE_VLOW,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,LMEDGE_VLOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_VLOW/model_state.pt,0.0279999999999999,0.128,0.127949814161647,0.02,0.06,0.12,0.13
SEAM_0021_LMEDGE_LOW__LMEDGE_VLOW_P3,SEAM_0021_LMEDGE_LOW__LMEDGE_VLOW,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,LMEDGE_VLOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_VLOW/model_state.pt,0.0519999999999999,0.122,0.1218349443468498,0.02,0.06,0.12,0.13
SEAM_0021_LMEDGE_LOW__LMEDGE_VLOW_P4,SEAM_0021_LMEDGE_LOW__LMEDGE_VLOW,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,LMEDGE_VLOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_VLOW/model_state.pt,0.0519999999999999,0.128,0.1278268268557113,0.02,0.06,0.12,0.13
SEAM_0022_LMEDGE_LOW__LOWM_EXT_LOW_P0,SEAM_0022_LMEDGE_LOW__LOWM_EXT_LOW,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,LOWM_EXT_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_LOW/model_state.pt,0.055,0.325,0.324508065192531,0.05,0.06,0.25,0.4
SEAM_0022_LMEDGE_LOW__LOWM_EXT_LOW_P1,SEAM_0022_LMEDGE_LOW__LOWM_EXT_LOW,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,LOWM_EXT_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_LOW/model_state.pt,0.052,0.28,0.2796211837468685,0.05,0.06,0.25,0.4
SEAM_0022_LMEDGE_LOW__LOWM_EXT_LOW_P2,SEAM_0022_LMEDGE_LOW__LOWM_EXT_LOW,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,LOWM_EXT_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_LOW/model_state.pt,0.052,0.37,0.3694994213797905,0.05,0.06,0.25,0.4
SEAM_0022_LMEDGE_LOW__LOWM_EXT_LOW_P3,SEAM_0022_LMEDGE_LOW__LOWM_EXT_LOW,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,LOWM_EXT_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_LOW/model_state.pt,0.0579999999999999,0.28,0.2795286432550339,0.05,0.06,0.25,0.4
SEAM_0022_LMEDGE_LOW__LOWM_EXT_LOW_P4,SEAM_0022_LMEDGE_LOW__LOWM_EXT_LOW,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,LOWM_EXT_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_LOW/model_state.pt,0.0579999999999999,0.37,0.3693771357298662,0.05,0.06,0.25,0.4
SEAM_0023_LMEDGE_LOW__LOWM_EXT_MID_P0,SEAM_0023_LMEDGE_LOW__LOWM_EXT_MID,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,LOWM_EXT_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_MID/model_state.pt,0.055,0.375,0.3744323829144589,0.05,0.06,0.35,0.4
SEAM_0023_LMEDGE_LOW__LOWM_EXT_MID_P1,SEAM_0023_LMEDGE_LOW__LOWM_EXT_MID,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,LOWM_EXT_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_MID/model_state.pt,0.052,0.36,0.3595129505316881,0.05,0.06,0.35,0.4
SEAM_0023_LMEDGE_LOW__LOWM_EXT_MID_P2,SEAM_0023_LMEDGE_LOW__LOWM_EXT_MID,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,LOWM_EXT_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_MID/model_state.pt,0.052,0.39,0.3894723630759954,0.05,0.06,0.35,0.4
SEAM_0023_LMEDGE_LOW__LOWM_EXT_MID_P3,SEAM_0023_LMEDGE_LOW__LOWM_EXT_MID,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,LOWM_EXT_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_MID/model_state.pt,0.0579999999999999,0.36,0.3593939698993292,0.05,0.06,0.35,0.4
SEAM_0023_LMEDGE_LOW__LOWM_EXT_MID_P4,SEAM_0023_LMEDGE_LOW__LOWM_EXT_MID,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,LOWM_EXT_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_MID/model_state.pt,0.0579999999999999,0.39,0.38934346739094,0.05,0.06,0.35,0.4
SEAM_0024_LMEDGE_LOW__LOWM_EXT_VLOW_MOD_P0,SEAM_0024_LMEDGE_LOW__LOWM_EXT_VLOW_MOD,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,LOWM_EXT_VLOW_MOD,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_VLOW_MOD/model_state.pt,0.055,0.185,0.184719975571133,0.05,0.06,0.12,0.25
SEAM_0024_LMEDGE_LOW__LOWM_EXT_VLOW_MOD_P1,SEAM_0024_LMEDGE_LOW__LOWM_EXT_VLOW_MOD,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,LOWM_EXT_VLOW_MOD,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_VLOW_MOD/model_state.pt,0.052,0.146,0.1458024743822957,0.05,0.06,0.12,0.25
SEAM_0024_LMEDGE_LOW__LOWM_EXT_VLOW_MOD_P2,SEAM_0024_LMEDGE_LOW__LOWM_EXT_VLOW_MOD,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,LOWM_EXT_VLOW_MOD,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_VLOW_MOD/model_state.pt,0.052,0.224,0.2236969469974948,0.05,0.06,0.12,0.25
SEAM_0024_LMEDGE_LOW__LOWM_EXT_VLOW_MOD_P3,SEAM_0024_LMEDGE_LOW__LOWM_EXT_VLOW_MOD,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,LOWM_EXT_VLOW_MOD,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_VLOW_MOD/model_state.pt,0.0579999999999999,0.146,0.145754221125839,0.05,0.06,0.12,0.25
SEAM_0024_LMEDGE_LOW__LOWM_EXT_VLOW_MOD_P4,SEAM_0024_LMEDGE_LOW__LOWM_EXT_VLOW_MOD,LMEDGE_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_LOW/model_state.pt,LOWM_EXT_VLOW_MOD,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_VLOW_MOD/model_state.pt,0.0579999999999999,0.224,0.2236229146040271,0.05,0.06,0.12,0.25
SEAM_0025_LMEDGE_MID__LOWM_EXT_LOW_P0,SEAM_0025_LMEDGE_MID__LOWM_EXT_LOW,LMEDGE_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_MID/model_state.pt,LOWM_EXT_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_LOW/model_state.pt,0.055,0.375,0.3744323829144589,0.05,0.06,0.35,0.4
SEAM_0025_LMEDGE_MID__LOWM_EXT_LOW_P1,SEAM_0025_LMEDGE_MID__LOWM_EXT_LOW,LMEDGE_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_MID/model_state.pt,LOWM_EXT_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_LOW/model_state.pt,0.052,0.36,0.3595129505316881,0.05,0.06,0.35,0.4
SEAM_0025_LMEDGE_MID__LOWM_EXT_LOW_P2,SEAM_0025_LMEDGE_MID__LOWM_EXT_LOW,LMEDGE_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_MID/model_state.pt,LOWM_EXT_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_LOW/model_state.pt,0.052,0.39,0.3894723630759954,0.05,0.06,0.35,0.4
SEAM_0025_LMEDGE_MID__LOWM_EXT_LOW_P3,SEAM_0025_LMEDGE_MID__LOWM_EXT_LOW,LMEDGE_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_MID/model_state.pt,LOWM_EXT_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_LOW/model_state.pt,0.0579999999999999,0.36,0.3593939698993292,0.05,0.06,0.35,0.4
SEAM_0025_LMEDGE_MID__LOWM_EXT_LOW_P4,SEAM_0025_LMEDGE_MID__LOWM_EXT_LOW,LMEDGE_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_MID/model_state.pt,LOWM_EXT_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_LOW/model_state.pt,0.0579999999999999,0.39,0.38934346739094,0.05,0.06,0.35,0.4
SEAM_0026_LMEDGE_MID__LOWM_EXT_MID_P0,SEAM_0026_LMEDGE_MID__LOWM_EXT_MID,LMEDGE_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_MID/model_state.pt,LOWM_EXT_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_MID/model_state.pt,0.055,0.45,0.4493188594973507,0.05,0.06,0.35,0.55
SEAM_0026_LMEDGE_MID__LOWM_EXT_MID_P1,SEAM_0026_LMEDGE_MID__LOWM_EXT_MID,LMEDGE_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_MID/model_state.pt,LOWM_EXT_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_MID/model_state.pt,0.052,0.39,0.3894723630759954,0.05,0.06,0.35,0.55
SEAM_0026_LMEDGE_MID__LOWM_EXT_MID_P2,SEAM_0026_LMEDGE_MID__LOWM_EXT_MID,LMEDGE_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_MID/model_state.pt,LOWM_EXT_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_MID/model_state.pt,0.052,0.51,0.5093100132532248,0.05,0.06,0.35,0.55
SEAM_0026_LMEDGE_MID__LOWM_EXT_MID_P3,SEAM_0026_LMEDGE_MID__LOWM_EXT_MID,LMEDGE_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_MID/model_state.pt,LOWM_EXT_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_MID/model_state.pt,0.0579999999999999,0.39,0.38934346739094,0.05,0.06,0.35,0.55
SEAM_0026_LMEDGE_MID__LOWM_EXT_MID_P4,SEAM_0026_LMEDGE_MID__LOWM_EXT_MID,LMEDGE_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_MID/model_state.pt,LOWM_EXT_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_MID/model_state.pt,0.0579999999999999,0.51,0.5091414573573831,0.05,0.06,0.35,0.55
SEAM_0027_LMEDGE_NEUTRAL1__LOWM_EXT_NEUTRAL1_P0,SEAM_0027_LMEDGE_NEUTRAL1__LOWM_EXT_NEUTRAL1,LMEDGE_NEUTRAL1,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL1/model_state.pt,LOWM_EXT_NEUTRAL1,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_NEUTRAL1/model_state.pt,0.055,0.7250000000000001,0.723902606967954,0.05,0.06,0.65,0.8
SEAM_0027_LMEDGE_NEUTRAL1__LOWM_EXT_NEUTRAL1_P1,SEAM_0027_LMEDGE_NEUTRAL1__LOWM_EXT_NEUTRAL1,LMEDGE_NEUTRAL1,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL1/model_state.pt,LOWM_EXT_NEUTRAL1,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_NEUTRAL1/model_state.pt,0.052,0.68,0.6790800176709664,0.05,0.06,0.65,0.8
SEAM_0027_LMEDGE_NEUTRAL1__LOWM_EXT_NEUTRAL1_P2,SEAM_0027_LMEDGE_NEUTRAL1__LOWM_EXT_NEUTRAL1,LMEDGE_NEUTRAL1,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL1/model_state.pt,LOWM_EXT_NEUTRAL1,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_NEUTRAL1/model_state.pt,0.052,0.77,0.7689582553038884,0.05,0.06,0.65,0.8
SEAM_0027_LMEDGE_NEUTRAL1__LOWM_EXT_NEUTRAL1_P3,SEAM_0027_LMEDGE_NEUTRAL1__LOWM_EXT_NEUTRAL1,LMEDGE_NEUTRAL1,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL1/model_state.pt,LOWM_EXT_NEUTRAL1,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_NEUTRAL1/model_state.pt,0.0579999999999999,0.68,0.6788552764765109,0.05,0.06,0.65,0.8
