N,pinn_p50,pinn_p95,pinn_p99,pinn_max,gep_p50,gep_p95,gep_p99,gep_max,fraction_gep_lt_1pct,n_gep_gt_10pct,n_wrong_branch
96,0.019152290202628902,0.28369125819234,0.7842570797471049,1.780038855319052,0.0002512341777727,0.004249175378465262,0.02546411295924108,0.8650225732028779,0.9731182795698925,2,2
224,0.00744693590544275,0.09815485853617038,0.18177414050647336,0.9067207815780765,0.00024950042691585,0.004249175378465262,0.02546411295924108,0.8860956165641996,0.9731182795698925,2,2
340,0.0038519898352991,0.08468218688144831,0.1260933022143618,0.1708223982834559,0.00024950042691585,0.0038701225924284693,0.014603631316252934,0.041148771784732,0.978494623655914,0,0
520,0.0013901799116903001,0.021907765490264887,0.05453349306016971,0.1414439001240483,0.00024950042691585,0.0038701225924284693,0.014603631316252934,0.041148771784732,0.978494623655914,0,0
640,0.0008714977049857501,0.012769392822254194,0.03613333020101793,0.1060615528315459,0.00024950042691585,0.0038701225924284693,0.014603631316252934,0.041148771784732,0.978494623655914,0,0
705,0.0006956697012359501,0.007796887003561169,0.031495462357581466,0.7548537977614428,0.00024950042691585,0.0039092895218329,0.02018575887323644,0.8148890906458451,0.9758064516129032,1,1
