metric,n,median,p90,p95,p99,max
spectral_abs_ci_difference,195,0.0018828505383984007,0.012578735780138328,0.016433568921364324,0.022730816135695803,0.03028432557217231
pressure_overlap_defect,195,0.00010803787932001097,0.0079873314010106,0.009052520019695942,0.02869254495256571,0.031449135953917184
