point_id,seam_id,chart_a,checkpoint_a,chart_b,checkpoint_b,Mach,eta,alpha,overlap_mach_min,overlap_mach_max,overlap_eta_min,overlap_eta_max,family_a,family_b,ci_a,ci_b,ci_abs_diff_ab,ci_rel_diff_reg_ab,alignment_real,alignment_imag,success,error,p_rel_ab,p_overlap_ab,q_rel_ab,q_overlap_ab,rho_rel_ab,rho_overlap_ab,u_rel_ab,u_overlap_ab,v_rel_ab,v_overlap_ab
SEAM_0028_LMEDGE_NEUTRAL2__LOWM_EXT_NEUTRAL2_P0,SEAM_0028_LMEDGE_NEUTRAL2__LOWM_EXT_NEUTRAL2,LMEDGE_NEUTRAL2,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL2/model_state.pt,LOWM_EXT_NEUTRAL2,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_NEUTRAL2/model_state.pt,0.055,0.8600000000000001,0.8586982648171593,0.05,0.06,0.8,0.92,pq_etaaware,pq_etaaware,0.0819749779414029,0.08534450717994958,0.0033695292385466785,0.0394815009177099,1.0004332878013662,0.0001907088013761332,True,,0.0019839779175885664,0.9999980319138744,0.0042885557389157,0.9999917802546233,0.0019839779175885655,0.9999980319138746,0.03410124128988123,0.9994350968396828,0.005595676016519133,0.9999867266649257
SEAM_0028_LMEDGE_NEUTRAL2__LOWM_EXT_NEUTRAL2_P1,SEAM_0028_LMEDGE_NEUTRAL2__LOWM_EXT_NEUTRAL2,LMEDGE_NEUTRAL2,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL2/model_state.pt,LOWM_EXT_NEUTRAL2,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_NEUTRAL2/model_state.pt,0.052,0.8240000000000001,0.8228851978836417,0.05,0.06,0.8,0.92,pq_etaaware,pq_etaaware,0.11576915545617658,0.11265677799881342,0.0031123774573631607,0.02688434104143849,1.0013428021946682,9.979454967944915e-05,True,,0.0025966083929665398,0.9999966288067443,0.0044385331177033485,0.9999942211759082,0.002596608392966536,0.9999966288067443,0.03864511829223144,0.999265608112712,0.006526038926316644,0.999991770029115
SEAM_0028_LMEDGE_NEUTRAL2__LOWM_EXT_NEUTRAL2_P2,SEAM_0028_LMEDGE_NEUTRAL2__LOWM_EXT_NEUTRAL2,LMEDGE_NEUTRAL2,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL2/model_state.pt,LOWM_EXT_NEUTRAL2,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_NEUTRAL2/model_state.pt,0.052,0.896,0.8947877879899793,0.05,0.06,0.8,0.92,pq_etaaware,pq_etaaware,0.0597186592607207,0.0613961824020452,0.001677523141324501,0.027322922626352417,1.0002799772265745,3.731581802136952e-05,True,,0.0007525835893240175,0.9999997168089303,0.002033542080941275,0.999998091014345,0.0007525835893240195,0.9999997168089305,0.05483735181597458,0.9984956870525169,0.00342420178815733,0.9999944123164104
SEAM_0028_LMEDGE_NEUTRAL2__LOWM_EXT_NEUTRAL2_P3,SEAM_0028_LMEDGE_NEUTRAL2__LOWM_EXT_NEUTRAL2,LMEDGE_NEUTRAL2,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL2/model_state.pt,LOWM_EXT_NEUTRAL2,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_NEUTRAL2/model_state.pt,0.0579999999999999,0.8240000000000001,0.8226128644362426,0.05,0.06,0.8,0.92,pq_etaaware,pq_etaaware,0.11496932129520011,0.11702189029803599,0.0020525690028358745,0.017540043128754033,1.0009364061039654,8.625531870305908e-05,True,,0.0017915957392528252,0.9999983950910657,0.0026670303732990136,0.9999987541443796,0.0017915957392528263,0.9999983950910658,0.06741361422703644,0.9977355844253935,0.005896853618333418,0.9999829185082296
SEAM_0028_LMEDGE_NEUTRAL2__LOWM_EXT_NEUTRAL2_P4,SEAM_0028_LMEDGE_NEUTRAL2__LOWM_EXT_NEUTRAL2,LMEDGE_NEUTRAL2,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL2/model_state.pt,LOWM_EXT_NEUTRAL2,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_NEUTRAL2/model_state.pt,0.0579999999999999,0.896,0.8944916584161084,0.05,0.06,0.8,0.92,pq_etaaware,pq_etaaware,0.059728604710256705,0.0621419306255181,0.0024133259152613953,0.03883570869087839,1.0001053280997825,2.1125886762260418e-05,True,,0.0016010674344433709,0.9999987182907135,0.003890749906549552,0.999992467346702,0.001601067434443371,0.9999987182907136,0.12385500281655723,0.9924481639543807,0.006273412158629702,0.99998248869023
SEAM_0029_LMEDGE_NEUTRAL3__LOWM_EXT_NEUTRAL3_P0,SEAM_0029_LMEDGE_NEUTRAL3__LOWM_EXT_NEUTRAL3,LMEDGE_NEUTRAL3,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL3/model_state.pt,LOWM_EXT_NEUTRAL3,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_NEUTRAL3/model_state.pt,0.055,0.95,0.9485620367166292,0.05,0.06,0.92,0.98,pq_etaaware,pq_etaaware,0.024545518468898037,0.02623425707349545,0.0016887386045974125,0.03377477209194825,1.0001466320224757,3.458985454716308e-05,True,,0.0008968436998017102,0.9999995978356082,0.002003344314822594,0.9999980971345793,0.0008968436998017126,0.9999995978356083,0.035537106672555656,0.9993684546966163,0.002766168750091944,0.9999962584608246
SEAM_0029_LMEDGE_NEUTRAL3__LOWM_EXT_NEUTRAL3_P1,SEAM_0029_LMEDGE_NEUTRAL3__LOWM_EXT_NEUTRAL3,LMEDGE_NEUTRAL3,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL3/model_state.pt,LOWM_EXT_NEUTRAL3,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_NEUTRAL3/model_state.pt,0.052,0.932,0.930739083043148,0.05,0.06,0.92,0.98,pq_etaaware,pq_etaaware,0.04163967196278718,0.04266084370286733,0.0010211717400801512,0.020423434801603024,1.0002069432982172,8.329154283092795e-05,True,,0.0006054315197335071,0.9999998167263205,0.0014981042600516346,0.9999990880525921,0.000605431519733509,0.9999998167263205,0.019647009107293948,0.999807573773231,0.0017666259313121803,0.9999988219677961
SEAM_0029_LMEDGE_NEUTRAL3__LOWM_EXT_NEUTRAL3_P2,SEAM_0029_LMEDGE_NEUTRAL3__LOWM_EXT_NEUTRAL3,LMEDGE_NEUTRAL3,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL3/model_state.pt,LOWM_EXT_NEUTRAL3,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_NEUTRAL3/model_state.pt,0.052,0.968,0.9666903780963167,0.05,0.06,0.92,0.98,pq_etaaware,pq_etaaware,0.015409169303702373,0.015863206944588537,0.00045403764088616447,0.00908075281772329,1.0000900556908587,-3.266639973210227e-05,True,,0.0006656523768541287,0.9999997784534318,0.0010510917411396383,0.9999994662071559,0.0006656523768541291,0.9999997784534321,0.34643854499928584,0.9421469163524332,0.0041865390295881405,0.9999913050316572
SEAM_0029_LMEDGE_NEUTRAL3__LOWM_EXT_NEUTRAL3_P3,SEAM_0029_LMEDGE_NEUTRAL3__LOWM_EXT_NEUTRAL3,LMEDGE_NEUTRAL3,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL3/model_state.pt,LOWM_EXT_NEUTRAL3,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_NEUTRAL3/model_state.pt,0.0579999999999999,0.932,0.9304310554060414,0.05,0.06,0.92,0.98,pq_etaaware,pq_etaaware,0.040758252894515415,0.042894439571656034,0.0021361866771406196,0.04272373354281239,0.9999746179509772,2.6754108981057086e-06,True,,0.0006684729243877388,0.9999997765719498,0.002045879832377167,0.9999980850041472,0.0006684729243877395,0.9999997765719502,0.03487094699041481,0.999392068524797,0.002793162948063355,0.9999963077367523
SEAM_0029_LMEDGE_NEUTRAL3__LOWM_EXT_NEUTRAL3_P4,SEAM_0029_LMEDGE_NEUTRAL3__LOWM_EXT_NEUTRAL3,LMEDGE_NEUTRAL3,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LMEDGE_NEUTRAL3/model_state.pt,LOWM_EXT_NEUTRAL3,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/LOWM_EXT_NEUTRAL3/model_state.pt,0.0579999999999999,0.968,0.9663704523959742,0.05,0.06,0.92,0.98,pq_etaaware,pq_etaaware,0.014736315168460315,0.015577058696959079,0.0008407435284987635,0.01681487056997527,0.9999174412560975,2.062649171207287e-05,True,,0.0006897220477932295,0.9999997621417198,0.0016516452375766168,0.9999986745526624,0.0006897220477932296,0.9999997621417198,0.07232982740020305,0.9973850531256235,0.001695523991256533,0.9999985757379243
