point_id,seam_id,chart_a,checkpoint_a,chart_b,checkpoint_b,Mach,eta,alpha,overlap_mach_min,overlap_mach_max,overlap_eta_min,overlap_eta_max,family_a,family_b,ci_a,ci_b,ci_abs_diff_ab,ci_rel_diff_reg_ab,alignment_real,alignment_imag,success,error,p_rel_ab,p_overlap_ab,q_rel_ab,q_overlap_ab,rho_rel_ab,rho_overlap_ab,u_rel_ab,u_overlap_ab,v_rel_ab,v_overlap_ab
SEAM_0016_HIGH_HIM__MID_P0,SEAM_0016_HIGH_HIM__MID,HIGH_HIM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HIGH_HIM/model_state.pt,MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/MID/model_state.pt,0.5249999999999999,0.525,0.4468286689269166,0.35,0.7,0.5,0.55,pq_legacy,pq_legacy,0.3012881519544052,0.3001880202738052,0.001100131680600025,0.003651426959419602,0.9673176390804685,0.00013456401584288445,True,,0.056276674973781214,0.9984152121506839,0.08661650709414251,0.9985809923988181,0.056276674973781214,0.9984152121506841,0.2662575441308677,0.9664919708169109,0.09045088891757988,0.9976863728356014
SEAM_0016_HIGH_HIM__MID_P1,SEAM_0016_HIGH_HIM__MID,HIGH_HIM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HIGH_HIM/model_state.pt,MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/MID/model_state.pt,0.42,0.51,0.4628372932251678,0.35,0.7,0.5,0.55,pq_legacy,pq_legacy,0.33115806612341653,0.3302008480240936,0.0009572180993229207,0.00289051724008493,0.9634726736582291,-0.0001299538706364523,True,,0.05870548783327115,0.9982753456327857,0.09449618440942663,0.9983337343424703,0.05870548783327114,0.9982753456327857,0.2230350217675637,0.9748738038056427,0.09737220777259606,0.9978303831461457
SEAM_0016_HIGH_HIM__MID_P2,SEAM_0016_HIGH_HIM__MID,HIGH_HIM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HIGH_HIM/model_state.pt,MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/MID/model_state.pt,0.42,0.54,0.4900630163560601,0.35,0.7,0.5,0.55,pq_legacy,pq_legacy,0.30744996150021586,0.30670610841623125,0.0007438530839846136,0.0024194281253279368,0.9668665180264122,-0.00011306387041897909,True,,0.05494254542305098,0.9984895175726363,0.08805898674535685,0.9984185720753075,0.05494254542305098,0.9984895175726363,0.25532701975735106,0.968154860237236,0.09248571601119913,0.9975923891154288
SEAM_0016_HIGH_HIM__MID_P3,SEAM_0016_HIGH_HIM__MID,HIGH_HIM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HIGH_HIM/model_state.pt,MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/MID/model_state.pt,0.6299999999999999,0.51,0.39606351763322,0.35,0.7,0.5,0.55,pq_legacy,pq_legacy,0.2903054699480957,0.28940788519887223,0.0008975847492234679,0.0030918630275342343,0.9686377802178011,0.00031396159292251645,True,,0.05642059907489975,0.998407089317794,0.08456769230698247,0.9986432080868266,0.05642059907489975,0.998407089317794,0.2963034546612423,0.9612209216382928,0.08896094888515453,0.9976081559092908
SEAM_0016_HIGH_HIM__MID_P4,SEAM_0016_HIGH_HIM__MID,HIGH_HIM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HIGH_HIM/model_state.pt,MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/MID/model_state.pt,0.6299999999999999,0.54,0.4193613716116448,0.35,0.7,0.5,0.55,pq_legacy,pq_legacy,0.26980322672906326,0.2691480709135381,0.0006551558155251658,0.0024282727210785883,0.9711609390875551,0.0003270188945698979,True,,0.05404762507607895,0.9985383589144865,0.08016516205103401,0.9986798276362963,0.05404762507607895,0.9985383589144863,0.3504323583193894,0.9501087640874476,0.08770527663627592,0.9972739679340217
SEAM_0017_HM1_LOW__HM1_MID_P0,SEAM_0017_HM1_LOW__HM1_MID,HM1_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM1_LOW/model_state.pt,HM1_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM1_MID/model_state.pt,0.7749999999999999,0.375,0.2369854623705851,0.7,0.85,0.35,0.4,pq_etaaware,pq_etaaware,0.3411683110906349,0.3420239324446657,0.0008556213540308333,0.0025016417649933306,1.0588549334716726,0.00021987597659359692,True,,0.07926484390420326,0.9968535923197762,0.1650369838656956,0.9950917078427567,0.07926484390420327,0.996853592319776,0.1294704116801634,0.9925762035393411,0.16221510698524197,0.9955632437469257
SEAM_0017_HM1_LOW__HM1_MID_P1,SEAM_0017_HM1_LOW__HM1_MID,HM1_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM1_LOW/model_state.pt,HM1_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM1_MID/model_state.pt,0.73,0.36,0.2460409721977215,0.7,0.85,0.35,0.4,pq_etaaware,pq_etaaware,0.3654085327194294,0.3663309961402954,0.0009224634208659932,0.002518114575575563,1.0738755558636617,0.00045516589108204967,True,,0.09266195846368543,0.9956976255137271,0.20315761303529145,0.9937912065044581,0.0926619584636854,0.9956976255137269,0.23146837171038795,0.9808967115599312,0.20549233661870156,0.9944447588086957
SEAM_0017_HM1_LOW__HM1_MID_P2,SEAM_0017_HM1_LOW__HM1_MID,HM1_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM1_LOW/model_state.pt,HM1_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM1_MID/model_state.pt,0.73,0.39,0.2665443865475317,0.7,0.85,0.35,0.4,pq_etaaware,pq_etaaware,0.3449216774212175,0.3454524578088862,0.0005307803876687389,0.0015364788284771191,1.0800864744261804,0.00045453904243227775,True,,0.09845672382124437,0.9951413334468562,0.22113347036778375,0.993079542700185,0.09845672382124439,0.9951413334468565,0.25838553713923273,0.9745769957208505,0.22521693860054137,0.9938526381182267
SEAM_0017_HM1_LOW__HM1_MID_P3,SEAM_0017_HM1_LOW__HM1_MID,HM1_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM1_LOW/model_state.pt,HM1_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM1_MID/model_state.pt,0.82,0.36,0.2060508675060603,0.7,0.85,0.35,0.4,pq_etaaware,pq_etaaware,0.3389648001371148,0.3401243509695084,0.0011595508323936077,0.003409196751389199,1.0385235627664875,-5.242615597354389e-05,True,,0.06424158538740955,0.9979343759521025,0.1179983835513562,0.9964176425266774,0.06424158538740955,0.9979343759521025,0.09814590333991315,0.9963860566969541,0.11301491888725441,0.9964946399148326
SEAM_0017_HM1_LOW__HM1_MID_P4,SEAM_0017_HM1_LOW__HM1_MID,HM1_LOW,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM1_LOW/model_state.pt,HM1_MID,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM1_MID/model_state.pt,0.82,0.39,0.2232217731315653,0.7,0.85,0.35,0.4,pq_etaaware,pq_etaaware,0.3197369695526502,0.3209053786359742,0.0011684090833239957,0.003640976939340756,1.043324972572043,4.895537896127058e-05,True,,0.0674244271594407,0.9977243840972423,0.12945065069628417,0.9960813368941439,0.0674244271594407,0.9977243840972423,0.10721205349992972,0.9951017674108407,0.12392675389500765,0.996229902873024
