point_id,seam_id,chart_a,checkpoint_a,chart_b,checkpoint_b,Mach,eta,alpha,overlap_mach_min,overlap_mach_max,overlap_eta_min,overlap_eta_max,family_a,family_b,ci_a,ci_b,ci_abs_diff_ab,ci_rel_diff_reg_ab,alignment_real,alignment_imag,success,error,p_rel_ab,p_overlap_ab,q_rel_ab,q_overlap_ab,rho_rel_ab,rho_overlap_ab,u_rel_ab,u_overlap_ab,v_rel_ab,v_overlap_ab
SEAM_0008_ETAEDGE_HM2B__HM2_VLOW_EXTREME_P0,SEAM_0008_ETAEDGE_HM2B__HM2_VLOW_EXTREME,ETAEDGE_HM2B,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_HM2B/model_state.pt,HM2_VLOW_EXTREME,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM2_VLOW_EXTREME/model_state.pt,0.95,0.055,0.0171737444955955,0.92,0.98,0.05,0.06,pQscaled,pQscaled,0.46315619357758275,0.49344051914975506,0.03028432557217231,0.06137381183117082,1.013512563969857,-3.087281735131953e-05,True,,0.01184156825913743,0.9999298861726078,7.60778228347326,0.9953189887702709,0.011841568259137434,0.9999298861726075,0.8282306880039705,0.6283232268565108,7.51332332280973,0.9955636686768744
SEAM_0008_ETAEDGE_HM2B__HM2_VLOW_EXTREME_P1,SEAM_0008_ETAEDGE_HM2B__HM2_VLOW_EXTREME,ETAEDGE_HM2B,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_HM2B/model_state.pt,HM2_VLOW_EXTREME,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM2_VLOW_EXTREME/model_state.pt,0.932,0.052,0.0188478302199483,0.92,0.98,0.05,0.06,pQscaled,pQscaled,0.47981818646172675,0.5023276852507909,0.02250949878906411,0.04481038861679717,1.0148573243645447,-3.594783320806673e-05,True,,0.013015441841907291,0.9999152955494081,7.887588581532299,0.9954022021611986,0.01301544184190729,0.999915295549408,0.7121102168733427,0.7202605526074276,7.815125699158888,0.9955320646293472
SEAM_0008_ETAEDGE_HM2B__HM2_VLOW_EXTREME_P2,SEAM_0008_ETAEDGE_HM2B__HM2_VLOW_EXTREME,ETAEDGE_HM2B,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_HM2B/model_state.pt,HM2_VLOW_EXTREME,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM2_VLOW_EXTREME/model_state.pt,0.932,0.0579999999999999,0.0210225798607116,0.92,0.98,0.05,0.06,pQscaled,pQscaled,0.4897037048879772,0.49844887759685963,0.00874517270888242,0.017544773600544503,1.0160724325685528,-4.0746284671249626e-05,True,,0.01408948380453398,0.9999007382966179,8.188708363843013,0.9954147797369708,0.014089483804533974,0.999900738296618,0.6043640303488322,0.7994105883190782,8.163594793341918,0.9952995620930296
SEAM_0008_ETAEDGE_HM2B__HM2_VLOW_EXTREME_P3,SEAM_0008_ETAEDGE_HM2B__HM2_VLOW_EXTREME,ETAEDGE_HM2B,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_HM2B/model_state.pt,HM2_VLOW_EXTREME,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM2_VLOW_EXTREME/model_state.pt,0.968,0.052,0.0130494101016099,0.92,0.98,0.05,0.06,pQscaled,pQscaled,0.4689600641191055,0.4897332154668248,0.020773151347719288,0.042417280861617376,1.0108193773019225,-2.5558262352954504e-05,True,,0.009453047756118892,0.999955318945862,6.835129531870545,0.9950753721643524,0.009453047756118896,0.9999553189458621,1.2572556510716733,0.3293280943073214,6.77883847782018,0.9951775390333978
SEAM_0008_ETAEDGE_HM2B__HM2_VLOW_EXTREME_P4,SEAM_0008_ETAEDGE_HM2B__HM2_VLOW_EXTREME,ETAEDGE_HM2B,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_HM2B/model_state.pt,HM2_VLOW_EXTREME,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/HM2_VLOW_EXTREME/model_state.pt,0.968,0.0579999999999999,0.0145551112671803,0.92,0.98,0.05,0.06,pQscaled,pQscaled,0.47954814803400103,0.4863338873284498,0.006785739294448756,0.01395284077719624,1.0116987284799714,-2.5643991064056805e-05,True,,0.010222545121921483,0.9999477484205014,7.12197369978875,0.9951561390202791,0.010222545121921483,0.9999477484205014,1.07344762768384,0.44993198058789763,7.107886552901389,0.9949002478146701
SEAM_0009_ETAEDGE_LM__ETAEDGE_MM_P0,SEAM_0009_ETAEDGE_LM__ETAEDGE_MM,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,ETAEDGE_MM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_MM/model_state.pt,0.3249999999999999,0.04,0.0378285606387554,0.3,0.35,0.02,0.06,pQscaled,pQscaled,0.8457150003967582,0.8487380330986747,0.003023032701916506,0.0035617971435540074,0.9859218132058425,-3.0760327277959545e-05,True,,0.012605825446251853,0.9999205434257357,0.2838613527124551,0.9953614149256749,0.012605825446251849,0.9999205434257357,0.3352807462986384,0.9452225321572212,0.28655903184298614,0.9950518692536612
SEAM_0009_ETAEDGE_LM__ETAEDGE_MM_P1,SEAM_0009_ETAEDGE_LM__ETAEDGE_MM,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,ETAEDGE_MM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_MM/model_state.pt,0.31,0.0279999999999999,0.0266206235839808,0.3,0.35,0.02,0.06,pQscaled,pQscaled,0.8727509552957747,0.8677368719731922,0.005014083322582574,0.005745147905204303,0.993198805638342,-3.3550988659516256e-05,True,,0.006575157221043453,0.9999783834201211,0.192245076347386,0.9947897636887668,0.0065751572210434525,0.9999783834201211,0.43381312142227085,0.9014258886413549,0.19292968990331508,0.9944808670624798
SEAM_0009_ETAEDGE_LM__ETAEDGE_MM_P2,SEAM_0009_ETAEDGE_LM__ETAEDGE_MM,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,ETAEDGE_MM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_MM/model_state.pt,0.31,0.0519999999999999,0.0494383009416788,0.3,0.35,0.02,0.06,pQscaled,pQscaled,0.8350103466843415,0.8309324465294099,0.004077900154931591,0.00488365224589625,0.9774482408711461,-3.109974750651213e-05,True,,0.01993616320065697,0.9998012549486207,0.3470586827229252,0.9952182957476166,0.019936163200656973,0.9998012549486208,0.25923692384917607,0.9695198572897765,0.34696076888446215,0.9949803681237532
SEAM_0009_ETAEDGE_LM__ETAEDGE_MM_P3,SEAM_0009_ETAEDGE_LM__ETAEDGE_MM,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,ETAEDGE_MM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_MM/model_state.pt,0.3399999999999999,0.0279999999999999,0.0263319121979395,0.3,0.35,0.02,0.06,pQscaled,pQscaled,0.8593127590612956,0.8596112844256024,0.0002985253643068564,0.00034727948517606174,0.993301953850049,-3.48998895294485e-05,True,,0.00650706371907347,0.9999788288367688,0.19306652775466718,0.9947694616240839,0.0065070637190734705,0.9999788288367687,0.4467746727188597,0.8949057630205823,0.19603973602040475,0.9943623913552833
SEAM_0009_ETAEDGE_LM__ETAEDGE_MM_P4,SEAM_0009_ETAEDGE_LM__ETAEDGE_MM,ETAEDGE_LM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_LM/model_state.pt,ETAEDGE_MM,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/assets/pinn_subsonic/anchor_budget_runs/N340/joint/ETAEDGE_MM/model_state.pt,0.3399999999999999,0.0519999999999999,0.0489021226533163,0.3,0.35,0.02,0.06,pQscaled,pQscaled,0.8241738854887368,0.8215690767619482,0.0026048087267885878,0.0031605086895515147,0.977720469287228,-3.185329653944009e-05,True,,0.019661876951680902,0.9998066866123355,0.3469874195648796,0.9952326500962058,0.019661876951680902,0.9998066866123356,0.2670288389508538,0.9674666737117453,0.3473751401206196,0.9949917577918216
