alpha,Mach,cr,ci,classical_status,p_rel,rho_rel,u_rel,v_rel,gamma_rel,p_y_rel
0.26,1.8,0.423077,0.026618,ok,0.975940116037099,0.9759400383639915,2.799030867986623,1.3594870214004298,3.5422274251076993,1.6944262494748281
