y,mask,p_ref_real,p_ref_imag,q_ref_real,q_ref_imag,p_pred_raw_real,p_pred_raw_imag,q_pred_raw_real,q_pred_raw_imag,p_pred_aligned_real,p_pred_aligned_imag,q_pred_aligned_real,q_pred_aligned_imag,p_y_pred_num_aligned_real,p_y_pred_num_aligned_imag
-500.0000000000052,0,0.0014237787594807,0.0017209871086268,2.709796950368217e-05,1.573405178317472e-05,-0.09187390252513317,0.02041603263351632,0.004871577537847114,0.026604107474046977,-0.0407767953995762,0.008945184087978909,0.002128817447178333,0.011806563845029872,0.0009627281558430059,0.00039184220897894677
-456.3933676015728,0,0.0026054299543717,0.0024070961208736,-9.4536587739959e-05,8.454062118650576e-06,0.0028749541400466816,0.058680335535923805,0.0062127479403072715,0.003712789816128813,0.00120453739189048,0.026032103253113566,0.00275129470147588,0.0016543546633803585,0.00037071765391692447,-0.00024117318804689917
-419.76656194552686,0,-0.0045991323709456,0.0024927783977796,0.00011361517101583266,-6.194519267915234e-05,-0.0077466152715005565,-0.005108985872554863,0.001881095314354357,-0.003192692349059367,-0.0034299849915911114,-0.002275508623635296,0.0008382376019388785,-0.0014139055461801014,0.0002258903748705344,-0.0003475146696391532
-388.5679312706581,0,0.0071921578364036,-0.0011481831254538,4.925703611927495e-06,-0.0002227386945731175,0.02925852071382351,-0.004168622489003359,-0.0059192492789143635,-0.004301991542118668,0.012983126121689876,-0.001813812073871488,-0.0026203986315703033,-0.0019153512978070876,-9.589909472137744e-05,-8.6726514123296e-06
-361.6740144721047,0,-0.0013230790343567,-0.0095967503454221,-0.0002944140861886573,-0.0001484135556895282,-0.009068590453077174,-0.005817087846949584,-0.010345712880671357,-0.0012629725960601433,-0.004015515987549339,-0.0025911917185867882,-0.0045874915650833915,-0.0005726767336368062,-0.0005048920655326163,-0.00022505423945126183
-338.25137016801773,0,-0.0077659832986907,-0.00969218005903,-7.858519968085268e-05,-0.0001212681821034017,-0.029937646471755786,-0.02666524036364732,-0.004735597530327601,0.0029980460906242398,-0.013247215909346726,-0.011863879231085917,-0.002104165070312726,0.0013241279365068146,-0.00020141647823343316,-0.0003172087333401621
-317.66866508955553,0,-0.005829609777654,-0.0143079058450172,0.0005158023520959764,-0.00014314896731010935,-0.03145675863405284,-0.03817229855708508,-0.003436270039655475,-0.0026153456791626166,-0.013907180024255159,-0.01696985661613696,-0.001521063881705456,-0.0011642200285870727,0.000733643421251959,0.000833749234240908
-299.4389122750392,0,0.0103824143037632,-0.0156079939735147,0.0006936188468099269,0.000861046261064373,0.026765873150470076,0.03531324530869834,0.0035934775049889017,0.0005973579470810557,0.011829904190508035,0.015696024514161484,0.0015932270830407364,0.00026929737858356017,0.000828626195248233,0.00033240116520125054
-283.1804479263275,0,0.0188219052899744,0.0119108802543543,-0.001238224155491391,0.000856093306719944,0.03797698696311502,-0.0002448776059128018,-0.0017521602954405687,0.0004543893302958648,0.016845619735525164,-6.286596209641827e-05,-0.0007777472997867372,0.00019944099892241457,-0.0008530409220158978,-0.0004453707394577468
-268.5899184896134,0,-0.0222541024483593,0.0134489253954916,-5.560721519290055e-05,-0.0016145828185494125,-0.02436762616731114,0.000739727873648989,-0.006537754122817596,0.0029669841585659128,-0.010809557401000928,0.00029876119988031253,-0.0029035042022216347,0.0013081787133314069,0.00028396260280626906,-0.0005148082963975155
