alpha,Mach,n_ref,n_mask,central_ymax,amp_threshold,ref_max_abs_p,pred_max_abs_p_raw,align_scale_real,align_scale_imag,align_scale_abs,p_rel,q_rel,p_y_num_rel,q_vs_dpred_rel
0.1625,1.5,4594,4435,80.0,0.05,0.4444444444444443,1.022301312232964,0.4445611367468306,0.0031134270506888123,0.44457203885718477,0.43617405964002476,0.44479469216113915,0.4817293599224483,0.1802366154233366
