alpha,Mach,n_ref,n_mask,central_ymax,amp_threshold,ref_max_abs_p,pred_max_abs_p_raw,align_scale_real,align_scale_imag,align_scale_abs,p_rel,q_rel,p_y_num_rel,q_vs_dpred_rel
0.1625,1.5,4594,4435,80.0,0.05,0.4444444444444443,1.0022014005466673,0.44372688092748624,0.0011123645606037605,0.4437282752006584,0.01675472914609807,0.0246251555072764,0.040126714883986996,0.029205451144827116
