alpha,Mach,n_ref,n_mask,central_ymax,amp_threshold,ref_max_abs_p,pred_max_abs_p_raw,align_scale_real,align_scale_imag,align_scale_abs,p_rel,q_rel,p_y_num_rel,q_vs_dpred_rel
0.1625,1.5,4594,4435,80.0,0.05,0.4444444444444443,1.0036075541462675,0.4435666455167968,0.0012047710937401464,0.44356828165279355,0.06395589381000769,0.06460651549194178,0.08290392469142012,0.054627768894057314
