alpha,Mach,n_ref,n_mask,central_ymax,amp_threshold,ref_max_abs_p,pred_max_abs_p_raw,align_scale_real,align_scale_imag,align_scale_abs,p_rel,q_rel,p_y_num_rel,q_vs_dpred_rel
0.1625,1.5,4594,4435,80.0,0.05,0.4444444444444443,1.0012032658645291,0.4439238592360855,0.0011169334539575609,0.44392526436259566,0.15306703663225227,0.18204513776439754,0.18640001481168383,0.03552847662376785
