y,mask,p_ref_real,p_ref_imag,q_ref_real,q_ref_imag,p_pred_raw_real,p_pred_raw_imag,q_pred_raw_real,q_pred_raw_imag,p_pred_aligned_real,p_pred_aligned_imag,q_pred_aligned_real,q_pred_aligned_imag,p_y_pred_num_aligned_real,p_y_pred_num_aligned_imag
-500.0000000000052,0,0.0014237787594807,0.0017209871086268,2.709796950368217e-05,1.573405178317472e-05,0.0003443120632352848,0.000207562710010482,-6.709871634956679e-06,-0.00014511327183678774,0.00015255327098734646,9.248778725277524e-05,-2.8155699122727792e-06,-6.439994559899465e-05,-6.385523886658595e-06,1.5064369379012415e-05
-456.3933676015728,0,0.0026054299543717,0.0024070961208736,-9.4536587739959e-05,8.454062118650576e-06,-0.00027947351363579896,0.0016895189221124683,0.0005886278667343914,5.341033946496356e-05,-0.00012589792180958418,0.0007493942050775709,0.0002611377401275155,2.43568401113474e-05,-8.967549480054121e-06,-7.837694170339721e-06
-419.76656194552686,0,-0.0045991323709456,0.0024927783977796,0.00011361517101583266,-6.194519267915234e-05,-0.001204288407483714,-0.0005428766851216568,-0.00013145559353738945,0.000151775264610868,-0.0005337845497260168,-0.00024223901885354974,-5.8501307437561494e-05,6.720201957655375e-05,4.777096052533729e-06,-1.3745974820167358e-05
-388.5679312706581,0,0.0071921578364036,-0.0011481831254538,4.925703611927495e-06,-0.0002227386945731175,8.418097775862466e-05,-0.0007143787448493471,-0.00011427136611065819,-0.00043984920219960756,3.815124790887985e-05,-0.0003169040238378716,-5.0216074308049644e-05,-0.00019530583748159994,-6.413862222171282e-06,8.706086757145944e-06
-361.6740144721047,0,-0.0013230790343567,-0.0095967503454221,-0.0002944140861886573,-0.0001484135556895282,-0.0015946039922212555,0.0003973780536493995,0.00032902728013164744,2.4052812092062846e-05,-0.0007080317018969376,0.00017455358773127826,0.0001459755046680374,1.104018507658292e-05,-2.5651166629316457e-05,-5.869991452594931e-06
-338.25137016801773,0,-0.0077659832986907,-0.00969218005903,-7.858519968085268e-05,-0.0001212681821034017,-0.002855877868699872,-0.0010192327066443493,-0.0004957633786193551,0.00040790002149613787,-0.0012661283536897874,-0.0004554591385779593,-0.00022044467724486097,0.00018044827897724112,-4.085316335764854e-05,-2.572201344051164e-05
-317.66866508955553,0,-0.005829609777654,-0.0143079058450172,0.0005158023520959764,-0.00014314896731010935,-0.0054476892865327736,-0.002157907663076238,-0.00020157524398118793,0.0012869793985685368,-0.0024149468166017297,-0.0009636249492404197,-9.088239343980023e-05,0.0005708584900915575,5.426544387159909e-05,2.977607933921614e-05
-299.4389122750392,0,0.0103824143037632,-0.0156079939735147,0.0006936188468099269,0.000861046261064373,0.0007950166677417619,0.001031415774971276,9.897503870471231e-05,-0.0009465746902767523,0.00035162966419781936,0.00045856649675227477,4.497495261235873e-05,-0.00041992198763163643,7.30763573425352e-05,-2.4695469563775205e-05
-283.1804479263275,0,0.0188219052899744,0.0119108802543543,-0.001238224155491391,0.000856093306719944,0.0008905525990227658,-0.0032299868819641747,-0.0008755785293192606,-0.0013300089079013155,0.0003987760108144095,-0.0014322787579151594,-0.0003870450680349635,-0.0005911538647683505,-0.00011331667156039941,1.3065827496378748e-05
-268.5899184896134,0,-0.0222541024483593,0.0134489253954916,-5.560721519290055e-05,-0.0016145828185494125,-0.006253951983698591,0.0010348444004453835,0.0008944270790275738,0.0014389241224149316,-0.002776278552776267,0.0004522252760726392,0.000395287422846614,0.0006395048497201502,2.3078322700965984e-05,-1.8838113638882397e-05
-255.42317590018664,0,0.0098035281851917,-0.0282466884660771,0.0007308690385395708,0.0012245660504432122,0.0008642888045587787,-0.0035049093409371657,-0.0011297085022139264,1.3817071401379917e-05,0.0003874283900979035,-0.0015543019519798148,-0.0005013114683518945,4.871065922080001e-06,1.809678497572883e-05,1.8476411322667943e-05
-243.4815056365381,0,7.738121137395387e-05,0.0339370468458936,-0.0004458780058204158,-0.000980681085312724,-0.004059884207701193,0.0011752112879033474,-0.0015309408299951776,0.0005161045248082816,-0.001802841030261542,0.0005169589107183864,-0.0006799142862176979,0.0002273082004053922,-3.382383797740346e-08,0.00024043921322904405
