alpha,Mach,n_ref,n_mask,central_ymax,amp_threshold,ref_max_abs_p,pred_max_abs_p_raw,align_scale_real,align_scale_imag,align_scale_abs,p_rel,q_rel,p_y_num_rel,q_vs_dpred_rel
0.1625,1.5,4594,4435,80.0,0.05,0.4444444444444443,1.128160448266465,0.4098635428664007,0.06371704338912658,0.4147866745560297,0.8775147364420967,0.9606353223934228,0.9565571734505304,0.15815357711223946
