y,mask,p_ref_real,p_ref_imag,q_ref_real,q_ref_imag,p_pred_raw_real,p_pred_raw_imag,q_pred_raw_real,q_pred_raw_imag,p_pred_aligned_real,p_pred_aligned_imag,q_pred_aligned_real,q_pred_aligned_imag,p_y_pred_num_aligned_real,p_y_pred_num_aligned_imag
-500.0000000000052,0,0.0014237787594807,0.0017209871086268,2.709796950368217e-05,1.573405178317472e-05,-0.026904302890159992,0.026438397466991306,0.007854851408540753,0.007878364992199606,-0.01204292149808116,0.011669719447292032,0.0034674329564764067,0.0035268704034931843,0.00011878514817984477,-0.0002341702992909598
-456.3933676015728,0,0.0026054299543717,0.0024070961208736,-9.4536587739959e-05,8.454062118650576e-06,-0.015414194438783446,0.003388357939772789,0.0011974804870404773,0.0017047762703760044,-0.006863101207009349,0.0014583412874802546,0.0005270455899953019,0.0007616055447984026,7.333112492739904e-05,-9.914057587053239e-05
-419.76656194552686,0,-0.0045991323709456,0.0024927783977796,0.00011361517101583266,-6.194519267915234e-05,-0.012509921090366305,0.004544184882515581,0.0027415126196040232,-0.002685667327321249,-0.005575572728682951,0.0019812192702341608,0.0012271315958829793,-0.001185407820408077,9.844778165644817e-05,-3.272572894526034e-05
-388.5679312706581,0,0.0071921578364036,-0.0011481831254538,4.925703611927495e-06,-0.0002227386945731175,-0.0018536378176741142,-0.0006367409383586514,-0.001452529681922533,-0.0007306783555597815,-0.0008220728888803517,-0.00028884144149369205,-0.000643463332796441,-0.00032935354554758736,0.00023132607388642152,-0.00021039154690621168
-361.6740144721047,0,-0.0013230790343567,-0.0095967503454221,-0.0002944140861886573,-0.0001484135556895282,0.016118076870270226,-0.020667516268379184,-0.0041066173905764175,-0.008791692458107112,0.007229817379840652,-0.009137792069471283,-0.0017982702022185481,-0.0039212304467752855,-0.0003634746394694724,-0.0002157314165943381
-338.25137016801773,0,-0.0077659832986907,-0.00969218005903,-7.858519968085268e-05,-0.0001212681821034017,-0.033489951779086424,-0.026487390169367575,-0.003350413765635236,0.015802318652716092,-0.014805864475451746,-0.011879532804946146,-0.0015386631185800004,0.007014665474638182,-0.00019215582187417877,-1.7269040663056686e-05
-317.66866508955553,0,-0.005829609777654,-0.0143079058450172,0.0005158023520959764,-0.00014314896731010935,-0.011906569928930577,-0.02337825799811645,-0.0012087728327810103,0.005470217997078447,-0.00522041176151169,-0.010430135187700985,-0.0005544045492950813,0.0024280829049984475,0.0009369632871725731,-0.00021413944636107038
-299.4389122750392,0,0.0103824143037632,-0.0156079939735147,0.0006936188468099269,0.000861046261064373,0.043493531786765516,-0.04288198665260102,-0.016025227415596623,-0.005358020624606066,0.019469043869490374,-0.018928250793847818,-0.007107511510153312,-0.002431861116116995,0.0006772777812134783,0.0009805435571661805
-283.1804479263275,0,0.0188219052899744,0.0119108802543543,-0.001238224155491391,0.000856093306719944,0.046760165314072566,0.04014318796336311,0.006757872995051472,0.001430576599727805,0.020662769359187802,0.017991685637217907,0.002999833704787116,0.0006570189039663214,-0.0014072879758198437,0.000981815366492891
-268.5899184896134,0,-0.0222541024483593,0.0134489253954916,-5.560721519290055e-05,-0.0016145828185494125,-0.043074435693572055,0.035030595908001116,0.010639728108741439,0.014357063242118412,-0.019258285301564367,0.015439132424498327,0.004685309953632839,0.0064157183725680285,0.00010221458520620115,-0.0016972502230266219
