alpha,Mach,n_ref,n_mask,central_ymax,amp_threshold,ref_max_abs_p,pred_max_abs_p_raw,align_scale_real,align_scale_imag,align_scale_abs,p_rel,q_rel,p_y_num_rel,q_vs_dpred_rel
0.1625,1.5,4594,4435,80.0,0.05,0.4444444444444443,1.0014630928197592,0.4439044482719222,0.0010589257755984328,0.4439057112939615,0.15860873086792776,0.16610531979392812,0.16851479036999703,0.03418039525185065
