alpha,Mach,n_ref,n_mask,central_ymax,amp_threshold,ref_max_abs_p,pred_max_abs_p_raw,align_scale_real,align_scale_imag,align_scale_abs,p_rel,q_rel,p_y_num_rel,q_vs_dpred_rel
0.1625,1.5,4594,4435,80.0,0.05,0.4444444444444443,1.0030556232036132,0.4437366341743339,0.0010675450599164596,0.44373791832659687,0.027763715465852934,0.03563935114364525,0.04845893880546341,0.035899111347699846
