y,mask,p_ref_real,p_ref_imag,q_ref_real,q_ref_imag,p_pred_raw_real,p_pred_raw_imag,q_pred_raw_real,q_pred_raw_imag,p_pred_aligned_real,p_pred_aligned_imag,q_pred_aligned_real,q_pred_aligned_imag,p_y_pred_num_aligned_real,p_y_pred_num_aligned_imag
-500.0000000000052,0,0.0014237787594807,0.0017209871086268,2.709796950368217e-05,1.573405178317472e-05,0.004416939135720943,0.017117478499926647,0.005076067913547877,-0.0010799174832997437,0.0019408737494897856,0.007600398590676677,0.002253589044591492,-0.00047354197846940745,-8.384656424833077e-05,0.0006360590087990637
-456.3933676015728,0,0.0026054299543717,0.0024070961208736,-9.4536587739959e-05,8.454062118650576e-06,-0.0036662139406807848,0.07964554246449479,0.029332333148915268,0.0016372030562242183,-0.0017153925555587186,0.035336789971088724,0.013013723531835827,0.0007590992534579965,-0.00016419520756214999,-0.00031768950602202405
-419.76656194552686,0,-0.0045991323709456,0.0024927783977796,0.00011361517101583266,-6.194519267915234e-05,-0.023021538463841473,-0.012653859668540997,0.0005817633016094144,-0.0005047850619718866,-0.010201199751662391,-0.0056404660259335646,0.0002587055202748816,-0.00022333956820820293,0.00020796476775406195,-0.0004975099094781378
-388.5679312706581,0,0.0071921578364036,-0.0011481831254538,4.925703611927495e-06,-0.0002227386945731175,0.017936505011023618,-0.010528773948263938,-0.0028984839823406145,-0.003408646773685401,0.007970621258288395,-0.004651948091538377,-0.001282343599031616,-0.0015157323719323954,6.109102374734372e-05,0.00012359826213929835
-361.6740144721047,0,-0.0013230790343567,-0.0095967503454221,-0.0002944140861886573,-0.0001484135556895282,-0.005569311582873104,0.0018234999289276918,0.001826784365501346,-0.003557308876060451,-0.002473281654278807,0.0008029408310028295,0.00081455035295586,-0.001576441521881917,-0.00033791010803680045,-7.615453553293427e-05
-338.25137016801773,0,-0.0077659832986907,-0.00969218005903,-7.858519968085268e-05,-0.0001212681821034017,-0.02113015412045205,-0.014983123031920863,-0.005336535616292304,0.0033283130576762746,-0.009359350686317384,-0.0066719188841107115,-0.0023716666014677785,0.0014709257987369547,-0.00024204871810606563,-0.0002558010087836146
-317.66866508955553,0,-0.005829609777654,-0.0143079058450172,0.0005158023520959764,-0.00014314896731010935,-0.03026373798149784,-0.02424441841141929,-0.002545426040246869,0.0025008447280741065,-0.013401865427903423,-0.01079156447120202,-0.0011322558085174277,0.001106860589153462,0.0006458211141579813,0.0004802742966873786
-299.4389122750392,0,0.0103824143037632,-0.0156079939735147,0.0006936188468099269,0.000861046261064373,0.027025699968976413,0.02010166981576483,-0.0002425710340154272,-0.0013574893863774768,0.01196966916700395,0.008949713679654525,-0.00010612526524221864,-0.0006026243587311128,0.0005713246558073857,3.8699794206265406e-05
-283.1804479263275,0,0.0188219052899744,0.0119108802543543,-0.001238224155491391,0.000856093306719944,0.021066695469934893,-0.012588832881538801,-0.0054317929944473564,0.0009864242559239067,0.009361862443880202,-0.005562569703592804,-0.0024113298266539057,0.00043166082432477256,-0.0006945860483550017,-0.00022479802348445346
-268.5899184896134,0,-0.0222541024483593,0.0134489253954916,-5.560721519290055e-05,-0.0016145828185494125,-0.017504528607668934,-0.00017811738646580574,0.0002737393627902842,0.002016017819155839,-0.007767031749718558,-9.850688960867325e-05,0.00011922296686243575,0.0008948657967542635,0.00034099405115527214,-0.0002527860372176665
