alpha,Mach,n_ref,n_mask,central_ymax,amp_threshold,ref_max_abs_p,pred_max_abs_p_raw,align_scale_real,align_scale_imag,align_scale_abs,p_rel,q_rel,p_y_num_rel,q_vs_dpred_rel
0.1625,1.5,4594,4435,80.0,0.05,0.4444444444444443,1.0023035227834658,0.443734932356064,0.0011153375516575333,0.4437363340666334,0.012732962028088513,0.012573121278595266,0.03323950510421077,0.027948246919851566
