alpha,Mach,n_ref,n_mask,central_ymax,amp_threshold,ref_max_abs_p,pred_max_abs_p_raw,align_scale_real,align_scale_imag,align_scale_abs,p_rel,q_rel,p_y_num_rel,q_vs_dpred_rel
0.1625,1.5,4594,4435,80.0,0.05,0.4444444444444443,1.002294428149782,0.44373929680345364,0.0011154307708421704,0.44374069873455163,0.009488842815879816,0.010921818904916258,0.026769637696385438,0.02285440045609575
