Mach,alpha,cr,ci,omega_i,delta_kappa,delta_q,residual_norm,accepted,parameterization,settings_name,spectral_extent,matching_y,max_step,rtol,atol,optimizer_success,optimizer_status,optimizer_message,optimizer_nfev,objective_calls,integration_failures,active_lower_ci,active_upper_ci,ci_lower,ci_upper,seed_cr,seed_ci,attempt_timestamp,purpose,source_path,source_Mach,source_alpha,source_cr,source_ci,mach_distance,anchor_score,direction,requested_alpha,seed_alpha,trial_alpha,trial_step
1.35,0.1,0.2579043791062447,0.0801367100558279,0.0080136710055827,-1.6222234319740458e-10,7.041626830239789e-11,1.7684608979022347e-10,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,5,26,0,False,False,0.000908323489283,0.2,0.2292287978156679,0.0908323489283033,2026-07-23T11:40:54.771584+00:00,anchor,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.3,0.1,0.2292287978156679,0.0908323489283033,0.05,56.4476446487817,,,,,
1.35,0.095,0.2533052843780958,0.0818233107467824,0.0077732145209443,1.899876089783703e-12,-3.614001459206762e-13,1.9339439552384395e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,4,21,0,False,False,0.0008013671005582,0.2,0.2579043791062447,0.0801367100558279,2026-07-23T11:40:55.630646+00:00,continuation,,,,,,,,low,0.095,0.1,0.095,-0.005
1.35,0.09,0.2484573310607619,0.0834671719506741,0.0075120454755606,7.88914072957781e-13,-1.3937115350692866e-13,8.01130284623348e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0008354540855121,0.2,0.2487061896499468,0.0835454085512165,2026-07-23T11:40:56.303097+00:00,continuation,,,,,,,,low,0.09,0.095,0.09,-0.005
1.35,0.085,0.2433356910903244,0.0850637216319111,0.0072304163387124,1.130540105975797e-12,-2.438865082110553e-13,1.1565472580518045e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0008514405894676,0.2,0.2436093777434281,0.0851440589467636,2026-07-23T11:40:56.986091+00:00,continuation,,,,,,,,low,0.085,0.09,0.085,-0.0049999999999999
1.35,0.08,0.2379115145726956,0.0866076846213497,0.0069286147697079,1.6363559812715422e-12,-4.15339637682699e-13,1.6882440321451009e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0008669080991683,0.2,0.2382140511198869,0.08669080991683,2026-07-23T11:40:57.644882+00:00,continuation,,,,,,,,low,0.08,0.085,0.08,-0.005
1.35,0.075,0.232150956219569,0.0880929302792841,0.0066069697709463,2.387538083903351e-12,-7.00290520017078e-13,2.4881207596325935e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.000881796715635,0.2,0.2324873380550667,0.0881796715635031,2026-07-23T11:40:58.320747+00:00,continuation,,,,,,,,low,0.075,0.08,0.075,-0.005
1.35,0.07,0.2260138733706609,0.0895122772162717,0.006265859405139,3.526609559934002e-12,-1.1755093426435437e-12,3.7173642817001604e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0008960364659463,0.2,0.2263903978664424,0.0896036465946326,2026-07-23T11:40:59.026482+00:00,continuation,,,,,,,,low,0.07,0.075,0.07,-0.0049999999999999
1.35,0.065,0.2194520540578651,0.0908572392945692,0.005905720554147,5.2931062310968e-12,-1.977680172404739e-12,5.650503733119607e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.000909544925687,0.2,0.2198767905217528,0.090954492568706,2026-07-23T11:40:59.690155+00:00,continuation,,,,,,,,low,0.065,0.07,0.065,-0.005
1.35,0.06,0.2124067462550743,0.0921176882388758,0.0055270612943325,8.108213753188487e-12,-3.3578990282778776e-12,8.776025076964197e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0009222241003081,0.2,0.2128902347450694,0.0922224100308108,2026-07-23T11:41:00.346041+00:00,continuation,,,,,,,,low,0.06,0.065,0.06,-0.005
1.35,0.055,0.2048051278829152,0.0932814022118254,0.0051304771216504,1.2750160302554823e-11,-5.796869928520465e-12,1.4006080419197579e-11,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0009339562320359,0.2,0.2053614384522835,0.0933956232035979,2026-07-23T11:41:01.007089+00:00,continuation,,,,,,,,low,0.055,0.06,0.055,-0.0049999999999999
1.35,0.05,0.1965550968817506,0.0943334435104853,0.0047166721755242,2.073018666448601e-11,-1.0257444199579524e-11,2.312911154047905e-11,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0009445981727244,0.2,0.1972035095107562,0.094459817272446,2026-07-23T11:41:01.681119+00:00,continuation,,,,,,,,low,0.05,0.055,0.05,-0.0049999999999999
1.35,0.105,0.2622761714474776,0.0784113579145111,0.0082331925810236,-3.382329138990059e-13,1.7275070263167438e-13,3.797950885732325e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,4,21,0,False,False,0.0008013671005582,0.2,0.2579043791062447,0.0801367100558279,2026-07-23T11:41:02.614455+00:00,continuation,,,,,,,,high,0.105,0.1,0.105,0.0049999999999999
1.35,0.11,0.2664395072019244,0.0766507552701587,0.0084315830797174,3.9787964589699243e-13,-1.9352575097997263e-14,3.983500154161409e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0007672315279369,0.2,0.2666479637887106,0.0767231527936981,2026-07-23T11:41:03.319314+00:00,continuation,,,,,,,,high,0.11,0.105,0.11,0.005
1.35,0.115,0.2704109869807969,0.0748579918353682,0.0086086690610673,2.7969293547869256e-13,-5.6708110429681816e-15,2.797504177915971e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0007492968416503,0.2,0.2706028429563711,0.074929684165034,2026-07-23T11:41:04.021899+00:00,continuation,,,,,,,,high,0.115,0.11,0.115,0.005
1.35,0.12,0.2742053174866416,0.0730358087275012,0.0087642970473001,1.9547211072001858e-13,1.6028844918025701e-15,1.95478682490018e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0007310715885151,0.2,0.2743824667596694,0.0731071588515145,2026-07-23T11:41:04.702942+00:00,continuation,,,,,,,,high,0.12,0.115,0.12,0.0049999999999999
1.35,0.125,0.2778356014144173,0.0711866499220459,0.0088983312402557,1.374282632138346e-13,2.230854390106174e-15,1.3744636859983194e-13,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0007125798095427,0.2,0.2779996479924863,0.0712579809542777,2026-07-23T11:41:05.384689+00:00,continuation,,,,,,,,high,0.125,0.12,0.125,0.005
1.35,0.13,0.2813135711090627,0.0693127042819089,0.0090106515566481,9.755043994807977e-14,4.260480856999038e-15,9.764343311865256e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0006938430908639,0.2,0.281465885342193,0.069384309086397,2026-07-23T11:41:06.077325+00:00,continuation,,,,,,,,high,0.13,0.125,0.13,0.005
1.35,0.135,0.2846497802008341,0.0674159407682602,0.0091011520037151,7.016262570935794e-14,6.232861449184668e-15,7.043892821640737e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0006748808913093,0.2,0.284791540803708,0.0674880891309302,2026-07-23T11:41:06.776207+00:00,continuation,,,,,,,,high,0.135,0.13,0.135,0.005
1.35,0.14,0.2878537618589696,0.065498137605778,0.0091697392648089,5.024800020514419e-14,6.125308593674106e-15,5.0619965724839336e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0006557108277271,0.2,0.2879859892926056,0.0655710827727121,2026-07-23T11:41:07.480778+00:00,continuation,,,,,,,,high,0.14,0.135,0.14,0.005
1.35,0.145,0.290934160597415,0.0635609069912426,0.0092163315137301,3.651245972235984e-14,5.2822329843493776e-15,3.6892569716379184e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0006363489081272,0.2,0.291057743517105,0.0636348908127259,2026-07-23T11:41:08.195282+00:00,continuation,,,,,,,,high,0.145,0.14,0.145,0.0049999999999999
1.35,0.15,0.2938988427909336,0.0616057159092201,0.009240857386383,2.6683516507475247e-14,5.157332894079048e-15,2.7177346003336202e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0006168097361585,0.2,0.2940145593358604,0.0616809736158514,2026-07-23T11:41:08.907353+00:00,continuation,,,,,,,,high,0.15,0.145,0.15,0.005
1.35,0.155,0.2967549899429557,0.0596339037531516,0.0092432550817385,1.952604744559494e-14,5.172945405362839e-15,2.019965081417224e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0005971066827618,0.2,0.2968635249844523,0.0597106682761849,2026-07-23T11:41:09.606018+00:00,continuation,,,,,,,,high,0.155,0.15,0.155,0.005
1.35,0.16,0.2995091787227976,0.0576466978458383,0.0092234716553341,1.4981071938535706e-14,5.349887199912473e-15,1.590766511714932e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0005772520332497,0.2,0.2996111370949777,0.0577252033249713,2026-07-23T11:41:10.319793+00:00,continuation,,,,,,,,high,0.16,0.155,0.16,0.005
1.35,0.165,0.3021674472509699,0.0556452256028988,0.0091814622244783,1.1282641487753152e-14,5.724587470723464e-15,1.2651833884901144e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0005572571244514,0.2,0.3022633675026395,0.0557257124451417,2026-07-23T11:41:11.049548+00:00,continuation,,,,,,,,high,0.165,0.16,0.165,0.005
1.35,0.17,0.3047353548023102,0.0536305262052849,0.0091171894548984,9.978129433818594e-15,7.129713486264677e-15,1.2263599854621048e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0005371324374343,0.2,0.3048257157791423,0.0537132437434323,2026-07-23T11:41:11.775527+00:00,continuation,,,,,,,,high,0.17,0.165,0.17,0.005
1.35,0.175,0.3072180313716652,0.0516035602251204,0.009030623039396,8.007483565108942e-15,9.712716741994144e-15,1.2587956925399098e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0005168877131672,0.2,0.3073032623536505,0.0516887713167239,2026-07-23T11:41:12.527223+00:00,continuation,,,,,,,,high,0.175,0.17,0.175,0.0049999999999999
1.35,0.18,0.309620221583927,0.0495652177251268,0.0089217391905228,8.770761894538737e-15,1.4743414822326883e-14,1.7155015151083393e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0004965320343333,0.2,0.3097007079410201,0.0496532034333316,2026-07-23T11:41:13.295652+00:00,continuation,,,,,,,,high,0.18,0.175,0.18,0.005
1.35,0.185,0.3119463225488831,0.0475163256080319,0.0087905202374859,8.98586760555986e-15,2.14064876935538e-14,2.3216018866268183e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0004760738982779,0.2,0.3120224117961889,0.0476073898277915,2026-07-23T11:41:14.002420+00:00,continuation,,,,,,,,high,0.185,0.18,0.185,0.005
1.35,0.19,0.3142004177558614,0.0454576540431336,0.0086369542681953,8.264222639553509e-15,3.029347606098298e-14,3.1400510627909514e-14,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0004555212915253,0.2,0.3142724235138391,0.0455521291525353,2026-07-23T11:41:14.701329+00:00,continuation,,,,,,,,high,0.19,0.185,0.19,0.005
