benchmark_id,atlas_chart,Mach,alpha,cr_reference,ci_reference,cr_pinn,ci_pinn,pinn_spectral_error,shoot_status,shoot_error,shoot_cr,shoot_ci,shoot_stage1_mismatch,shoot_stage2_mismatch,shoot_total_mismatch,shoot_spectral_success,shoot_mode_success,shoot_retry,shoot_cr_half_window,shoot_ci_half_window,shoot_n_candidates,shoot_seconds,shoot_spectral_error
16,C00,1.15,0.06,-2.549736936302885e-09,0.1998472244836177,0.026089266,0.11558069,0.08821280387414869,COMPLETED,,0.0,0.10206506500000001,2.244256478764485e-08,1.7832038890235373e-21,2.2442564787646635e-08,True,True,0,0.015,0.015,12,218.96518756600562,0.09778215948361772
15,C00,1.1,0.11,0.0737351788015254,0.1346775747592678,0.06999461,0.103538744,0.03136269497369874,COMPLETED,,0.07373484437500001,0.13469108775000002,1.0873866957920178e-06,2.149725646609065e-21,1.08738669579202e-06,True,True,0,0.015,0.03,12,277.3828600270208,1.3517128379568111e-05
14,C00,1.1,0.095,0.0185431702825212,0.1439719750936911,0.054584563,0.10189237,0.05540464920795483,COMPLETED,,0.018543102690592447,0.14398221375,1.9992207081274463e-07,2.8759375963641925e-21,1.999220708127475e-07,True,True,0,0.1,0.03,12,267.054662776005,1.0238879415270193e-05
50,C01,1.1,0.19,0.1660505044719185,0.0869943604140983,0.15417609,0.0734648,0.018001408946236502,COMPLETED,,0.166041324375,0.0869908416666667,2.645856876972563e-06,3.421247841849458e-21,2.6458568769725664e-06,True,True,0,0.015,0.008,12,331.36585735704284,9.831366279439114e-06
13,C00,1.05,0.115,1.2100138419185254e-10,0.0719056899252925,0.017666906,0.053896766,0.0252277804074074,COMPLETED,,0.0,0.07191434412499999,1.1300130915430817e-06,3.4122143684318316e-21,1.130013091543085e-06,True,True,0,0.015,0.015,12,275.9879417909542,8.654199708329398e-06
18,C00,1.15,0.08,0.0790689509372673,0.1392808657517153,0.07836883,0.15468666,0.01542169464576711,COMPLETED,,0.079062189375,0.13927650375000003,4.2610060489791e-07,4.3784927802666596e-21,4.261006048979144e-07,True,True,0,0.015,0.03,12,268.5429045690107,8.046476449898393e-06
36,C01,1.0,0.215,0.0752967720188064,0.0852583958304331,0.059479803,0.08036243,0.016557384767971358,COMPLETED,,0.07529034987500001,0.08525500812499999,1.5035874956486658e-06,4.2371755837446075e-20,1.5035874956487082e-06,True,True,0,0.015,0.015,12,313.1750452000415,7.260886941101414e-06
47,C01,1.1,0.15,0.1320566414058153,0.1104728205019271,0.1424105,0.13910997,0.030451415716898113,COMPLETED,,0.1320589375,0.11046739187500003,1.0538556536479355e-06,3.025851326311376e-24,1.0538556536479355e-06,True,True,0,0.1,0.015,12,306.64741207199404,5.894237763977539e-06
33,C01,1.0,0.175,-7.090404905498365e-11,0.0557083229229324,-0.000603199,0.07625127,0.020551800980918012,COMPLETED,,0.0,0.055714160624999995,1.0614274713018168e-06,4.9151826409250394e-23,1.0614274713018168e-06,True,True,0,0.015,0.015,12,284.6144419540069,5.8377020680237494e-06
46,C01,1.1,0.135,0.114821536307718,0.1194572670812644,0.11796075,0.13708073,0.01790086891337568,COMPLETED,,0.11482598437500001,0.11945377687500001,8.126802448573706e-07,3.502440190696585e-22,8.12680244857371e-07,True,True,0,0.015,0.015,12,291.220190181979,5.653922736756568e-06
32,C01,1.0,0.165,-1.5719701197920907e-10,0.0439306948164425,0.0013481677,0.07155228,0.027654466630613255,COMPLETED,,0.0,0.04392532687499999,1.317946444461077e-06,1.3650726800732396e-21,1.3179464444610782e-06,True,True,0,0.015,0.015,12,282.821886249003,5.367941444815113e-06
22,C00,1.2,0.05,0.0587939705593892,0.1408414697456862,0.06356445,0.11870087,0.022648700430531778,COMPLETED,,0.058789059374999994,0.140839541875,1.1392473194348477e-07,2.4465104262102147e-21,1.1392473194348722e-07,True,True,0,0.015,0.015,12,260.08992559305625,5.27602288542466e-06
34,C01,1.0,0.195,0.0382070565534107,0.0978340054927779,0.0076334774,0.075827256,0.037670157492207944,COMPLETED,,0.03820925000345052,0.097829209125,5.588740581413822e-07,2.5168337273550255e-20,5.588740581414074e-07,True,True,0,0.03,0.015,12,302.86551184399286,5.274122385583047e-06
17,C00,1.15,0.075,0.0646325378753453,0.1421829713450822,0.06119044,0.1525048,0.01088063346340362,COMPLETED,,0.064637705625,0.14218253437499997,2.1572509311015783e-07,4.072773371519308e-21,2.157250931101619e-07,True,True,0,0.015,0.015,12,265.3063812520122,5.186191217686958e-06
42,C01,1.05,0.18,0.1093898015648453,0.1020308850845139,0.07992539,0.09879105,0.0296419985870966,COMPLETED,,0.10938828062499999,0.10203584166666667,1.0836865439733574e-06,6.970300805804985e-21,1.0836865439733644e-06,True,True,0,0.015,0.008,12,314.86687669798266,5.184685588368975e-06
21,C00,1.15,0.115,0.1391735170370881,0.1192436508743323,0.12468594,0.11970028,0.014494771421584089,COMPLETED,,0.13917812749999997,0.11924129562500001,6.525207064666052e-07,3.029887454444064e-21,6.525207064666083e-07,True,True,0,0.06,0.015,12,293.3524100490031,5.177216209403169e-06
44,C01,1.05,0.205,0.1323044050267023,0.08672218899306,0.1141354,0.0829901,0.018548348495552182,COMPLETED,,0.13230922812500004,0.08672056874999998,1.3855038336227845e-06,1.4095210909877736e-20,1.3855038336227987e-06,True,True,0,0.015,0.03,12,324.86517858004663,5.087972559210287e-06
39,C01,1.05,0.145,0.0574927471084788,0.1240499420403578,0.06309928,0.11537303,0.010330634715244513,COMPLETED,,0.057493811250000006,0.12405467062500002,4.843036422696348e-07,9.750159010909415e-22,4.843036422696357e-07,True,True,0,0.03,0.015,12,284.0687940980424,4.846845355051612e-06
41,C01,1.05,0.17,0.0980164090081825,0.1082491587696718,0.07819721,0.11455765,0.020798983410952317,COMPLETED,,0.098011663125,0.10824905625,8.625516449940806e-07,4.649196023879858e-21,8.625516449940852e-07,True,True,0,0.015,0.03,12,310.2124047660036,4.746990358641892e-06
35,C01,1.0,0.205,0.059979811826426,0.0915107939103272,0.025734812,0.077026725,0.03718209603170622,COMPLETED,,0.05997529654557292,0.0915111,7.440788433816633e-07,4.1034948858056485e-20,7.440788433817044e-07,True,True,0,0.06,0.008,12,308.405055218027,4.5256438293342544e-06
31,C01,1.0,0.16,-8.877935056053396e-11,0.0394369303198964,0.0024567544,0.0666482,0.02732194795803299,COMPLETED,,0.0,0.03944116875000001,1.1533303145922159e-06,2.3303197272719727e-21,1.1533303145922182e-06,True,True,0,0.015,0.03,12,281.5503062690259,4.238430104538936e-06
25,C00,1.2,0.09,0.1492486582237698,0.1200551554586059,0.1681123,0.1295007,0.021096333632776035,COMPLETED,,0.1492451125,0.120057340625,3.815417471380482e-07,5.056538325975588e-21,3.815417471380533e-07,True,True,0,0.06,0.015,12,287.0017486200086,4.164986100999503e-06
9,C00,1.05,0.07,4.743779014405197e-10,0.0325278215395402,-0.019173443,0.020422505,0.022675088162731144,COMPLETED,,0.0,0.03253188000000001,6.759172307072045e-07,6.052413818617418e-22,6.759172307072052e-07,True,True,0,0.015,0.008,12,270.6019105340238,4.0584604875345054e-06
23,C00,1.2,0.065,0.1050524247378762,0.1330421441116264,0.09346147,0.14514562,0.01675841162866981,COMPLETED,,0.10505326687500001,0.13304601062500002,1.884041253591319e-07,3.832357275045145e-21,1.8840412535913575e-07,True,True,0,0.015,0.015,12,270.52827792498283,3.957160674477333e-06
45,C01,1.1,0.12,0.0929554600078068,0.1285506661833083,0.094506055,0.118469276,0.010199939845799068,COMPLETED,,0.09295332062499999,0.12854740099999998,4.179984858712019e-07,1.3958943339208895e-21,4.1799848587120326e-07,True,True,0,0.015,0.008,12,280.66994098201394,3.903636872326177e-06
43,C01,1.05,0.19,0.1193340156875175,0.0958677623501994,0.085055575,0.08596002,0.03568157584027912,COMPLETED,,0.11933434051920573,0.09587147833333333,8.765653310732503e-07,9.651375621797735e-21,8.765653310732599e-07,True,True,0,0.1,0.008,12,318.5410822520498,3.730153653306557e-06
49,C01,1.1,0.175,0.1547968043623869,0.0957214701503959,0.14960758,0.08833096,0.00903037594822578,COMPLETED,,0.154793126875,0.09572158499999998,8.670180303920489e-07,1.415875628447504e-21,8.670180303920502e-07,True,True,0,0.015,0.008,12,325.3533654650091,3.679280352526397e-06
48,C01,1.1,0.165,0.1463990255732808,0.1015900294887648,0.15113187,0.11295014,0.012306580645939126,COMPLETED,,0.146395541875,0.10159076499999999,7.586648973150329e-07,5.294618634497244e-22,7.586648973150334e-07,True,True,0,0.015,0.008,12,320.1873830340337,3.5604958206233745e-06
40,C01,1.05,0.16,0.0846089596558761,0.1145246495812782,0.07486944,0.123299204,0.013109197091138237,COMPLETED,,0.084605768125,0.1145231623333333,5.358354458800797e-07,2.792624009812042e-21,5.358354458800824e-07,True,True,0,0.015,0.008,12,303.1060532919946,3.5210475405391156e-06
19,C00,1.15,0.09,0.1011993184208567,0.1335078749432744,0.10595794,0.14533767,0.012751020759830084,COMPLETED,,0.10120208062500001,0.13350954499999998,2.4032331872981115e-07,4.3802560855493594e-21,2.4032331872981554e-07,True,True,0,0.015,0.008,12,274.78627990500536,3.227826078958401e-06
27,C00,1.2,0.115,0.1790446749180525,0.1071054177329335,0.18775871,0.10260381,0.009808102751838308,COMPLETED,,0.17904777250000004,0.10710576312500002,4.354938578231277e-07,4.1582401397127626e-21,4.354938578231319e-07,True,True,0,0.06,0.015,12,301.5794131589937,3.1167787218935115e-06
37,C01,1.05,0.12,6.803041450145497e-10,0.0798199008171065,0.035170197,0.058797605,0.040974133677088055,COMPLETED,,0.0,0.07982299562499999,3.490045816096051e-07,3.3591393592472134e-21,3.4900458160960846e-07,True,True,0,0.03,0.015,12,274.3928942429484,3.094807968255985e-06
26,C00,1.2,0.1,0.1623167383142573,0.1148698095470125,0.18443377,0.11347698,0.022160845307324747,COMPLETED,,0.162314629375,0.114867605,3.368400062293702e-07,4.9141863916432795e-21,3.368400062293751e-07,True,True,0,0.015,0.008,12,292.98880525899585,3.0508445259201214e-06
12,C00,1.05,0.1,3.017815208068885e-10,0.0546998175409827,0.007102102,0.050864812,0.00807137634057574,COMPLETED,,0.0,0.054702702625,4.689590235176453e-07,2.5321664624480004e-21,4.689590235176478e-07,True,True,0,0.015,0.015,12,274.68637206201674,2.8850840330844065e-06
20,C00,1.15,0.105,0.1259143515352406,0.124921872190643,0.120825455,0.121306114,0.00624264168758594,COMPLETED,,0.12591334562499998,0.12491939524999998,2.8162134183115473e-07,3.830817888719253e-21,2.8162134183115854e-07,True,True,0,0.015,0.03,12,284.943348358036,2.673404264466243e-06
7,C00,1.05,0.05,3.9623304327421566e-10,0.0216720758392142,-0.0043905973,0.0051857224,0.01706098466832606,COMPLETED,,0.0,0.02166992128828125,2.969147865094268e-07,1.4812615476708902e-22,2.96914786509427e-07,True,True,0,0.015,0.015,12,265.08921335899504,2.1545509693839575e-06
4,C00,1.0,0.095,8.092975981496505e-10,0.0101433175874361,-0.013561457,0.021150142,0.01746606199354541,COMPLETED,,0.0,0.010144933666666665,7.843892858363446e-07,1.0673782316329065e-21,7.843892858363457e-07,True,True,0,0.015,0.008,12,264.7842664939817,1.6160794332036129e-06
6,C00,1.0,0.125,-2.4879102619033463e-11,0.0194746295545811,-0.008868843,0.020179307,0.008896794142804103,COMPLETED,,0.0,0.019476181999999998,6.351552891741297e-07,2.850653706628149e-21,6.351552891741326e-07,True,True,0,0.015,0.008,12,275.99472192599205,1.5524454190974495e-06
1,C00,1.0,0.065,5.318523598496773e-08,0.0044499855836279,-0.017917901,0.0055802804,0.01795356924280332,COMPLETED,,0.0,0.0044486191003906255,7.500812078179626e-07,2.6006901976036978e-22,7.500812078179628e-07,True,True,0,0.015,0.008,12,248.2733291350305,1.3675178635323332e-06
11,C00,1.05,0.085,2.2233667796181407e-10,0.0423637176862112,-0.0050076246,0.041632637,0.005060709963140891,COMPLETED,,0.0,0.042365058875,2.3167201377777747e-07,1.362743778679221e-21,2.3167201377777882e-07,True,True,0,0.015,0.015,12,272.85585097502917,1.3411888072280424e-06
29,C01,1.0,0.14,-1.3824653512991852e-11,0.026296053046404,0.00208655,0.03516712,0.009113150929035179,COMPLETED,,0.0,0.026297328333333335,4.572426072564888e-07,3.53248111541444e-21,4.5724260725649234e-07,True,True,0,0.015,0.008,12,276.54759844596265,1.2752869294113603e-06
10,C00,1.05,0.075,3.8536165476661847e-10,0.0356029301043054,-0.01574865,0.028072402,0.017456484253425296,COMPLETED,,0.0,0.035601698875000004,2.0959993857281083e-07,8.273480285586382e-22,2.0959993857281165e-07,True,True,0,0.015,0.015,12,272.31933487800416,1.2312293657054737e-06
0,C00,1.0,0.055,-1.963662682691355e-07,0.0031382028597574,-0.005853027,0.0030376094,0.005853695027185354,COMPLETED,,0.0,0.003137038026757812,5.793115851873958e-07,1.397515214114241e-22,5.793115851873959e-07,True,True,0,0.015,0.008,12,244.8995767509914,1.181268652018969e-06
28,C01,1.0,0.135,4.486303830662882e-11,0.0238070220816896,0.001039058,0.02821241,0.004526266026751924,COMPLETED,,0.0,0.023808113125,4.107770806053697e-07,3.3693395603102445e-21,4.107770806053731e-07,True,True,0,0.015,0.015,12,277.3711481219507,1.0910433113209799e-06
24,C00,1.2,0.08,0.1340569456428095,0.1252466098615217,0.14128435,0.14307813,0.019240542720809446,COMPLETED,,0.13405778750000003,0.12524609875,7.241933140253028e-08,4.828886697878663e-21,7.241933140253511e-08,True,True,0,0.06,0.03,12,278.00204007001594,9.848647200628543e-07
8,C00,1.05,0.06,4.818920439745717e-10,0.026850382922755,-0.016061842,0.009249093,0.023828306504197663,COMPLETED,,0.0,0.02685109488248697,1.1019972233008796e-07,3.203588622345027e-22,1.1019972233008828e-07,True,True,0,0.015,0.015,12,267.66924547200324,7.119598950564467e-07
2,C00,1.0,0.075,-9.544762484683384e-09,0.0060334923763868,-0.019858688,0.011153984,0.02050820675866146,COMPLETED,,0.0,0.006034192333333335,3.7397877917107284e-07,4.347220163827348e-22,3.7397877917107327e-07,True,True,0,0.015,0.008,12,253.99659143999452,7.000220207202856e-07
30,C01,1.0,0.15,-8.405645788231906e-11,0.0321062949597958,0.0033924282,0.05199941,0.020180302169820575,COMPLETED,,0.0,0.03210683187499999,1.710604484255981e-07,3.3604778976423315e-21,1.7106044842560145e-07,True,True,0,0.015,0.015,12,279.4079909870052,5.369152107722841e-07
38,C01,1.05,0.13,5.561380768025613e-10,0.1057320985786008,0.04512611,0.08330081,0.05039373434104552,COMPLETED,,0.0,0.10573245062499999,1.87335143456016e-08,7.935688973119914e-22,1.8733514345602394e-08,True,True,0,0.03,0.015,12,273.59841887798393,3.5204683845876437e-07
5,C00,1.0,0.11,4.635943253909663e-11,0.0142365019789538,-0.01753813,0.02111692,0.01883948400746031,COMPLETED,,0.0,0.014236711666666667,9.458485396162272e-08,1.8458928103522477e-21,9.458485396162456e-08,True,True,0,0.015,0.008,12,270.5014924670104,2.0968771799159164e-07
3,C00,1.0,0.085,-3.258289311069424e-09,0.0079182452555799,-0.015405625,0.01747105,0.018127031189184958,COMPLETED,,0.0,0.007918073681640624,8.850642722150778e-08,6.998349741169034e-22,8.850642722150849e-08,True,True,0,0.015,0.03,12,259.17118713399395,1.7160487489606713e-07
