Mach,alpha,cr,ci,omega_i,delta_kappa,delta_q,residual_norm,accepted,parameterization,settings_name,spectral_extent,matching_y,max_step,rtol,atol,optimizer_success,optimizer_status,optimizer_message,optimizer_nfev,objective_calls,integration_failures,active_lower_ci,active_upper_ci,ci_lower,ci_upper,seed_cr,seed_ci,attempt_timestamp,purpose,source_path,source_Mach,source_alpha,source_cr,source_ci,mach_distance,anchor_score,direction,requested_alpha,seed_alpha,trial_alpha,trial_step
1.3,0.1,0.2292426410416582,0.0908366155745435,0.0090836615574543,-2.9463640902060995e-10,1.018531422397606e-10,3.1174456868512253e-10,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,2,11,0,False,False,0.000908323489283,0.2,0.2292287978156679,0.0908323489283033,2026-07-23T11:40:54.233762+00:00,anchor,/lustre/fswork/projects/rech/fdb/usv13rn/These_PINN_KH_RT/classic_supersonic/data/spectral/supersonic_primary_modal_spectral_133pts.csv,1.3,0.1,0.2292287978156679,0.0908323489283033,0.0,61.4476446487817,,,,,
1.3,0.095,0.2242597404193372,0.0928297172883899,0.008818823142397,3.391606440139583e-12,-6.295068633033196e-13,3.449532306812371e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,4,21,0,False,False,0.0009083661557454,0.2,0.2292426410416582,0.0908366155745435,2026-07-23T11:40:54.886623+00:00,continuation,,,,,,,,low,0.095,0.1,0.095,-0.005
1.3,0.09,0.218995968471251,0.0947978768988283,0.0085318089208945,1.3256583331067162e-12,-2.508288715619145e-13,1.3491794317081405e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0009486655086539,0.2,0.2192768397970161,0.0948665508653909,2026-07-23T11:40:55.396231+00:00,continuation,,,,,,,,low,0.09,0.095,0.09,-0.005
1.3,0.085,0.2134213938242283,0.0967386008453398,0.0082227810718538,1.919631120728127e-12,-4.238085576924178e-13,1.965857912780385e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0009680776508892,0.2,0.2137321965231648,0.0968077650889211,2026-07-23T11:40:55.916251+00:00,continuation,,,,,,,,low,0.085,0.09,0.085,-0.0049999999999999
1.3,0.08,0.2075007810240294,0.0986490553402817,0.0078919244272225,2.8198103574350597e-12,-7.106017163582834e-13,2.907969265860521e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0009871905573899,0.2,0.2078468191772056,0.0987190557389967,2026-07-23T11:40:56.423250+00:00,continuation,,,,,,,,low,0.08,0.085,0.08,-0.005
1.3,0.075,0.2011921708361684,0.1005260030209101,0.0075394502265682,4.198422859369444e-12,-1.1951238609864134e-12,4.36521197070371e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0010059723868746,0.2,0.2015801682238304,0.100597238687464,2026-07-23T11:40:56.926633+00:00,continuation,,,,,,,,low,0.075,0.08,0.075,-0.005
1.3,0.07,0.1944449187154971,0.1023657240180355,0.0071656006812624,6.387616130476559e-12,-2.0261830407930503e-12,6.70127283022574e-12,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0010243866247377,0.2,0.1948835606483074,0.1024386624737767,2026-07-23T11:40:57.431770+00:00,continuation,,,,,,,,low,0.07,0.075,0.07,-0.0049999999999999
1.3,0.065,0.1871969256061416,0.1041639159691191,0.0067706545379927,9.966558828233827e-12,-3.4846153740275558e-12,1.0558164574468179e-11,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0010423911365059,0.2,0.1876976665948258,0.1042391136505941,2026-07-23T11:40:57.933900+00:00,continuation,,,,,,,,low,0.065,0.07,0.065,-0.005
1.3,0.06,0.1793706111999913,0.1059155682198471,0.0063549340931908,1.606047066171623e-11,-6.130485008526421e-12,1.7190740656400323e-11,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0010599369558613,0.2,0.1799489324967861,0.1059936955861325,2026-07-23T11:40:58.431352+00:00,continuation,,,,,,,,low,0.06,0.065,0.06,-0.005
1.3,0.055,0.1708668469193651,0.1076147999747644,0.005918813998612,2.696906933885579e-11,-1.1143922590273192e-11,2.918077640677185e-11,True,log_ci,nominal,20.0,1.0,0.5,1e-09,1e-11,True,1,`gtol` termination condition is satisfied.,3,16,0,False,False,0.0010769667679025,0.2,0.1715442967938409,0.1076966767902511,2026-07-23T11:40:58.967117+00:00,continuation,,,,,,,,low,0.055,0.06,0.055,-0.0049999999999999
