chart_id,field_family,metric,n,mean,median,p90,p95,p99,max
ETAEDGE_HM1,pQscaled,compat_abs,4096,0.00022010528180236764,0.00017245960102379483,0.0004208475265680883,0.0005542610766494526,0.0008847779822987602,0.002987155216837911
ETAEDGE_HM1,pQscaled,compat_rel,4096,0.022513288931186873,0.001630866670612233,0.025689179161661156,0.07331491476987229,0.5807864944410005,0.9999938196010063
ETAEDGE_HM1,pQscaled,ode_abs,4096,0.00757587176505049,0.003359703867465432,0.02337717538511181,0.033241904106530926,0.041656899166769526,0.05030130191009058
ETAEDGE_HM1,pQscaled,ode_rel,4096,0.7256908288956058,0.721625854262766,0.9780341929730785,0.9879488315101752,0.997588917735081,0.9999965978190976
ETAEDGE_HM1,pQscaled,bc_left_abs,1024,3.618996094873378e-05,3.601072996297777e-05,4.737796699055645e-05,5.0126706294457233e-05,5.5841830858295484e-05,6.243980898560563e-05
ETAEDGE_HM1,pQscaled,bc_right_abs,1024,3.602615533945212e-05,3.396872680466841e-05,5.193535788325511e-05,6.22208990261838e-05,8.729474352738707e-05,0.00011680694886831106
ETAEDGE_HM1,pQscaled,gauge_abs,1024,2.1552909938125618e-05,1.5277923804222108e-05,4.782407185601194e-05,5.621336117051324e-05,9.203815294641628e-05,0.00021042174949851295
ETAEDGE_HM1,pQscaled,q_center_abs,1024,4.911884375886379e-05,4.230858817638652e-05,9.416412854759599e-05,0.00010363480324146376,0.00021383640054641886,0.0005646065227825053
ETAEDGE_HM1,pQscaled,parity_p_re_even_abs,1024,5.2656058904985265e-05,4.4536537401607124e-05,0.00010752703510160667,0.00013312375026761636,0.00015842954862548385,0.00025221144637521675
ETAEDGE_HM1,pQscaled,parity_p_im_odd_abs,1024,1.1072429372373312e-05,9.961566374889434e-06,2.3420536890824763e-05,2.6425837337618786e-05,3.1974483605113125e-05,3.613083269871781e-05
ETAEDGE_HM1,pQscaled,parity_q_re_odd_abs,1024,0.00022542979662464722,0.00018236029190832337,0.0004329514173549487,0.0005078875615290939,0.0010908340523650834,0.002175985117770507
ETAEDGE_HM1,pQscaled,parity_q_im_even_abs,1024,9.383429755967286e-05,7.294270373756398e-05,0.00019970714161709672,0.00024152301493967376,0.0003300276232062737,0.00045075178089038284
ETAEDGE_HM2A,pQscaled,compat_abs,4096,0.0002416567058871476,0.00018338701566120402,0.0004918588506657036,0.000629096712447342,0.0009952642042877127,0.003820596552736904
ETAEDGE_HM2A,pQscaled,compat_rel,4096,0.01147958891818065,0.0013314236114155206,0.011003268839787991,0.02694707763839974,0.2521046918287765,0.9941623476882062
ETAEDGE_HM2A,pQscaled,ode_abs,4096,0.00658823675265989,0.004191860313326498,0.01855150231880315,0.02289759259007728,0.028562715104707606,0.034456793551934185
ETAEDGE_HM2A,pQscaled,ode_rel,4096,0.7787085480659679,0.8106683055289168,0.9748742893401388,0.9868341541350378,0.9973524728178953,0.9999818035130369
ETAEDGE_HM2A,pQscaled,bc_left_abs,1024,4.034010043859693e-05,3.7997403149920594e-05,5.959526121968136e-05,6.596154557995369e-05,7.424153147467929e-05,7.918280237675267e-05
ETAEDGE_HM2A,pQscaled,bc_right_abs,1024,3.502466421369287e-05,2.8757246454241376e-05,5.804761663244134e-05,7.085729468381072e-05,9.20285668111013e-05,0.00011350167186942848
ETAEDGE_HM2A,pQscaled,gauge_abs,1024,4.176675256978769e-05,4.221867375651096e-05,6.574214371969348e-05,7.626469446248493e-05,0.00012294559084269878,0.0002825057797329606
ETAEDGE_HM2A,pQscaled,q_center_abs,1024,4.581153267591078e-05,4.077041788994127e-05,8.926629325138057e-05,0.00011097867328625561,0.00015630445512459018,0.0002387723691340514
ETAEDGE_HM2A,pQscaled,parity_p_re_even_abs,1024,3.954031733497971e-05,2.5576945834770992e-05,9.64871745408713e-05,0.00012773921978840306,0.000201593009846398,0.0002817522615267132
ETAEDGE_HM2A,pQscaled,parity_p_im_odd_abs,1024,5.217801381913678e-06,4.923371544011154e-06,9.62276264424198e-06,1.0578932910264737e-05,1.529240962786389e-05,3.0729413622076324e-05
ETAEDGE_HM2A,pQscaled,parity_q_re_odd_abs,1024,0.0003491925793518043,0.00028530241753468855,0.0007481973974477419,0.0008792820528680994,0.001162852559097388,0.0034735360991201003
ETAEDGE_HM2A,pQscaled,parity_q_im_even_abs,1024,3.161256573381221e-05,2.1870895429076812e-05,7.411060766392172e-05,8.831600756776388e-05,0.00011731799735902076,0.0001757518204040247
ETAEDGE_HM2B,pQscaled,compat_abs,4096,0.00026302249351679326,0.0001996729558601775,0.0005316513505208922,0.0006901849545525884,0.001062641134575311,0.008348152319279174
ETAEDGE_HM2B,pQscaled,compat_rel,4096,0.010567313374143862,0.0017146570841506965,0.01362629316502741,0.03409966205556781,0.18266887333519183,0.9999862581921342
ETAEDGE_HM2B,pQscaled,ode_abs,4096,0.004970500122665375,0.003975525800725541,0.011231824864202038,0.013660898247973587,0.018059897025516965,0.025536265428163597
ETAEDGE_HM2B,pQscaled,ode_rel,4096,0.8537329571906482,0.879293888279284,0.9861749242490967,0.9926216385426887,0.9983373810238501,0.999965012463991
ETAEDGE_HM2B,pQscaled,bc_left_abs,1024,1.942486776726173e-05,1.6976250356599738e-05,3.30493482999755e-05,3.4715034733336476e-05,3.690181396690917e-05,5.147806088471565e-05
ETAEDGE_HM2B,pQscaled,bc_right_abs,1024,1.8794679906160672e-05,1.499248826407012e-05,3.094924830353517e-05,3.8949740579632174e-05,8.534613530654064e-05,0.00012749635163387152
ETAEDGE_HM2B,pQscaled,gauge_abs,1024,1.3720779423820005e-05,1.2595497635381847e-05,2.312182330500258e-05,2.7296169922530495e-05,6.0165101892566044e-05,0.00018790803600532728
ETAEDGE_HM2B,pQscaled,q_center_abs,1024,5.6979503929511724e-05,4.703112003077775e-05,0.00010491901217897055,0.00013759007675139115,0.0002838238740013421,0.0004176102554234954
ETAEDGE_HM2B,pQscaled,parity_p_re_even_abs,1024,2.813408689090449e-05,1.542150332867198e-05,7.271585750467936e-05,9.670800186900577e-05,0.00013990322324545002,0.00019620364626327103
ETAEDGE_HM2B,pQscaled,parity_p_im_odd_abs,1024,9.042117296966408e-06,6.842903586880516e-06,2.0623521531769308e-05,2.296238980641049e-05,2.584471434380136e-05,2.7353777115706997e-05
ETAEDGE_HM2B,pQscaled,parity_q_re_odd_abs,1024,0.00014814673669845315,0.00011597253049494289,0.00031258944213618107,0.0004139704422016567,0.0006696381682344025,0.0011108124765562
ETAEDGE_HM2B,pQscaled,parity_q_im_even_abs,1024,4.3889118474960703e-05,3.5915857660949934e-05,8.786360634316156e-05,0.00010963803958145439,0.00015275365427742832,0.00018349724474167237
ETAEDGE_LM,pQscaled,compat_abs,4096,0.0003420026311532387,0.00025559284104372844,0.000705353851288179,0.0009135017205122887,0.0014272760984394065,0.00286704904437469
ETAEDGE_LM,pQscaled,compat_rel,4096,0.02585667034613568,0.0011194409756256928,0.024049016315042217,0.15105637659110008,0.6250287562976243,0.9999899701486373
ETAEDGE_LM,pQscaled,ode_abs,4096,0.012132145082257063,0.0049423624824377396,0.03143774958545026,0.05476424054897206,0.08634209167221298,0.1080210835825376
ETAEDGE_LM,pQscaled,ode_rel,4096,0.6153339189727777,0.5905274973321699,0.9939398346427475,0.9990167804567955,0.9999407511444303,0.9999988418532673
ETAEDGE_LM,pQscaled,bc_left_abs,1024,3.941544164278473e-05,3.683993169069457e-05,5.4608168645933206e-05,7.832370111139689e-05,0.00012137779716548237,0.0001773562612497828
ETAEDGE_LM,pQscaled,bc_right_abs,1024,3.5088460970708694e-05,2.895073911347678e-05,6.492813182043143e-05,8.524356266167022e-05,0.0001097534817046326,0.0001367187088912378
ETAEDGE_LM,pQscaled,gauge_abs,1024,2.1650721071518803e-05,1.8680278402782745e-05,3.65598656068632e-05,4.51666661438589e-05,6.988442788256809e-05,0.0001051934455748724
ETAEDGE_LM,pQscaled,q_center_abs,1024,7.372974062718949e-05,6.018556489207575e-05,0.0001404104772867809,0.00016435991677353116,0.0003329224377103786,0.000542314074654591
ETAEDGE_LM,pQscaled,parity_p_re_even_abs,1024,9.333890490524068e-05,7.951274383027895e-05,0.00019105828676225793,0.00022258769898526596,0.0002793290231037326,0.0003241533259055185
ETAEDGE_LM,pQscaled,parity_p_im_odd_abs,1024,4.198175422035397e-05,3.5448943207526395e-05,9.096844861613414e-05,0.00010802817165603971,0.00013777572657868258,0.00017162074285763732
ETAEDGE_LM,pQscaled,parity_q_re_odd_abs,1024,0.00032160436632782416,0.00027655033895776504,0.0006323683699103521,0.000776798218355773,0.0012051716957606363,0.0019338182093592837
ETAEDGE_LM,pQscaled,parity_q_im_even_abs,1024,0.00019028009761569992,0.00016843215345405463,0.00038281281477570774,0.00044622305836460247,0.000563223499837075,0.0006579423467709261
ETAEDGE_MM,pQscaled,compat_abs,4096,0.0002970807054369596,0.00023440670744960085,0.0005678195556843006,0.0007834282408449159,0.0011921179247313415,0.004025767777717873
ETAEDGE_MM,pQscaled,compat_rel,4096,0.02371075255945733,0.001342555818338169,0.02468624016170879,0.06698617740475127,0.7184992830585143,0.9989528165556502
ETAEDGE_MM,pQscaled,ode_abs,4096,0.010617618818710838,0.003846668383744068,0.03219368765789696,0.049087538349618876,0.06522441176798002,0.08033990889773648
ETAEDGE_MM,pQscaled,ode_rel,4096,0.6636216051779437,0.6363883940903861,0.9952416662240127,0.9981157658651838,0.9997708683231878,0.9999999462667778
ETAEDGE_MM,pQscaled,bc_left_abs,1024,3.426375245615814e-05,2.740230629499013e-05,5.608761661673178e-05,8.23973523970981e-05,0.00016651798379489763,0.00022259373962771334
ETAEDGE_MM,pQscaled,bc_right_abs,1024,1.4713964562786623e-05,1.2195096533222953e-05,2.7206555371607806e-05,3.1375661545993255e-05,3.972380538987886e-05,7.64348250726733e-05
ETAEDGE_MM,pQscaled,gauge_abs,1024,3.032806525876511e-05,2.1254406786143466e-05,6.84805769705344e-05,7.911719515977863e-05,0.00011443096540088486,0.00021950676365362922
ETAEDGE_MM,pQscaled,q_center_abs,1024,8.564980561018683e-05,6.796440644583901e-05,0.00015401421661306674,0.0001904618614651793,0.0004680444462894872,0.0007094152304687098
ETAEDGE_MM,pQscaled,parity_p_re_even_abs,1024,0.0001024868214905164,6.843962565122874e-05,0.0002558227176119421,0.00032449531412145904,0.0004608477276143952,0.0005708434327801326
ETAEDGE_MM,pQscaled,parity_p_im_odd_abs,1024,4.096404031614765e-05,2.9238972621502875e-05,9.136015115857355e-05,0.00011965523465085423,0.00019355030672759356,0.0002784844297291089
ETAEDGE_MM,pQscaled,parity_q_re_odd_abs,1024,0.00034101164025189984,0.0002651844183554769,0.0007430469144571796,0.0009103142364096869,0.0011241468548149889,0.0017443287288484988
ETAEDGE_MM,pQscaled,parity_q_im_even_abs,1024,9.071517448098192e-05,5.9084010613026997e-05,0.00022051441287056987,0.000299632172274766,0.000479858125451347,0.0005648944903831644
HIGH_HIM,pq_legacy,compat_abs,4096,0.00021557654711653397,0.00011596251250728325,0.0003387845000768487,0.000611942997570367,0.002423077712874557,0.005507842437744416
HIGH_HIM,pq_legacy,compat_rel,4096,0.13461622318600347,0.03248855831878869,0.4455094391197426,0.6853130417793409,0.9658758510462753,0.9998873782439786
HIGH_HIM,pq_legacy,ode_abs,4096,0.002495673537723971,0.0008297074884416095,0.007269989033433044,0.01307358215768219,0.023263091004840288,0.05011402268041502
HIGH_HIM,pq_legacy,ode_rel,4096,0.4969026340733138,0.4502482083526293,0.9969508534607168,0.9990153407725573,0.9999457625446675,0.9999999999752378
HIGH_HIM,pq_legacy,bc_left_abs,1024,3.420501300317143e-05,3.017935620999878e-05,6.52461641350774e-05,7.623322486074985e-05,9.047749533532725e-05,0.00010724484441226581
HIGH_HIM,pq_legacy,bc_right_abs,1024,5.2685859379933184e-05,4.621550678202961e-05,9.366661950278885e-05,0.00011523763165237227,0.0001500698029241342,0.00018139338886646221
HIGH_HIM,pq_legacy,gauge_abs,1024,3.293051181148459e-05,3.293827389935341e-05,5.121166972406172e-05,5.937046635906004e-05,8.497463384360505e-05,0.00010416556832578169
HIGH_HIM,pq_legacy,q_center_abs,1024,7.86183114006224e-05,7.365433951650276e-05,0.00013137625629427115,0.00018179812679074795,0.0002551115523523335,0.00029565006408579375
HIGH_HIM,pq_legacy,parity_p_re_even_abs,1024,0.0003372228045775503,0.00018514010515274792,0.0009076416144126356,0.0011965746772401697,0.001818253922230524,0.002178085284713971
HIGH_HIM,pq_legacy,parity_p_im_odd_abs,1024,0.0002759379774612151,0.00021234950702129314,0.0005915347994533171,0.0007362951854857383,0.001217686375584125,0.0014521792720961109
HIGH_HIM,pq_legacy,parity_q_re_odd_abs,1024,0.00017608462248876465,0.00010103628851741296,0.00039031109838565255,0.0005994756819549204,0.0012510809705479433,0.001968892027103708
HIGH_HIM,pq_legacy,parity_q_im_even_abs,1024,0.00016345722892113028,6.520854386833641e-05,0.00042583956577398063,0.0007671490911066874,0.0012788127971164194,0.001859657364288947
HIGH_LOWM_COMPACTY,pq_legacy,compat_abs,4096,0.00023461523750208883,9.842260110528092e-05,0.00035570660602659665,0.0008377920368044189,0.0032332025112720886,0.006727537124306825
