chart_id,field_family,metric,n,mean,median,p90,p95,p99,max
HIGH_LOWM_COMPACTY,pq_legacy,compat_rel,4096,0.09535839807995429,0.0021612172388521395,0.338191263382149,0.653571096222836,0.9741198740098855,0.9999954069630297
HIGH_LOWM_COMPACTY,pq_legacy,ode_abs,4096,0.0029587253795217705,0.000833973022701817,0.00766992823095195,0.012334832477339854,0.03023899894564497,0.05965238517520498
HIGH_LOWM_COMPACTY,pq_legacy,ode_rel,4096,0.2580295095946197,0.029323128118467077,0.9989649500332123,0.9998126304542314,0.9999904392779602,0.9999999988663253
HIGH_LOWM_COMPACTY,pq_legacy,bc_left_abs,1024,7.67767760328493e-06,7.100329069750026e-06,1.1697998982605753e-05,1.2817290658063711e-05,1.660482055700631e-05,2.0976197676731677e-05
HIGH_LOWM_COMPACTY,pq_legacy,bc_right_abs,1024,1.6325287170860236e-05,1.5949489531668348e-05,2.2513834621638128e-05,2.4425157757739534e-05,2.7235285601391657e-05,2.9509196741478084e-05
HIGH_LOWM_COMPACTY,pq_legacy,gauge_abs,1024,1.4373133387993765e-05,1.128665151682411e-05,2.6999285793275967e-05,3.2801935470797396e-05,4.586970097917707e-05,6.48913458652381e-05
HIGH_LOWM_COMPACTY,pq_legacy,q_center_abs,1024,5.4604064161409226e-05,5.849091596731417e-05,6.734842597790527e-05,7.22219491543539e-05,7.873467984339861e-05,8.140879817494784e-05
HIGH_LOWM_COMPACTY,pq_legacy,parity_p_re_even_abs,1024,0.00013227571269956403,9.816646764593262e-05,0.00028520992468746844,0.00036704704985589525,0.0005721245772053339,0.0011651229357074744
HIGH_LOWM_COMPACTY,pq_legacy,parity_p_im_odd_abs,1024,7.021649117388112e-05,6.060723331457931e-05,0.00014594403233071827,0.00017132900977926075,0.0002156784522997438,0.00028766558214441545
HIGH_LOWM_COMPACTY,pq_legacy,parity_q_re_odd_abs,1024,0.00012327957623668376,0.00010379648744435199,0.0002432397772532569,0.0003002660981656704,0.0004299797874350694,0.0005710695008135369
HIGH_LOWM_COMPACTY,pq_legacy,parity_q_im_even_abs,1024,6.409847475465171e-05,2.8935925331700918e-05,0.00018244100004839798,0.00024154409248235763,0.00037282722652523564,0.0004946525436991811
HM1_HIGH,pq_etaaware,compat_abs,4096,0.00017064088362004167,0.00012484988846668776,0.0003199994364315743,0.0004337866786601011,0.0010171979333218981,0.002587734243239525
HM1_HIGH,pq_etaaware,compat_rel,4096,0.09252733869251159,0.004152430970580454,0.3236837343674285,0.5239549106562071,0.9044556929036937,0.9999920951646473
HM1_HIGH,pq_etaaware,ode_abs,4096,0.0016439150071221671,0.001081900621853016,0.00396214997010175,0.005260891646085562,0.007535673592110916,0.02134089296290719
HM1_HIGH,pq_etaaware,ode_rel,4096,0.37809395090211095,0.18712108037037842,0.9759709618084578,0.9931792787647424,0.9997630198403782,0.9999998409220968
HM1_HIGH,pq_etaaware,bc_left_abs,1024,1.794939350920336e-05,1.6422653512874397e-05,2.743943422711502e-05,3.304887762187498e-05,5.590167886407451e-05,6.80889988341578e-05
HM1_HIGH,pq_etaaware,bc_right_abs,1024,1.84956306976837e-05,1.682677249238073e-05,2.9931558333422432e-05,3.606908573628594e-05,4.966899270612251e-05,7.788847991632899e-05
HM1_HIGH,pq_etaaware,gauge_abs,1024,8.457231959929545e-06,7.187213909886375e-06,1.4095856383880876e-05,1.752080790771286e-05,3.186065705353795e-05,5.943807300131004e-05
HM1_HIGH,pq_etaaware,q_center_abs,1024,2.6770536023694628e-05,2.5422184149155765e-05,4.373114572532666e-05,4.7971908159916225e-05,6.219111631202852e-05,7.55777138618666e-05
HM1_HIGH,pq_etaaware,parity_p_re_even_abs,1024,0.0002886726103406179,0.00021708650059754087,0.0006439269515743585,0.000797211561125521,0.0012171391745974102,0.002001710773120169
HM1_HIGH,pq_etaaware,parity_p_im_odd_abs,1024,0.0002675359833576241,0.00021967880160790945,0.0005484447100425374,0.0006860005868597411,0.0009507585348361281,0.0014928190607760294
HM1_HIGH,pq_etaaware,parity_q_re_odd_abs,1024,0.00017303200472915226,0.00013175409552567676,0.00036975880630129605,0.0004743228886367769,0.0007838363881183973,0.0012434732736615606
HM1_HIGH,pq_etaaware,parity_q_im_even_abs,1024,0.00011155936438476632,9.299585832595525e-05,0.00021572144577453636,0.0002922804891357087,0.00047254593406430675,0.001105517006171848
HM1_LOW,pq_etaaware,compat_abs,4096,0.00014687921886459446,0.0001141106296592228,0.0002782380053285734,0.0003601155875656214,0.0007060648662349298,0.0016725522233948435
HM1_LOW,pq_etaaware,compat_rel,4096,0.052504124039958855,0.0031399141940349593,0.1566150039575514,0.25510682539850116,0.5365433665224572,0.9994909559061552
HM1_LOW,pq_etaaware,ode_abs,4096,0.001831265826523206,0.0011282483397548056,0.004532638289497725,0.006520187896143882,0.01209866645987553,0.022892950875876363
HM1_LOW,pq_etaaware,ode_rel,4096,0.41102529366119733,0.2921930744094281,0.9506450811241269,0.9884528126122695,0.9995399458909191,0.9999999639549566
HM1_LOW,pq_etaaware,bc_left_abs,1024,1.9946440490916348e-05,1.7618445118714284e-05,3.552991929843657e-05,4.010867442916051e-05,5.0663371254050776e-05,7.302118237189854e-05
HM1_LOW,pq_etaaware,bc_right_abs,1024,2.0169738718554056e-05,2.0218446096895225e-05,3.3322350349179556e-05,3.6879523309473775e-05,4.171115773761588e-05,4.822139888046681e-05
HM1_LOW,pq_etaaware,gauge_abs,1024,1.582589488422157e-05,1.6185205539394527e-05,2.2270014336298264e-05,2.62986487582314e-05,3.244065415919321e-05,3.976631632318376e-05
HM1_LOW,pq_etaaware,q_center_abs,1024,2.2565404023119646e-05,1.651086541576885e-05,5.136628362632612e-05,6.183867821884895e-05,8.033551019002576e-05,9.470977047203351e-05
HM1_LOW,pq_etaaware,parity_p_re_even_abs,1024,0.00023609625797953578,0.00018566921767509958,0.0005205394875137604,0.0006436605653216131,0.0008645879787254769,0.0012193406035331256
HM1_LOW,pq_etaaware,parity_p_im_odd_abs,1024,0.00029221642511455286,0.00021506942390851248,0.0006644897242439796,0.0008632853889817755,0.0012475290965025638,0.0017758685579684387
HM1_LOW,pq_etaaware,parity_q_re_odd_abs,1024,0.0001335833580858071,0.0001192928770159668,0.0002679617913976721,0.00029923224119970525,0.0003891586451575484,0.00045490641570022916
HM1_LOW,pq_etaaware,parity_q_im_even_abs,1024,0.00010510094803231116,8.168973657126256e-05,0.00022914620115486886,0.0003102723530285715,0.0004285967251902938,0.0005222978085143368
HM1_MID,pq_etaaware,compat_abs,4096,0.0001626524004684132,0.00012143338274746624,0.0003109674942729884,0.0004097413296992168,0.0008103517845192917,0.0019958346473622096
HM1_MID,pq_etaaware,compat_rel,4096,0.07313074791646973,0.005324510338634038,0.21156251744375615,0.3445875942249985,0.8190742782974363,0.9987321462223482
HM1_MID,pq_etaaware,ode_abs,4096,0.0018340806383826333,0.0010848444856404469,0.004515092869870794,0.006247724829461791,0.009592954487124574,0.0220539410516725
HM1_MID,pq_etaaware,ode_rel,4096,0.4362953299733481,0.36320790752130877,0.9677121674882292,0.9920214394028998,0.9995652442149656,0.9999999476529563
HM1_MID,pq_etaaware,bc_left_abs,1024,2.0976926214495285e-05,1.9666020419960506e-05,3.599736869803406e-05,4.13823948229365e-05,5.5649233330119435e-05,7.184390286688637e-05
HM1_MID,pq_etaaware,bc_right_abs,1024,1.8340381960123707e-05,1.472544061134282e-05,3.832589075459841e-05,4.434742929765689e-05,5.590202631754125e-05,7.197138026398934e-05
HM1_MID,pq_etaaware,gauge_abs,1024,8.849830139648533e-06,8.20053522980586e-06,1.629443027057006e-05,1.8254016194364932e-05,2.6355102393566076e-05,3.669236084962917e-05
HM1_MID,pq_etaaware,q_center_abs,1024,3.960103188783179e-05,3.602324103267954e-05,7.510268642166182e-05,8.146518131726111e-05,0.00011657388262229116,0.000132842162749793
HM1_MID,pq_etaaware,parity_p_re_even_abs,1024,0.00027274967246516095,0.00021581042749230228,0.0005666162914333639,0.000742560214177895,0.0011599983552000653,0.0016512152186183293
HM1_MID,pq_etaaware,parity_p_im_odd_abs,1024,0.00038129708274315223,0.0002839836182474747,0.0008322432658915,0.0010709116135292276,0.0016929223522893586,0.0032028784907840585
HM1_MID,pq_etaaware,parity_q_re_odd_abs,1024,0.0001653188343150077,0.00012822809952764934,0.0003499775262338245,0.0004550950048537557,0.0007288010644424905,0.0010091902370422678
HM1_MID,pq_etaaware,parity_q_im_even_abs,1024,0.00017292721300586915,0.00012169059444004952,0.00035313595223144585,0.0006125429176700252,0.00090202640460596,0.0013829974626751104
HM1_NEUTRAL1,pq_etaaware,compat_abs,4096,0.0001630161834746712,0.00012137400193259679,0.00033122575972489897,0.0004302811935659428,0.0006934861283001195,0.00170728513838918
HM1_NEUTRAL1,pq_etaaware,compat_rel,4096,0.12904066081773416,0.005927970796908573,0.4731741105310404,0.7885444757416514,0.9903640126095488,0.9999987556841234
HM1_NEUTRAL1,pq_etaaware,ode_abs,4096,0.0018672068039655477,0.000962915907034829,0.004951685360455607,0.006898858732945091,0.01103602143217892,0.02145432030473917
HM1_NEUTRAL1,pq_etaaware,ode_rel,4096,0.4008566777164776,0.22931044318900934,0.984405161456998,0.9958121930409756,0.9998661745640205,0.9999999925855181
HM1_NEUTRAL1,pq_etaaware,bc_left_abs,1024,2.837396046330188e-05,2.447096777675095e-05,5.2034293848811816e-05,5.943365495735054e-05,7.314660584199347e-05,8.275861123757371e-05
HM1_NEUTRAL1,pq_etaaware,bc_right_abs,1024,3.0410363888526918e-05,2.5658905629401133e-05,5.74060602216918e-05,6.85776039500668e-05,8.34433566229046e-05,0.00010016104344376502
HM1_NEUTRAL1,pq_etaaware,gauge_abs,1024,1.0152881822175244e-05,8.957296527766672e-06,1.7506924358736098e-05,2.10630430674498e-05,2.812317760011902e-05,3.662225480997357e-05
HM1_NEUTRAL1,pq_etaaware,q_center_abs,1024,4.770780275150921e-05,4.124343763733788e-05,9.816988005858962e-05,0.00010832890468334027,0.00011690114700543044,0.0001442957387839828
HM1_NEUTRAL1,pq_etaaware,parity_p_re_even_abs,1024,0.0002296838359680463,0.00017751574760738187,0.000494065808998401,0.0006435476687802587,0.0008498286544158484,0.0019431786277164242
HM1_NEUTRAL1,pq_etaaware,parity_p_im_odd_abs,1024,0.00013973691432636262,0.00010003525941010977,0.00028089106979686416,0.0004377732516217625,0.000845899110592619,0.0014306099797615837
HM1_NEUTRAL1,pq_etaaware,parity_q_re_odd_abs,1024,0.00015234321782790636,0.00010807232700030126,0.00035676952565793927,0.00048628005173377656,0.0007422818412447773,0.0010748401665381657
HM1_NEUTRAL1,pq_etaaware,parity_q_im_even_abs,1024,0.00010333106629510863,7.812228331575792e-05,0.00020887785869996413,0.00028010942863616867,0.0005737547851713389,0.0010003431933595062
HM1_NEUTRAL2,pq_etaaware,compat_abs,4096,0.00017651490019498912,0.00013470552008420814,0.0003480849592419796,0.00045219900994677574,0.0007936078472656642,0.0016905525424537006
HM1_NEUTRAL2,pq_etaaware,compat_rel,4096,0.10908903972853848,0.0063047533021728655,0.37288290491435366,0.7013018903898703,0.992922822351174,0.9999989912050783
HM1_NEUTRAL2,pq_etaaware,ode_abs,4096,0.0017389576694250425,0.0010086252437060991,0.004404893960832923,0.006021753816541136,0.008880477623092567,0.015611562525598739
HM1_NEUTRAL2,pq_etaaware,ode_rel,4096,0.373087789362086,0.14900270792509446,0.9899589493288155,0.9975989752461601,0.9998754836965752,0.9999998665833199
HM1_NEUTRAL2,pq_etaaware,bc_left_abs,1024,1.574543898615782e-05,1.3768310729536915e-05,3.0391083079323132e-05,3.593113064264606e-05,4.265635149817173e-05,7.264968219141884e-05
HM1_NEUTRAL2,pq_etaaware,bc_right_abs,1024,1.5510089310955935e-05,1.3076823652530858e-05,2.988591223271052e-05,3.620767698236604e-05,4.9099020836565246e-05,7.273250784892061e-05
HM1_NEUTRAL2,pq_etaaware,gauge_abs,1024,9.364644159603974e-06,8.444587295031328e-06,1.6527008367053123e-05,1.8844926985523225e-05,2.464890911042154e-05,4.931343856647261e-05
HM1_NEUTRAL2,pq_etaaware,q_center_abs,1024,3.296663326208954e-05,2.7034245765066717e-05,6.511718505981534e-05,8.02325600805705e-05,0.00011100727667666368,0.00013478808916069125
HM1_NEUTRAL2,pq_etaaware,parity_p_re_even_abs,1024,0.00023730166612703692,0.00019452003723668954,0.00046898843145445353,0.0005857887392086202,0.0008711621313446415,0.0016308308998101984
HM1_NEUTRAL2,pq_etaaware,parity_p_im_odd_abs,1024,0.00030590253032649413,0.0001937774210887559,0.0007908400044081147,0.0010366373152923374,0.00132714414501313,0.001757067676570391
HM1_NEUTRAL2,pq_etaaware,parity_q_re_odd_abs,1024,0.00015431365844450313,0.0001170018476388604,0.0003256770299143623,0.00042897437009805706,0.0006978416509145978,0.0012218316096161974
HM1_NEUTRAL2,pq_etaaware,parity_q_im_even_abs,1024,0.00013574240879268525,7.54499715314833e-05,0.0003422297203174733,0.0004417177160632662,0.0009288028222852729,0.0016220795717379072
HM1_NEUTRAL3,pq_etaaware,compat_abs,4096,0.0002130213874158993,0.000151570005747197,0.0004030435046585522,0.0006035616293404099,0.0012324862787025821,0.0022195357469983797
HM1_NEUTRAL3,pq_etaaware,compat_rel,4096,0.14071651609395044,0.008075682891078535,0.5717604096031457,0.8348521677999375,0.9955916057884097,0.9999998480568986
HM1_NEUTRAL3,pq_etaaware,ode_abs,4096,0.001294680889634925,0.000864171469327127,0.0030342632953680696,0.004219683424099289,0.006536921882448602,0.013529293088001602
HM1_NEUTRAL3,pq_etaaware,ode_rel,4096,0.3578829199256117,0.09443163546053124,0.9965459907505105,0.999452761254646,0.9999835774033725,0.9999999983963632
HM1_NEUTRAL3,pq_etaaware,bc_left_abs,1024,2.34074398306167e-05,2.2683687716754142e-05,3.692453880578826e-05,4.47364958924431e-05,6.262594200572565e-05,7.762932704402275e-05
HM1_NEUTRAL3,pq_etaaware,bc_right_abs,1024,2.0990606023858348e-05,1.9684201131308518e-05,3.5306887855377296e-05,3.93080710847654e-05,4.6644200852010746e-05,5.387990781673374e-05
HM1_NEUTRAL3,pq_etaaware,gauge_abs,1024,6.035972160323725e-06,5.2429085989116364e-06,1.0964914344121789e-05,1.321068725929417e-05,1.951805636450892e-05,2.36021216754833e-05
HM1_NEUTRAL3,pq_etaaware,q_center_abs,1024,3.029931991229643e-05,2.5377262797624412e-05,5.739189514833503e-05,7.765392631859706e-05,0.000123499156089911,0.00018313889098584956
HM1_NEUTRAL3,pq_etaaware,parity_p_re_even_abs,1024,0.00023266827401103213,0.00018378487680009714,0.0005028313040869814,0.0006022875560943992,0.0008949545868015828,0.0011117214353906224
