task_index,blumen_row_id,source_row_id,curve_id,curve_label,curve_key,family,Mach,alpha,blumen_ci,status,accepted_seed_source,n_attempts,classical_cr,classical_ci,classical_omega_i,delta_ci,residual_norm,settings_name,spectral_extent,matching_y,max_step,rtol,atol,mode_status,has_root,delta_ci_recomputed,true_isoline_task_index,alpha_blumen,target_ci,alpha_classical,delta_alpha,delta_ci_at_root,alpha_bracket_lower,alpha_bracket_upper,alpha_bracket_width,n_spectral_solves,message,n_solver_calls,abs_delta_alpha,bracket_alpha_left,bracket_alpha_right
119,119,131,6,ci=0.10,6__ci=0.10__ci_0.1,ci_level,1.351313969571231,0.0038647287621406,0.1,no_alpha_bracket,,75,,,,,,,,,,,,not_reconstructed,False,,85,0.0038647287621406,0.1,,,,,,,80,"No sign bracket found. Best sampled value: alpha=0.0263647287621, ci=0.0965718009449, ci-target=-3.428199e-03.",235,,1e-06,0.20386472876214062
