point_id,Mach,eta,alpha,ci_ref,ci_seed,ci_gep,ci_final,p_rel_final,rho_rel_final,u_rel_final,v_rel_final,p_overlap_final,p_rel_direct,rho_rel_direct,u_rel_direct,v_rel_direct,p_overlap_direct,sample_group,chart_id,continuation_status,reference_status,ci_final_source,ci_seed_abs_err,ci_seed_rel_err,ci_final_abs_err,ci_final_rel_err,gep_gain,modal_error_final,modal_error_direct
OFFGRID_0348,0.7202835534229853,0.9782604072129216,0.6785994397225865,0.0107883842660862,0.0145085927512029,0.0087411312453591,0.0087411312484056,0.0008452126331987,0.0008452126331987,0.0069579612294046,0.0033854434096767,0.9999996428308178,,,,,,near_neutral,HM1_NEUTRAL3,validated_bidirectional,continuation_corrected_reference,GEP_continuation_N401,0.0037202084851166,0.3448346289269054,0.0020472530176805,0.1897645622538897,1.817170839651001,0.0069579612294046,
