task_index,chart_id,Mach,eta,alpha,ci_original_reference,ci_seed,ci_release_gep,release_rel_err,shoot_ci_highres,shoot_source,shoot_primary_secondary_abs_diff,gep_highest_N,gep_highres_ci,gep_highres_rel_err_vs_shoot,continuation_forward_ci,continuation_backward_ci,forward_backward_ci_abs_diff,forward_backward_mode_overlap,reference_rel_shift_after_recheck,shooting_crosscheck_ok,bidirectional_branch_ok,highres_gep_vs_shoot_ok,diagnosis
1,HM1_NEUTRAL3,0.7202835534229853,0.9782604072129216,0.6785994397225865,0.0107883842660862,0.0145085927512029,0.0087411312484056,0.1897645622538897,0.010789369836231686,secondary_neutral,0.018441819688519358,601,0.010401668067690554,0.035933680504601356,0.00994196072862124,0.00994196072862124,0.0,0.9999999999999999,9.135474981038512e-05,False,True,True,shooting_reference_ambiguity
