budget,seed,n_points,predictor_median,predictor_p95,predictor_max,gep_median,gep_p95,gep_p99,gep_max,n_gt_1pct,n_gt_5pct,n_gt_10pct,n_explicit_fail
224,1234,441,0.0067233142624192,0.0929681208314373,0.906720781578076,0.0002519207660084,0.0039218265753013,0.027730482952570825,0.8860956165641994,12,2,2,0
224,2345,441,0.0070257613534848,0.0861355230962076,0.8905957201986178,0.0002519207660084,0.0039218265753013,0.027730482952570825,0.8860956164102833,12,2,2,0
224,3456,441,0.0066763457887269,0.0882634813536669,0.898937913595949,0.0002519207660084,0.0039218265753013,0.027730482952570825,0.8860956164102833,12,2,2,0
340,1234,441,0.003566230511601,0.0704819990203497,0.1708223982834557,0.0002519207660084,0.0038464694958988,0.0188957892417367,0.0411487717847321,10,0,0,0
340,2345,441,0.003608087472896,0.0684923468106889,0.2104628086924334,0.0002519207660084,0.0038464694958988,0.0188957892417367,0.0411487717847321,10,0,0,0
340,3456,441,0.0037548320304338,0.0692566438916337,0.210975027712071,0.0002519207660084,0.0038464694958988,0.0188957892417367,0.0411487717847321,10,0,0,0
