Mach,eta,alpha,ci,M_key,eta_key,stage,point_index,global_anchor_budget
0.7,0.8,0.571314274283428,0.1042480673850852,0.7,0.8,modal_pretraining,862,340
0.7,0.86,0.6141628448546851,0.0721342414582073,0.7,0.86,modal_pretraining,865,340
0.7,0.92,0.6570114154259422,0.0407645863492276,0.7,0.92,modal_pretraining,868,340
0.75,0.8,0.5291502622129182,0.0997556116386203,0.75,0.8,modal_pretraining,913,340
0.75,0.86,0.5688365318788869,0.068976041123654,0.75,0.86,modal_pretraining,916,340
0.75,0.92,0.6085228015448559,0.0389772962834482,0.75,0.92,modal_pretraining,919,340
0.8,0.83,0.4979999999999999,0.0803160216486916,0.8,0.83,modal_pretraining,965,340
0.8,0.89,0.5339999999999999,0.0512481617841406,0.8,0.89,modal_pretraining,969,340
0.85,0.8,0.4214261501141096,0.0912673344193447,0.85,0.8,modal_pretraining,1022,340
0.85,0.86,0.4530331113726678,0.0626312040520814,0.85,0.86,modal_pretraining,1025,340
0.85,0.92,0.4846400726312261,0.0350816139496578,0.85,0.92,modal_pretraining,1028,340
