step,ci_anchor_loss
1,0.13307555528462536
100,0.0007571979617020356
200,0.0005289692991214226
300,0.0004052191561226698
400,0.00029672146915542713
500,0.0002077018067156478
600,0.00013924577494565262
700,8.99600928951086e-05
800,5.625641884457646e-05
900,3.390998500494146e-05
1000,1.953324420494968e-05
1100,1.072876951314476e-05
1200,5.673152664678298e-06
1300,2.940657189080761e-06
1400,1.5211079131555372e-06
1500,7.928397516664437e-07
1600,4.1616496539052946e-07
1700,2.1834291527428382e-07
1800,1.1338558208125493e-07
1900,5.7747167989632503e-08
2000,2.8623220263110594e-08
2100,1.372161776296805e-08
2200,6.329370772467242e-09
2300,2.797094800443688e-09
2400,1.1798178784775214e-09
2500,4.73382982363007e-10
2600,1.8010065614125225e-10
2700,6.476873115404975e-11
2800,2.194758343118733e-11
2900,6.9847345308544266e-12
3000,2.080402357898369e-12
