status,error,Mach,alpha,cr_reference,ci_reference,cr_pinn,ci_pinn,pinn_spectral_error,cr_lower,cr_upper,ci_lower,ci_upper,optimizer_success,optimizer_message,cr_corrected,ci_corrected,corrected_spectral_error,delta_c_from_pinn,initial_mismatch,corrected_mismatch,mismatch_reduction,initial_evaluation_seconds,optimization_seconds,nfev_reported,nfev_counted,nit,shooting_complex_spectral_error,solve_seconds,reconstruction_seconds,total_seconds,estimated_powell_total_seconds,spectral_speedup,total_speedup
COMPLETED,,1.5,0.05,0.2867884838082837,0.0578781158051297,0.2957833111286163,0.0786194950342178,0.022607780316684,0.2557833111286163,0.3357833111286162,0.0486194950342178,0.1086194950342178,False,Maximum number of function evaluations has been exceeded.,0.2867880661706702,0.0582439129285863,0.000365797361869,0.0222728259993378,0.0011454591002091,1.851228643216854e-05,61.875614576638114,0.2064296165481209,15.872487058863044,80,81,1,4.2668179646684775e-06,38.3677168386057,0.2151967110112309,38.58291354961693,16.087683769874275,2.4172466921106444,2.3982889085542025
COMPLETED,,1.5,0.055,0.2927446492549135,0.0583866509164055,0.2979477047920227,0.0729695335030555,0.0154832894262899,0.2579477047920227,0.3379477047920227,0.0429695335030555,0.1029695335030555,False,Maximum number of function evaluations has been exceeded.,0.292744661634687,0.0583866400398278,1.6479039246039673e-08,0.0154832955102247,0.0009025974705069,9.821739405097866e-10,918979.2492748314,0.1961056077852845,16.034900031983852,80,81,2,2.41638064283019e-06,38.28735840320587,0.2118818098679185,38.49924021307379,16.24678184185177,2.387751612223112,2.3696533004400666
COMPLETED,,1.5,0.06,0.2983284136239438,0.0586268857628369,0.300868272781372,0.0676501616835594,0.0093739208915513,0.260868272781372,0.340868272781372,0.0376501616835594,0.0976501616835594,False,Maximum number of function evaluations has been exceeded.,0.2983284293005326,0.0586268769578265,1.7980090272868466e-08,0.00937392511965,0.0006238649701524,1.2179182972774212e-09,512238.7696671112,0.1999001251533627,16.13891338184476,80,81,2,7.4119557322371475e-06,38.61460940539837,0.2143694823607802,38.82897888775915,16.35328286420554,2.392639980882314,2.37438434901343
COMPLETED,,1.5,0.065,0.3035789845194382,0.0586404622091123,0.304440975189209,0.0627855658531189,0.0042337822492812,0.264440975189209,0.3444409751892089,0.0327855658531189,0.0927855658531189,False,Maximum number of function evaluations has been exceeded.,0.303578980638876,0.0586404361550628,2.634145505583741e-08,0.0042338085476919,0.0003195711068653,2.015606304175746e-09,158548.37633882056,0.2051291530951857,16.3357524452731,80,81,2,3.915661572916516e-06,39.01171731483191,0.2142247520387172,39.22594206687063,16.54997719731182,2.3881187870302423,2.370150822518476
COMPLETED,,1.5,0.07,0.3085296796468241,0.0584602672387943,0.3085286617279053,0.0584585107862949,2.030094654920295e-06,0.2685286617279053,0.3485286617279052,0.0284585107862949,0.0884585107862949,True,Optimization terminated successfully.,0.3085296958577516,0.0584602765539002,1.869666737309205e-08,2.046303930326066e-06,1.7275695123231525e-07,1.5856191627444014e-09,108.95236087668503,0.1993150962516665,15.173453737050297,74,75,2,6.319941325990483e-06,39.16832957603037,0.2162311431020498,39.38456071913242,15.389684880152346,2.581372062999063,2.5591531617340397
COMPLETED,,1.5,0.075,0.3132090515913153,0.0581127147885543,0.3129734098911285,0.0547120906412601,0.0034087786085381,0.2729734098911285,0.3529734098911284,0.0247120906412601,0.08471209064126,False,Maximum number of function evaluations has been exceeded.,0.3132090404741823,0.0581141764388411,1.4616925639963995e-06,0.0034102359956127,0.0003250506259092,1.382277180983903e-07,2351.5589375343006,0.2021932369098067,16.530588813126087,80,81,1,5.89625892733201e-06,39.67208578623831,0.2195287235081195,39.89161450974643,16.750117536634207,2.399919702481303,2.3815722141948807
COMPLETED,,1.5,0.08,0.3176417654238463,0.0576193324262716,0.3176110684871673,0.0515554435551166,0.0060639665684796,0.2776110684871673,0.3576110684871673,0.0215554435551166,0.0815554435551166,False,Maximum number of function evaluations has been exceeded.,0.317641758176102,0.0576189045679384,4.27919715625569e-07,0.0060635386789413,0.0006439398501571,4.4685020510395266e-08,14410.642376394637,0.2165201166644692,16.731677790172398,80,81,1,4.700161482923807e-06,40.11010127235204,0.2229540534317493,40.33305532578379,16.954631843604147,2.397255181181609,2.3788812224193925
COMPLETED,,1.5,0.085,0.3218492869365933,0.0569978921594081,0.3222862482070923,0.0489712990820407,0.0080384781881621,0.2822862482070923,0.3622862482070922,0.0189712990820406,0.0789712990820407,False,Maximum number of function evaluations has been exceeded.,0.3218492936640883,0.0569907280238267,7.164138740046742e-06,0.0080313242883728,0.0009441161998285,8.194355837930731e-07,1152.1542614227085,0.2211993047967553,17.151608178392053,80,81,1,4.202057705114322e-06,40.33641233853996,0.2113831844180822,40.54779552295804,17.362991362810135,2.351756868452522,2.3353001032879357
COMPLETED,,1.5,0.09,0.3258504254289729,0.0562632320216114,0.3268648684024811,0.0469239465892314,0.0093942188038157,0.2868648684024811,0.366864868402481,0.0169239465892314,0.0769239465892314,False,Maximum number of function evaluations has been exceeded.,0.3258504183019032,0.0562492057195004,1.4026303921636456e-05,0.0093802754145722,0.0012112705057329,1.7480191904345071e-06,692.9389061408656,0.2067368188872933,17.12106639519334,80,81,1,5.545051743472705e-06,40.75344428513199,0.2256726212799549,40.979116906411946,17.346739016473293,2.380309926055385,2.3623527665629958
COMPLETED,,1.5,0.095,0.3296617663816018,0.0554278666161298,0.331242561340332,0.0453667156398296,0.0101845800929372,0.291242561340332,0.3712425613403319,0.0153667156398296,0.0753667156398296,False,Maximum number of function evaluations has been exceeded.,0.3296617649270691,0.0554120303679735,1.5836248223076668e-05,0.0101689362908639,0.0014303574224263,2.138770173908717e-06,668.775654287481,0.2281959997490048,17.371052394621074,80,81,1,2.633774340471657e-06,40.94119409658015,0.2253829250112176,41.166577021591365,17.596435319632292,2.3568631978369683,2.3394838939715212
COMPLETED,,1.5,0.1,0.3332980185827091,0.0545024471140046,0.3353471755981445,0.0442478209733963,0.0104573611278159,0.2953471755981445,0.3753471755981444,0.0142478209733963,0.0742478209733963,False,Maximum number of function evaluations has been exceeded.,0.3332980266713261,0.054491660638726,1.0786478311275996e-05,0.0104467823952289,0.0015871897468699,1.5709086528726734e-06,1010.3641252261988,0.2337216800078749,17.542227745987475,80,81,1,4.468563146832428e-06,41.76413840334863,0.2322232695296406,41.996361672878265,17.774451015517116,2.380777345277686,2.362737484055929
COMPLETED,,1.5,0.105,0.3367722951175382,0.0534961131632005,0.3391368985176086,0.0435142740607261,0.0102580924692318,0.2991368985176086,0.3791368985176085,0.0135142740607261,0.0735142740607261,False,Maximum number of function evaluations has been exceeded.,0.3367723009843595,0.0534950937976392,1.0193824439497034e-06,0.0102570992056722,0.0016701053289361,1.5938328014488308e-07,10478.5478590852,0.2115361485630273,17.57107239216566,80,81,1,3.753059583892949e-06,41.48579793702811,0.2154370918869972,41.70123502891511,17.786509484052658,2.3610282293029083,2.344542928240324
COMPLETED,,1.5,0.11,0.3400963428514539,0.0524167659885181,0.3425955474376678,0.0431138575077056,0.0096327633504683,0.3025955474376678,0.3825955474376677,0.0131138575077056,0.0731138575077056,False,Maximum number of function evaluations has been exceeded.,0.340096350195689,0.0524260711453757,9.305159755878056e-06,0.0096417482692675,0.0016710751341567,1.555030598301742e-06,1074.625242732656,0.2098439475521445,17.758934010751545,80,81,1,5.82969085721239e-06,41.9625753685832,0.2172613777220249,42.17983674630523,17.97619538847357,2.3628994478597862,2.3464273632312183
COMPLETED,,1.5,0.115,0.3432807312668702,0.0512712829522548,0.3457269966602325,0.0429952815175056,0.0086299718494751,0.3057269966602325,0.3857269966602324,0.0129952815175055,0.0729952815175055,False,Maximum number of function evaluations has been exceeded.,0.3432807185491801,0.05127126980622,1.829092320850597e-08,0.0086299628476345,0.0015861072329308,3.2902640171337343e-09,482060.7783057341,0.2117747236043214,18.05184166133404,80,81,2,4.872889213803519e-06,42.38479661568999,0.2391695324331522,42.623966148123145,18.291011193767194,2.347948614377428,2.3303231131719824
COMPLETED,,1.5,0.12,0.3463350090058034,0.0500656877706976,0.3485496044158935,0.0431073084473609,0.0073022924919392,0.3085496044158935,0.3885496044158935,0.0131073084473609,0.0731073084473609,False,Maximum number of function evaluations has been exceeded.,0.3463350131020206,0.0500656984742532,1.1460588944486932e-08,0.0073023014491211,0.0014151285078126,2.133688332537807e-09,663231.1224805083,0.2118752021342516,17.92054029367864,80,81,2,5.46930554867979e-06,43.127947982400656,0.2422430049628019,43.37019098736346,18.162783298641443,2.4066209654188704,2.387860399711288
COMPLETED,,1.5,0.125,0.3492678340847004,0.0488052859720997,0.3510921001434326,0.0433970093727111,0.005707661730388,0.3110921001434326,0.3910921001434326,0.0133970093727111,0.0733970093727111,False,Maximum number of function evaluations has been exceeded.,0.3492678358613973,0.0488052780040481,8.16373061151529e-09,0.0057076536124237,0.0011618110556997,1.783702267140278e-09,651348.0848810128,0.213342959061265,17.832954527810216,80,81,2,5.971193872517524e-06,42.087798052467406,0.2191344769671559,42.30693252943456,18.052089004777372,2.360113574384555,2.34360314300679
COMPLETED,,1.5,0.13,0.3520870854995211,0.0474947792679625,0.3533899784088135,0.0438078604638576,0.0039103580655927,0.3133899784088135,0.3933899784088134,0.0138078604638576,0.0738078604638576,False,Maximum number of function evaluations has been exceeded.,0.3520871039926233,0.0474947672628553,2.2048070848283346e-08,0.0039103405847647,0.000833487036249,4.651874761183141e-09,179172.28623692316,0.2416583681479096,18.449101929552853,80,81,2,5.714534060257355e-06,43.71186694316566,0.2447625417262315,43.95662948489189,18.693864471279085,2.3693222092911435,2.351393397145147
COMPLETED,,1.5,0.135,0.3547999528774636,0.0461383483534535,0.3554832935333252,0.0442780181765556,0.0019818634713396,0.3154832935333252,0.3954832935333252,0.0142780181765556,0.0742780181765556,False,Maximum number of function evaluations has been exceeded.,0.3547999455266558,0.0461383573656297,1.1629862205344048e-08,0.0019818744654049,0.0004412706961011,2.560594956776477e-09,172331.31500683393,0.2410393627360463,18.781163076870143,80,81,2,2.539960370836343e-07,44.39322689548135,0.2509685102850199,44.64419540576637,19.032131587155163,2.363710208669325,2.345727550344222
COMPLETED,,1.5,0.14,0.3574130186646834,0.0447397340201771,0.3574146628379822,0.0447392463684082,1.7149664965100556e-06,0.3174146628379822,0.3974146628379821,0.0147392463684082,0.0747392463684082,False,Maximum number of function evaluations has been exceeded.,0.3574130335144592,0.0447397452732583,1.8631899542204883e-08,1.7039956548905554e-06,3.981037622469176e-07,4.2883883230727405e-09,92.83295547304029,0.2417736873030662,18.830465371720493,80,81,1,6.557267904245759e-06,44.44331202749163,0.253838162869215,44.69715019036085,19.084303534589708,2.360181288681075,2.3420896711975185
COMPLETED,,1.5,0.145,0.3599323242867976,0.0433022950552245,0.3592280745506286,0.045117050409317,0.0019466136458222,0.3192280745506286,0.3992280745506286,0.015117050409317,0.075117050409317,False,Maximum number of function evaluations has been exceeded.,0.3599323237807477,0.0433023134337558,1.8385497057642956e-08,0.0019465963291325,0.0004704368634707,4.424447762335418e-09,106326.6849877857,0.2432292196899652,18.607818324118853,80,81,2,6.280990310684038e-06,44.70467607118189,0.2540828278288245,44.95875889901072,18.861901151947677,2.402467354984713,2.3835751516685413
