status,error,Mach,alpha,cr_reference,ci_reference,cr_pinn,ci_pinn,pinn_spectral_error,cr_lower,cr_upper,ci_lower,ci_upper,optimizer_success,optimizer_message,cr_corrected,ci_corrected,corrected_spectral_error,delta_c_from_pinn,initial_mismatch,corrected_mismatch,mismatch_reduction,initial_evaluation_seconds,optimization_seconds,nfev_reported,nfev_counted,nit,shooting_complex_spectral_error,solve_seconds,reconstruction_seconds,total_seconds,estimated_powell_total_seconds,spectral_speedup,total_speedup
COMPLETED,,1.5,0.15,0.3623634285430809,0.0418290599055481,0.3609676957130432,0.0453321523964405,0.0037709053465436,0.3209676957130432,0.4009676957130432,0.0153321523964405,0.0753321523964405,False,Maximum number of function evaluations has been exceeded.,0.3623634418527538,0.0418290422505617,2.2109860631482252e-08,0.0037709266739988,0.0009476108274202,5.616502679586214e-09,168719.01990973754,0.243812570348382,18.61483470071107,80,81,2,4.531139474029068e-06,44.93110423069447,0.2266888339072466,45.15779306460172,18.841523534618318,2.4137256630582993,2.396716644576614
COMPLETED,,1.5,0.155,0.3647114577304087,0.0403227693778328,0.3626769185066223,0.0453036315739154,0.0053803659791402,0.3226769185066223,0.4026769185066223,0.0153036315739154,0.0753036315739154,False,Maximum number of function evaluations has been exceeded.,0.3647114482832158,0.0403227717058176,9.729797863762222e-09,0.0053803602516441,0.001404610243564,2.573349169595996e-09,545829.6371745708,0.2136225374415516,18.878704708069563,80,81,2,5.525440652304352e-06,45.60523519665003,0.2633141158148646,45.86854931246489,19.142018823884428,2.4156972579350957,2.396223184946014
COMPLETED,,1.5,0.16,0.3669811495888635,0.0387859129695862,0.3643973469734192,0.044953491538763,0.0066869321338372,0.3243973469734192,0.4043973469734191,0.0149534915387629,0.0749534915387629,False,Maximum number of function evaluations has been exceeded.,0.366981159342207,0.038785893532084,2.1747280257114773e-08,0.0066869538303394,0.0018121634361103,5.983039741563218e-09,302883.4028163883,0.2441882407292723,19.352332829497755,80,81,2,1.018529011304809e-06,46.31733279954642,0.2680081119760871,46.58534091152251,19.62034094147384,2.393372065663697,2.374339011257931
COMPLETED,,1.5,0.165,0.3691768912189201,0.037220759251363,0.366167664527893,0.0442125163972377,0.0076118403336433,0.326167664527893,0.406167664527893,0.0142125163972377,0.0742125163972377,False,Maximum number of function evaluations has been exceeded.,0.369176876426021,0.0372207516821214,1.6616957616913784e-08,0.0076118414381396,0.0021398708898679,4.793140646965531e-09,446444.418697093,0.2460684962570667,19.697540872730315,80,81,2,6.76726690378295e-06,47.53153355419636,0.2727819141000509,47.80431546829641,19.970322786830366,2.4130694212697383,2.3937677912658204
COMPLETED,,1.5,0.17,0.3713027528389057,0.035629382304755,0.3680223524570465,0.0430270396173,0.0080923643256561,0.3280223524570465,0.4080223524570465,0.0130270396173,0.0730270396173,False,Maximum number of function evaluations has been exceeded.,0.3713027338123855,0.0356293813241894,1.9051770977369974e-08,0.0080923575092851,0.0023582914249493,5.639488973251745e-09,418174.6672676879,0.2189956298097968,20.04987051058561,80,81,2,5.664203660608037e-06,48.1178517146036,0.2796674827113747,48.39751919731498,20.329537993296984,2.399908352984081,2.380650224971788
COMPLETED,,1.5,0.175,0.3733625163855322,0.0340136833360583,0.3699903190135956,0.0413661152124404,0.0080888793792549,0.3299903190135956,0.4099903190135955,0.0113661152124404,0.0713661152124404,False,Maximum number of function evaluations has been exceeded.,0.3733625041395151,0.0340136888823194,1.3443435080926732e-08,0.0080888692326758,0.0024416553241335,4.102489865082365e-09,595164.254984584,0.2196222702041268,20.40761938598007,80,81,2,7.36706628934788e-06,49.16375314444304,0.288701849989593,49.45245499443263,20.696321235969663,2.409088106485281,2.389432132918654
COMPLETED,,1.5,0.18,0.3753597021383517,0.0323754101889196,0.3720930218696594,0.0392287150025367,0.0075920344339452,0.3320930218696594,0.4120930218696594,0.0092287150025366,0.0692287150025366,False,Maximum number of function evaluations has been exceeded.,0.3753596982656758,0.03237540893054,4.0719942609568326e-09,0.0075920339035568,0.0023712942483294,1.303108816681722e-09,1819720.8229837515,0.2216321686282754,20.661341323517263,80,81,2,5.657645718314555e-06,50.04960328992456,0.2942722579464316,50.343875547870994,20.955613581463695,2.4223791914688926,2.4024052243644496
COMPLETED,,1.5,0.185,0.3772975914074026,0.0307161740099197,0.3743417859077453,0.0366497598588466,0.0066290442130362,0.3343417859077453,0.4143417859077453,0.0066497598588466,0.0666497598588466,False,Maximum number of function evaluations has been exceeded.,0.3772976070278881,0.0307161796785697,1.661725492201463e-08,0.0066290461040828,0.0021395947401505,5.3496482701235055e-09,399950.5448049121,0.2671663025394082,21.115403863601387,80,81,2,6.506591865937012e-06,50.76557726878673,0.3014914207160473,51.067068689502776,21.416895284317434,2.4041963675767595,2.38442911596513
COMPLETED,,1.5,0.19,0.3791792469131422,0.0290374633147935,0.3767353594303131,0.0337033197283744,0.0052671436377682,0.3367353594303131,0.4167353594303131,0.0037033197283743,0.0637033197283744,False,Maximum number of function evaluations has been exceeded.,0.3791792553039784,0.0290374558988839,1.1198296603672992e-08,0.005267154100334,0.0017537446597618,3.721484932351312e-09,471248.6256537963,0.2791999047622084,22.277535688132048,80,81,2,3.7191469542482954e-06,51.706181718967855,0.3083392921835184,52.01452101115137,22.585874980315566,2.3210009600170176,2.3029668346470515
COMPLETED,,1.5,0.195,0.3810075315624341,0.0273406565891719,0.3792565166950226,0.0305007398128509,0.003612779960982,0.3392565166950226,0.4192565166950225,0.0005007398128509,0.0605007398128508,False,Maximum number of function evaluations has been exceeded.,0.3810075412820752,0.027340664591294,1.2589892095564781e-08,0.0036127776724233,0.0012383356014908,4.235828309917911e-09,292347.92132424255,0.2932883445173502,21.99276338610798,80,81,2,9.480878717216116e-07,52.12207024917007,0.2460747677832842,52.36814501695335,22.238838153891265,2.369964580353448,2.354805797612686
COMPLETED,,1.5,0.2,0.3827851238109725,0.0256270327916779,0.3818697929382324,0.0271816812455654,0.0018040960123468,0.3418697929382324,0.4218697929382324,1e-06,0.0571816812455654,False,Maximum number of function evaluations has been exceeded.,0.3827851373194366,0.0256270303981824,1.371887107863582e-08,0.0018041049286199,0.0006351036532755,4.776839758381694e-09,132954.77457897726,0.3101539686322212,21.71214180532843,80,81,2,2.6400658525149894e-06,53.76107686385512,0.2499906234443187,54.01106748729944,21.962132428772748,2.476083536386147,2.4592815685119516
COMPLETED,,1.5,0.205,0.3845145331817926,0.0238977814289654,0.3845206797122955,0.0238976757973432,6.147438105645222e-06,0.3445206797122955,0.4245206797122954,1e-06,0.0538976757973432,False,Maximum number of function evaluations has been exceeded.,0.3845145326565953,0.0238977902676739,8.854298423870758e-09,6.148121439678424e-06,2.217318360382713e-06,3.173311844521435e-09,698.7395090749756,0.2360019674524665,23.148494153283536,80,81,1,3.2218053091034387e-06,55.70292387809605,0.2542313383892178,55.95715521648526,23.402725491672754,2.4063303430990035,2.3910529240022127
COMPLETED,,1.5,0.21,0.3861981129078951,0.0221540099667619,0.3871373534202575,0.0207908619195222,0.0016553988458242,0.3471373534202575,0.4271373534202575,1e-06,0.0507908619195222,False,Maximum number of function evaluations has been exceeded.,0.3861981130782809,0.0221540245940488,1.4628279279322756e-08,0.0016554107940988,0.000610494384328,5.3644321274341635e-09,113804.10261991312,0.3300249809399247,23.52697824407369,80,81,2,5.486631985812533e-06,57.04973289836198,0.3545283386483788,57.40426123701036,23.881506582722068,2.4248644388801814,2.403711886357351
COMPLETED,,1.5,0.215,0.3878380721661077,0.0203967524448943,0.389635682106018,0.0179737620055675,0.0030169991987293,0.349635682106018,0.429635682106018,1e-06,0.0479737620055674,False,Maximum number of function evaluations has been exceeded.,0.3878380640896795,0.0203967688478041,1.8283439020520227e-08,0.0030170171842715,0.0011357971587522,6.933460356034691e-09,163813.8967310384,0.2453529136255383,23.20924253668636,80,81,2,6.428002705129727e-06,55.7726803002879,0.3471513753756881,56.11983167566359,23.55639391206205,2.4030375059474345,2.3823608946752857
COMPLETED,,1.5,0.22,0.3894364866610318,0.0186269745723128,0.3919271230697632,0.015516273677349,0.00398493786381,0.3519271230697632,0.4319271230697631,1e-06,0.045516273677349,False,Maximum number of function evaluations has been exceeded.,0.3894365017649207,0.0186269830323429,1.73118331984389e-08,0.0039849350277491,0.0015300417022873,6.627311261964181e-09,230869.14765399203,0.24539197050035,24.385282648727294,80,81,2,3.2983932961912955e-06,56.64415561594069,0.2591206775978207,56.90327629353851,24.644403326325115,2.3228828811175184,2.308973584795803
COMPLETED,,1.5,0.225,0.3909953089569625,0.0168455808336089,0.3939282298088074,0.0134432567283511,0.0044919744033559,0.3539282298088074,0.4339282298088073,1e-06,0.0434432567283511,False,Maximum number of function evaluations has been exceeded.,0.3909953123675553,0.0168455924109604,1.206926721400149e-08,0.0044919809454579,0.0017587323299871,4.782103485343068e-09,367773.791465939,0.2536708209663629,24.27783970721066,80,81,2,3.530614051090452e-06,59.396430311724544,0.2618688689544797,59.65829918067902,24.53970857616514,2.44652864620749,2.431092406640223
COMPLETED,,1.5,0.23,0.392516376067718,0.0150534184547582,0.3955715596675873,0.0117421057075262,0.0045054343784913,0.3555715596675873,0.4355715596675872,1e-06,0.0417421057075262,False,Maximum number of function evaluations has been exceeded.,0.3925163665588039,0.0150534075798176,1.4445891463631616e-08,0.0045054328339681,0.0017996186230278,5.857568448030616e-09,307229.6361526838,0.3820697609335184,25.492682839743797,80,81,2,1.9502892542278887e-06,61.204556873999536,0.3859272887930274,61.59048416279256,25.878610128536824,2.400867623810074,2.3799765078911865
COMPLETED,,1.5,0.235,0.3940014195573408,0.0132512826692283,0.3968163132667541,0.0103755472227931,0.0040241124429094,0.3568163132667541,0.4368163132667541,1e-06,0.0403755472227931,False,Maximum number of function evaluations has been exceeded.,0.3940014201484806,0.0132513015197982,1.8859836493151888e-08,0.0040241255005338,0.001641319607806,7.871619718545279e-09,208511.0392133322,0.2594957891851663,26.00271632615477,80,81,2,4.21422229357422e-06,62.32346216123551,0.3910887185484171,62.71455087978393,26.393805044703186,2.3968058328793753,2.3761087411824215
COMPLETED,,1.5,0.24,0.3954520703716769,0.0114399208398132,0.3976557552814483,0.0092946831136941,0.0030754303898997,0.3576557552814483,0.4376557552814483,1e-06,0.0392946831136941,False,Maximum number of function evaluations has been exceeded.,0.3954520784133908,0.0114399188772206,8.277737190168969e-09,0.0030754232586629,0.0012823421366355,3.334705570084857e-09,384544.3352298354,0.3977480735629797,27.741859761998057,80,81,2,3.408382349521883e-06,64.83700523618609,0.4123497558757663,65.24935499206185,28.154209517873824,2.3371542424492566,2.317570129278111
COMPLETED,,1.5,0.245,0.3968698690028414,0.0096200339481258,0.3981189131736755,0.0084489975124597,0.0017121441745227,0.3581189131736755,0.4381189131736754,1e-06,0.0384489975124597,False,Maximum number of function evaluations has been exceeded.,0.3968698526090404,0.0096200230043267,1.9710998172579247e-08,0.0017121486491332,0.0007306451626824,8.391520106848532e-09,87069.46457605202,0.4042015662416816,27.70011125132441,80,81,2,6.032084477021902e-06,66.06785419862717,0.4139492129907012,66.48180341161788,28.114060464315113,2.385111510895766,2.3647172380525587
COMPLETED,,1.5,0.25,0.3982562675527282,0.0077922850962732,0.3982640504837036,0.0077922237105667,7.783173053010471e-06,0.3582640504837036,0.4382640504837036,1e-06,0.0377922237105667,True,Optimization terminated successfully.,0.398256252304121,0.0077922942687756,1.7794797648175042e-08,7.798498782701545e-06,3.402529551993006e-06,7.745432934376265e-09,439.2949472058156,0.4080462958663702,26.093295918777585,78,79,2,1.7157333044937777e-06,61.896468308754265,0.2617359049618244,62.15820421371609,26.35503182373941,2.372121502067953,2.3584947508098555
COMPLETED,,1.5,0.255,0.3996126402822758,0.005957298014747,0.3981667160987854,0.0072848661802709,0.0019629401362534,0.3581667160987854,0.4381667160987854,1e-06,0.0372848661802708,False,Maximum number of function evaluations has been exceeded.,0.3996126367463747,0.005957292238973,6.772160757499398e-09,0.0019629414379288,0.0008796327593611,2.3919633962889062e-09,367745.0753326312,0.4183239275589585,29.27737671416253,80,81,2,6.150507851859413e-06,69.6414207443595,0.4217743147164583,70.06319505907595,29.699151028878987,2.378676936266336,2.359097571204901
COMPLETED,,1.5,0.26,0.4009402834535217,0.004115655538778,0.3979058563709259,0.0068946098908782,0.0041146488319961,0.3579058563709259,0.4379058563709259,1e-06,0.0368946098908782,False,Maximum number of function evaluations has been exceeded.,0.4009402786774809,0.004115666965621,1.2384801465938488e-08,0.004114637592347,0.0018906130300566,4.873361713540019e-09,387948.43091654615,0.4251157203689217,29.758547759614885,80,81,2,6.0474073286986576e-06,71.98581880051643,0.2622393183410167,72.24805811885744,30.0207870779559,2.41899636306204,2.406601063831161
COMPLETED,,1.5,0.265,0.4022404297385316,0.0022679161425122,0.3975522816181183,0.0065957270562648,0.0063803354225409,0.3575522816181183,0.4375522816181182,1e-06,0.0365957270562648,False,Maximum number of function evaluations has been exceeded.,0.4022404219052918,0.0022679109854007,9.378456351071833e-09,0.0063803331649254,0.0030059088391441,3.797868971200467e-09,791472.4973236863,0.2613613652065396,30.21636127494276,80,81,2,5.962523517730729e-06,73.3570183319971,0.4641224006190896,73.82114073261619,30.68048367556185,2.4277250878923398,2.4061270191583546
COMPLETED,,1.5,0.27,0.403514362879259,0.0004165216734289,0.3971616625785827,0.0063681108877062,0.0087050683676645,0.3571616625785827,0.4371616625785827,1e-06,0.0363681108877061,False,Maximum number of function evaluations has been exceeded.,0.4035141270416068,0.0004146270235735,1.909271450689884e-06,0.0087061917549793,0.004204431937312,1.0445265710166002e-08,402520.34308902937,0.4380610873922705,29.86499805841595,80,81,2,5.592806541799919e-06,75.25386907439679,0.2814083443954587,75.53527741879225,30.146406402811408,2.5198015726369776,2.505614646386109
