Mach,status,n_trace_points,n_fit_points,alpha_last,ci_last,alpha_neutral_linear,linear_rmse,alpha_neutral_power,power_A,power_beta,power_rmse,alpha_neutral_selected,selected_method
1.2,reached_ci_stop,14,7,0.32718,3.817263835999999e-05,,9.331302770059635e-05,0.3271800100000001,0.5176261796586995,1.0171636312499575,6.828826052598657e-05,0.3271800100000001,power
1.25,reached_ci_stop,14,7,0.31668,4.307277838254402e-05,,3.3259918579744124e-05,0.3166997488313188,0.48100911367663995,1.0060164483119558,2.037184022919271e-05,0.3166997488313188,power
1.3,reached_ci_stop,13,7,0.30718,3.156104531467519e-05,,7.766023803102489e-05,0.30718001000000006,0.4626295522519698,1.0126958279474354,9.587296855099957e-05,0.30718001000000006,power
1.35,reached_ci_stop,13,7,0.29718,4.3971569944159985e-05,0.29724143755483146,2.554242726672508e-05,0.2972005993153851,0.4230764041915586,0.9963675427557449,2.0236638269870646e-05,0.2972005993153851,power
1.4,reached_ci_stop,12,7,0.28868,2.755876242219201e-05,,9.486753384938086e-05,0.28868001000000004,0.40672622084920823,1.0060144869614847,0.00011846745601902537,0.28868001000000004,power
1.45,reached_ci_stop,12,7,0.27968,3.644441741551359e-05,,7.738110124075362e-05,0.27968001000000003,0.37525955718034726,0.9946725017378237,7.279424433092372e-05,0.27968001000000003,power
1.5,reached_ci_stop,11,7,0.27118,3.569376927327999e-05,0.27151276701435056,0.00015177820472757136,0.27118001,0.3344288486566549,0.9731194018410259,7.523942532184208e-05,0.27118001,power
1.55,reached_ci_stop,9,7,0.26367999999999997,3.378275418600001e-05,0.2650505695564038,0.0003582236384843331,0.26368001,0.2905381733390748,0.9465983928778583,0.00018571426839992307,0.26368001,power
1.6,reached_ci_stop,11,7,0.25617999999999996,3.648297297999999e-05,0.256290909233996,0.000122662146690324,0.25618001,0.304774930531967,0.9823319957862996,9.722382529854263e-05,0.25618001,power
