Mach,eta,alpha,ci,M_key,eta_key,stage,point_index,global_anchor_budget
0.7,0.25,0.1785357107135712,0.4570488660859372,0.7,0.25,modal_pretraining,840,340
0.7,0.3,0.2142428528562855,0.4185602788975365,0.7,0.3,modal_pretraining,841,340
0.7,0.35,0.2499499949989997,0.3818472779849105,0.7,0.35,modal_pretraining,842,340
0.75,0.3,0.1984313483298443,0.4009752412200731,0.75,0.3,modal_pretraining,895,340
0.75,0.35,0.2315032397181516,0.3659299807243679,0.75,0.35,modal_pretraining,896,340
0.75,0.4,0.2645751311064591,0.332251003791527,0.75,0.4,modal_pretraining,897,340
0.8,0.25,0.1499999999999999,0.4191635780998177,0.8,0.25,modal_pretraining,945,340
0.8,0.3,0.1799999999999999,0.3844247059529418,0.8,0.3,modal_pretraining,946,340
0.8,0.35,0.2099999999999999,0.3510418238118923,0.8,0.35,modal_pretraining,947,340
0.85,0.25,0.1316956719106592,0.4029905077886317,0.85,0.25,modal_pretraining,1003,340
0.85,0.3,0.1580348062927911,0.3704661485630087,0.85,0.3,modal_pretraining,1004,340
0.85,0.35,0.1843739406749229,0.3389598658531463,0.85,0.35,modal_pretraining,1005,340
0.85,0.4,0.2107130750570548,0.3084451964423217,0.85,0.4,modal_pretraining,1006,340
