status,error,source,alpha_set,Mach,alpha,is_anchor,cr_reference,ci_reference,cr_used,ci_used,cr_abs_error,ci_abs_error,complex_spectral_error,ln_p_start_right,stage1_mismatch,stage2_mismatch,stage1_seconds,stage2_seconds,reconstruction_seconds,fixed_c_total_seconds,alignment_real,alignment_imag,shooting_y_min,shooting_y_max,n_shooting_points,n_core20,n_core40,p_rel_l2_core20,p_rel_l2_core40,rho_rel_l2_core20,rho_rel_l2_core40,u_rel_l2_core20,u_rel_l2_core40,v_rel_l2_core20,v_rel_l2_core40,p_overlap_error_core20,p_overlap_error_core40,pinn_spectral_error,corrected_spectral_error,corrected_mismatch,optimization_seconds,nfev_reported,optimizer_success,powell_hybrid_total_seconds
COMPLETED,,pinn,all,1.5,0.05,False,0.2867884838082837,0.0578781158051297,0.2867880661706702,0.0582439129285863,4.1763761349233874e-07,0.0003657971234566,0.0003657973618689,-11.928998821693138,,1.414523730199918e-20,,1.2329549435526133,0.2198890838772058,1.452844027429819,2.250845307299454,0.0056809190345094,-1199.9999999999932,1199.9999999999932,4517,1601,3201,0.0003013030101284,0.0006996425068138,0.0003013030101284,0.0006996425068138,0.000562156349345,0.0006069391077203,0.0010019326558731,0.0009814751752959,4.539175324502765e-08,1.7704881394298158e-07,0.022607780316684,0.000365797361869,1.851228643216854e-05,15.872487058863044,80,False,17.325331086292863
COMPLETED,,pinn,all,1.5,0.055,False,0.2927446492549135,0.0583866509164055,0.292744661634687,0.0583866400398278,1.2379773484116896e-08,1.0876577700991152e-08,1.6479039231816332e-08,-13.166910675524049,,1.2210850704613026e-20,,1.217130963690579,0.2090917369350791,1.426222700625658,2.2499942724148894,0.0056060929049241,-1199.9999999999932,1199.9999999999932,4517,1601,3201,1.3954030902409982e-06,1.836840726134205e-05,1.395403090241334e-06,1.8368407261343516e-05,2.569819173519694e-06,5.521781176798148e-06,1.605609987724321e-06,2.2707513886003583e-05,9.73332525688875e-13,1.455287002016803e-10,0.0154832894262899,1.6479039246039673e-08,9.821739405097866e-10,16.034900031983852,80,False,17.46112273260951
COMPLETED,,pinn,all,1.5,0.06,False,0.2983284136239438,0.0586268857628369,0.2983284293005326,0.0586268769578265,1.5676588804858227e-08,8.805010401347069e-09,1.7980090231265146e-08,-14.527381993613572,,3.3683290273015674e-20,,1.6376260882243514,0.2102498086169362,1.847875896841288,2.2499943298581817,0.0056822455347113,-1199.9999999999932,1199.9999999999932,4517,1601,3201,1.6569006513431094e-06,2.2073614830415773e-05,1.6569006513474168e-06,2.2073614830414283e-05,2.7982288888781503e-06,6.838590038680385e-06,1.923834304740183e-06,2.725171961513101e-05,1.3724577030416185e-12,2.1030643893027443e-10,0.0093739208915513,1.7980090272868466e-08,1.2179182972774212e-09,16.13891338184476,80,False,17.986789278686047
COMPLETED,,pinn,all,1.5,0.065,False,0.3035789845194382,0.0586404622091123,0.303578980638876,0.0586404361550628,3.880562204905402e-09,2.605404950117851e-08,2.6341455131332445e-08,-14.99999335625205,,0.9599774132395212,,6.222640740685165,0.2037727851420641,6.426413525827229,2.249994601896979,0.0057197783552352,-1199.9999999999932,1199.9999999999932,4517,1601,3201,1.943292218071663e-06,2.6137796942121586e-05,1.943292218081562e-06,2.6137796942133983e-05,3.018654339258213e-06,8.355737329437947e-06,2.2744730283545866e-06,3.221364663262311e-05,1.8886003871898538e-12,2.952081912255266e-10,0.0042337822492812,2.634145505583741e-08,2.015606304175746e-09,16.3357524452731,80,False,22.76216597110033
COMPLETED,,pinn,all,1.5,0.07,True,0.3085296796468241,0.0584602672387943,0.3085296958577516,0.0584602765539002,1.6210927489268556e-08,9.315105901908094e-09,1.869666729730424e-08,-14.99999335625205,,6.366532548776767,,6.200531234033406,0.2022396745160222,6.402770908549428,2.2499948468865165,0.0057277991783054,-1199.9999999999932,1199.9999999999932,4517,1601,3201,2.262064938720637e-06,3.061898011147281e-05,2.262064938723848e-06,3.061898011147206e-05,3.283738301198868e-06,1.0121345588838678e-05,2.667894126738447e-06,3.7643739562039225e-05,2.5580648710388228e-12,4.0475245377535884e-10,2.030094654920295e-06,1.869666737309205e-08,1.5856191627444014e-09,15.173453737050297,74,True,21.576224645599723
COMPLETED,,pinn,all,1.5,0.075,False,0.3132090515913153,0.0581127147885543,0.3132090404741823,0.0581141764388411,1.1117132991955714e-08,1.4616502867978445e-06,1.4616925639621286e-06,-14.99999335625205,,17.280686650966754,,6.49807068798691,0.2108173696324229,6.708888057619333,2.25000006119115,0.0057060379025642,-1199.9999999999932,1199.9999999999932,4517,1601,3201,3.443933932053375e-06,3.7116653505963206e-05,3.443933932057449e-06,3.711665350596767e-05,5.011291130090833e-06,1.3135313034145992e-05,6.108925968917356e-06,4.5511558797642536e-05,5.930145263732811e-12,5.777255340788655e-10,0.0034087786085381,1.4616925639963995e-06,1.382277180983903e-07,16.530588813126087,80,False,23.23947687074542
COMPLETED,,pinn,all,1.5,0.08,False,0.3176417654238463,0.0576193324262716,0.317641758176102,0.0576189045679384,7.247744293614744e-09,4.27858333193476e-07,4.2791971569494803e-07,-14.99999335625205,,34.57431966855448,,6.57060668990016,0.2134040724486112,6.784010762348771,2.2499943134219085,0.0056551549987333,-1199.9999999999932,1199.9999999999932,4517,1601,3201,2.942288683728005e-06,4.024939719953433e-05,2.9422886837345964e-06,4.024939719954081e-05,3.713851952535253e-06,1.415700720880449e-05,3.49218874419676e-06,4.918011887006141e-05,4.328870595315948e-12,7.050569017508224e-10,0.0060639665684796,4.27919715625569e-07,4.4685020510395266e-08,16.731677790172398,80,False,23.51568855252117
COMPLETED,,pinn,all,1.5,0.085,False,0.3218492869365933,0.0569978921594081,0.3218492936640883,0.0569907280238267,6.727495005520723e-09,7.16413558139728e-06,7.164138740130009e-06,-14.99999335625205,,56.65643683048142,,6.643684190697968,0.2153176665306091,6.859001857228577,2.249970940691847,0.0055751416605419,-1188.8672721802934,1188.8672721802934,4517,1601,3201,1.0602487004749634e-05,4.296929835341233e-05,1.0602487004756708e-05,4.296929835340848e-05,1.5375134492342143e-05,2.2703653752324115e-05,2.310670025017501e-05,5.080412368776328e-05,5.620659493388303e-11,8.916765104061141e-10,0.0080384781881621,7.164138740046742e-06,8.194355837930731e-07,17.151608178392053,80,False,24.01061003562063
COMPLETED,,pinn,all,1.5,0.09,False,0.3258504254289729,0.0562632320216114,0.3258504183019032,0.0562492057195004,7.127069712176137e-09,1.4026302111003195e-05,1.4026303921712784e-05,-14.99999335625205,,73.79498062355984,,6.673237063921988,0.2165477275848388,6.889784791506827,2.249945841413118,0.005473727600358,-1138.769814991409,1138.769814991409,4517,1601,3201,2.174707996594615e-05,5.377699265670169e-05,2.1747079965959192e-05,5.377699265669752e-05,3.114018133706785e-05,3.956324494710073e-05,4.6336125614334e-05,5.999381878692009e-05,2.364678453048441e-10,1.441660901768671e-09,0.0093942188038157,1.4026303921636456e-05,1.7480191904345071e-06,17.12106639519334,80,False,24.010851186700165
COMPLETED,,pinn,all,1.5,0.095,False,0.3296617663816018,0.0554278666161298,0.3296617649270691,0.0554120303679735,1.4545326609827212e-09,1.5836248156299304e-05,1.5836248223097488e-05,-14.99999335625205,,94.29417442806697,,6.754529365338385,0.219837456010282,6.974366821348667,2.249937562151015,0.0053606976418131,-1096.1743050114185,1096.1743050114185,4517,1601,3201,2.5894575365855627e-05,6.092697780983236e-05,2.589457536586699e-05,6.0926977809833766e-05,3.626334380573443e-05,4.629886576053527e-05,5.301901568495984e-05,6.685374145439675e-05,3.3526470488709487e-10,1.851083619719418e-09,0.0101845800929372,1.5836248223076668e-05,2.138770173908717e-06,17.371052394621074,80,False,24.34541921596974
COMPLETED,,pinn,all,1.5,0.1,False,0.3332980185827091,0.0545024471140046,0.3332980266713261,0.054491660638726,8.088616998414011e-09,1.0786475278599938e-05,1.078647831136616e-05,-14.99999335625205,,118.63371291661758,,6.7775974702090025,0.2195627465844154,6.997160216793418,2.2499563950721777,0.0052377516928328,-1059.9031385649278,1059.9031385649278,4517,1601,3201,1.855744194782191e-05,6.0819581175832985e-05,1.855744194783261e-05,6.0819581175823255e-05,2.527930395784135e-05,3.679126769362583e-05,3.618736851144808e-05,6.958777856125577e-05,1.7218970693733127e-10,1.799229210064368e-09,0.0104573611278159,1.0786478311275996e-05,1.5709086528726734e-06,17.542227745987475,80,False,24.539387962780893
