seed,n_alpha,root_threshold,mismatch_at_pinn_median,mismatch_at_pinn_p95,mismatch_at_pinn_max,local_mismatch_median,local_mismatch_p95,abs_pinn_minus_target_median,abs_local_minus_target_median,abs_local_minus_pinn_median,direct_target_root_like,direct_alternate_root_like,target_root_basin,candidate_alternate_root_basin,no_local_root_like_minimum
1234,41,0.0001,0.2768554948261394,0.3435590838684568,0.34469855387952025,0.21741987700754611,0.2917180980744459,0.2859549073281347,0.23595490732813473,0.05,0,0,4,0,37
2345,41,0.0001,0.27712921278552627,0.3448871320128884,0.34613164720280865,0.22272894428840878,0.2927970301344423,0.28717874932813475,0.23717874932813474,0.05,0,0,4,0,37
3456,41,0.0001,0.2779899066255134,0.3449400973567473,0.3459616275268677,0.21825751348392394,0.29348502914039576,0.28796122332813473,0.23796122332813474,0.05,0,0,4,0,37
