Mach,n_points,alpha_previous,ci_previous,alpha_last,ci_last,alpha_neutral_secant,secant_slope_dci_dalpha,alpha_neutral_last3,last3_slope_dci_dalpha,alpha_neutral_selected,delta_alpha_from_last,fit_spread,cr_neutral_estimate,dcr_dalpha_last,selected_method,status
1.6,11,0.2536799999999999,0.0007126142643161,0.2561799999999999,3.4235312504908784e-05,0.2563061658856508,-0.2713515807244718,0.25614438909359044,-0.3168709551573478,0.2563061658856508,0.00012616588565089737,,0.4349698547365022,0.18956904880360598,last_two_secant,ok
1.65,10,0.2461799999999999,0.0008082019607969,0.2486799999999999,4.752014493772433e-05,0.2488361761565313,-0.3042727263436571,0.24881256425687923,-0.3117108410611332,0.2488361761565313,0.00015617615653140682,2.361189965208177e-05,0.4494458966611677,0.21947131107555842,last_two_secant,ok
1.7,8,0.22368,0.0055034359977069,0.2436799999999999,2.3682691791177607e-05,0.24376643707287174,-0.2739876652957871,0.24357102817112913,-0.28215206301339624,0.24376643707287174,8.643707287184221e-05,,0.4634037120555396,0.22734044615109578,last_two_secant,ok
1.75,11,0.23368,0.0005423068851156,0.23618,3.154915007039999e-05,0.23633442326129236,-0.2043030940180839,0.2361643377891607,-0.24680060585147698,0.23633442326129236,0.0001544232612923635,,0.47660020000547654,0.22354325321956006,last_two_secant,ok
1.8,10,0.22868,0.0002101651117836,0.22968,4.063792773603518e-05,0.22991971334134012,-0.16952718404756392,0.22970524100966,-0.2518043029880493,0.22991971334134012,0.00023971334134012534,0.00021447233168012114,0.48903196598010423,0.15580324750219518,last_two_secant,ok
1.85,7,0.20368,0.0051539426455622,0.22368,4.219432611358631e-05,0.22384508765094344,-0.2555874159724319,0.22400891820008365,-0.2496017796732952,0.22384508765094344,0.00016508765094344624,0.00016383054914020923,0.5010350310274788,0.22602612644979103,last_two_secant,ok
1.9,11,0.21718,0.0002273401160407,0.21818,3.987528037011839e-05,0.21839270805389968,-0.18746483567057567,0.21831281409571476,-0.21959481603494319,0.21839270805389968,0.0002127080538996684,7.989395818491785e-05,0.5125657617189399,0.1946950724267536,last_two_secant,ok
1.95,10,0.21218,0.0001462636557216,0.21318,3.3531835994403194e-05,0.21347744783749212,-0.11273181972719468,0.2132475831041552,-0.1773664100236546,0.21347744783749212,0.0002974478374921097,0.00022986473333691526,0.523589944791221,0.1467647544890481,last_two_secant,ok
2.0,9,0.20718,0.0001289279712997,0.20818,3.563570717185279e-05,0.20856197922952138,-0.09329226412784618,0.20825823300612112,-0.16214428185806867,0.20856197922952138,0.00038197922952137864,0.00030374622340026414,0.5341891571496505,0.17008313457778076,last_two_secant,ok
