path,size_KiB,argparse_flags,mentions_anchor,mentions_riccati,mentions_seed
scripts/diagnose_supersonic_candidate_modes_near_blumen.py,14.5625,--alpha|--ci-match-tol|--ci-points|--ci-weight|--cr-match-tol|--cr-points|--cr-window|--cubic-delta|--mach-values|--mapping-kind|--mapping-scale|--max-abs-c|--n-points|--output-stem|--positive-ci-only|--top-k-cr|--xi-max,True,False,False
scripts/diagnose_supersonic_mach_branch_tracking.py,14.4609375,--alpha|--branch-anchor-weight|--branch-jump-ci-weight|--branch-jump-cr-weight|--branch-overlap-top-k|--branch-overlap-weight|--ci-weight|--critical-mach-max|--critical-mach-min|--critical-top-k|--cubic-delta|--distance-tol|--mach-anchor|--mach-max|--mach-min|--mach-step|--mapping-kind|--mapping-scale|--n-points|--output-stem|--previous-weight|--xi-max,True,False,False
scripts/diagnose_supersonic_raw_spectrum_vs_blumen.py,11.37890625,--alpha|--ci-box-tol|--ci-points|--cr-box-tol|--cr-points|--cubic-delta|--mach-values|--mapping-kind|--mapping-scale|--max-abs-c|--n-points-values|--output-stem|--positive-ci-only|--top-k-nearest|--xi-max,True,False,False
scripts/evaluate_kh_subsonic_pinn_2d_ci_modes.py,29.0927734375,--checkpoint|--ci-n-levels|--ci-num-alpha|--ci-num-mach|--device|--mode-n-common|--mode-n-y|--mode-num-alpha|--mode-num-mach|--mode-points|--phase-threshold|--run-dir,True,True,False
scripts/filter_sparse_map_on_blumen_ci_isolines.py,9.9716796875,--ci-datasets|--outdir|--points|--scale-M|--scale-alpha|--tol-ci|--tol-scaled,False,False,False
scripts/make_M050_ucore_candidate_review_plots.py,3.8828125,,False,False,False
scripts/merge_supersonic_pointwise_strict_reference.py,12.625,--backup-dir|--continuation-direction|--fields|--forbid-selection-metric|--include-internal-mode-only|--include-silver-spectral|--max-gold-ci-rel|--max-gold-edge|--max-gold-stage1|--max-silver-ci-rel|--max-silver-edge|--max-silver-stage1|--max-stage2|--modal-fields-ref|--modal-ref|--replace-existing|--report|--source-label|--spectral-ref|--summary,True,False,False
scripts/merge_supersonic_reference_dense_run.py,8.09765625,--backup-dir|--fields|--modal-fields-ref|--modal-ref|--replace-existing|--source-label|--spectral-ref|--summary,True,False,False
scripts/plot_blumen_ci_overlay_all_points.py,5.109375,--ci-datasets|--outdir|--points,False,False,False
scripts/plot_blumen_isocontours.py,4.462890625,,False,False,False
scripts/plot_kh_subsonic_ci_error_heatmap.py,3.7080078125,--checkpoint|--device|--num-alpha|--output|--run-dir,False,False,False
scripts/plot_kh_subsonic_ci_supervision_budget_summary.py,8.5556640625,--comparison-summary-csv|--output-dir|--summary-csv,False,False,False
scripts/plot_kh_subsonic_ci_supervision_vs_physics.py,16.94921875,--base-dir|--device|--mode-alphas|--n-y-pinn|--num-alpha|--num-mode-alpha|--output-dir,True,True,False
scripts/plot_kh_subsonic_fixed_mach_classic_vs_pinn_modes.py,11.0771484375,--alphas|--device|--n-y|--output-csv|--output-pdf|--run-dir,True,True,False
scripts/plot_kh_subsonic_fixed_mach_mode_field_error_heatmaps.py,9.3984375,--device|--n-y-common|--n-y-pinn|--num-alpha|--output-csv|--output-png|--run-dir|--summary-csv|--y-max,True,True,False
scripts/plot_kh_subsonic_mode_error_heatmaps_2d.py,9.19140625,--checkpoint|--csv-output|--device|--n-y-common|--n-y-pinn|--num-alpha|--num-mach|--output|--phase-threshold|--run-dir,True,True,False
scripts/plot_kh_subsonic_mode_error_vs_alpha.py,8.0087890625,--base-dir|--device|--n-y-pinn|--num-alpha|--output-dir|--output-stem|--run-a-dir|--run-a-label|--run-b-dir|--run-b-label,True,True,False
scripts/plot_kh_subsonic_pinn_results.py,9.7119140625,--device|--mode-alpha|--n-y|--num-alpha|--run-dir,True,True,False
scripts/plot_kh_subsonic_pinn_results_2d.py,8.0009765625,--checkpoint|--device|--num-alpha|--num-mach|--run-dir|--top-k,False,False,False
scripts/plot_kh_subsonic_pinn_single_mode_like_thesis.py,6.0673828125,--alpha|--device|--n-y|--output|--run-dir,True,True,False
scripts/plot_subsonic_classical_convergence_article.py,7.1474609375,--dpi|--exclude-L|--floor|--indir|--outdir|--solver,False,False,False
scripts/plot_subsonic_convergence_same_plot_no_L80.py,1.8212890625,,False,False,False
scripts/plot_supersonic_presentation_summary.py,9.375,,True,False,False
scripts/prepare_supersonic_modal_surface_branch_guided_inputs.py,15.4853515625,--anchor-fields-ref|--anchor-ref|--anchor-statuses|--branch-guided-fields|--branch-guided-summary|--max-anchor-stage1|--max-anchor-stage2|--max-point-stage1|--output-anchor-fields|--output-anchors|--output-points|--points-ref|--points-statuses|--replace-existing|--report-path|--source-label-anchors|--source-label-points,True,False,False
scripts/reconstruct_supersonic_blumen_ci_visual.py,9.2666015625,--alpha-max|--alpha-min|--ci-max|--cr-max|--mach-max|--mach-min|--num-alpha|--num-mach|--output-stem|--tracking-weight,True,False,True
scripts/reconstruct_supersonic_blumen_cr_visual.py,9.29296875,--alpha-max|--alpha-min|--ci-max|--cr-max|--mach-max|--mach-min|--num-alpha|--num-mach|--output-stem|--tracking-weight,True,False,True
scripts/reference_classique/subsonique/plot_classical_subsonic_mode_four_fields.py,9.6962890625,--alpha|--ci-max|--ci-min|--dpi|--mach|--match-y|--min-half-width|--n-scan|--output-dir|--save-pdf|--threshold-ratio,False,True,False
scripts/render_kh_subsonic_exact_10figs.py,22.3916015625,--analysis-dir|--device|--experiment-root|--n-y|--output-dir,True,True,False
scripts/render_kh_subsonic_reference_comparison_pngs.py,18.3505859375,--analysis-dir|--device|--mode-alphas|--n-y|--output-dir,True,True,False
scripts/run_kh_subsonic_ci_supervision_vs_physics.py,5.7548828125,--alpha-max|--alpha-min|--device|--epochs|--learning-rate|--mach|--output-dir,True,True,False
scripts/run_kh_subsonic_ci_window_ablation.py,21.2099609375,--alpha-max|--alpha-min|--baseline-depth|--baseline-epochs|--baseline-hidden-dim|--baseline-lr|--device|--guide-depth|--guide-epochs|--guide-hidden-dim|--guide-lr|--guide-min-width|--guide-mu-smoothness|--guide-sigma-penalty|--guide-width-smoothness|--mach|--main-anchor-weight|--main-depth|--main-epochs|--main-hidden-dim|--main-latent-weight|--main-lr|--main-smoothness-weight|--n-anchor-alpha|--n-reference-alpha|--output-dir|--seed,True,False,True
scripts/run_kh_subsonic_edge_repair_sweep.py,11.6513671875,--alpha-values|--device|--epochs|--hidden-dim|--learning-rate|--mach|--output-dir,True,False,False
scripts/run_kh_subsonic_first_order_real.py,5.021484375,--alpha-max|--alpha-min|--device|--epochs|--learning-rate|--mach|--output-dir,True,False,False
scripts/run_kh_subsonic_first_order_real_stabilized.py,5.2880859375,--alpha-max|--alpha-min|--device|--epochs|--learning-rate|--mach|--output-dir,True,False,False
scripts/run_kh_subsonic_highalpha_classic_balanced_full_mode_supervision_test.py,13.3095703125,--alpha-max|--alpha-min|--alpha-target|--balanced-full-mode-l2-weight|--balanced-full-mode-overlap-weight|--balanced-full-mode-p-weight|--balanced-full-mode-rho-weight|--balanced-full-mode-supervision-center-y-max|--balanced-full-mode-supervision-n-xi|--balanced-full-mode-supervision-weight|--balanced-full-mode-supervision-y-max|--balanced-full-mode-u-weight|--balanced-full-mode-v-weight|--device|--epochs|--hidden-dim|--learning-rate|--mach|--output-dir|--warmstart-checkpoint|--warmstart-run-dir,True,False,False
scripts/run_kh_subsonic_highalpha_classic_full_mode_supervision_test.py,11.232421875,--alpha-max|--alpha-min|--alpha-target|--device|--epochs|--full-mode-supervision-n-xi|--full-mode-supervision-weight|--full-mode-supervision-y-max|--hidden-dim|--learning-rate|--mach|--output-dir|--warmstart-checkpoint|--warmstart-run-dir,True,False,False
scripts/run_kh_subsonic_highalpha_classic_mode_supervision_test.py,11.0830078125,--alpha-max|--alpha-min|--alpha-target|--device|--epochs|--hidden-dim|--learning-rate|--mach|--mode-supervision-n-xi|--mode-supervision-weight|--mode-supervision-y-max|--output-dir|--warmstart-checkpoint|--warmstart-run-dir,True,False,False
scripts/run_kh_subsonic_highalpha_classic_two_stage_repair_test.py,19.603515625,--alpha-max|--alpha-min|--alpha-target|--device|--hidden-dim|--mach|--output-dir|--stage-a-balanced-center-y-max|--stage-a-balanced-l2-weight|--stage-a-balanced-n-xi|--stage-a-balanced-overlap-weight|--stage-a-balanced-p-weight|--stage-a-balanced-rho-weight|--stage-a-balanced-u-weight|--stage-a-balanced-v-weight|--stage-a-balanced-weight|--stage-a-balanced-y-max|--stage-a-epochs|--stage-a-learning-rate|--stage-b-balanced-center-y-max|--stage-b-balanced-l2-weight|--stage-b-balanced-n-xi|--stage-b-balanced-overlap-weight|--stage-b-balanced-p-weight|--stage-b-balanced-rho-weight|--stage-b-balanced-u-weight|--stage-b-balanced-v-weight|--stage-b-balanced-weight|--stage-b-balanced-y-max|--stage-b-epochs|--stage-b-learning-rate|--stage-b-mode-supervision-n-xi|--stage-b-mode-supervision-weight|--stage-b-mode-supervision-y-max|--warmstart-checkpoint|--warmstart-run-dir,True,False,False
scripts/run_kh_subsonic_highalpha_continuation_test.py,9.74609375,--alpha-max|--alpha-min|--alpha-target|--device|--epochs|--hidden-dim|--learning-rate|--mach|--output-dir|--warmstart-checkpoint|--warmstart-run-dir,True,False,False
scripts/run_kh_subsonic_highalpha_mode_repair_test.py,10.1513671875,--alpha-max|--alpha-min|--alpha-target|--device|--epochs|--hidden-dim|--learning-rate|--mach|--output-dir|--warmstart-checkpoint|--warmstart-run-dir,True,False,False
scripts/run_kh_subsonic_highalpha_stepwise_test.py,14.095703125,--anchor-alpha|--device|--epochs-per-stage|--global-alpha-max|--global-alpha-min|--hidden-dim|--learning-rate|--mach|--output-dir|--stage-alphas|--stage-forward-pad|--warmstart-checkpoint|--warmstart-run-dir,True,False,False
scripts/run_kh_subsonic_hybrid_alpha_sweep.py,9.34765625,--alpha-max|--alpha-min|--alpha-values|--device|--epochs|--hidden-dim|--learning-rate|--low-alpha-max|--mach|--mid-alpha-max|--n-alpha|--output-dir,True,False,False
scripts/run_kh_subsonic_modefocus_lowalpha.py,5.52734375,--alpha-max|--alpha-min|--device|--epochs|--learning-rate|--mach|--output-dir,True,True,False
scripts/run_kh_subsonic_normalization_ablation_local.py,12.4697265625,--alpha-values|--anchor-strategies|--device|--epochs|--hidden-dim|--integral-norm-values|--learning-rate|--mach|--output-dir|--representations,True,False,False
scripts/run_kh_subsonic_pinn_2d_band_M05_M07.py,1.57421875,,False,False,False
scripts/run_kh_subsonic_pinn_2d_ci_mode_campaign.py,8.3896484375,--activation|--alpha-max|--alpha-min|--audit-every|--checkpoint-every|--ci-branch-lr|--ci-depth|--ci-hidden-dim|--ci-n-levels|--ci-plot-alpha|--ci-plot-mach|--detach-ci-in-mode-branch|--device|--epochs|--error-threshold|--focus-alpha-half-width|--focus-fraction|--focus-mach-half-width|--fourier-features|--fourier-scale|--hidden-dim|--initial-ci|--learning-rate|--low-alpha-band-width|--low-alpha-fraction|--lower-alpha-max|--lower-corner-fraction|--lower-mach-max|--mach-max|--mach-min|--mapping-scale|--max-focus-points|--mode-audit-alpha|--mode-audit-mach|--mode-branch-lr|--mode-depth|--mode-hidden-dim|--mode-n-common|--mode-n-y|--mode-points|--mode-representation|--n-audit-alpha|--n-audit-mach|--n-boundary|--n-interior|--n-reference-alpha|--n-reference-mach|--n-supervision|--neutral-band-ratio|--neutral-fraction|--no-detach-ci-in-mode-branch|--no-separate-branch-optimizers|--output-dir|--phase-threshold|--separate-branch-optimizers|--trainable-mapping-scale|--upper-alpha-min|--upper-corner-fraction|--upper-mach-min|--w-bc|--w-bc-kappa|--w-bc-q|--w-ci-supervision|--w-norm|--w-pde|--w-phase,False,True,False
scripts/run_kh_subsonic_pinn_2d_pilot_M05_M06.py,12.533203125,--alpha-max|--alpha-min|--audit-every|--checkpoint-every|--ci-branch-lr|--ci-n-levels|--ci-plot-alpha|--ci-plot-mach|--device|--epochs|--error-threshold|--focus-alpha-half-width|--focus-fraction|--focus-mach-half-width|--learning-rate|--low-alpha-band-width|--low-alpha-fraction|--lower-alpha-max|--lower-corner-fraction|--lower-mach-max|--mach-max|--mach-min|--max-focus-points|--mode-audit-alpha|--mode-audit-mach|--mode-branch-lr|--mode-n-common|--mode-n-y|--mode-points|--n-audit-alpha|--n-audit-mach|--n-boundary|--n-interior|--n-reference-alpha|--n-reference-mach|--n-supervision|--neutral-band-ratio|--neutral-fraction|--output-dir|--phase-threshold|--skip-training|--upper-alpha-min|--upper-corner-fraction|--upper-mach-min|--w-bc-kappa|--w-bc-q|--w-ci-supervision|--w-norm|--w-pde|--w-phase|--warmstart-checkpoint|--warmstart-kind|--warmstart-run-dir,False,True,False
scripts/run_kh_subsonic_representation_ablation_local.py,8.3818359375,--alpha-values|--device|--epochs|--hidden-dim|--learning-rate|--mach|--output-dir|--representations,True,False,False
scripts/run_kh_subsonic_riccati_core1d.py,17.3603515625,--alpha-max|--alpha-min|--anchor-alphas|--boundary-kappa-weight|--boundary-q-weight|--center-kappa-weight|--center-peak-weight|--checkpoint-every|--ci-branch-lr|--ci-supervision-weight|--device|--epochs|--focus-fraction|--focus-half-width|--gamma-supervision-alphas|--gamma-supervision-weight|--learning-rate|--low-alpha-sample-fraction|--low-alpha-threshold|--low-alpha-weight|--mode-branch-lr|--mode-error-threshold|--n-y-pinn|--num-alpha-ci|--num-alpha-modes|--output-dir|--overlay-alphas|--q-supervision-alphas|--q-supervision-weight|--riccati-anchor-weight|--shooting-match-weight|--skip-training|--target-mach|--warmstart-checkpoint|--warmstart-run-dir|--y-common|--y-max,True,True,False
scripts/run_kh_subsonic_riccati_core1d_windowed_sparse.py,26.4912109375,--alpha-max|--alpha-min|--anchor-alphas|--boundary-kappa-weight|--boundary-q-weight|--center-kappa-weight|--center-peak-weight|--checkpoint-every|--ci-branch-lr|--device|--epochs|--focus-fraction|--focus-half-width|--gamma-supervision-alphas|--gamma-supervision-weight|--guide-depth|--guide-epochs|--guide-hidden-dim|--guide-lr|--guide-min-width|--guide-mu-smoothness|--guide-sigma-penalty|--guide-supervision-weight|--guide-width-smoothness|--guide-window-weight|--learning-rate|--low-alpha-sample-fraction|--low-alpha-threshold|--low-alpha-weight|--mode-branch-lr|--mode-error-threshold|--n-guide-anchor-alpha|--n-guide-reference-alpha|--n-y-pinn|--num-alpha-ci|--num-alpha-modes|--output-dir|--overlay-alphas|--q-supervision-alphas|--q-supervision-weight|--riccati-anchor-weight|--seed|--shooting-match-weight|--skip-training|--target-mach|--warmstart-checkpoint|--warmstart-run-dir|--y-common|--y-max,True,True,True
scripts/run_kh_subsonic_riccati_lowalpha_repair.py,21.517578125,--anchor-alphas|--boundary-kappa-weight|--boundary-q-weight|--center-kappa-weight|--center-peak-weight|--device|--epochs|--gamma-supervision-alphas|--gamma-supervision-weight|--learning-rate|--low-alpha-threshold|--low-alpha-weight|--mode-branch-lr|--mode-error-threshold|--n-y-pinn|--num-alpha-ci|--num-alpha-modes|--output-dir|--overlay-alphas|--q-supervision-alphas|--q-supervision-weight|--riccati-anchor-weight|--shooting-match-weight|--warmstart-checkpoint|--warmstart-run-dir|--y-common|--y-max,True,True,False
scripts/run_kh_subsonic_riccati_mode_repair_edges.py,23.7685546875,--alpha-max|--alpha-min|--anchor-alphas|--audit-ci-weight|--audit-env-weight|--audit-every|--audit-p-weight|--audit-peak-weight|--audit-phase-weight|--balanced-full-mode-alphas|--balanced-full-mode-p-weight|--balanced-full-mode-rho-weight|--balanced-full-mode-u-weight|--balanced-full-mode-v-weight|--balanced-full-mode-weight|--boundary-kappa-weight|--boundary-q-weight|--center-kappa-weight|--center-peak-weight|--checkpoint-every|--device|--edge-high-audit-fraction|--edge-high-threshold|--edge-high-weight|--edge-low-audit-fraction|--edge-low-threshold|--edge-low-weight|--epochs|--focus-fraction|--focus-half-width|--gamma-supervision-alphas|--gamma-supervision-weight|--high-alpha-sample-fraction|--learning-rate|--low-alpha-sample-fraction|--mode-branch-lr|--mode-error-threshold|--n-y-pinn|--num-alpha-ci|--num-alpha-modes|--output-dir|--overlay-alphas|--q-supervision-alphas|--q-supervision-weight|--riccati-anchor-weight|--shooting-match-weight|--skip-training|--warmstart-checkpoint|--warmstart-run-dir|--y-common|--y-max,True,True,False
scripts/run_kh_subsonic_targeted_regime_test.py,11.4384765625,--alpha-max|--alpha-min|--alpha-target|--device|--epochs|--hidden-dim|--learning-rate|--mach|--output-dir|--regime,True,True,False
scripts/search_kh_subsonic_alpha_sweep_external_ci.py,8.390625,--alpha-count|--alpha-max|--alpha-min|--ci-count|--ci-max|--ci-min|--device|--epochs|--learning-rate|--mach|--output-dir,True,True,False
scripts/search_kh_subsonic_singlecase_external_ci.py,6.8291015625,--alpha|--ci-count|--ci-max|--ci-min|--device|--epochs|--learning-rate|--mach|--output-dir,True,True,False
scripts/track_supersonic_branch_beam_search.py,19.673828125,--alpha|--beam-width|--branch-top-k|--candidate-top-k|--ci-weight|--cubic-delta|--distance-tol|--high-cr-threshold|--mach-values|--mapping-kind|--mapping-scale|--n-points|--neutral-ci-threshold|--output-stem|--reference-mach|--soft-cr-floor|--w-blumen-ci|--w-centroid|--w-cr-floor|--w-low-ci|--w-phase-span|--w-prev-ci|--w-prev-cr|--w-prev-overlap|--w-ref-overlap|--w-shooting|--w-spread|--xi-max,True,False,False
scripts/track_supersonic_shooting_mach_continuation.py,15.0673828125,--alpha|--anchor-ci-half-window|--anchor-cr-half-window|--anchor-mach|--ci-points|--cont-ci-half-window|--cont-cr-half-window|--cr-points|--grid-size|--mach-values|--mapping-scale|--match-y|--max-iter|--max-retries|--output-stem|--retry-growth|--use-mapping,True,False,True
scripts/track_supersonic_shooting_modal_surface.py,34.626953125,--amp-lower-bound|--amp-upper-bound|--anchor-csv|--anchor-fields-csv|--ci-half-windows|--ci-points|--ci-weight|--continuity-weight|--cr-half-windows|--cr-points|--cr-weight|--cross-mach-alpha-tolerance|--edge-amp-threshold|--grid-size|--include-generic-seeds|--mapping-scale|--match-y|--max-delta-ci|--max-delta-cr|--max-err-ci-abs|--max-iter|--max-mode-distance|--max-retries|--max-stage1|--max-stage2|--max-y-limit|--min-y-limit|--mode-common-points|--mode-distance-weight|--mode-mask-ratio|--output-stem|--points-csv|--retry-growth|--use-mapping|--y-limit-factor,True,False,True
scripts/track_supersonic_shooting_multistart.py,20.8466796875,--alpha|--amp-lower-bound|--amp-upper-bound|--anchor-mach|--ci-half-windows|--ci-points|--ci-weight|--cr-half-windows|--cr-points|--grid-size|--mach-values|--mapping-scale|--match-y|--max-iter|--max-retries|--max-y-limit|--min-y-limit|--output-stem|--retry-growth|--use-mapping|--y-limit-factor,True,False,True
scripts/train_kh_subsonic_ci_stage0_anchor_lock.py,17.951171875,--activation|--alpha-max|--alpha-min|--anchors|--audit-every|--ci-depth|--ci-hidden-dim|--device|--epochs|--fourier-features|--fourier-scale|--hidden-dim|--initial-ci|--lbfgs-lr|--lbfgs-steps|--learning-rate|--mach|--mapping-scale|--mode-depth|--mode-hidden-dim|--n-curve|--n-shape-grid|--no-fail-on-target|--output-dir|--reference-csv|--target-max-abs|--w-anchor|--w-monotone|--w-smooth,True,True,False
scripts/train_kh_subsonic_pinn.py,16.271484375,--activation|--alpha-max|--alpha-min|--alpha-split-threshold|--anchor-half-width|--anchor-max-candidates|--anchor-strategy|--audit-ci-weight|--audit-env-weight|--audit-every|--audit-mode-weight|--audit-peak-weight|--audit-phase-weight|--checkpoint-every|--ci-branch-lr|--ci-depth|--ci-hidden-dim|--ci-supervision-fixed-alphas|--ci-supervision-neutral-boost|--classic-mapping-scale|--classic-n-points|--classic-xi-max|--detach-ci-in-mode-branch|--device|--disable-classic-ci-supervision|--disable-classic-mode-audit|--enforce-mode-symmetry|--epochs|--error-threshold|--fixed-scalar-ci|--focus-fraction|--focus-half-width|--fourier-features|--fourier-scale|--freeze-ci|--grad-clip-norm|--hidden-dim|--initial-ci|--initial-model-path|--learning-rate|--mach|--mapping-scale|--max-focus-points|--mode-branch-lr|--mode-center-fraction|--mode-center-half-width|--mode-depth|--mode-error-threshold|--mode-experts|--mode-hidden-dim|--mode-low-alpha-audit-fraction|--mode-low-alpha-threshold|--mode-low-alpha-weight|--mode-representation|--n-alpha-supervision|--n-anchor-alpha|--n-audit-alpha|--n-boundary|--n-ci-spectral-grid|--n-interior|--n-mode-audit-alpha|--n-mode-audit-y|--n-norm-interior|--n-reference-alpha|--neutral-fraction|--neutral-half-width|--no-initial-model-strict|--output-dir|--phase-mask-fraction|--q-supervision-alpha-count|--q-supervision-every|--q-supervision-n-xi|--riccati-anchor-alphas|--riccati-anchor-every|--riccati-anchor-n-xi|--riccati-anchor-supervision|--riccati-boundary-band-end|--riccati-boundary-band-points|--riccati-boundary-band-start|--riccati-center-xi|--riccati-ci-local-min-delta-abs|--riccati-ci-local-min-delta-rel|--riccati-ci-local-min-margin|--riccati-ci-local-min-start-epoch|--riccati-shooting-match-start-epoch|--riccati-shooting-path-every|--riccati-shooting-path-points|--riccati-shooting-path-start-epoch|--riccati-shooting-path-xi-boundary|--riccati-shooting-steps|--riccati-shooting-xi-boundary|--separate-branch-optimizers|--stage-split-epoch|--stage1-neutral-fraction|--stage1-w-ci-supervision|--stage2-ci-lr-scale|--stage2-freeze-ci|--stage2-neutral-fraction|--stage2-w-ci-supervision|--trainable-mapping-scale|--w-bc|--w-bc-kappa|--w-bc-q|--w-ci-low-alpha-zero|--w-ci-neutrality|--w-ci-smoothness|--w-ci-stability-outside|--w-ci-supervision|--w-integral-norm|--w-loc-center|--w-loc-spread|--w-norm|--w-pde|--w-peak-curvature|--w-peak-slope|--w-phase|--w-q-supervision|--w-riccati-anchor|--w-riccati-boundary-band-kappa|--w-riccati-boundary-band-q|--w-riccati-center-kappa|--w-riccati-center-peak|--w-riccati-ci-local-min|--w-riccati-shooting-match|--w-riccati-shooting-path,True,True,False
scripts/train_kh_subsonic_pinn_2d.py,6.8330078125,--activation|--alpha-max|--alpha-min|--audit-every|--checkpoint-every|--ci-branch-lr|--ci-depth|--ci-hidden-dim|--detach-ci-in-mode-branch|--device|--epochs|--error-threshold|--focus-alpha-half-width|--focus-fraction|--focus-mach-half-width|--fourier-features|--fourier-scale|--hidden-dim|--initial-ci|--learning-rate|--low-alpha-band-width|--low-alpha-fraction|--lower-alpha-max|--lower-corner-fraction|--lower-mach-max|--mach-max|--mach-min|--mapping-scale|--max-focus-points|--mode-branch-lr|--mode-depth|--mode-hidden-dim|--mode-representation|--n-audit-alpha|--n-audit-mach|--n-boundary|--n-interior|--n-reference-alpha|--n-reference-mach|--n-supervision|--neutral-band-ratio|--neutral-fraction|--output-dir|--separate-branch-optimizers|--trainable-mapping-scale|--upper-alpha-min|--upper-corner-fraction|--upper-mach-min|--w-bc|--w-bc-kappa|--w-bc-q|--w-ci-supervision|--w-norm|--w-pde|--w-phase,False,True,False
src/data/kh_subsonic_sampling.py,20.3017578125,,False,False,False
src/models/kh_subsonic_pinn.py,19.224609375,,False,True,False
src/physics/kh_subsonic_residual.py,32.763671875,,True,True,False
src/training/kh_subsonic_trainer.py,100.5498046875,,True,True,False
src/training/kh_subsonic_trainer_2d.py,18.068359375,,False,True,False
