checkpoint_path,chart_id,size_MiB,load_status,architecture_input_dim,architecture_output_dim,hidden_linear_layers,n_anchors,field_family,mach_min,mach_max,eta_min,eta_max,ymax,width,depth,n_freq,epochs,lr,amp_mask_frac,ci_idw_eta_scale,ci_idw_mach_scale,ci_idw_power,output_dir,args_json
pinn_subsonic/models/LMEDGE_NEUTRAL2/model_state.pt,LMEDGE_NEUTRAL2,3.089937210083008,ok,31,4,7,25,pq_or_unspecified,0.02,0.06,0.8,0.92,28.0,256,7,12,40000,0.0002,0.05,0.25,0.25,4.0,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pq2d_FULLRECT_LMEDGE_NEUTRAL2_ciIDW_EVALFIX,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.80,0.83,0.86,0.89,0.92"", ""anchor_mach_values"": ""0.02,0.03,0.04,0.05,0.06"", ""central_ymax"": 7.0, ""ci_idw_eta_scale"": 0.25, ""ci_idw_mach_scale"": 0.25, ""ci_idw_power"": 4.0, ""depth"": 7, ""device"": ""cuda"", ""epochs"": 40000, ""eta_max"": 0.92, ""eta_min"": 0.8, ""eval_eta_values"": ""0.815,0.845,0.875,0.905"", ""eval_mach_values"": ""0.025,0.035,0.045,0.055"", ""lr"": 0.0002, ""mach_max"": 0.06, ""mach_min"": 0.02, ""n_freq"": 12, ""n_sym"": 768, ""n_train"": 4096, ""n_y"": 5001, ""output_dir"": ""assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pq2d_FULLRECT_LMEDGE_NEUTRAL2_ciIDW_EVALFIX"", ""sym_ymax"": 25.0, ""w_bc"": 30.0, ""w_compat"": 20.0, ""w_gauge"": 100.0, ""w_ode"": 1.0, ""w_parity"": 0.2, ""w_q_center"": 2.0, ""width"": 256, ""ymax"": 28.0}"
pinn_subsonic/models/LMEDGE_NEUTRAL3/model_state.pt,LMEDGE_NEUTRAL3,3.089998245239258,ok,31,4,7,25,pq_or_unspecified,0.02,0.06,0.92,0.98,20.0,256,7,12,40000,0.0002,0.05,0.25,0.25,4.0,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pq2d_FULLRECT_LMEDGE_NEUTRAL3_ciIDW_EVALFIX,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.92,0.935,0.95,0.965,0.98"", ""anchor_mach_values"": ""0.02,0.03,0.04,0.05,0.06"", ""central_ymax"": 5.0, ""ci_idw_eta_scale"": 0.25, ""ci_idw_mach_scale"": 0.25, ""ci_idw_power"": 4.0, ""depth"": 7, ""device"": ""cuda"", ""epochs"": 40000, ""eta_max"": 0.98, ""eta_min"": 0.92, ""eval_eta_values"": ""0.9275,0.9425,0.9575,0.9725"", ""eval_mach_values"": ""0.025,0.035,0.045,0.055"", ""lr"": 0.0002, ""mach_max"": 0.06, ""mach_min"": 0.02, ""n_freq"": 12, ""n_sym"": 768, ""n_train"": 4096, ""n_y"": 5001, ""output_dir"": ""assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pq2d_FULLRECT_LMEDGE_NEUTRAL3_ciIDW_EVALFIX"", ""sym_ymax"": 25.0, ""w_bc"": 30.0, ""w_compat"": 20.0, ""w_gauge"": 100.0, ""w_ode"": 1.0, ""w_parity"": 0.2, ""w_q_center"": 2.0, ""width"": 256, ""ymax"": 20.0}"
pinn_subsonic/models/LMEDGE_VLOW/model_state.pt,LMEDGE_VLOW,3.082124710083008,ok,27,4,7,25,pQscaled,0.02,0.06,0.05,0.13,320.0,256,7,12,45000,0.0002,0.05,0.25,0.25,4.0,assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_LMEDGE_VLOW_ciIDW_EVALFIX,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.05,0.07,0.09,0.11,0.13"", ""anchor_mach_values"": ""0.02,0.03,0.04,0.05,0.06"", ""central_ymax"": 80.0, ""ci_idw_eta_scale"": 0.25, ""ci_idw_mach_scale"": 0.25, ""ci_idw_power"": 4.0, ""depth"": 7, ""device"": ""cuda"", ""epochs"": 45000, ""eta_max"": 0.13, ""eta_min"": 0.05, ""eval_eta_values"": ""0.06,0.08,0.10,0.12"", ""eval_mach_values"": ""0.025,0.035,0.045,0.055"", ""lr"": 0.0002, ""mach_max"": 0.06, ""mach_min"": 0.02, ""n_freq"": 12, ""n_sym"": 768, ""n_train"": 4096, ""n_y"": 5001, ""output_dir"": ""assets/pinn_subsonic/local_atlas_ext_fullrect_M002_098_eta002_098/seedGEP_pQscaled2d_FULLRECT_LMEDGE_VLOW_ciIDW_EVALFIX"", ""sym_ymax"": 25.0, ""w_bc"": 30.0, ""w_compat"": 20.0, ""w_gauge"": 100.0, ""w_ode"": 1.0, ""w_parity"": 0.2, ""w_q_center"": 2.0, ""width"": 256, ""ymax"": 320.0}"
pinn_subsonic/models/LOW/model_state.pt,LOW,3.082246780395508,ok,27,4,7,28,pq_or_unspecified,0.1,0.7,0.25,0.4,80.0,256,7,12,18000,0.0002,0.05,0.12,0.15,4.0,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_LOW_M010_070_eta0.25_0.40_ciIDW,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.25 0.30 0.35 0.40"", ""anchor_mach_values"": ""0.1 0.2 0.3 0.4 0.5 0.6 0.7"", ""central_ymax"": 20.0, ""ci_idw_eta_scale"": 0.12, ""ci_idw_mach_scale"": 0.15, ""ci_idw_power"": 4.0, ""depth"": 7, ""device"": ""cuda"", ""epochs"": 18000, ""eta_max"": 0.4, ""eta_min"": 0.25, ""eval_eta_values"": ""0.275 0.325 0.375"", ""eval_mach_values"": ""0.15 0.25 0.35 0.45 0.55 0.65"", ""lr"": 0.0002, ""mach_max"": 0.7, ""mach_min"": 0.1, ""n_freq"": 12, ""n_sym"": 768, ""n_train"": 4096, ""n_y"": 5001, ""output_dir"": ""assets/pinn_subsonic/seedGEP_pq2d_ATLAS_LOW_M010_070_eta0.25_0.40_ciIDW"", ""sym_ymax"": 20.0, ""w_bc"": 30.0, ""w_compat"": 35.0, ""w_gauge"": 100.0, ""w_ode"": 1.0, ""w_parity"": 0.3, ""w_q_center"": 2.0, ""width"": 256, ""ymax"": 80.0}"
pinn_subsonic/models/LOWM_EXT_HIGH/model_state.pt,LOWM_EXT_HIGH,3.089693069458008,ok,31,4,7,20,pq_or_unspecified,0.05,0.1,0.55,0.65,30.0,256,7,12,25000,0.0002,0.05,0.25,0.25,4.0,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_LOWM_EXT_HIGH_M0.05_0.10_eta0.55_0.65_ciIDW_EVALFIX,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.55,0.575,0.60,0.625,0.65"", ""anchor_mach_values"": ""0.05,0.0667,0.0833,0.10"", ""central_ymax"": 8.0, ""ci_idw_eta_scale"": 0.25, ""ci_idw_mach_scale"": 0.25, ""ci_idw_power"": 4.0, ""depth"": 7, ""device"": ""cuda"", ""epochs"": 25000, ""eta_max"": 0.65, ""eta_min"": 0.55, ""eval_eta_values"": ""0.575,0.600,0.625"", ""eval_mach_values"": ""0.05,0.0667,0.0833,0.10"", ""lr"": 0.0002, ""mach_max"": 0.1, ""mach_min"": 0.05, ""n_freq"": 12, ""n_sym"": 768, ""n_train"": 4096, ""n_y"": 5001, ""output_dir"": ""assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_LOWM_EXT_HIGH_M0.05_0.10_eta0.55_0.65_ciIDW_EVALFIX"", ""sym_ymax"": 25.0, ""w_bc"": 30.0, ""w_compat"": 20.0, ""w_gauge"": 100.0, ""w_ode"": 1.0, ""w_parity"": 0.2, ""w_q_center"": 2.0, ""width"": 256, ""ymax"": 30.0}"
pinn_subsonic/models/LOWM_EXT_LOW/model_state.pt,LOWM_EXT_LOW,3.089509963989258,ok,31,4,7,16,pq_or_unspecified,0.05,0.1,0.25,0.4,80.0,256,7,12,25000,0.0002,0.05,0.25,0.25,4.0,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_LOWM_EXT_LOW_M0.05_0.10_eta0.25_0.40_ciIDW_EVALFIX,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.25,0.30,0.35,0.40"", ""anchor_mach_values"": ""0.05,0.0667,0.0833,0.10"", ""central_ymax"": 20.0, ""ci_idw_eta_scale"": 0.25, ""ci_idw_mach_scale"": 0.25, ""ci_idw_power"": 4.0, ""depth"": 7, ""device"": ""cuda"", ""epochs"": 25000, ""eta_max"": 0.4, ""eta_min"": 0.25, ""eval_eta_values"": ""0.275,0.325,0.375"", ""eval_mach_values"": ""0.05,0.0667,0.0833,0.10"", ""lr"": 0.0002, ""mach_max"": 0.1, ""mach_min"": 0.05, ""n_freq"": 12, ""n_sym"": 768, ""n_train"": 4096, ""n_y"": 5001, ""output_dir"": ""assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_LOWM_EXT_LOW_M0.05_0.10_eta0.25_0.40_ciIDW_EVALFIX"", ""sym_ymax"": 25.0, ""w_bc"": 30.0, ""w_compat"": 20.0, ""w_gauge"": 100.0, ""w_ode"": 1.0, ""w_parity"": 0.2, ""w_q_center"": 2.0, ""width"": 256, ""ymax"": 80.0}"
pinn_subsonic/models/LOWM_EXT_MID/model_state.pt,LOWM_EXT_MID,3.089693069458008,ok,31,4,7,20,pq_or_unspecified,0.05,0.1,0.35,0.55,80.0,256,7,12,25000,0.0002,0.05,0.25,0.25,4.0,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_LOWM_EXT_MID_M0.05_0.10_eta0.35_0.55_ciIDW_EVALFIX,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.35,0.40,0.45,0.50,0.55"", ""anchor_mach_values"": ""0.05,0.0667,0.0833,0.10"", ""central_ymax"": 20.0, ""ci_idw_eta_scale"": 0.25, ""ci_idw_mach_scale"": 0.25, ""ci_idw_power"": 4.0, ""depth"": 7, ""device"": ""cuda"", ""epochs"": 25000, ""eta_max"": 0.55, ""eta_min"": 0.35, ""eval_eta_values"": ""0.375,0.425,0.475,0.525"", ""eval_mach_values"": ""0.05,0.0667,0.0833,0.10"", ""lr"": 0.0002, ""mach_max"": 0.1, ""mach_min"": 0.05, ""n_freq"": 12, ""n_sym"": 768, ""n_train"": 4096, ""n_y"": 5001, ""output_dir"": ""assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_LOWM_EXT_MID_M0.05_0.10_eta0.35_0.55_ciIDW_EVALFIX"", ""sym_ymax"": 25.0, ""w_bc"": 30.0, ""w_compat"": 20.0, ""w_gauge"": 100.0, ""w_ode"": 1.0, ""w_parity"": 0.2, ""w_q_center"": 2.0, ""width"": 256, ""ymax"": 80.0}"
pinn_subsonic/models/LOWM_EXT_NEUTRAL1/model_state.pt,LOWM_EXT_NEUTRAL1,3.089693069458008,ok,31,4,7,20,pq_or_unspecified,0.05,0.1,0.65,0.8,30.0,256,7,12,25000,0.0002,0.05,0.25,0.25,4.0,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_LOWM_EXT_NEUTRAL1_M0.05_0.10_eta0.65_0.80_ciIDW_EVALFIX,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.65,0.70,0.7375,0.775,0.80"", ""anchor_mach_values"": ""0.05,0.0667,0.0833,0.10"", ""central_ymax"": 8.0, ""ci_idw_eta_scale"": 0.25, ""ci_idw_mach_scale"": 0.25, ""ci_idw_power"": 4.0, ""depth"": 7, ""device"": ""cuda"", ""epochs"": 25000, ""eta_max"": 0.8, ""eta_min"": 0.65, ""eval_eta_values"": ""0.675,0.725,0.775"", ""eval_mach_values"": ""0.05,0.0667,0.0833,0.10"", ""lr"": 0.0002, ""mach_max"": 0.1, ""mach_min"": 0.05, ""n_freq"": 12, ""n_sym"": 768, ""n_train"": 4096, ""n_y"": 5001, ""output_dir"": ""assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_LOWM_EXT_NEUTRAL1_M0.05_0.10_eta0.65_0.80_ciIDW_EVALFIX"", ""sym_ymax"": 25.0, ""w_bc"": 30.0, ""w_compat"": 20.0, ""w_gauge"": 100.0, ""w_ode"": 1.0, ""w_parity"": 0.2, ""w_q_center"": 2.0, ""width"": 256, ""ymax"": 30.0}"
pinn_subsonic/models/LOWM_EXT_NEUTRAL2/model_state.pt,LOWM_EXT_NEUTRAL2,3.089693069458008,ok,31,4,7,20,pq_or_unspecified,0.05,0.1,0.8,0.92,24.0,256,7,12,25000,0.0002,0.05,0.25,0.25,4.0,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_LOWM_EXT_NEUTRAL2_M0.05_0.10_eta0.80_0.92_ciIDW_EVALFIX,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.80,0.83,0.86,0.89,0.92"", ""anchor_mach_values"": ""0.05,0.0667,0.0833,0.10"", ""central_ymax"": 6.0, ""ci_idw_eta_scale"": 0.25, ""ci_idw_mach_scale"": 0.25, ""ci_idw_power"": 4.0, ""depth"": 7, ""device"": ""cuda"", ""epochs"": 25000, ""eta_max"": 0.92, ""eta_min"": 0.8, ""eval_eta_values"": ""0.825,0.860,0.895"", ""eval_mach_values"": ""0.05,0.0667,0.0833,0.10"", ""lr"": 0.0002, ""mach_max"": 0.1, ""mach_min"": 0.05, ""n_freq"": 12, ""n_sym"": 768, ""n_train"": 4096, ""n_y"": 5001, ""output_dir"": ""assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_LOWM_EXT_NEUTRAL2_M0.05_0.10_eta0.80_0.92_ciIDW_EVALFIX"", ""sym_ymax"": 25.0, ""w_bc"": 30.0, ""w_compat"": 20.0, ""w_gauge"": 100.0, ""w_ode"": 1.0, ""w_parity"": 0.2, ""w_q_center"": 2.0, ""width"": 256, ""ymax"": 24.0}"
pinn_subsonic/models/LOWM_EXT_NEUTRAL3/model_state.pt,LOWM_EXT_NEUTRAL3,3.089693069458008,ok,31,4,7,20,pq_or_unspecified,0.05,0.1,0.92,0.98,18.0,256,7,12,25000,0.0002,0.05,0.25,0.25,4.0,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_LOWM_EXT_NEUTRAL3_M0.05_0.10_eta0.92_0.98_ciIDW_EVALFIX,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.92,0.935,0.95,0.965,0.98"", ""anchor_mach_values"": ""0.05,0.0667,0.0833,0.10"", ""central_ymax"": 5.0, ""ci_idw_eta_scale"": 0.25, ""ci_idw_mach_scale"": 0.25, ""ci_idw_power"": 4.0, ""depth"": 7, ""device"": ""cuda"", ""epochs"": 25000, ""eta_max"": 0.98, ""eta_min"": 0.92, ""eval_eta_values"": ""0.935,0.955,0.975"", ""eval_mach_values"": ""0.05,0.0667,0.0833,0.10"", ""lr"": 0.0002, ""mach_max"": 0.1, ""mach_min"": 0.05, ""n_freq"": 12, ""n_sym"": 768, ""n_train"": 4096, ""n_y"": 5001, ""output_dir"": ""assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pq2d_ATLAS_LOWM_EXT_NEUTRAL3_M0.05_0.10_eta0.92_0.98_ciIDW_EVALFIX"", ""sym_ymax"": 25.0, ""w_bc"": 30.0, ""w_compat"": 20.0, ""w_gauge"": 100.0, ""w_ode"": 1.0, ""w_parity"": 0.2, ""w_q_center"": 2.0, ""width"": 256, ""ymax"": 18.0}"
pinn_subsonic/models/LOWM_EXT_VLOW_EXTREME/model_state.pt,LOWM_EXT_VLOW_EXTREME,3.081880569458008,ok,27,4,7,20,pQscaled,0.05,0.1,0.05,0.12,220.0,256,7,12,30000,0.0002,0.05,0.25,0.25,4.0,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pQscaled2d_ATLAS_LOWM_EXT_VLOW_EXTREME_M0.05_0.10_eta0.05_0.12_ciIDW,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.05,0.07,0.09,0.105,0.12"", ""anchor_mach_values"": ""0.05,0.0667,0.0833,0.10"", ""central_ymax"": 55.0, ""ci_idw_eta_scale"": 0.25, ""ci_idw_mach_scale"": 0.25, ""ci_idw_power"": 4.0, ""depth"": 7, ""device"": ""cuda"", ""epochs"": 30000, ""eta_max"": 0.12, ""eta_min"": 0.05, ""eval_eta_values"": ""0.25 0.45 0.65 0.80"", ""eval_mach_values"": ""0.1 0.3 0.5 0.7 0.9"", ""lr"": 0.0002, ""mach_max"": 0.1, ""mach_min"": 0.05, ""n_freq"": 12, ""n_sym"": 768, ""n_train"": 4096, ""n_y"": 5001, ""output_dir"": ""assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pQscaled2d_ATLAS_LOWM_EXT_VLOW_EXTREME_M0.05_0.10_eta0.05_0.12_ciIDW"", ""sym_ymax"": 25.0, ""w_bc"": 30.0, ""w_compat"": 20.0, ""w_gauge"": 100.0, ""w_ode"": 1.0, ""w_parity"": 0.2, ""w_q_center"": 2.0, ""width"": 256, ""ymax"": 220.0}"
pinn_subsonic/models/LOWM_EXT_VLOW_MOD/model_state.pt,LOWM_EXT_VLOW_MOD,3.081880569458008,ok,27,4,7,20,pQscaled,0.05,0.1,0.12,0.25,120.0,256,7,12,30000,0.0002,0.05,0.25,0.25,4.0,assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pQscaled2d_ATLAS_LOWM_EXT_VLOW_MOD_M0.05_0.10_eta0.12_0.25_ciIDW,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.12,0.15,0.18,0.215,0.25"", ""anchor_mach_values"": ""0.05,0.0667,0.0833,0.10"", ""central_ymax"": 30.0, ""ci_idw_eta_scale"": 0.25, ""ci_idw_mach_scale"": 0.25, ""ci_idw_power"": 4.0, ""depth"": 7, ""device"": ""cuda"", ""epochs"": 30000, ""eta_max"": 0.25, ""eta_min"": 0.12, ""eval_eta_values"": ""0.25 0.45 0.65 0.80"", ""eval_mach_values"": ""0.1 0.3 0.5 0.7 0.9"", ""lr"": 0.0002, ""mach_max"": 0.1, ""mach_min"": 0.05, ""n_freq"": 12, ""n_sym"": 768, ""n_train"": 4096, ""n_y"": 5001, ""output_dir"": ""assets/pinn_subsonic/local_atlas_ext_M005_098_eta005_098/seedGEP_pQscaled2d_ATLAS_LOWM_EXT_VLOW_MOD_M0.05_0.10_eta0.12_0.25_ciIDW"", ""sym_ymax"": 25.0, ""w_bc"": 30.0, ""w_compat"": 20.0, ""w_gauge"": 100.0, ""w_ode"": 1.0, ""w_parity"": 0.2, ""w_q_center"": 2.0, ""width"": 256, ""ymax"": 120.0}"
pinn_subsonic/models/MID/model_state.pt,MID,3.082612991333008,ok,27,4,7,35,pq_or_unspecified,0.1,0.7,0.35,0.55,80.0,256,7,12,18000,0.0002,0.05,0.12,0.15,4.0,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_MID_M010_070_eta0.35_0.55_ciIDW,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.35 0.40 0.45 0.50 0.55"", ""anchor_mach_values"": ""0.1 0.2 0.3 0.4 0.5 0.6 0.7"", ""central_ymax"": 20.0, ""ci_idw_eta_scale"": 0.12, ""ci_idw_mach_scale"": 0.15, ""ci_idw_power"": 4.0, ""depth"": 7, ""device"": ""cuda"", ""epochs"": 18000, ""eta_max"": 0.55, ""eta_min"": 0.35, ""eval_eta_values"": ""0.375 0.425 0.475 0.525"", ""eval_mach_values"": ""0.15 0.25 0.35 0.45 0.55 0.65"", ""lr"": 0.0002, ""mach_max"": 0.7, ""mach_min"": 0.1, ""n_freq"": 12, ""n_sym"": 768, ""n_train"": 4096, ""n_y"": 5001, ""output_dir"": ""assets/pinn_subsonic/seedGEP_pq2d_ATLAS_MID_M010_070_eta0.35_0.55_ciIDW"", ""sym_ymax"": 20.0, ""w_bc"": 30.0, ""w_compat"": 35.0, ""w_gauge"": 100.0, ""w_ode"": 1.0, ""w_parity"": 0.3, ""w_q_center"": 2.0, ""width"": 256, ""ymax"": 80.0}"
pinn_subsonic/models/NEUTRAL1_HIM/model_state.pt,NEUTRAL1_HIM,8.022005081176758,ok,35,4,8,40,pq_or_unspecified,0.35,0.7,0.65,0.8,45.0,384,8,16,24000,0.0002,0.05,0.05,0.08,4.0,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL1_HIM_M0.35_0.70_eta0.65_0.80_ciIDW,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.65 0.6875 0.725 0.7625 0.80"", ""anchor_mach_values"": ""0.35 0.40 0.45 0.50 0.55 0.60 0.65 0.70"", ""central_ymax"": 12.0, ""ci_idw_eta_scale"": 0.05, ""ci_idw_mach_scale"": 0.08, ""ci_idw_power"": 4.0, ""depth"": 8, ""device"": ""cuda"", ""epochs"": 24000, ""eta_max"": 0.8, ""eta_min"": 0.65, ""eval_eta_values"": ""0.6625 0.70 0.7375 0.775"", ""eval_mach_values"": ""0.35 0.40 0.45 0.50 0.55 0.60 0.65 0.70"", ""lr"": 0.0002, ""mach_max"": 0.7, ""mach_min"": 0.35, ""n_freq"": 16, ""n_sym"": 1024, ""n_train"": 8192, ""n_y"": 7001, ""output_dir"": ""assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL1_HIM_M0.35_0.70_eta0.65_0.80_ciIDW"", ""sym_ymax"": 12.0, ""w_bc"": 60.0, ""w_compat"": 50.0, ""w_gauge"": 120.0, ""w_ode"": 1.0, ""w_parity"": 0.5, ""w_q_center"": 2.0, ""width"": 384, ""ymax"": 45.0}"
pinn_subsonic/models/NEUTRAL1_LOWM/model_state.pt,NEUTRAL1_LOWM,8.021760940551758,ok,35,4,8,35,pq_or_unspecified,0.1,0.4,0.65,0.8,30.0,384,8,16,24000,0.0002,0.05,0.05,0.08,4.0,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL1_LOWM_M0.10_0.40_eta0.65_0.80_ciIDW,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.65 0.6875 0.725 0.7625 0.80"", ""anchor_mach_values"": ""0.10 0.15 0.20 0.25 0.30 0.35 0.40"", ""central_ymax"": 8.0, ""ci_idw_eta_scale"": 0.05, ""ci_idw_mach_scale"": 0.08, ""ci_idw_power"": 4.0, ""depth"": 8, ""device"": ""cuda"", ""epochs"": 24000, ""eta_max"": 0.8, ""eta_min"": 0.65, ""eval_eta_values"": ""0.6625 0.70 0.7375 0.775"", ""eval_mach_values"": ""0.10 0.15 0.20 0.25 0.30 0.35 0.40"", ""lr"": 0.0002, ""mach_max"": 0.4, ""mach_min"": 0.1, ""n_freq"": 16, ""n_sym"": 1024, ""n_train"": 8192, ""n_y"": 7001, ""output_dir"": ""assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL1_LOWM_M0.10_0.40_eta0.65_0.80_ciIDW"", ""sym_ymax"": 8.0, ""w_bc"": 60.0, ""w_compat"": 50.0, ""w_gauge"": 120.0, ""w_ode"": 1.0, ""w_parity"": 0.5, ""w_q_center"": 2.0, ""width"": 384, ""ymax"": 30.0}"
pinn_subsonic/models/NEUTRAL2_HIM/model_state.pt,NEUTRAL2_HIM,8.022005081176758,ok,35,4,8,40,pq_or_unspecified,0.35,0.7,0.8,0.92,36.0,384,8,16,26000,0.0002,0.05,0.04,0.08,4.0,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL2_HIM_M0.35_0.70_eta0.80_0.92_ciIDW,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.80 0.83 0.86 0.89 0.92"", ""anchor_mach_values"": ""0.35 0.40 0.45 0.50 0.55 0.60 0.65 0.70"", ""central_ymax"": 10.0, ""ci_idw_eta_scale"": 0.04, ""ci_idw_mach_scale"": 0.08, ""ci_idw_power"": 4.0, ""depth"": 8, ""device"": ""cuda"", ""epochs"": 26000, ""eta_max"": 0.92, ""eta_min"": 0.8, ""eval_eta_values"": ""0.815 0.845 0.875 0.905"", ""eval_mach_values"": ""0.35 0.40 0.45 0.50 0.55 0.60 0.65 0.70"", ""lr"": 0.0002, ""mach_max"": 0.7, ""mach_min"": 0.35, ""n_freq"": 16, ""n_sym"": 1024, ""n_train"": 8192, ""n_y"": 7001, ""output_dir"": ""assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL2_HIM_M0.35_0.70_eta0.80_0.92_ciIDW"", ""sym_ymax"": 10.0, ""w_bc"": 70.0, ""w_compat"": 50.0, ""w_gauge"": 120.0, ""w_ode"": 1.0, ""w_parity"": 0.5, ""w_q_center"": 2.0, ""width"": 384, ""ymax"": 36.0}"
pinn_subsonic/models/NEUTRAL2_LOWM/model_state.pt,NEUTRAL2_LOWM,8.021760940551758,ok,35,4,8,35,pq_or_unspecified,0.1,0.4,0.8,0.92,24.0,384,8,16,26000,0.0002,0.05,0.04,0.08,4.0,assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL2_LOWM_M0.10_0.40_eta0.80_0.92_ciIDW,"{""amp_mask_frac"": 0.05, ""anchor_eta_values"": ""0.80 0.83 0.86 0.89 0.92"", ""anchor_mach_values"": ""0.10 0.15 0.20 0.25 0.30 0.35 0.40"", ""central_ymax"": 6.0, ""ci_idw_eta_scale"": 0.04, ""ci_idw_mach_scale"": 0.08, ""ci_idw_power"": 4.0, ""depth"": 8, ""device"": ""cuda"", ""epochs"": 26000, ""eta_max"": 0.92, ""eta_min"": 0.8, ""eval_eta_values"": ""0.815 0.845 0.875 0.905"", ""eval_mach_values"": ""0.10 0.15 0.20 0.25 0.30 0.35 0.40"", ""lr"": 0.0002, ""mach_max"": 0.4, ""mach_min"": 0.1, ""n_freq"": 16, ""n_sym"": 1024, ""n_train"": 8192, ""n_y"": 7001, ""output_dir"": ""assets/pinn_subsonic/seedGEP_pq2d_ATLAS_NEUTRAL2_LOWM_M0.10_0.40_eta0.80_0.92_ciIDW"", ""sym_ymax"": 6.0, ""w_bc"": 70.0, ""w_compat"": 50.0, ""w_gauge"": 120.0, ""w_ode"": 1.0, ""w_parity"": 0.5, ""w_q_center"": 2.0, ""width"": 384, ""ymax"": 24.0}"
