status,error,Mach,alpha,cr_reference,ci_reference,cr_pinn,ci_pinn,pinn_spectral_error,cr_lower,cr_upper,ci_lower,ci_upper,optimizer_success,optimizer_message,cr_corrected,ci_corrected,corrected_spectral_error,delta_c_from_pinn,initial_mismatch,corrected_mismatch,mismatch_reduction,initial_evaluation_seconds,optimization_seconds,nfev_reported,nfev_counted,nit
COMPLETED,,1.0,0.05,-2.1381009935921505e-07,0.0025771484770576,0.0133663490414619,0.0049306126311421,0.013572169907177634,0.0,0.0933663490414619,1e-06,0.0649306126311421,False,Maximum number of function evaluations has been exceeded.,2.769660176140678e-08,0.0025765435361143106,6.513670482562301e-07,0.013572036973064458,0.004450227206443938,4.1615898360799124e-08,106935.74767656374,0.1780206011608243,36.8707727920264,240,241,2
COMPLETED,,1.0,0.055,-1.963662682691355e-07,0.0031382028597574,0.0112695395946502,0.0051173008978366,0.011442192869950577,0.0,0.0912695395946502,1e-06,0.0651173008978366,False,Maximum number of function evaluations has been exceeded.,1.3703308525837107e-09,0.0031380924461477714,2.2647500485357168e-07,0.011442017212215307,0.0041913263540197835,7.318622970902068e-09,572693.3018252169,0.16639343462884426,37.80333741847426,240,241,2
COMPLETED,,1.0,0.06,-5.2656520336501e-08,0.0037616026999093,0.009134404361248,0.0053491415455937,0.009271385257663182,0.0,0.089134404361248,1e-06,0.0653491415455937,False,Maximum number of function evaluations has been exceeded.,2.5902411149044656e-09,0.0037616530715828688,7.476302661737108e-08,0.009271322201783895,0.0037581486280093062,1.597783740896456e-08,235210.09331968488,0.1653982438147068,39.700232352130115,240,241,2
COMPLETED,,1.0,0.065,5.318523598496773e-08,0.0044499855836279,0.0069447457790374,0.0056349895894527,0.0070450684678164096,0.0,0.08694474577903741,1e-06,0.0656349895894527,False,Maximum number of function evaluations has been exceeded.,3.4547877151539673e-09,0.004449999522317242,5.164692193808945e-08,0.007045115145221873,0.0031267237026343596,8.687185068424554e-09,359923.68966549484,0.16461544204503298,47.90583173092455,240,241,2
COMPLETED,,1.0,0.07,2.448412287104524e-08,0.0052061575793201,0.004690483212471,0.0059856153093278,0.004754782585482317,0.0,0.084690483212471,1e-06,0.0659856153093278,False,Maximum number of function evaluations has been exceeded.,3.536676497847251e-09,0.005206122487279126,4.0868653626591834e-08,0.004754809002332975,0.0022758033217216444,3.390591477885607e-09,671211.3023833968,0.17039630189538002,42.20611608866602,240,241,2
COMPLETED,,1.0,0.075,-9.544762484683384e-09,0.0060334923763868,0.0023701563477516,0.0064140213653445,0.0024005184168163045,0.0,0.0823701563477516,1e-06,0.0664140213653445,False,Maximum number of function evaluations has been exceeded.,1.8863944584021974e-09,0.006033475087740108,2.072603805616378e-08,0.0024005098708586308,0.0012098780944240154,6.604321421915753e-10,1831949.1392547325,0.17429553344845772,41.35618726722896,240,241,2
COMPLETED,,1.0,0.085,-3.258289311069424e-09,0.0079182452555799,-0.0024187937378883,0.0075688217766582,0.002443899374323839,0.0,0.07758120626211171,1e-06,0.0675688217766582,False,Maximum number of function evaluations has been exceeded.,8.878719805441248e-10,0.007918248845614767,5.484432860335795e-09,0.0024439039911842678,0.0001788327894519081,1.2408995428196232e-10,1441154.4470840634,0.170810142531991,40.834556978195906,240,241,2
COMPLETED,,1.0,0.09,1.4646562006685288e-10,0.0089853661922371,-0.0048312172293663,0.0083344131708145,0.004874874477218821,0.0,0.0751687827706337,1e-06,0.0683344131708145,False,Maximum number of function evaluations has been exceeded.,8.62487031481099e-10,0.008985368541851531,2.456292865254975e-09,0.004874875500577722,0.0003298012858918159,1.9596115143713402e-11,16829932.028523467,0.17156114242970943,41.06733904033899,240,241,2
COMPLETED,,1.0,0.095,8.092975981496505e-10,0.0101433175874361,-0.0071979090571403,0.0092561887577176,0.007252372301935537,0.0,0.0728020909428597,1e-06,0.0692561887577176,False,Maximum number of function evaluations has been exceeded.,6.893362592485162e-10,0.010143318410130754,8.31394741438767e-10,0.007252372283509233,0.0004425411872653119,1.8555137748423595e-11,23850062.083366062,0.17067069560289383,41.13981836196035,240,241,2
COMPLETED,,1.0,0.1,5.334085810194177e-10,0.0113989626576282,-0.0094635784626007,0.0103602148592472,0.00952041618850507,0.0,0.07053642153739931,1e-06,0.0703602148592472,False,Maximum number of function evaluations has been exceeded.,6.549590465329273e-10,0.011398962747847692,1.5137394865385734e-10,0.009520416319173488,0.0005075239183292651,2.881426987997437e-11,17613631.03918136,0.1722268434241414,41.25852044951171,240,241,2
COMPLETED,,1.0,0.105,2.340442123779967e-10,0.012760261732706,-0.011567510664463,0.0116741443052887,0.011618388849286407,0.0,0.068432489335537,1e-06,0.07167414430528869,False,Maximum number of function evaluations has been exceeded.,4.910940792326928e-10,0.012760261650507079,2.6987274169453845e-10,0.011618389097526459,0.000517094727183055,1.7606297993150433e-13,2936987249.5866303,0.1711178133264184,40.852803147397935,240,241,2
COMPLETED,,1.0,0.11,4.635943253909663e-11,0.0142365019789538,-0.0134479478001594,0.0132260350510478,0.013485857210243712,0.0,0.0665520521998406,1e-06,0.0732260350510478,False,Maximum number of function evaluations has been exceeded.,4.1018612335473147e-10,0.014236501929304084,3.6719879535649834e-10,0.01348585756932752,0.0004664212280768605,3.758631804462322e-15,124093354268.73047,0.1712533226236701,40.90757572744042,240,241,2
COMPLETED,,1.0,0.115,-1.3681579423593154e-11,0.0158385965300184,-0.0150459483265876,0.015042595565319,0.015066989685084473,0.0,0.0649540516734124,1e-06,0.075042595565319,False,Maximum number of function evaluations has been exceeded.,4.098156947289665e-10,0.015838596513208004,4.238307806849889e-10,0.015066990107102218,0.00035448102675333346,2.7912011587020197e-11,12699945.528762113,0.16989813465625048,40.711627748794854,240,241,2
COMPLETED,,1.0,0.12,-4.034584077683783e-11,0.0175794785598835,-0.0163085684180259,0.0171469990164041,0.01631430173452098,0.0,0.0636914315819741,1e-06,0.0771469990164041,False,Maximum number of function evaluations has been exceeded.,3.9592401003632e-10,0.017579478589609617,4.372814022849232e-10,0.016314302171425526,0.00018491222776579754,4.278952150510031e-11,4321437.147731527,0.1710867416113615,40.93201358895749,240,241,2
COMPLETED,,1.0,0.18,-4.0809311066342696e-10,0.0641392460321991,0.0044982805848121,0.0592506155371665,0.006643285332431161,0.0,0.0844982805848121,1e-06,0.1192506155371665,False,Maximum number of function evaluations has been exceeded.,1.0779322235850317e-05,0.06414903653792017,1.4562162897023922e-05,0.0066432067469143295,0.0010045657366851938,2.0567569565748127e-06,488.4221898333244,0.16651152539998293,39.63690325058997,240,241,2
COMPLETED,,1.0,0.185,-5.547851828880535e-10,0.0769056941994695,0.0094899833202362,0.0624954253435134,0.017254438340586577,0.0,0.08948998332023621,0.002495425343513401,0.1224954253435134,False,Maximum number of function evaluations has been exceeded.,4.8459496331755065e-06,0.07693848754289861,3.3149539639902754e-05,0.01727917465142708,0.0019795964944890484,2.873321470660583e-06,688.9575408469469,0.16581993829458952,39.23131364118308,240,241,3
COMPLETED,,1.0,0.19,0.0191129885284331,0.1010233002787392,0.0149572342634201,0.0653875023126602,0.035877296305468355,0.0,0.0949572342634201,0.005387502312660206,0.12538750231266022,False,Maximum number of function evaluations has been exceeded.,0.019113002674025135,0.10102281664938811,4.838361778543968e-07,0.035876817570124425,0.0029014003042598527,2.8818059236160312e-08,100679.93408172452,0.1667367946356535,38.544636603444815,240,241,4
COMPLETED,,1.0,0.195,0.0382070565534107,0.0978340054927779,0.0208785310387611,0.0678832679986953,0.03460237669512468,0.0,0.1008785310387611,0.007883267998695306,0.12788326799869532,False,Maximum number of function evaluations has been exceeded.,0.03820659663496753,0.09783414945061407,4.819220195855392e-07,0.03460227098115562,0.0037443953898203763,5.102289928486951e-08,73386.56646920006,0.1670884657651186,39.09155835863203,240,241,5
COMPLETED,,1.0,0.2,0.050369431044004,0.0946633168869308,0.0272264294326305,0.0699493363499641,0.0338582243711274,0.0,0.1072264294326305,0.009949336349964102,0.12994933634996408,False,Maximum number of function evaluations has been exceeded.,0.05036942875112194,0.09466331624780579,2.3802917716573445e-09,0.0338582223373676,0.004481933376324452,3.0794825688914364e-12,1455417680.100029,0.16787458769977093,39.52750113978982,240,241,3
