normal_axis,chart_minus_grid,chart_plus_grid,Mach_minus_grid,Mach_plus_grid,alpha_minus_grid,alpha_plus_grid,Mach_mid,alpha_mid,pair_id
Mach,C00,C10,1.2489999999999999,1.252,0.07273333333333334,0.07273333333333334,1.2505,0.07273333333333334,C00--C10
Mach,C00,C10,1.2489999999999999,1.252,0.07376666666666667,0.07376666666666667,1.2505,0.07376666666666667,C00--C10
Mach,C00,C10,1.2489999999999999,1.252,0.0748,0.0748,1.2505,0.0748,C00--C10
Mach,C00,C10,1.2489999999999999,1.252,0.07583333333333334,0.07583333333333334,1.2505,0.07583333333333334,C00--C10
Mach,C00,C10,1.2489999999999999,1.252,0.07686666666666667,0.07686666666666667,1.2505,0.07686666666666667,C00--C10
Mach,C00,C10,1.2489999999999999,1.252,0.0779,0.0779,1.2505,0.0779,C00--C10
Mach,C00,C10,1.2489999999999999,1.252,0.07893333333333334,0.07893333333333334,1.2505,0.07893333333333334,C00--C10
Mach,C00,C10,1.2489999999999999,1.252,0.07996666666666667,0.07996666666666667,1.2505,0.07996666666666667,C00--C10
Mach,C00,C10,1.2489999999999999,1.252,0.081,0.081,1.2505,0.081,C00--C10
Mach,C00,C10,1.2489999999999999,1.252,0.08203333333333335,0.08203333333333335,1.2505,0.08203333333333335,C00--C10
Mach,C00,C10,1.2489999999999999,1.252,0.08306666666666668,0.08306666666666668,1.2505,0.08306666666666668,C00--C10
Mach,C00,C10,1.2489999999999999,1.252,0.08410000000000001,0.08410000000000001,1.2505,0.08410000000000001,C00--C10
Mach,C00,C10,1.2489999999999999,1.252,0.08513333333333334,0.08513333333333334,1.2505,0.08513333333333334,C00--C10
