boundary_id,pair_id,normal_axis,Mach_boundary,alpha_boundary,chart_a,chart_b,samepoint_cr_a,samepoint_ci_a,samepoint_cr_b,samepoint_ci_b,samepoint_cr_abs_diff,samepoint_ci_abs_diff,samepoint_c_abs_diff,eps,Mach_minus,alpha_minus,Mach_plus,alpha_plus,routed_chart_minus,routed_chart_plus,routed_cr_minus,routed_ci_minus,routed_cr_plus,routed_ci_plus,routed_cr_abs_diff,routed_ci_abs_diff,routed_c_abs_diff,route_changes
ROUTE_0000,C00--C01,alpha,1.0,0.13000000049990673,C00,C01,-2.086162567138672e-07,0.021541958674788475,0.00010010600090026855,0.022961530834436417,0.00010031461715698242,0.0014195721596479416,0.001423112131514194,1e-06,1.0,0.12999900049990673,1.0,0.13000100049990673,C00,C01,-2.294778823852539e-06,0.021541526541113853,0.00010028481483459473,0.022962398827075958,0.00010257959365844727,0.0014208722859621048,0.0014245703303278183,True
ROUTE_0000,C00--C01,alpha,1.0,0.13000000049990673,C00,C01,-2.086162567138672e-07,0.021541958674788475,0.00010010600090026855,0.022961530834436417,0.00010031461715698242,0.0014195721596479416,0.001423112131514194,1e-05,1.0,0.12999000049990672,1.0,0.13001000049990674,C00,C01,-2.1249055862426758e-05,0.021537555381655693,0.0001017451286315918,0.022970285266637802,0.00012299418449401855,0.001432729884982109,0.0014379994759179144,True
ROUTE_0000,C00--C01,alpha,1.0,0.13000000049990673,C00,C01,-2.086162567138672e-07,0.021541958674788475,0.00010010600090026855,0.022961530834436417,0.00010031461715698242,0.0014195721596479416,0.001423112131514194,0.0001,1.0,0.12990000049990674,1.0,0.13010000049990672,C00,C01,-0.00020998716354370117,0.021498316898941994,0.0001163482666015625,0.023049471899867058,0.00032633543014526367,0.001551155000925064,0.001585110926674512,True
ROUTE_0001,C00--C01,alpha,1.063,0.13000000049990673,C00,C01,0.07234396040439606,0.09043382108211517,0.061729878187179565,0.10150302946567535,0.010614082217216492,0.01106920838356018,0.015335778935303884,1e-06,1.063,0.12999900049990673,1.063,0.13000100049990673,C00,C01,0.07234048843383789,0.09043111652135849,0.0617312490940094,0.10150536894798279,0.010609239339828491,0.011074252426624298,0.01533606945010222,True
ROUTE_0001,C00--C01,alpha,1.063,0.13000000049990673,C00,C01,0.07234396040439606,0.09043382108211517,0.061729878187179565,0.10150302946567535,0.010614082217216492,0.01106920838356018,0.015335778935303884,1e-05,1.063,0.12999000049990672,1.063,0.13001000049990674,C00,C01,0.07230907678604126,0.09040665626525879,0.06174333393573761,0.10152637958526611,0.01056574285030365,0.011119723320007324,0.015338942880533111,True
ROUTE_0001,C00--C01,alpha,1.063,0.13000000049990673,C00,C01,0.07234396040439606,0.09043382108211517,0.061729878187179565,0.10150302946567535,0.010614082217216492,0.01106920838356018,0.015335778935303884,0.0001,1.063,0.12990000049990674,1.063,0.13010000049990672,C00,C01,0.07199540734291077,0.09016286581754684,0.0618647038936615,0.10173636674880981,0.010130703449249268,0.01157350093126297,0.015381062257938359,True
ROUTE_0002,C00--C01,alpha,1.126,0.13000000049990673,C00,C01,0.14284150302410126,0.1477009505033493,0.13612554967403412,0.13619281351566315,0.006715953350067139,0.011508136987686157,0.013324460451651626,1e-06,1.126,0.12999900049990673,1.126,0.13000100049990673,C00,C01,0.14283795654773712,0.1476990133523941,0.13612712919712067,0.1361931562423706,0.006710827350616455,0.011505857110023499,0.013319908091501988,True
ROUTE_0002,C00--C01,alpha,1.126,0.13000000049990673,C00,C01,0.14284150302410126,0.1477009505033493,0.13612554967403412,0.13619281351566315,0.006715953350067139,0.011508136987686157,0.013324460451651626,1e-05,1.126,0.12999000049990672,1.126,0.13001000049990674,C00,C01,0.1428060233592987,0.1476815789937973,0.13614125549793243,0.13619627058506012,0.006664767861366272,0.011485308408737183,0.013278984896810064,True
ROUTE_0002,C00--C01,alpha,1.126,0.13000000049990673,C00,C01,0.14284150302410126,0.1477009505033493,0.13612554967403412,0.13619281351566315,0.006715953350067139,0.011508136987686157,0.013324460451651626,0.0001,1.126,0.12990000049990674,1.126,0.13010000049990672,C00,C01,0.14248628914356232,0.14750702679157257,0.13628269731998444,0.13622723519802094,0.006203591823577881,0.011279791593551636,0.012873160059112156,True
ROUTE_0003,C00--C01,alpha,1.186,0.13000000049990673,C00,C01,0.17695049941539764,0.12255580723285675,0.18421699106693268,0.10308180749416351,0.007266491651535034,0.019473999738693237,0.02078553744179959,1e-06,1.186,0.12999900049990673,1.186,0.13000100049990673,C00,C01,0.17694854736328125,0.12255385518074036,0.184218168258667,0.10308076441287994,0.007269620895385742,0.019473090767860413,0.020785780043480674,True
ROUTE_0003,C00--C01,alpha,1.186,0.13000000049990673,C00,C01,0.17695049941539764,0.12255580723285675,0.18421699106693268,0.10308180749416351,0.007266491651535034,0.019473999738693237,0.02078553744179959,1e-05,1.186,0.12999000049990672,1.186,0.13001000049990674,C00,C01,0.17693087458610535,0.12253636121749878,0.18422871828079224,0.10307148844003677,0.00729784369468689,0.019464872777462006,0.020787972359873452,True
ROUTE_0003,C00--C01,alpha,1.186,0.13000000049990673,C00,C01,0.17695049941539764,0.12255580723285675,0.18421699106693268,0.10308180749416351,0.007266491651535034,0.019473999738693237,0.02078553744179959,0.0001,1.186,0.12990000049990674,1.186,0.13010000049990672,C00,C01,0.1767548769712448,0.12236182391643524,0.18433454632759094,0.10297869890928268,0.00757966935634613,0.019383125007152557,0.020812422314436044,True
ROUTE_0004,C00--C01,alpha,1.2489999999999999,0.13000000049990673,C00,C01,0.2021789252758026,0.10532466322183609,0.24075835943222046,0.08929939568042755,0.03857943415641785,0.01602526754140854,0.04177537479907394,1e-06,1.2489999999999999,0.12999900049990673,1.2489999999999999,0.13000100049990673,C00,C01,0.2021784633398056,0.10532382875680923,0.24075959622859955,0.08929893374443054,0.038581132888793945,0.016024895012378693,0.04177680068100641,True
ROUTE_0004,C00--C01,alpha,1.2489999999999999,0.13000000049990673,C00,C01,0.2021789252758026,0.10532466322183609,0.24075835943222046,0.08929939568042755,0.03857943415641785,0.01602526754140854,0.04177537479907394,1e-05,1.2489999999999999,0.12999000049990672,1.2489999999999999,0.13001000049990674,C00,C01,0.20217446982860565,0.10531625896692276,0.2407706081867218,0.08929479867219925,0.03859613835811615,0.01602146029472351,0.04178934177675268,True
ROUTE_0004,C00--C01,alpha,1.2489999999999999,0.13000000049990673,C00,C01,0.2021789252758026,0.10532466322183609,0.24075835943222046,0.08929939568042755,0.03857943415641785,0.01602526754140854,0.04177537479907394,0.0001,1.2489999999999999,0.12990000049990674,1.2489999999999999,0.13010000049990672,C00,C01,0.20213544368743896,0.10524074733257294,0.24088051915168762,0.08925338834524155,0.03874507546424866,0.01598735898733139,0.041913917976253774,True
ROUTE_0005,C00--C10,Mach,1.250000000500237,0.05,C00,C10,0.12018205225467682,0.1248796284198761,0.12008875608444214,0.12488819658756256,9.329617023468018e-05,8.568167686462402e-06,9.368878736520055e-05,1e-06,1.249999000500237,0.05,1.2500010005002369,0.05,C00,C10,0.12018097937107086,0.12487971782684326,0.12008954584598541,0.12488795816898346,9.143352508544922e-05,8.240342140197754e-06,9.180409984384679e-05,True
ROUTE_0005,C00--C10,Mach,1.250000000500237,0.05,C00,C10,0.12018205225467682,0.1248796284198761,0.12008875608444214,0.12488819658756256,9.329617023468018e-05,8.568167686462402e-06,9.368878736520055e-05,1e-05,1.249990000500237,0.05,1.250010000500237,0.05,C00,C10,0.12017089128494263,0.12488065659999847,0.1200971007347107,0.12488572299480438,7.37905502319336e-05,5.066394805908203e-06,7.396427286102965e-05,True
ROUTE_0005,C00--C10,Mach,1.250000000500237,0.05,C00,C10,0.12018205225467682,0.1248796284198761,0.12008875608444214,0.12488819658756256,9.329617023468018e-05,8.568167686462402e-06,9.368878736520055e-05,0.0001,1.249900000500237,0.05,1.250100000500237,0.05,C00,C10,0.1200704276561737,0.12488987296819687,0.1201719343662262,0.12486349046230316,0.00010150671005249023,2.6382505893707275e-05,0.00010487921053722621,True
ROUTE_0006,C00--C10,Mach,1.250000000500237,0.06963333333333334,C00,C10,0.15131665766239166,0.12023789435625076,0.14857155084609985,0.11442248523235321,0.002745106816291809,0.0058154091238975525,0.006430753821377604,1e-06,1.249999000500237,0.06963333333333334,1.2500010005002369,0.06963333333333334,C00,C10,0.15131625533103943,0.12023843079805374,0.14857257902622223,0.11442219465970993,0.0027436763048171997,0.005816236138343811,0.00643089126658132,True
ROUTE_0006,C00--C10,Mach,1.250000000500237,0.06963333333333334,C00,C10,0.15131665766239166,0.12023789435625076,0.14857155084609985,0.11442248523235321,0.002745106816291809,0.0058154091238975525,0.006430753821377604,1e-05,1.249990000500237,0.06963333333333334,1.250010000500237,0.06963333333333334,C00,C10,0.15131229162216187,0.12024375796318054,0.148582324385643,0.11441951245069504,0.00272996723651886,0.005824245512485504,0.00643230572206996,True
ROUTE_0006,C00--C10,Mach,1.250000000500237,0.06963333333333334,C00,C10,0.15131665766239166,0.12023789435625076,0.14857155084609985,0.11442248523235321,0.002745106816291809,0.0058154091238975525,0.006430753821377604,0.0001,1.249900000500237,0.06963333333333334,1.250100000500237,0.06963333333333334,C00,C10,0.15127290785312653,0.12029647827148438,0.14867918193340302,0.11439283937215805,0.0025937259197235107,0.0059036388993263245,0.006448283988805433,True
ROUTE_0007,C00--C10,Mach,1.250000000500237,0.08926666666666666,C00,C10,0.1944219022989273,0.1052614077925682,0.19341039657592773,0.1093321219086647,0.0010115057229995728,0.004070714116096497,0.004194503217622818,1e-06,1.249999000500237,0.08926666666666666,1.2500010005002369,0.08926666666666666,C00,C10,0.19442176818847656,0.10526181012392044,0.19341139495372772,0.1093318834900856,0.0010103732347488403,0.004070073366165161,0.004193608384132195,True
