stage,dataset,source_id,chart,Mach,alpha,n_xi,xi_boundary,mapping_scale,cr_pred,ci_pred,r_kappa_abs_median,r_kappa_abs_p90,r_kappa_abs_p95,r_kappa_abs_max,r_q_abs_median,r_q_abs_p90,r_q_abs_p95,r_q_abs_max,r_logamp_abs_median,r_logamp_abs_p90,r_logamp_abs_p95,r_logamp_abs_max,r_kappa_normalized_rms,r_q_normalized_rms,r_logamp_normalized_rms,bc_kappa_rmse,bc_q_rmse,bc_kappa_max_abs,bc_q_max_abs,reference_ci
joint,V64,16,C02,1.05,0.35,256,0.9850000143051147,3.0,0.20462891459465027,0.0017850343137979507,0.01113920472562313,0.0318698026239872,0.0371199669316411,0.07005332410335541,0.007001934573054314,0.020611753687262535,0.023123442195355892,0.03878304362297058,0.004485191544517875,0.011148914229124784,0.014809057116508484,0.0795883759856224,0.018322683921288926,0.010929573009230788,0.008683541441685655,0.0010459826037537742,0.0006177537185352163,0.0012070239754393697,0.000871807336807251,0.0033487427887457
joint,V64,17,C02,1.1,0.215,256,0.9850000143051147,3.0,0.1808072030544281,0.0714113637804985,0.006622927263379097,0.017071396112442017,0.02128738723695278,0.03324120119214058,0.006040003150701523,0.01564137451350689,0.01871081255376339,0.035829707980155945,0.003356966655701399,0.0114234727807343,0.013844167813658714,0.09448714554309845,0.009969386352182676,0.009386564736287425,0.008323411561658509,0.001952178430474439,0.0015416578203584445,0.0020426586270332336,0.0016210973262786865,0.0726387709774911
joint,V64,18,C02,1.1,0.265,256,0.9850000143051147,3.0,0.20841845870018005,0.046392809599637985,0.006535265361890197,0.018024420365691185,0.02241422887891531,0.04682258144021034,0.0053677556570619345,0.014557738322764635,0.018631379585713148,0.04528970271348953,0.0037753628566861153,0.012190640904009342,0.015039305668324232,0.024559959769248962,0.010517762350994367,0.00912668572944246,0.006867941589513848,0.0017719599861361903,0.0013548937892118394,0.0024203211069107056,0.0018911212682724,0.0445687947481188
joint,V64,19,C02,1.15,0.23,256,0.9850000143051147,3.0,0.23034635186195374,0.05544360354542732,0.006693979492411017,0.016614987514913082,0.0248781880363822,0.048982638865709305,0.0057645076885819435,0.01601151656359434,0.020245402120053768,0.037456341087818146,0.003821355290710926,0.013807215262204409,0.018358934670686722,0.04452504590153694,0.010433804426347771,0.009474354952960626,0.007975267613822907,0.0018218927596959518,0.0021918723396804492,0.0025115180760622025,0.002609357237815857,0.0560742848095208
joint,V64,20,C02,1.2,0.285,256,0.9850000143051147,3.0,0.2728850841522217,0.014161271043121815,0.0076033135410398245,0.020389829762279987,0.02382706245407462,0.11030949652194977,0.005226219305768609,0.015202794224023819,0.019939294084906578,0.06587809324264526,0.0035312119871377945,0.013295112643390894,0.017635622061789036,0.02513531781733036,0.014221110568819608,0.010111092393929884,0.007709962773579529,0.0015918187796705129,0.0021318759559095166,0.0022052228450775146,0.003013194538652897,0.0207082606481318
joint,V64,21,C02,1.2,0.315,256,0.9850000143051147,3.0,0.2737117409706116,0.005834019277244806,0.008047721348702908,0.02447281964123249,0.032164609991014004,0.16616752743721008,0.004980167141184211,0.01651082467287779,0.021618948318064213,0.057196393609046936,0.0034328405745327473,0.014701786916702986,0.01692094374448061,0.13302628695964813,0.01777608486255839,0.009228297513574233,0.010909021103780009,0.00196102108978477,0.0012698173522949219,0.0023139864206314087,0.00147187989205122,0.0058299567246247
joint,T401,72,C02,1.0,0.24,256,0.9850000143051147,3.0,0.09943076968193054,0.06781291216611862,0.010743523016571999,0.02491097431629896,0.033138039521873,0.05008229240775108,0.009144014213234186,0.02299216389656067,0.02764201583340764,0.06134103238582611,0.005155743099749088,0.013674924615770578,0.016161038540303707,0.026937630027532578,0.014988547022036239,0.013616167937240055,0.00806353465528607,0.0008256433673101693,0.002165379751202505,0.0011142939329147339,0.0030541270971298218,0.0699141772819918
joint,T401,74,C02,1.0,0.26,256,0.9850000143051147,3.0,0.12140150368213654,0.06095559895038605,0.011136095970869064,0.027683233842253685,0.03588118031620979,0.059408869594335556,0.009081028867512941,0.024104206822812557,0.0289523433893919,0.058293797075748444,0.004829868208616972,0.014608294703066349,0.01873875968158245,0.11812067776918411,0.016422413062219615,0.013493980829393157,0.011801567962904503,0.001882692776805878,0.0023583909827427003,0.0026146918535232544,0.002806117758154869,0.0579073250083236
joint,T401,77,C02,1.0,0.275,256,0.9850000143051147,3.0,0.13795685768127441,0.05665715038776398,0.011067694518715143,0.02944353688508272,0.037356046959757805,0.051050979644060135,0.009865484200417995,0.024861708283424377,0.030436509288847446,0.03979650139808655,0.005341800395399332,0.013571245595812798,0.01522498787380755,0.03353861719369888,0.01657847418842048,0.01385966927428044,0.008340542245309078,0.0025817305970714296,0.002180785015454501,0.0028564631938934326,0.002949163317680359,0.0490435280560056
joint,T401,86,C02,1.05,0.245,256,0.9850000143051147,3.0,0.1433892548084259,0.06305664777755737,0.008245769888162613,0.017031977884471416,0.023222431540489197,0.030583051964640617,0.005715083563700318,0.016802474856376648,0.018858555238693953,0.03784439340233803,0.0040850103832781315,0.011188754811882973,0.015079819364473224,0.11127303540706635,0.010776315197648545,0.009566336302683595,0.011906347894125334,0.0033421623568880812,0.0008067803245508925,0.0045318156480789185,0.001129940152168274,0.0628719847849637
