stage,dataset,chart,source,metric,n,median,p90,p95,max
joint,V64,C21,coordinate_level,bc_kappa_rmse,5,0.0006267615428651646,0.0006514481717275655,0.0006532335100696778,0.0006550188484117902
joint,V64,C21,coordinate_level,bc_q_rmse,5,0.00039476004590442026,0.0008536517192775155,0.0010004666092497615,0.001147281499222008
joint,V64,C21,coordinate_level,bc_kappa_max_abs,5,0.0008681155741214752,0.0009064637124538422,0.000913567841053009,0.0009206719696521759
joint,V64,C21,coordinate_level,bc_q_max_abs,5,0.0005044974386692047,0.001015954464673996,0.0011846017092466354,0.001353248953819275
joint,V64,C22,coordinate_level,r_kappa_normalized_rms,3,0.018713321611051693,0.026799936876032292,0.027810763784154865,0.02882159069227744
joint,V64,C22,coordinate_level,r_q_normalized_rms,3,0.015542171216874985,0.025701362213922354,0.026971261088553272,0.028241159963184194
joint,V64,C22,coordinate_level,r_logamp_normalized_rms,3,0.009599231085425321,0.011044722512930092,0.01122540894136819,0.011406095369806286
joint,V64,C22,coordinate_level,bc_kappa_rmse,3,0.002906340433930537,0.003661982266534612,0.003756437495610121,0.0038508927246856304
joint,V64,C22,coordinate_level,bc_q_rmse,3,0.004317489549172317,0.0043901039760764786,0.004399180779439498,0.0044082575828025185
joint,V64,C22,coordinate_level,bc_kappa_max_abs,3,0.0034507736563682556,0.004698149859905243,0.004854071885347366,0.00500999391078949
joint,V64,C22,coordinate_level,bc_q_max_abs,3,0.00595700740814209,0.006102275848388672,0.006120434403419495,0.006138592958450317
joint,V64,C30,coordinate_level,r_kappa_normalized_rms,6,0.01075160623670128,0.013769011425318663,0.014117391532790478,0.014465771640262293
joint,V64,C30,coordinate_level,r_q_normalized_rms,6,0.008804379718862897,0.013577101602197468,0.014816658913096737,0.016056216223996007
joint,V64,C30,coordinate_level,r_logamp_normalized_rms,6,0.005582344488707669,0.006812061805047016,0.0071092043928637424,0.007406346980680468
joint,V64,C30,coordinate_level,bc_kappa_rmse,6,0.0006295469003290241,0.0010804108356704727,0.0011891117878642782,0.0012978127400580838
joint,V64,C30,coordinate_level,bc_q_rmse,6,0.0004885086226961946,0.0012914392813618415,0.0013983425597730915,0.0015052458381843415
joint,V64,C30,coordinate_level,bc_kappa_max_abs,6,0.0007351270178332925,0.0013896990567445755,0.001544916070997715,0.0017001330852508545
joint,V64,C30,coordinate_level,bc_q_max_abs,6,0.0006312425248324871,0.0014879489317536354,0.0016223308630287647,0.001756712794303894
joint,V64,C31,coordinate_level,r_kappa_normalized_rms,8,0.008784648375004835,0.010544563335247704,0.011669742517395568,0.012794921699543433
joint,V64,C31,coordinate_level,r_q_normalized_rms,8,0.009140114760014566,0.010953067206811398,0.012208712645516203,0.013464358084221013
joint,V64,C31,coordinate_level,r_logamp_normalized_rms,8,0.00682981930508143,0.007618077828653597,0.007892621111940501,0.008167164395227404
joint,V64,C31,coordinate_level,bc_kappa_rmse,8,0.0005122984915580321,0.0012783942884447303,0.0017865164961035735,0.002294638703762418
joint,V64,C31,coordinate_level,bc_q_rmse,8,0.0012339852906048897,0.0016078191459176655,0.0017352108136355032,0.0018626024813533414
joint,V64,C31,coordinate_level,bc_kappa_max_abs,8,0.0006090197712182999,0.0017121162265539165,0.0024209929630160322,0.0031298696994781494
joint,V64,C31,coordinate_level,bc_q_max_abs,8,0.001439741812646389,0.00220129881054163,0.00235800938680768,0.0025147199630737305
joint,V64,C32,coordinate_level,r_kappa_normalized_rms,2,0.019091992184325397,0.019447511808013167,0.01949195176097414,0.01953639171393511
joint,V64,C32,coordinate_level,r_q_normalized_rms,2,0.016582303262041492,0.01750000667186085,0.01761471959808827,0.01772943252431569
joint,V64,C32,coordinate_level,r_logamp_normalized_rms,2,0.01020246547229304,0.010712325372321495,0.010776057859825052,0.010839790347328609
joint,V64,C32,coordinate_level,bc_kappa_rmse,2,0.0006082270670816736,0.0008015265155571036,0.0008256889466165323,0.0008498513776759611
joint,V64,C32,coordinate_level,bc_q_rmse,2,0.0005011579472582312,0.0005633693405779024,0.0005711457647428613,0.0005789221889078202
joint,V64,C32,coordinate_level,bc_kappa_max_abs,2,0.0006893575191497803,0.0008756935596466065,0.0008989855647087097,0.000922277569770813
joint,V64,C32,coordinate_level,bc_q_max_abs,2,0.0006198652554303408,0.0007707084063440561,0.0007895638002082705,0.000808419194072485
