alpha,Mach,cr,ci,p_rel,q_rel,p_y_rel,rho_rel,u_rel,v_rel,gamma_rel,align_scale_real,align_scale_imag,amp_mask_frac
0.1,1.6,0.299805,0.029118,0.924763689065705,0.9032160756204074,0.9032160756204074,0.924763689065705,0.8939310052459042,0.9154838924460936,0.846932084989334,0.7635514654377727,0.2853867527989787,0.05
