Mach,s,alpha,alpha_neutral,accepted,quality_level,quality_reason,field_file,cr,ci,stage1_mismatch,stage2_mismatch,shooting_success,spectral_success,mode_success,y_limit,ln_p_start_right,q_consistency_rel,tail_ratio_p,overlap_previous,min_abs_U_minus_c,p_l2_norm_before
1.8,0.2,0.045983942668268,0.2299197133413401,True,spectral_only,tail_check_failed,assets/pinn_supersonic/datasets/atlas_v1_certified_pilot/M_1p800/fields/M_1p800_s_0p2000.npz,0.4209140402687999,0.024072372578854452,4.120004748535111e-08,3.581202919749862e-17,True,True,True,3695.5658254818436,-20.771409907552023,1.014772500730913e-08,0.0031012533543296012,0.4226630037478438,0.024086788361766486,5.054512401308753
1.8,0.65,0.149447813671871,0.2299197133413401,True,modal_certified,all_checks_passed,assets/pinn_supersonic/datasets/atlas_v1_certified_pilot/M_1p800/fields/M_1p800_s_0p6500.npz,0.46747260195839996,0.019681267095822685,3.162088032320306e-08,1.88938961446556e-16,True,True,True,1398.5922446043667,-61.25871061629942,3.653087522047266e-08,0.0005090350540908791,0.9536143183032184,0.019892068270243757,2.8930305765387705
1.8,0.93,0.2138253334074463,0.2299197133413401,True,spectral_only,tail_check_failed,assets/pinn_supersonic/datasets/atlas_v1_certified_pilot/M_1p800/fields/M_1p800_s_0p9300.npz,0.4854009475584,0.004262312692297794,4.975505704150781e-08,6.75518458896628e-15,True,True,True,4522.638800578321,-361.8923813285726,4.785567286798343e-08,0.0041250546526840105,0.5508374266856586,0.004305909380853475,4.428430897100296
1.8,0.985,0.22647091764122,0.2299197133413401,True,spectral_only,tail_check_failed,assets/pinn_supersonic/datasets/atlas_v1_certified_pilot/M_1p800/fields/M_1p800_s_0p9850.npz,0.48834051032063996,0.0008212172376534275,2.4187411055067344e-08,8.97034418888235e-15,True,True,True,5000.0,-444.3059418623613,4.163830287289866e-08,0.16482542306262424,0.9787051414633714,0.002904804548723378,9.756962566586727
