cost_id,Mach,alpha,classical_success,classical_cr,classical_ci,classical_omega_i,classical_residual_norm,classical_delta_kappa,classical_delta_q,classical_parameterization,classical_settings_name,classical_best_seed_index,classical_best_seed_cr,classical_best_seed_ci,classical_n_generic_starts,classical_n_accepted_starts,classical_n_solver_attempts,classical_objective_calls,classical_integration_failures,classical_seconds,status,_source_file,_technical_success,mach_index,alpha_index,primary_chart
88,1.162,0.18175,True,0.2057492261226405,0.079862547645964,0.0145150180346539,3.608226498034715e-15,6.106226635438361e-16,3.5561831257524545e-15,log_ci,nominal,3,0.1,0.002,6,1,36,4023,0,449.3475836169673,COMPLETED,classical_COST500_chunk_017.csv,True,4,8,C01
89,1.162,0.19725,True,0.214908981875027,0.0715540212265291,0.0141140306869328,8.533200439735174e-14,4.017619570362285e-15,8.523737271559639e-14,log_ci,nominal,3,0.1,0.002,6,1,36,3826,0,321.1925534330076,COMPLETED,classical_COST500_chunk_017.csv,True,4,9,C01
90,1.162,0.21275,True,0.2231702545047951,0.0632972269920718,0.0134664850425632,2.312706906176125e-12,1.1191048088221579e-13,2.309997679250664e-12,log_ci,nominal,3,0.1,0.002,6,2,28,2451,0,200.50326125393624,COMPLETED,classical_COST500_chunk_018.csv,True,4,10,C02
91,1.162,0.2282499999999999,True,0.2306797887437165,0.0550904239694517,0.0125743892710273,5.3090253875238066e-11,-3.48845952125032e-13,5.3089107762693815e-11,log_ci,nominal,3,0.1,0.002,6,1,36,2824,0,241.0438466980122,COMPLETED,classical_COST500_chunk_018.csv,True,4,11,C02
92,1.162,0.24375,True,0.2375524810758171,0.0469321819986952,0.0114397193621819,6.8754199718556265e-15,-5.5094817597023385e-15,-4.1130293615410104e-15,log_ci,nominal,3,0.1,0.002,6,2,28,1956,0,154.62009514507372,COMPLETED,classical_COST500_chunk_018.csv,True,4,12,C02
93,1.162,0.25925,True,0.2438802399403714,0.0388213267384734,0.0100644289569492,1.2947870160573315e-14,-8.187894806610529e-16,1.2921955172551236e-14,log_ci,nominal,3,0.1,0.002,6,1,36,2333,0,193.97942809411325,COMPLETED,classical_COST500_chunk_018.csv,True,4,13,C02
94,1.162,0.27475,True,0.249737878579037,0.0307568914584916,0.0084504559282205,2.4058419582349216e-12,-5.13769582433099e-13,2.3503438778549324e-12,log_ci,nominal,3,0.1,0.002,6,1,36,2551,0,215.12224763596896,COMPLETED,classical_COST500_chunk_018.csv,True,4,14,C02
95,1.162,0.29025,True,0.2551871833514113,0.0227380796517543,0.0065997276189217,1.0823816025084335e-14,1.3877787807814457e-17,1.0823807128357288e-14,log_ci,nominal,3,0.1,0.002,6,1,36,2489,0,212.05015160189944,COMPLETED,classical_COST500_chunk_019.csv,True,4,15,C02
96,1.162,0.3057499999999999,True,0.2602798087238236,0.0147642353221925,0.0045141649497603,4.3150335202095334e-13,-1.2781442570997117e-13,4.1213907286952183e-13,log_ci,nominal,3,0.1,0.002,6,1,36,2526,0,216.8246780730551,COMPLETED,classical_COST500_chunk_019.csv,True,4,16,C02
97,1.162,0.32125,True,0.2650593911018306,0.0068348171520083,0.0021956850100826,4.201645423906109e-14,-2.003952559448408e-14,3.6929660718332264e-14,linear_ci,nominal,0,0.1,0.0001,6,2,32,2449,0,207.85102358891163,COMPLETED,classical_COST500_chunk_019.csv,True,4,17,C02
98,1.162,0.33675,True,0.9051405245233656,5.023226468975175e-06,1.69157151342739e-06,3.519145807566767e-09,2.778294315360988e-09,-2.159969423891822e-09,linear_ci,strict_L30_y1p5,2,0.9,0.0001,6,1,45,3460,0,302.1771305690054,COMPLETED,classical_COST500_chunk_019.csv,True,4,18,C02
99,1.162,0.3522499999999999,True,0.9051405512261486,5.000835878814737e-06,1.7615444383124906e-06,3.6791077861528917e-09,2.953638201613718e-09,-2.1935941912985887e-09,linear_ci,strict_L30_y1p5,2,0.9,0.0001,6,1,45,3412,0,300.11443270696327,COMPLETED,classical_COST500_chunk_019.csv,True,4,19,C02
100,1.198,0.05775,True,0.0837567812602881,0.1374290085327626,0.007936525242767,4.31011686801002e-11,-4.086794097579727e-11,1.3693872424891396e-11,log_ci,nominal,3,0.1,0.002,6,1,36,3078,0,242.68654332496223,COMPLETED,classical_COST500_chunk_020.csv,True,5,0,C00
101,1.198,0.07325,True,0.1202364508478294,0.1293267658118048,0.0094731855957147,5.887064695949434e-13,-2.8925820072522873e-13,-5.127426261353207e-13,log_ci,nominal,3,0.1,0.002,6,1,36,3090,0,250.1203876649961,COMPLETED,classical_COST500_chunk_020.csv,True,5,1,C00
102,1.198,0.08875,True,0.1458130930462222,0.1212378289121407,0.0107598573159524,2.5632932549187584e-12,-2.398317655583071e-12,9.047346205548481e-13,log_ci,nominal,3,0.1,0.002,6,1,36,3569,0,287.64814692595974,COMPLETED,classical_COST500_chunk_020.csv,True,5,2,C00
103,1.198,0.10425,True,0.1658467678319321,0.1131670821979079,0.0117976683191319,4.536850079977795e-11,-4.243805307169168e-11,1.6040963696228868e-11,log_ci,nominal,3,0.1,0.002,6,2,36,3566,0,287.80686242796946,COMPLETED,classical_COST500_chunk_020.csv,True,5,3,C00
104,1.198,0.11975,True,0.1823535414799055,0.1051175653504559,0.012587828450717,1.073179872665184e-10,-1.0126435454060888e-10,3.55342213986809e-11,log_ci,nominal,3,0.1,0.002,6,1,36,3155,0,257.87186924903654,COMPLETED,classical_COST500_chunk_020.csv,True,5,4,C01
105,1.198,0.13525,True,0.1963681160662042,0.097091255101065,0.013131592252419,6.558012370907001e-11,-5.1223150721035886e-11,4.0950475649337286e-11,log_ci,nominal,3,0.1,0.002,6,1,36,3595,0,313.4363840430742,COMPLETED,classical_COST500_chunk_021.csv,True,5,5,C01
106,1.198,0.15075,True,0.2085105374130913,0.0890895343486264,0.0134302473030554,2.360244132317689e-16,2.1510571102112408e-16,9.714451465470121e-17,log_ci,nominal,3,0.1,0.002,6,1,36,3209,0,282.0159395659575,COMPLETED,classical_COST500_chunk_021.csv,True,5,6,C01
107,1.198,0.16625,True,0.2191892260109393,0.0811134711360244,0.013485114576364,1.494683490070454e-16,-1.3877787807814454e-16,5.551115123125783e-17,log_ci,nominal,3,0.1,0.002,6,1,36,3640,0,318.1399453820195,COMPLETED,classical_COST500_chunk_021.csv,True,5,7,C01
108,1.198,0.18175,True,0.2286909470888324,0.07316398073611,0.013297553498788,4.652141882208491e-15,2.7755575615628914e-16,4.6438547451899126e-15,log_ci,nominal,3,0.1,0.002,6,1,36,3303,0,283.00546034402214,COMPLETED,classical_COST500_chunk_021.csv,True,5,8,C01
109,1.198,0.19725,True,0.2372265098448842,0.0652419165917354,0.0128689680477198,1.5020740268586361e-13,1.5640266859406893e-14,1.493909163041707e-13,log_ci,nominal,3,0.1,0.002,6,1,36,2749,0,237.9817092239391,COMPLETED,classical_COST500_chunk_021.csv,True,5,9,C01
110,1.198,0.21275,True,0.2449563237314103,0.0573481169433174,0.0122008118796907,4.006735205057367e-12,2.0900642327958965e-13,4.00128020994206e-12,log_ci,nominal,3,0.1,0.002,6,2,28,2297,0,184.31571941799484,COMPLETED,classical_COST500_chunk_022.csv,True,5,10,C02
111,1.198,0.2282499999999999,True,0.252005758272452,0.0494834259572004,0.011294591974731,6.761675518108049e-15,-6.661338147750939e-15,-1.160530005428484e-15,log_ci,nominal,3,0.1,0.002,6,1,36,3595,0,291.4597515319474,COMPLETED,classical_COST500_chunk_022.csv,True,5,11,C02
112,1.198,0.24375,True,0.2584749032214842,0.0416486982770194,0.0101518702050234,3.644779522041417e-15,-3.191891195797325e-16,-3.630776235219457e-15,log_ci,nominal,3,0.1,0.002,6,1,36,2668,0,222.8189446430188,COMPLETED,classical_COST500_chunk_022.csv,True,5,12,C02
113,1.198,0.25925,True,0.2644450599025361,0.0338447966459209,0.008774263530455,2.687779148567757e-14,-4.4825254619240695e-15,2.650137054249768e-14,log_ci,nominal,3,0.1,0.002,6,1,36,2510,0,207.19359540205917,COMPLETED,classical_COST500_chunk_022.csv,True,5,13,C02
114,1.198,0.27475,True,0.2699832176043655,0.026072585512108,0.0071634428694516,5.924813098242075e-12,-1.3295892165032797e-12,5.773699227051843e-12,log_ci,nominal,3,0.1,0.002,6,1,36,2477,0,203.5842415189836,COMPLETED,classical_COST500_chunk_022.csv,True,5,14,C02
115,1.198,0.29025,True,0.2751452365966844,0.0183329229847149,0.0053211308963135,1.965065963826421e-14,6.647460359943125e-15,-1.8492152253912764e-14,log_ci,nominal,3,0.1,0.002,6,2,28,2095,0,163.11444457399193,COMPLETED,classical_COST500_chunk_023.csv,True,5,15,C02
116,1.198,0.3057499999999999,True,0.2799781732571654,0.0106266536501401,0.0032490993535303,2.742327302290732e-12,-1.0694500840457977e-12,2.5252001011055736e-12,log_ci,nominal,3,0.1,0.002,6,1,36,2743,0,221.5434003919363,COMPLETED,classical_COST500_chunk_023.csv,True,5,16,C02
117,1.198,0.32125,True,0.2845220143619454,0.0029546062934147,0.0009491672717594,1.6323525687589197e-12,-1.0026701691145945e-12,-1.2881100266287637e-12,linear_ci,nominal,0,0.1,0.0001,6,2,32,2196,0,187.99839216598772,COMPLETED,classical_COST500_chunk_023.csv,True,5,17,C02
118,1.198,0.33675,True,0.9051405679599606,4.985480689053657e-06,1.678860622038819e-06,3.472565552840624e-09,2.7456967622904236e-09,-2.1259964271661408e-09,linear_ci,strict_L30_y1p5,2,0.9,0.0001,6,1,45,3382,0,300.8957744810032,COMPLETED,classical_COST500_chunk_023.csv,True,5,18,C02
119,1.198,0.3522499999999999,True,0.9051405606032172,5.017304732125208e-06,1.7673455918911042e-06,3.6765595227926725e-09,2.943068104995197e-09,-2.203506309044172e-09,linear_ci,strict_L30_y1p5,2,0.9,0.0001,6,1,45,3273,0,281.5033082870068,COMPLETED,classical_COST500_chunk_023.csv,True,5,19,C02
120,1.234,0.05775,True,0.1229597429785505,0.1263772150889115,0.0072982841713846,8.47799689086045e-13,-4.825220084603288e-13,-6.97091689927376e-13,log_ci,nominal,3,0.1,0.002,6,1,36,3121,0,256.7242427940946,COMPLETED,classical_COST500_chunk_024.csv,True,6,0,C10
121,1.234,0.07325,True,0.1517088671056922,0.119109536363797,0.0087247735386481,1.2595819588016297e-12,-1.1615881867488298e-12,4.870930048195278e-13,log_ci,nominal,3,0.1,0.002,6,1,36,3186,0,274.13861514092423,COMPLETED,classical_COST500_chunk_024.csv,True,6,1,C10
122,1.234,0.08875,True,0.1737572434126628,0.1117517460390245,0.0099179674609634,4.235297486965415e-12,-3.9334577262017945e-12,1.5702404654316382e-12,log_ci,nominal,3,0.1,0.002,6,1,36,3324,0,286.80615795904305,COMPLETED,classical_COST500_chunk_024.csv,True,6,2,C10
123,1.234,0.10425,True,0.1916807264763605,0.1043303345839692,0.0108764373803787,2.7000726414769367e-12,-2.445970509468154e-12,1.1435123681291517e-12,log_ci,nominal,3,0.1,0.002,6,2,36,3739,0,310.4343195720576,COMPLETED,classical_COST500_chunk_024.csv,True,6,3,C10
124,1.234,0.11975,True,0.2067457849684599,0.0968639078312881,0.0115994529627967,6.856708795437402e-12,1.5330618718945033e-12,6.683126274609208e-12,log_ci,nominal,3,0.1,0.002,6,1,36,3131,0,273.81287366198376,COMPLETED,classical_COST500_chunk_024.csv,True,6,4,C11
125,1.234,0.13525,True,0.2196924452633747,0.0893660340822557,0.012086756109625,2.2887833992611187e-16,5.551115123125783e-17,2.220446049250313e-16,log_ci,nominal,3,0.1,0.002,6,1,36,3518,0,316.43770442402456,COMPLETED,classical_COST500_chunk_025.csv,True,6,5,C11
126,1.234,0.15075,True,0.2309998093425256,0.0818469763998874,0.012338431692283,4.825431996639834e-16,2.1510571102112408e-16,4.319461455182249e-16,log_ci,nominal,3,0.1,0.002,6,1,36,3246,0,278.48509327392094,COMPLETED,classical_COST500_chunk_025.csv,True,6,6,C11
127,1.234,0.16625,True,0.240999959757097,0.0743147774536673,0.0123548317516721,6.851982059656435e-16,9.714451465470121e-17,6.782768791069317e-16,log_ci,nominal,3,0.1,0.002,6,1,36,2906,0,254.31459343002643,COMPLETED,classical_COST500_chunk_025.csv,True,6,7,C11
128,1.234,0.18175,True,0.2499345466987997,0.0667759517791374,0.0121365292358582,1.3481721879577076e-14,1.2351231148954868e-15,1.3425024980584512e-14,log_ci,nominal,3,0.1,0.002,6,1,36,3280,0,295.61645111697726,COMPLETED,classical_COST500_chunk_025.csv,True,6,8,C11
129,1.234,0.19725,True,0.2579859139136221,0.059235935260363,0.0116842882301066,3.574308614359365e-13,3.8115344214162405e-14,3.553927985233685e-13,log_ci,nominal,3,0.1,0.002,6,1,36,3656,0,339.390359594021,COMPLETED,classical_COST500_chunk_025.csv,True,6,9,C11
130,1.234,0.21275,True,0.2652955618901904,0.0516993806633286,0.0109990432361231,1.0381543600784776e-11,5.298816940779716e-13,1.0368012004491334e-11,log_ci,nominal,3,0.1,0.002,6,2,28,2050,0,168.61063351097982,COMPLETED,classical_COST500_chunk_026.csv,True,6,10,C12
131,1.234,0.2282499999999999,True,0.2719757571893202,0.0441703533359235,0.0100818831489245,4.233544219145709e-15,2.858824288409778e-15,3.1225022567582528e-15,log_ci,nominal,3,0.1,0.002,6,1,36,2994,0,261.2535517219221,COMPLETED,classical_COST500_chunk_026.csv,True,6,11,C12
132,1.234,0.24375,True,0.2781171811080425,0.0366524631063011,0.0089340378821609,1.3576656169811226e-12,-1.3209155991233956e-12,-3.1374815939733125e-13,log_ci,nominal,3,0.1,0.002,6,1,36,2664,0,237.33366882195696,COMPLETED,classical_COST500_chunk_026.csv,True,6,12,C12
133,1.234,0.25925,True,0.283794164653704,0.0291489536202857,0.007556866226059,6.564813409899494e-15,4.815592369311617e-15,-4.461708780212348e-15,log_ci,nominal,3,0.1,0.002,6,1,36,2680,0,231.08520560793116,COMPLETED,classical_COST500_chunk_026.csv,True,6,13,C12
134,1.234,0.27475,True,0.2890683853660379,0.0216627642547114,0.0059518444789819,5.955610918087158e-10,-5.602629193912634e-10,-2.0198632436768668e-10,log_ci,nominal,3,0.1,0.002,6,1,36,2625,0,233.0342521739658,COMPLETED,classical_COST500_chunk_026.csv,True,6,14,C12
135,1.234,0.29025,True,0.2939915569778127,0.0141965735405884,0.0041205554701557,6.64794289842887e-10,-6.143210107278917e-10,-2.540888497867821e-10,log_ci,nominal,3,0.1,0.002,6,1,36,2470,0,206.09542556398085,COMPLETED,classical_COST500_chunk_027.csv,True,6,15,C12
136,1.234,0.3057499999999999,True,0.298607415146577,0.0067528317581911,0.0020646783100669,1.1452285739129787e-09,-1.0386442678145258e-09,-4.824588805719954e-10,linear_ci,nominal,0,0.1,0.0001,6,2,32,2349,0,197.6535191910807,COMPLETED,classical_COST500_chunk_027.csv,True,6,16,C12
137,1.234,0.32125,False,0.9051206371824284,6.173672701623852e-06,1.983292355396662e-06,3.1352625462887074e-08,3.1337498516750546e-08,9.738121629614618e-10,linear_ci,strict_L30_y1p5,2,0.9,0.0001,6,0,45,3734,0,325.75876752694603,COMPLETED,classical_COST500_chunk_027.csv,False,6,17,C12
138,1.234,0.33675,True,0.9051405711166964,5.018448249075579e-06,1.6899624478762011e-06,3.4810227405716242e-09,2.73918332087507e-09,-2.148114069367965e-09,linear_ci,strict_L30_y1p5,2,0.9,0.0001,6,1,45,3511,0,292.4332868580241,COMPLETED,classical_COST500_chunk_027.csv,True,6,18,C12
139,1.234,0.3522499999999999,True,0.9051405765575616,4.994633273171418e-06,1.7593595704746314e-06,3.6525858484599485e-09,2.9292973190708304e-09,-2.181880060144078e-09,linear_ci,strict_L30_y1p5,2,0.9,0.0001,6,1,45,3594,0,310.9017613240285,COMPLETED,classical_COST500_chunk_027.csv,True,6,19,C02
140,1.27,0.05775,True,0.1534264443489852,0.1155130728484815,0.0066708799569998,3.269014712520169e-13,-3.066297216136604e-13,1.1332601523861285e-13,log_ci,nominal,3,0.1,0.002,6,1,36,3122,0,263.0970743489452,COMPLETED,classical_COST500_chunk_028.csv,True,7,0,C10
141,1.27,0.07325,True,0.1785743954675424,0.1091699237752543,0.0079966969165373,6.222399453371191e-13,-5.698184979419096e-13,2.499788570586859e-13,log_ci,nominal,3,0.1,0.002,6,1,36,3274,0,279.6410245979205,COMPLETED,classical_COST500_chunk_028.csv,True,7,1,C10
142,1.27,0.08875,True,0.1985526786017248,0.1025968897793884,0.0091054739679207,3.240577044132981e-13,-1.576828945193398e-13,2.831068712794149e-13,log_ci,nominal,3,0.1,0.002,6,1,36,3380,0,285.0256441460224,COMPLETED,classical_COST500_chunk_028.csv,True,7,2,C10
143,1.27,0.10425,True,0.2150842266419897,0.0958554867882286,0.0099929344976728,5.130558904331626e-12,1.0452333443211614e-12,5.022959478906408e-12,log_ci,nominal,3,0.1,0.002,6,2,36,3385,0,289.57203722698614,COMPLETED,classical_COST500_chunk_028.csv,True,7,3,C10
144,1.27,0.11975,True,0.2291246607490114,0.0889879520463545,0.0106563072575509,2.8702405287153246e-11,5.396308400129613e-12,2.8190564466124e-11,log_ci,nominal,3,0.1,0.002,6,1,36,3253,0,282.5684993299656,COMPLETED,classical_COST500_chunk_028.csv,True,7,4,C11
145,1.27,0.13525,True,0.2412717037899536,0.0820245247122021,0.0110938169673253,3.376789744267131e-16,2.775557561562892e-17,3.3653635433950063e-16,log_ci,nominal,3,0.1,0.002,6,1,36,3558,0,293.7037749760784,COMPLETED,classical_COST500_chunk_029.csv,True,7,5,C11
146,1.27,0.15075,True,0.251929461803164,0.0749876715017265,0.0113043914788852,1.892321734166573e-15,-1.7763568394002505e-15,-6.522560269672796e-16,log_ci,nominal,3,0.1,0.002,6,1,36,3465,0,296.8161421769764,COMPLETED,classical_COST500_chunk_029.csv,True,7,6,C11
147,1.27,0.16625,True,0.2613864484676264,0.0678946476418665,0.0112874851704603,2.4431274059665923e-13,-2.4157759126453016e-13,3.64552138476526e-14,log_ci,nominal,3,0.1,0.002,6,1,36,3098,0,268.21178519295063,COMPLETED,classical_COST500_chunk_029.csv,True,7,7,C11
148,1.27,0.18175,True,0.2698571028790542,0.0607591096600494,0.0110429681807139,5.699534067348502e-10,-5.699127628155941e-10,6.806513686008486e-12,log_ci,nominal,3,0.1,0.002,6,1,36,3629,0,319.20625466294587,COMPLETED,classical_COST500_chunk_029.csv,True,7,8,C11
149,1.27,0.19725,True,0.2775057958708742,0.0535921564441868,0.0105710528586158,2.554415354588297e-12,-2.548385114042873e-12,-1.754169726142507e-13,log_ci,nominal,3,0.1,0.002,6,1,36,3319,0,291.7534193251049,COMPLETED,classical_COST500_chunk_029.csv,True,7,9,C11
150,1.27,0.21275,True,0.2844615843612654,0.0464030198510794,0.0098722424733171,4.11222352512898e-14,-4.100192407818781e-14,-3.1433189384699745e-15,log_ci,nominal,3,0.1,0.002,6,2,28,2033,0,151.5742705889279,COMPLETED,classical_COST500_chunk_030.csv,True,7,10,C12
151,1.27,0.2282499999999999,True,0.2908277944646165,0.0391995288494419,0.0089472924598851,2.370317895454785e-12,-2.323009840043966e-12,-4.712029377795801e-13,log_ci,nominal,3,0.1,0.002,6,1,36,2960,0,251.32804933807347,COMPLETED,classical_COST500_chunk_030.csv,True,7,11,C12
152,1.27,0.24375,True,0.2966884562990876,0.0319884300221577,0.0077971798179009,1.488340740829005e-09,-1.4395596659166896e-09,-3.7792344340786816e-10,linear_ci,nominal,3,0.1,0.002,6,1,37,3005,0,251.8147459391039,COMPLETED,classical_COST500_chunk_030.csv,True,7,12,C12
153,1.27,0.25925,True,0.3021128240988034,0.0247756119208599,0.0064230773904829,6.405678151312275e-10,6.032194604932427e-10,2.1553052745315604e-10,log_ci,strict_L30_y1p5,4,0.5,0.002,6,1,44,3463,0,290.502389880945,COMPLETED,classical_COST500_chunk_030.csv,True,7,13,C12
154,1.27,0.27475,True,0.3071585624484759,0.0175662634255745,0.0048263308761766,3.271860822506629e-14,3.211320098728265e-14,6.264953833490239e-15,log_ci,nominal,4,0.5,0.002,6,1,36,2751,0,226.3469385629287,COMPLETED,classical_COST500_chunk_030.csv,True,7,14,C12
155,1.27,0.29025,True,0.3118741699376106,0.0103649917505272,0.0030084388555905,1.7519605206636125e-12,1.6189133367205957e-12,6.696904315817155e-13,log_ci,nominal,4,0.5,0.002,6,1,36,2723,0,221.29539983707943,COMPLETED,classical_COST500_chunk_031.csv,True,7,15,C12
156,1.27,0.3057499999999999,True,0.3163007318574463,0.0031759054807739,0.0009710331007466,1.1279348710761878e-12,9.729994587814872e-13,-5.705340713757501e-13,log_ci,nominal,4,0.5,0.002,6,2,32,2406,0,212.2299581109546,COMPLETED,classical_COST500_chunk_031.csv,True,7,16,C12
157,1.27,0.32125,False,0.9051206662531848,6.162280101603856e-06,1.9796324826402387e-06,3.1254538476891576e-08,3.1238922496536816e-08,9.878748194289124e-10,linear_ci,strict_L30_y1p5,2,0.9,0.0001,6,0,45,3462,0,294.482515319949,COMPLETED,classical_COST500_chunk_031.csv,False,7,17,C12
158,1.27,0.33675,True,0.905140590602828,4.992960596980008e-06,1.6813794810330177e-06,3.454753141934629e-09,2.7239331686174594e-09,-2.124972320905108e-09,linear_ci,strict_L30_y1p5,2,0.9,0.0001,6,1,45,3349,0,299.1465788630303,COMPLETED,classical_COST500_chunk_031.csv,True,7,18,C12
159,1.27,0.3522499999999999,True,0.7616167850582739,8.703461989782151e-07,3.065794485900762e-07,3.2737037221173876e-09,2.911752470294576e-09,1.4962732410688456e-09,linear_ci,strict_L30,5,0.9,0.002,6,2,39,2823,0,242.24470410496,COMPLETED,classical_COST500_chunk_031.csv,True,7,19,C12
160,1.306,0.05775,True,0.179844894381065,0.1049538384299773,0.0060610841693311,3.414188955628613e-13,-3.1136031253264923e-13,1.400771859616512e-13,log_ci,nominal,3,0.1,0.002,6,1,36,3202,0,266.19578557205386,COMPLETED,classical_COST500_chunk_032.csv,True,8,0,C10
161,1.306,0.07325,True,0.2027785946057373,0.0996123486895771,0.0072966045415115,1.5429055472652005e-12,-4.962003030684059e-13,1.4609390086572917e-12,log_ci,nominal,3,0.1,0.002,6,1,36,3263,0,271.81577525800094,COMPLETED,classical_COST500_chunk_032.csv,True,8,1,C10
162,1.306,0.08875,True,0.2213139564880235,0.0938627256054752,0.0083303168974859,3.0928702188403346e-12,4.749152460181705e-13,3.0561907171655637e-12,log_ci,nominal,3,0.1,0.002,6,1,36,3246,0,271.51952024002094,COMPLETED,classical_COST500_chunk_032.csv,True,8,2,C10
163,1.306,0.10425,True,0.2367985882648791,0.087818027786168,0.009155029396708,5.716723980111435e-12,9.26113352672786e-13,5.641209721574114e-12,log_ci,nominal,3,0.1,0.002,6,2,36,3160,0,264.65945625305176,COMPLETED,classical_COST500_chunk_032.csv,True,8,3,C10
164,1.306,0.11975,True,0.2500281585285061,0.0815530731655032,0.009765980511569,4.45198703620276e-10,-4.117776605805368e-10,1.6923665073498295e-10,log_ci,nominal,3,0.1,0.002,6,1,36,3303,0,279.4321390019031,COMPLETED,classical_COST500_chunk_032.csv,True,8,4,C11
165,1.306,0.13525,True,0.2615194901254761,0.0751199417030548,0.0101599721153381,1.04974634396468e-12,-1.0231537839189286e-12,2.34784414132605e-13,log_ci,nominal,3,0.1,0.002,6,1,36,3183,0,262.85614231205545,COMPLETED,classical_COST500_chunk_033.csv,True,8,5,C11
166,1.306,0.15075,True,0.2716308063406453,0.0685564383676073,0.0103348830839168,8.910080844000585e-16,-8.743006318923109e-16,-1.717376241217039e-16,log_ci,nominal,3,0.1,0.002,6,1,36,3515,0,284.20846951392014,COMPLETED,classical_COST500_chunk_033.csv,True,8,6,C11
167,1.306,0.16625,True,0.2806223827706547,0.0618910041627156,0.0102893794420514,2.1331079185728958e-10,-2.1294684765527092e-10,1.2455279863043955e-11,log_ci,nominal,3,0.1,0.002,6,1,36,3373,0,284.97140213591047,COMPLETED,classical_COST500_chunk_033.csv,True,8,7,C11
168,1.306,0.18175,True,0.2886901515339338,0.0551457136881751,0.0100227334628258,1.0722362819737358e-11,-1.0720202503478047e-11,-2.152271416644425e-13,log_ci,nominal,3,0.1,0.002,6,1,36,3780,0,317.5890163149452,COMPLETED,classical_COST500_chunk_033.csv,True,8,8,C11
169,1.306,0.19725,True,0.2959857176702862,0.0483381701421645,0.0095347040605419,1.1795896891066808e-10,-1.1750352774120287e-10,-1.0355641691384143e-11,linear_ci,nominal,3,0.1,0.002,6,1,37,3993,0,328.774807354901,COMPLETED,classical_COST500_chunk_033.csv,True,8,9,C11
170,1.306,0.21275,True,0.3026289828671376,0.0414827418081669,0.0088254533196875,2.413879466005972e-11,2.3582746866424028e-11,5.151257892466177e-12,log_ci,strict_L30_y1p5,4,0.5,0.002,6,2,36,2999,0,245.3595220509451,COMPLETED,classical_COST500_chunk_034.csv,True,8,10,C12
171,1.306,0.2282499999999999,True,0.3087164522392816,0.0345913892830089,0.0078954846038467,3.832793735631115e-13,3.741451592986778e-13,8.317738858787393e-14,log_ci,nominal,4,0.5,0.002,6,1,36,3177,0,277.8540270079393,COMPLETED,classical_COST500_chunk_034.csv,True,8,11,C12
172,1.306,0.24375,True,0.3143269313531451,0.0276742343194053,0.006745594615355,1.499025742109221e-13,1.4577228313328305e-13,3.4946004423552785e-14,log_ci,nominal,4,0.5,0.002,6,2,28,1834,0,144.18985586904455,COMPLETED,classical_COST500_chunk_034.csv,True,8,12,C12
173,1.306,0.25925,True,0.3195255403927931,0.0207399539604179,0.0053768330642383,1.4506034273801803e-10,1.3761057571226587e-10,4.588935047927789e-11,log_ci,nominal,4,0.5,0.002,6,1,36,2446,0,206.5923702849541,COMPLETED,classical_COST500_chunk_034.csv,True,8,13,C12
174,1.306,0.27475,True,0.3243666310904489,0.0137960658086788,0.0037904690809345,8.772537337170635e-13,8.188449918122842e-13,3.147490948429699e-13,log_ci,nominal,4,0.5,0.002,6,1,36,2439,0,205.3968459450407,COMPLETED,classical_COST500_chunk_034.csv,True,8,14,C12
175,1.306,0.29025,True,0.3288959537447133,0.0068491339059627,0.0019879611162056,1.4595239844564076e-13,1.362243651215067e-13,-5.2392985783189516e-14,log_ci,nominal,4,0.5,0.002,6,3,24,1880,0,154.02267450501677,COMPLETED,classical_COST500_chunk_035.csv,True,8,15,C12
176,1.306,0.3057499999999999,True,0.3339241724658311,4.806586077009565e-05,1.469613693045674e-05,3.9360769447323494e-09,3.9172003557519375e-09,-3.8502348986839305e-10,linear_ci,nominal,4,0.5,0.002,6,1,37,3022,0,267.21082398702856,COMPLETED,classical_COST500_chunk_035.csv,True,8,16,C12
177,1.306,0.32125,False,0.9051206604341048,6.2014145876155855e-06,1.992204436271507e-06,3.1255651896662854e-08,3.1242306282118466e-08,9.132763325876437e-10,linear_ci,strict_L30_y1p5,2,0.9,0.0001,6,0,45,3452,0,303.1741791720269,COMPLETED,classical_COST500_chunk_035.csv,False,8,17,C12
178,1.306,0.33675,True,0.7615787542205668,7.723944921633015e-07,2.601038452359918e-07,1.3795015681802366e-09,1.2035928726628848e-09,6.740836546652335e-10,linear_ci,strict_L30,5,0.9,0.002,6,2,39,2969,0,242.8384667879436,COMPLETED,classical_COST500_chunk_035.csv,True,8,18,C12
179,1.306,0.3522499999999999,True,0.9051406152696752,4.981527319090072e-06,1.7547429981494774e-06,3.614004131920849e-09,2.8947091792124553e-09,-2.16372009126045e-09,linear_ci,strict_L30_y1p5,2,0.9,0.0001,6,1,45,3362,0,298.9560326129431,COMPLETED,classical_COST500_chunk_035.csv,True,8,19,C12
180,1.342,0.05775,True,0.2039317181502934,0.0948307305782584,0.0054764746908944,2.2750605971096958e-12,-1.5097229022487113e-12,1.7019510800686533e-12,log_ci,nominal,3,0.1,0.002,6,1,36,3412,0,269.2871573040029,COMPLETED,classical_COST500_chunk_036.csv,True,9,0,C10
