t401_row,test_id,atlas_chart,Mach,alpha,cr_reference,ci_reference,cr_pinn,ci_pinn,status,technical_success,target_error,target_recovery,best_candidate_index,best_center_index,best_cr_center,best_ci_center,best_cr,best_ci,best_stage1_mismatch,best_stage2_mismatch,best_total_mismatch,best_retry_index,n_boxes,n_completed_boxes,n_technical_boxes,total_box_solves,total_seconds
101,101,C02,1.1,0.28,0.2134540034479028,0.0362992172070976,0.21706662,0.038307637,COMPLETED,True,0.5492051585205598,False,9,2,0.9,0.0001,0.7614583333333332,1e-06,3.639269152092368e-08,1.1541528081449166e-21,3.639269152092483e-08,0,12,12,12,15,594.9019620370818
102,102,C02,1.1,0.29,0.2173791244470361,0.0308221720963001,0.2207681,0.032009292,COMPLETED,True,0.5452110807907514,False,11,5,0.9,0.002,0.7617187499999999,8.30070891203704e-06,7.948429332262597e-08,2.9938009805830775e-22,7.948429332262628e-08,0,12,12,12,16,633.6262836650712
103,103,C02,1.1,0.305,0.222933531423503,0.0226586211744938,0.22423282,0.021916078,COMPLETED,True,0.5392611247675114,False,10,5,0.9,0.002,0.7617187499999999,8.037760416666667e-06,8.371549440799605e-08,7.895207842127856e-22,8.371549440799684e-08,0,12,12,12,19,766.2316640960053
104,104,C02,1.1,0.31,0.2247036667495888,0.0199509324746749,0.22534163,0.018714596,COMPLETED,True,0.5373855221758305,False,9,5,0.9,0.002,0.7617187499999999,1e-06,7.266450318901115e-08,4.81291737683992e-20,7.266450318905928e-08,0,12,12,12,19,768.7279877611436
105,105,C02,1.1,0.315,0.2264359667445679,0.0172498403916324,0.22662216,0.015737098,COMPLETED,True,0.5355604014032489,False,11,2,0.9,0.0001,0.7617187499999999,7.871202256944448e-06,8.720578793722277e-08,3.6584292226620166e-21,8.720578793722642e-08,0,12,12,12,19,766.5578180690063
106,106,C02,1.1,0.325,0.2297932172060339,0.0118671046042683,0.22980416,0.0106749805,COMPLETED,True,0.5317975179945222,False,10,2,0.9,0.0001,0.7614583333333332,1e-06,9.402680783461592e-08,6.17855582491727e-25,9.402680783461592e-08,0,12,12,12,21,840.0190518441377
107,107,C02,1.1,0.335,0.2330167931103344,0.0065097464852899,0.23291612,0.0069488073,COMPLETED,True,0.5284816223995543,False,9,2,0.9,0.0001,0.7614583333333332,1e-06,3.186539005714675e-08,1.251848810480026e-21,3.1865390057148e-08,0,12,12,12,21,839.1358930162387
108,108,C02,1.1,0.345,0.2361168831795016,0.0011771278177396,0.23373832,0.0044701863,COMPLETED,True,0.5256031664307238,False,11,5,0.9,0.002,0.7617187499999999,8.300708912037036e-06,9.616776070795872e-08,2.0960788431146668e-20,9.616776070797969e-08,0,12,12,12,21,867.099537847098
109,109,C02,1.15,0.21,0.2140730510339401,0.0668142840877893,0.21350843,0.06853867,COMPLETED,True,0.5514402113815596,False,10,5,0.9,0.002,0.7614583333333332,6.355787037037038e-05,8.081893928132967e-08,7.633278492242154e-20,8.0818939281406e-08,0,12,12,12,13,475.34151972830296
110,110,C02,1.15,0.225,0.2216542831076967,0.0587506164605508,0.22697723,0.058174413,COMPLETED,True,0.5429876203363885,False,9,5,0.9,0.002,0.7614583333333332,3.823958333333333e-05,7.688543264335956e-08,5.1501068266165726e-20,7.688543264341105e-08,0,12,12,12,15,570.5224573878804
111,111,C02,1.15,0.24,0.2285948360142919,0.0507385639093399,0.23445491,0.050514206,COMPLETED,True,0.5355306568184472,False,11,2,0.9,0.0001,0.7617187499999999,2.3904007523148158e-05,6.665815557807858e-08,3.176272253075951e-20,6.665815557811034e-08,0,12,12,12,16,615.2598156740423
112,112,C02,1.15,0.245,0.2307824625023916,0.048079054596058,0.2353995,0.048105758,COMPLETED,True,0.532847795469854,False,10,2,0.9,0.0001,0.7614583333333332,1.770572916666667e-05,7.919162709034424e-08,2.6304816518839235e-20,7.919162709037055e-08,0,12,12,12,15,574.7806242231745
113,113,C02,1.15,0.255,0.2349869062470309,0.0427764608549247,0.23646255,0.04293782,COMPLETED,True,0.528205570098371,False,9,2,0.9,0.0001,0.7614583333333332,1.0110243055555554e-05,8.153938451746706e-08,1.7011492596711962e-20,8.153938451748406e-08,0,12,12,12,16,612.6158123760251
114,114,C02,1.15,0.27,0.2409053276374326,0.0348628766548256,0.24098408,0.034060575,COMPLETED,True,0.5219772745752843,False,11,5,0.9,0.002,0.7617187499999999,2.5335696373456797e-05,7.584879868560635e-08,6.891257120398328e-21,7.584879868561324e-08,0,12,12,12,17,659.2709166207351
115,115,C02,1.15,0.28,0.2446187068139639,0.0296134911601608,0.24601887,0.02839816,COMPLETED,True,0.5176872600068422,False,10,5,0.9,0.002,0.7614583333333332,1e-06,1.9650870788556013e-08,4.878140528538909e-21,1.965087078856089e-08,0,12,12,12,16,606.0920360591263
116,116,C02,1.15,0.295,0.2498796478668118,0.0217781061290199,0.25086123,0.021379113,COMPLETED,True,0.5120419843870312,False,9,5,0.9,0.002,0.7614583333333332,1e-06,2.2271630608596574e-08,1.2256432968361094e-20,2.227163060860883e-08,0,12,12,12,19,733.2027627839707
117,117,C02,1.15,0.305,0.2532006740129504,0.0165798894695289,0.2522802,0.017227821,COMPLETED,True,0.508788035821423,False,11,2,0.9,0.0001,0.7617187499999999,7.871202256944448e-06,8.313431330887209e-08,5.101043149299809e-22,8.313431330887261e-08,0,12,12,12,19,751.3276611251058
118,118,C02,1.15,0.315,0.2563867015239384,0.0114016668043197,0.2538773,0.013320312,COMPLETED,True,0.5054606358764209,False,10,2,0.9,0.0001,0.7617187499999999,1e-06,6.905402307077745e-08,3.8707656050307376e-19,6.905402307116453e-08,0,12,12,12,21,837.7036728517851
119,119,C02,1.15,0.325,0.2594484009759462,0.0062432011009221,0.25603253,0.009844277,COMPLETED,True,0.5023091364720823,False,9,2,0.9,0.0001,0.7617187499999999,1e-06,4.676557504904081e-08,6.717117035298967e-20,4.676557504910798e-08,0,12,12,12,21,848.9872368540382
