condition,benchmark_id,atlas_chart,Mach,alpha,candidate_index,center_kind,center_index,cr_center,ci_center,requested_cr_half_window,requested_ci_half_window,status,error,retry_index,used_cr_half_window,used_ci_half_window,shoot_cr,shoot_ci,stage1_mismatch,stage2_mismatch,total_mismatch,spectral_success,mode_success,technical_success,delta_center,seconds,t401_row,test_id
generic,251,C21,1.45,0.145,0,generic,5,0.9,0.002,0.015,0.008,COMPLETED,,1,0.02625,0.014,0.8523364257812501,1e-06,0.022845954962317557,6.057716536605292e-07,0.02284656073397122,True,True,True,0.04770547461566942,91.12990578403696,251,251
generic,251,C21,1.45,0.145,1,generic,0,0.1,0.0001,0.015,0.015,COMPLETED,,0,0.015,0.015,0.129970703125,1.144108072916667e-05,0.018901761424807935,4.799429747364636e-25,0.018901761424807935,True,True,True,0.029970833963856712,36.45652169000823,251,251
generic,251,C21,1.45,0.145,2,generic,1,0.5,0.0001,0.015,0.03,COMPLETED,,0,0.015,0.03,0.47002929687500006,0.045070703124999986,0.019108166379006062,4.08643832856416e-22,0.019108166379006062,True,True,True,0.0540426422870289,33.29465074802283,251,251
generic,251,C21,1.45,0.145,3,generic,2,0.9,0.0001,0.03,0.008,COMPLETED,,0,0.03,0.008,0.8523242187499999,1e-06,0.02285689554553162,6.055503238717272e-07,0.02285750109585549,True,True,True,0.047675884037927045,45.971115859923884,251,251
generic,251,C21,1.45,0.145,4,generic,3,0.1,0.002,0.03,0.015,COMPLETED,,0,0.03,0.015,0.15900390625,3.521133535879631e-05,0.03259344041406515,7.72839140235973e-26,0.03259344041406515,True,True,True,0.059036610228361604,36.753550985013135,251,251
generic,251,C21,1.45,0.145,5,generic,4,0.5,0.002,0.03,0.03,COMPLETED,,0,0.03,0.03,0.44005859375000006,0.04791884765624998,0.016798035400843413,1.1269174769000262e-21,0.016798035400843413,True,True,True,0.0755083621415895,33.051836712053046,251,251
generic,251,C21,1.45,0.145,6,generic,5,0.9,0.002,0.06,0.008,COMPLETED,,0,0.06,0.008,0.7907421875000001,1e-06,0.0016060876290723248,2.3223481551077995e-10,0.0016060878613071404,True,True,True,0.10927609799624587,44.53125860693399,251,251
generic,251,C21,1.45,0.145,7,generic,0,0.1,0.0001,0.06,0.015,COMPLETED,,0,0.06,0.015,0.21988281249999997,0.005766982421874999,0.026379060734264128,4.95073989541763e-23,0.026379060734264128,True,True,True,0.12001667976860544,34.00052563601639,251,251
generic,251,C21,1.45,0.145,8,generic,1,0.5,0.0001,0.06,0.03,COMPLETED,,0,0.06,0.03,0.3801171874999999,0.045070703124999986,0.00879820729513865,4.585524246944267e-21,0.00879820729513865,True,True,True,0.12804004401931088,32.56281282904092,251,251
generic,251,C21,1.45,0.145,9,generic,2,0.9,0.0001,0.1,0.008,COMPLETED,,0,0.1,0.008,0.7614583333333332,1e-06,2.647738060930848e-08,2.633990074716839e-19,2.6477380609571878e-08,True,True,True,0.13854170203869234,25.734915944980457,251,251
generic,251,C21,1.45,0.145,10,generic,3,0.1,0.002,0.1,0.015,COMPLETED,,0,0.1,0.015,0.2998046875000002,0.025433496093749994,0.012369667674228693,4.377317440626753e-21,0.012369667674228693,True,True,True,0.20117415809727784,30.791174254962243,251,251
generic,251,C21,1.45,0.145,11,generic,4,0.5,0.002,0.1,0.03,COMPLETED,,0,0.1,0.03,0.3383463541666667,0.04791884765624998,0.00030816667081293386,6.510895667555415e-21,0.00030816667081293386,True,True,True,0.1680489267483927,30.566400988958776,251,251
generic,252,C21,1.45,0.15,0,generic,0,0.1,0.0001,0.015,0.008,COMPLETED,,0,0.015,0.008,0.129853515625,1.3526584201388893e-05,0.028437873510270245,4.146450133067943e-25,0.028437873510270245,True,True,True,0.02985364086378341,36.633050804026425,252,252
generic,252,C21,1.45,0.15,1,generic,1,0.5,0.0001,0.015,0.015,COMPLETED,,0,0.015,0.015,0.47002929687500006,0.022585351562499995,0.019974178198089634,1.6494754379665353e-21,0.019974178198089634,True,True,True,0.03746777389565735,34.347214272012934,252,252
