condition,benchmark_id,atlas_chart,Mach,alpha,candidate_index,center_kind,center_index,cr_center,ci_center,requested_cr_half_window,requested_ci_half_window,status,error,retry_index,used_cr_half_window,used_ci_half_window,shoot_cr,shoot_ci,stage1_mismatch,stage2_mismatch,total_mismatch,spectral_success,mode_success,technical_success,delta_center,seconds,t401_row,test_id
generic,151,C10,1.4,0.065,0,generic,1,0.5,0.0001,0.015,0.008,COMPLETED,,0,0.015,0.008,0.5299707031249998,0.0120921875,0.010949244391071032,2.119728411295838e-20,0.010949244391071032,True,True,True,0.032280886091339424,30.81055600894615,151,151
generic,151,C10,1.4,0.065,1,generic,2,0.9,0.0001,0.015,0.015,COMPLETED,,0,0.015,0.015,0.8700292968749999,0.0076146484375000005,0.04473878542293775,1.8938463065909239e-19,0.04473878542293775,True,True,True,0.03089843016960758,36.469951367005706,151,151
generic,151,C10,1.4,0.065,2,generic,3,0.1,0.002,0.015,0.03,COMPLETED,,0,0.015,0.03,0.129970703125,0.04791884765624998,0.0063208808145393805,5.540611931028526e-22,0.0063208808145393805,True,True,True,0.054834146440742366,26.54881078703329,151,151
generic,151,C10,1.4,0.065,3,generic,4,0.5,0.002,0.03,0.008,COMPLETED,,0,0.03,0.008,0.5599414062499999,0.014940332031249998,0.010012925149984146,1.9784465807443e-20,0.010012925149984146,True,True,True,0.06132229917661698,30.80671233695466,151,151
generic,151,C10,1.4,0.065,4,generic,5,0.9,0.002,0.03,0.015,COMPLETED,,0,0.03,0.015,0.8400585937499998,0.0008089348958333334,0.01531107920585934,5.835935015617133e-19,0.01531107920585934,True,True,True,0.05995323860568275,38.58991431398317,151,151
generic,151,C10,1.4,0.065,5,generic,0,0.1,0.0001,0.03,0.03,COMPLETED,,0,0.03,0.03,0.15994140624999997,0.045070703124999986,0.005224901015369153,5.845323947044971e-22,0.005224901015369153,True,True,True,0.07493554779131475,26.774796801968478,151,151
generic,151,C10,1.4,0.065,6,generic,1,0.5,0.0001,0.06,0.008,COMPLETED,,0,0.06,0.008,0.6198828124999999,0.010441145833333332,0.007316133264823968,3.2131976805490833e-20,0.007316133264823968,True,True,True,0.12032800185350205,31.45558330998756,151,151
generic,151,C10,1.4,0.065,7,generic,2,0.9,0.0001,0.06,0.015,COMPLETED,,0,0.06,0.015,0.7823046875000003,3.8277926974826395e-06,0.00042933376479124515,3.0084344627365665e-12,0.00042933376779967963,True,True,True,0.11769535179252431,38.76829195593018,151,151
generic,151,C10,1.4,0.065,8,generic,3,0.1,0.002,0.06,0.03,COMPLETED,,0,0.06,0.03,0.21988281249999997,0.04791884765624998,0.0027659196559813065,1.0876113345047721e-21,0.0027659196559813065,True,True,True,0.1283761243494601,26.53403318801429,151,151
generic,151,C10,1.4,0.065,9,generic,4,0.5,0.002,0.1,0.008,COMPLETED,,0,0.1,0.008,0.6998046874999995,0.005059667968750001,0.0024577116717256907,1.0656726868719047e-19,0.0024577116717256907,True,True,True,0.19982811292471198,32.43850274698343,151,151
generic,151,C10,1.4,0.065,10,generic,5,0.9,0.002,0.1,0.015,COMPLETED,,0,0.1,0.015,0.7614583333333332,6.355787037037038e-05,2.4029401317125187e-08,6.368548540667681e-19,2.4029401317762043e-08,True,True,True,0.1385551991478458,22.64245679799933,151,151
generic,151,C10,1.4,0.065,11,generic,0,0.1,0.0001,0.1,0.03,COMPLETED,,0,0.1,0.03,0.2452473958333333,0.045070703124999986,0.002399731706285431,1.343402739440502e-21,0.002399731706285431,True,True,True,0.15204989357418797,26.53862730099354,151,151
generic,152,C10,1.4,0.08,0,generic,2,0.9,0.0001,0.015,0.008,COMPLETED,,1,0.02625,0.014,0.8475512695312502,0.0009124654947916663,0.02500993621087867,4.939797077075176e-19,0.02500993621087867,True,True,True,0.052455022904997366,78.52712230500765,152,152
generic,152,C10,1.4,0.08,1,generic,3,0.1,0.002,0.015,0.015,COMPLETED,,0,0.015,0.015,0.129970703125,0.025433496093749994,0.009924311386455654,2.2079656645893414e-22,0.009924311386455654,True,True,True,0.038044339723310755,28.42778489505872,152,152
generic,152,C10,1.4,0.08,2,generic,4,0.5,0.002,0.015,0.03,COMPLETED,,0,0.015,0.03,0.5299707031249998,0.040047688802083335,0.012990900589573098,9.624693781396358e-21,0.012990900589573098,True,True,True,0.0484341787272898,30.34219893894624,152,152
generic,152,C10,1.4,0.08,3,generic,5,0.9,0.002,0.03,0.008,COMPLETED,,0,0.03,0.008,0.8400585937499998,0.0007524589843750001,0.018875113379470992,5.042035082268931e-19,0.018875113379470992,True,True,True,0.05995438717736369,39.81176664691884,152,152
generic,152,C10,1.4,0.08,4,generic,0,0.1,0.0001,0.03,0.015,COMPLETED,,0,0.03,0.015,0.15994140624999997,0.022585351562499995,0.00866870683295384,2.0800104062785759e-22,0.00866870683295384,True,True,True,0.06402002200965536,28.627755196066573,152,152
generic,152,C10,1.4,0.08,5,generic,1,0.5,0.0001,0.03,0.03,COMPLETED,,0,0.03,0.03,0.5599414062499999,0.02661367187500001,0.01207669476120156,1.1843836115643292e-20,0.01207669476120156,True,True,True,0.06554347396593113,31.136423518066294,152,152
generic,152,C10,1.4,0.08,6,generic,2,0.9,0.0001,0.06,0.008,COMPLETED,,0,0.06,0.008,0.7801171875000003,2.2826623987268517e-05,0.0005371682440880108,1.1522928907945556e-16,0.0005371682440881261,True,True,True,0.11988283733979634,40.32976771693211,152,152
generic,152,C10,1.4,0.08,7,generic,3,0.1,0.002,0.06,0.015,COMPLETED,,0,0.06,0.015,0.21988281249999997,0.025433496093749994,0.006034435688783036,4.858855617542457e-22,0.006034435688783036,True,True,True,0.12215161673955013,28.34474996291101,152,152
generic,152,C10,1.4,0.08,8,generic,4,0.5,0.002,0.06,0.03,COMPLETED,,0,0.06,0.03,0.6198828124999999,0.010764485677083335,0.008911882210241005,2.462187574035035e-20,0.008911882210241005,True,True,True,0.12020276595026391,32.86710207897704,152,152
generic,152,C10,1.4,0.08,9,generic,5,0.9,0.002,0.1,0.008,COMPLETED,,0,0.1,0.008,0.7614583333333332,1.2171874999999996e-05,2.4573040989861516e-08,5.540257240232877e-19,2.4573040990415542e-08,True,True,True,0.13855592684339546,23.888048912980594,152,152
