t401_row,test_id,atlas_chart,Mach,alpha,cr_reference,ci_reference,cr_pinn,ci_pinn,status,technical_success,target_error,target_recovery,best_candidate_index,best_center_index,best_cr_center,best_ci_center,best_cr,best_ci,best_stage1_mismatch,best_stage2_mismatch,best_total_mismatch,best_retry_index,n_boxes,n_completed_boxes,n_technical_boxes,total_box_solves,total_seconds
151,151,C10,1.4,0.065,0.2492077677030013,0.0787065106241082,0.22920655,0.07553358,COMPLETED,True,0.5182522127366382,False,10,5,0.9,0.002,0.7614583333333332,6.355787037037038e-05,2.4029401317125187e-08,6.368548540667681e-19,2.4029401317762043e-08,0,12,12,12,12,368.3782369157998
152,152,C10,1.4,0.08,0.2661290557451206,0.0756907205857265,0.2571622,0.0751278,COMPLETED,True,0.5010771756636121,False,9,5,0.9,0.002,0.7614583333333332,1.2171874999999996e-05,2.4573040989861516e-08,5.540257240232877e-19,2.4573040990415542e-08,0,12,12,12,13,425.9564561287407
153,153,C10,1.4,0.09,0.275856408505958,0.0732297072154944,0.27855065,0.07360723,COMPLETED,True,0.491087409347279,False,11,2,0.9,0.0001,0.7614583333333332,3.3981770833333346e-05,2.8938144980519444e-08,5.017003345728683e-19,2.8938144981021146e-08,0,12,12,12,13,438.04434720391873
154,154,C10,1.4,0.1,0.2846022594703237,0.0704955574151523,0.2926524,0.07068892,COMPLETED,True,0.4820361425850927,False,10,2,0.9,0.0001,0.7614583333333332,1.770572916666667e-05,3.067766985880773e-08,4.522649857316991e-19,3.0677669859259996e-08,0,12,12,12,13,438.1439379620133
155,155,C10,1.4,0.115,0.2962218237406611,0.0659925696254854,0.30036557,0.06537449,COMPLETED,True,0.4698892316779194,False,9,2,0.9,0.0001,0.7614583333333332,3.136747685185185e-05,3.666217290520384e-08,3.829102936791957e-19,3.666217290558675e-08,0,12,12,12,13,453.3631712681381
156,156,C11,1.25,0.12,0.2171187822126098,0.0931959386996336,0.22025391,0.092688195,COMPLETED,True,0.5522538483397212,False,11,5,0.9,0.002,0.7614583333333332,3.604340277777777e-05,3.9620608311155524e-08,3.5376245959514475e-19,3.9620608311509286e-08,0,12,12,12,13,444.16896028991323
157,157,C11,1.25,0.125,0.2213574976778959,0.0908591657147537,0.2252446,0.089663304,COMPLETED,True,0.5476794272925839,False,10,5,0.9,0.002,0.7614583333333332,6.355787037037038e-05,4.701676200082583e-08,3.3235706693953866e-19,4.7016762001158186e-08,0,12,12,12,13,443.90073679515626
158,158,C11,1.25,0.13,0.2254063308428138,0.0885168779525414,0.22927621,0.08696296,COMPLETED,True,0.5433049041024431,False,9,5,0.9,0.002,0.7614583333333332,3.823958333333333e-05,4.330252286005012e-08,3.1236974816618084e-19,4.330252286036249e-08,0,12,12,12,13,447.7837358918041
159,159,C11,1.25,0.135,0.2292797469069861,0.0861695821740407,0.23267023,0.08460586,COMPLETED,True,0.5391042473469914,False,11,2,0.9,0.0001,0.7614583333333332,3.3981770833333326e-05,4.4303877266104276e-08,2.9278782628444874e-19,4.4303877266397065e-08,0,12,12,12,13,452.1477970922133
160,160,C11,1.25,0.14,0.2329906146711097,0.0838177442773477,0.23565666,0.08255581,COMPLETED,True,0.5350706272341359,False,10,2,0.9,0.0001,0.7614583333333332,1.770572916666667e-05,4.395266090973044e-08,2.739670745444152e-19,4.395266091000441e-08,0,12,12,12,13,448.90298623708077
161,161,C11,1.25,0.15,0.2399695757908944,0.0791021284512497,0.2408801,0.07901921,COMPLETED,True,0.5274524353791552,False,9,2,0.9,0.0001,0.7614583333333332,1.0110243055555554e-05,4.691925108470729e-08,2.382669763313491e-19,4.6919251084945555e-08,0,12,12,12,13,459.1858668011846
162,162,C11,1.25,0.165,0.249471908602467,0.072004408591219,0.24842209,0.07345389,COMPLETED,True,0.5170247479158507,False,11,5,0.9,0.002,0.7614583333333332,1e-06,3.647795150717621e-08,2.4401796379878488e-19,3.647795150742023e-08,0,12,12,12,14,507.5261506990064
163,163,C11,1.25,0.175,0.2552531931688245,0.0672601587494335,0.2548922,0.068653174,COMPLETED,True,0.510651460551152,False,10,5,0.9,0.002,0.7614583333333332,1.9767361111111115e-05,5.531856676441285e-08,1.610562092576947e-19,5.531856676457391e-08,0,12,12,12,14,510.0375068333233
164,164,C11,1.25,0.185,0.2606507009450217,0.0625085633894292,0.26258126,0.06307994,COMPLETED,True,0.5046888407868997,False,9,5,0.9,0.002,0.7614583333333332,3.823958333333333e-05,6.191332436196455e-08,1.3468621903406242e-19,6.191332436209924e-08,0,12,12,12,14,520.4223887787666
165,165,C11,1.25,0.2,0.2681174439846895,0.0553716212071203,0.27128386,0.05515606,COMPLETED,True,0.49643477662397023,False,11,2,0.9,0.0001,0.7614583333333332,3.398177083333332e-05,6.603794503229396e-08,1.0016082578759506e-19,6.603794503239412e-08,0,12,12,12,15,557.843234101194
166,166,C11,1.3,0.125,0.2507348468934173,0.0805663184923582,0.25193366,0.081078894,COMPLETED,True,0.5170302511105284,False,10,2,0.9,0.0001,0.7614583333333332,5.668576388888889e-05,4.499835499333021e-08,3.347885607119118e-19,4.4998354993665e-08,0,12,12,12,13,445.01116859784815
167,167,C11,1.3,0.14,0.2614849500675949,0.0742149320251794,0.2620215,0.07412652,COMPLETED,True,0.5054513742001566,False,9,2,0.9,0.0001,0.7614583333333332,1e-06,2.7691895848934758e-08,4.1690030901720955e-19,2.7691895849351657e-08,0,12,12,12,13,455.11676368222106
168,168,C11,1.3,0.15,0.2679572274581126,0.0699210503103882,0.26856416,0.07012184,COMPLETED,True,0.4984296890590216,False,11,5,0.9,0.002,0.7614583333333332,1e-06,4.313628093957484e-08,1.835269252064518e-19,4.3136280939758365e-08,0,12,12,12,13,462.80014936998487
169,169,C11,1.3,0.165,0.2767939145626458,0.0634079026984927,0.276617,0.0643884,COMPLETED,True,0.4887944702348262,False,10,5,0.9,0.002,0.7614583333333332,1e-06,3.9452253156343845e-08,2.6161334919045685e-19,3.945225315660546e-08,0,12,12,12,14,506.9487515259534
170,170,C11,1.3,0.18,0.2847433722614646,0.0568244575691361,0.28472474,0.057305846,COMPLETED,True,0.48008831470422747,False,9,5,0.9,0.002,0.7614583333333332,1.2171874999999996e-05,5.6134731804112725e-08,1.4995586322506822e-19,5.6134731804262683e-08,0,12,12,12,14,521.3892385720974
171,171,C11,1.3,0.19,0.2896217231739951,0.0524040829124998,0.29113266,0.051932544,COMPLETED,True,0.47473768523826876,False,11,2,0.9,0.0001,0.7614583333333332,1e-06,6.527164670169799e-08,1.1779364851333327e-19,6.527164670181578e-08,0,12,12,12,13,484.2787449430907
172,172,C11,1.3,0.205,0.2963941012868269,0.0457359573632657,0.30017838,0.045171008,COMPLETED,True,0.46730763556144295,False,10,2,0.9,0.0001,0.7614583333333332,1e-06,4.2615698749053e-08,6.017590403086315e-20,4.261569874911318e-08,0,12,12,12,17,614.2292840969749
173,173,C11,1.35,0.12,0.2742053174866416,0.0730358087275012,0.2770064,0.07376849,COMPLETED,True,0.4926917392183634,False,9,2,0.9,0.0001,0.7614583333333332,3.136747685185185e-05,3.8485963380637525e-08,3.586903015847871e-19,3.8485963380996217e-08,0,12,12,12,13,450.5641567520797
174,174,C11,1.35,0.13,0.2813135711090627,0.0693127042819089,0.2796072,0.07011482,COMPLETED,True,0.48510506686725585,False,11,5,0.9,0.002,0.7614583333333332,0.00011781134259259261,6.937307473683539e-08,3.1522959049445907e-19,6.937307473715062e-08,0,12,12,12,13,454.27144949673675
175,175,C11,1.35,0.14,0.2878537618589696,0.065498137605778,0.2847157,0.06582763,COMPLETED,True,0.4781120843023797,False,10,5,0.9,0.002,0.7614583333333332,1e-06,4.0052921627689517e-08,2.487049823060378e-19,4.005292162793822e-08,0,12,12,12,13,456.19175892486237
176,176,C11,1.35,0.15,0.2938988427909336,0.0616057159092201,0.29216713,0.061549515,COMPLETED,True,0.47160048581243424,False,9,5,0.9,0.002,0.7614583333333332,1e-06,2.6695811346175505e-08,3.016243190632817e-19,2.669581134647713e-08,0,12,12,12,13,466.44879406352993
177,177,C11,1.35,0.16,0.2995091787227976,0.0576466978458383,0.29920152,0.0575992,COMPLETED,True,0.4655279223622657,False,11,2,0.9,0.0001,0.7614583333333332,3.3981770833333326e-05,5.1843529174023637e-08,2.102327507248596e-19,5.1843529174233866e-08,0,12,12,12,14,515.0726253794273
178,178,C11,1.35,0.175,0.3072180313716652,0.0516035602251204,0.30677086,0.051287524,COMPLETED,True,0.45716198020834425,False,10,2,0.9,0.0001,0.7614583333333332,1e-06,5.483617292299012e-08,1.5990624857315154e-19,5.4836172923150025e-08,0,12,12,12,14,521.6516260200879
179,179,C11,1.35,0.19,0.3142004177558614,0.0454576540431336,0.31398237,0.04360955,COMPLETED,True,0.44955888441661,False,9,2,0.9,0.0001,0.7614583333333332,3.136747685185185e-05,6.116536244385515e-08,1.271503169690296e-19,6.11653624439823e-08,0,12,12,12,14,522.2672500790795
180,180,C11,1.35,0.195,0.3163863053741663,0.0433899218473674,0.31691256,0.041087877,COMPLETED,True,0.44718094371742567,False,11,5,0.9,0.002,0.7614583333333332,1.1513020833333332e-05,6.031093264032662e-08,1.1556680364023356e-19,6.031093264044219e-08,0,12,12,12,17,623.2181758661754
181,181,C11,1.35,0.205,0.3205673791062923,0.0392299223989418,0.32367352,0.03696668,COMPLETED,True,0.4426310763800046,False,10,5,0.9,0.002,0.7614583333333332,1.976736111111111e-05,6.412382981987795e-08,9.421777011307117e-20,6.412382981997216e-08,0,12,12,12,17,626.4914250974543
182,182,C11,1.4,0.13,0.3063854824913954,0.0611151985503771,0.30280337,0.061630692,COMPLETED,True,0.45915670466878783,False,9,5,0.9,0.002,0.7614583333333332,1.2171874999999996e-05,3.9357856476124394e-08,3.2008424564935114e-19,3.935785647644448e-08,0,12,12,12,13,449.3848985598888
183,183,C11,1.4,0.145,0.3153782841847528,0.0559501968448136,0.31311578,0.055988725,COMPLETED,True,0.4495613783886367,False,11,2,0.9,0.0001,0.7614583333333332,0.00011093923611111115,7.309765364710585e-08,2.6122462415225525e-19,7.309765364736708e-08,0,12,12,12,13,467.47693058103323
184,184,C11,1.4,0.16,0.3234118947756643,0.0505600727271105,0.32531068,0.050676104,COMPLETED,True,0.440948153899996,False,10,2,0.9,0.0001,0.7614583333333332,5.668576388888889e-05,5.6834998567908524e-08,2.1244578486809664e-19,5.683499856812097e-08,0,12,12,12,14,513.1309579430381
185,185,C11,1.4,0.17,0.3283163310618344,0.0468651382343523,0.3300763,0.047091223,COMPLETED,True,0.4356688969617045,False,9,2,0.9,0.0001,0.7614583333333332,1.0110243055555556e-05,5.186003051990221e-08,1.8265206846690518e-19,5.1860030520084866e-08,0,12,12,12,14,517.2163304568967
186,186,C11,1.4,0.18,0.3329061267127761,0.0431021730901373,0.33327493,0.04287909,COMPLETED,True,0.4307141800789645,False,11,5,0.9,0.002,0.7614583333333332,1e-06,5.333567042291109e-08,1.0359091859015213e-19,5.333567042301468e-08,0,12,12,12,15,561.1793740033172
